,EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,72,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_i,J_K,r_z,g_z,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y
0,211700306,70.0,0.759759,17.5412,16.2636,15.2019,14.7179,14.4723,13.296,12.712,12.476,129.06036668,15.91977263,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.3393,0.8200000000000003,1.5457,2.8233,0.8200000000000003,17.794516594532507,17.5412,16.29413150575257,16.2636,15.203370282870686,15.2019,14.635027461433632,14.7179,14.617008622701546,14.4723
1,211707676,76.0,0.5296960000000001,21.5463,20.1961,18.1771,17.2422,16.7429,15.339,14.844,14.315,130.22665876,16.01684011,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.3692,1.0240000000000011,2.9539000000000013,4.304099999999998,1.0240000000000011,21.872079227622695,21.5463,20.251884784560378,20.1961,18.193567195985334,18.1771,17.066514146450796,17.2422,17.114638006926366,16.7429
2,211708110,74.0,0.738907,20.3442,19.0311,17.3073,16.5188,16.1371,14.791,14.224,13.877,129.15541153,16.02228144,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,3.0369,0.913999999999998,2.5123,3.825400000000002,0.913999999999998,20.64738849881204,20.3442,19.07347939415922,19.0311,17.317905568082775,17.3073,16.38277681390386,16.5188,16.410115920746513,16.1371
3,211725787,74.0,0.500143,20.7184,19.4732,17.7555,16.9377,16.5213,15.219,14.604,14.239,128.29855293,16.26424102,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9628999999999976,0.9800000000000004,2.535499999999999,3.7807,0.9800000000000004,21.016489669905994,20.7184,19.513380645539357,19.4732,17.76494377681201,17.7555,16.80908224168302,16.9377,16.776092665944862,16.5213
4,211727975,74.0,0.5790069999999999,20.4488,19.1879,17.5013,16.7,16.3024,15.036,14.402,14.184,129.99411265,16.2961824,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.947499999999998,0.8519999999999985,2.4879,3.7487999999999992,0.8519999999999985,20.745824381818284,20.4488,19.227655843181562,19.1879,17.51050823457219,17.5013,16.572863191732814,16.7,16.553558315859217,16.3024
5,211729756,71.0,0.508919,17.8854,16.671,15.4179,14.8674,14.604,13.35,12.777,12.535,127.64640489,16.32145447,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.4675000000000007,0.8149999999999995,1.8036,3.0180000000000007,0.8149999999999995,18.14825077614828,17.8854,16.702420585761566,16.671,15.420765190152187,15.4179,14.777233603832812,14.8674,14.765874163769219,14.604
6,211734093,69.0,0.531414,15.9864,14.7883,14.0144,13.6731,13.4876,12.347,11.698,11.508,129.13552675,16.38395216,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,1.9719999999999995,0.8390000000000022,1.1151999999999995,2.3133,0.8390000000000022,16.211125790707843,15.9864,14.818414647747838,14.7883,14.01246923814784,14.0144,13.606681971052797,13.6731,13.594388666391682,13.4876
7,211738707,74.0,0.5472279999999999,20.0458,18.781,17.0336,16.2177,15.8073,14.487,13.895,13.625,132.33474645,16.44842663,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,3.0122,0.8620000000000001,2.563299999999998,3.8280999999999987,0.8620000000000001,20.347290145733407,20.0458,18.822616059176433,18.781,17.043812219763588,17.0336,16.084202554087753,16.2177,16.074091573160448,15.8073
8,211745306,73.0,0.516892,19.6978,18.4529,16.843,16.0962,15.7412,14.424,13.829,13.618,131.04870098,16.54234666,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.8548000000000013,0.8060000000000009,2.3567,3.601600000000001,0.8060000000000009,19.988378133761344,19.6978,18.490327127447667,18.4529,16.8508347231331,16.843,15.97755596048373,16.0962,15.971587304820268,15.7412
9,211748286,74.0,0.731169,18.7323,17.4724,15.9221,15.2024,14.8284,13.54,12.858,12.62,127.78144009,16.58440955,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8101999999999983,0.92,2.27,3.5298999999999983,0.92,19.01975435694849,18.7323,17.508841068879622,17.4724,15.92930044395198,15.9221,15.08759259644165,15.2024,15.049446880777847,14.8284
10,211771406,70.0,0.535284,20.3437,19.076,17.414,16.6527,16.2737,14.928,14.312,14.163,131.39273728,16.91099685,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.929699999999997,0.7649999999999988,2.4233000000000007,3.690999999999999,0.7649999999999988,20.639491164460463,20.3437,19.11527855271559,19.076,17.422938624421626,17.414,16.52724967158125,16.6527,16.52072387148799,16.2737
11,211773459,69.0,0.561716,16.4458,15.2234,14.2363,13.7901,13.5468,12.328,11.703,11.468,132.13613036,16.93987131,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,2.2094999999999985,0.8599999999999994,1.4332999999999991,2.6556999999999977,0.8599999999999994,16.689243397055996,16.4458,15.253467715381152,15.2234,14.236472143609278,14.2363,13.713724067864362,13.7901,13.676394936245023,13.5468
12,211776073,70.0,0.4538140000000001,17.5731,16.406,15.2139,14.6725,14.3892,13.224,12.604,12.347,129.60356903,16.97664616,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.3591999999999995,0.8769999999999989,1.7334999999999994,2.9006000000000007,0.8769999999999989,17.82791011882556,17.5731,16.43663963008124,16.406,15.2155792739622,15.2139,14.588555301001676,14.6725,14.536419453403694,14.3892
13,211778044,75.0,0.382771,20.1804,18.9055,17.1033,16.2694,15.863,14.494000000000002,13.96,13.585,131.26869237,17.00478338,M4.5,3100.0,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.44003745095898,0.0486,0.15499999999999936,,1.4956048424711975e+29,6.372813724560243e+27,5.801733681715048e+28,2.274461611803033e+27,3.0770999999999984,0.9090000000000008,2.636099999999999,3.9109999999999983,0.9090000000000008,20.48634555214924,20.1804,18.949186458673186,18.9055,17.114557842331727,17.1033,16.129147899971503,16.2694,16.146457149001908,15.863
14,211781646,72.0,0.448684,19.4721,18.24,16.5766,15.800999999999998,15.4109,14.115,13.5,13.254,130.32402073,17.05568679,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.895500000000002,0.8609999999999989,2.439,3.671100000000002,0.8609999999999989,19.765515756131,19.4721,18.27840211531802,18.24,16.58502848446365,16.5766,15.678715014733509,15.800999999999998,15.650176750957389,15.4109
15,211787610,71.0,0.455025,17.7801,16.6047,15.413,14.8771,14.6005,13.374,12.745,12.463,127.73231677,17.13952367,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.3671000000000006,0.9110000000000014,1.7276000000000007,2.9030000000000005,0.9110000000000014,18.0355016023274,17.7801,16.63538547608397,16.6047,15.414762995339013,15.413,14.792723747674872,14.8771,14.748731340854755,14.6005
16,211789682,70.0,0.409532,17.9069,16.7145,15.4599,14.8897,14.5887,13.380999999999998,12.765999999999998,12.52,133.31925583,17.16941364,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.447000000000001,0.8609999999999989,1.8248000000000013,3.0172000000000008,0.8609999999999989,18.16823974589009,17.9069,16.745746719836344,16.7145,15.462534303861341,15.4599,14.800763168535298,14.8897,14.74766708368743,14.5887
17,211790121,76.0,0.548511,22.0346,20.7778,18.6983,17.7278,17.2188,15.764,15.175,14.836,129.98580995,17.175969,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,3.3363000000000014,0.9280000000000026,3.0500000000000007,4.306800000000003,0.9280000000000026,22.35815816638966,22.0346,20.83197936125156,20.7778,18.714137695623222,18.6983,17.55654129375279,17.7278,17.579441814156418,17.2188
18,211795051,71.0,0.29790500000000003,18.7082,17.5008,16.1106,15.501,15.1953,13.965,13.373,13.113,130.61680124,17.24675408,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.5976,0.8520000000000003,1.9998000000000025,3.2072000000000016,0.8520000000000003,18.980529337431346,18.7082,17.533633520009907,17.5008,16.115002909288624,16.1106,15.402424202363033,15.501,15.377186432099036,15.1953
19,211795467,71.0,0.530676,18.1734,16.9984,15.6948,15.1103,14.8339,13.652,13.079,12.707,129.73179173,17.25263165,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.4786,0.9450000000000004,1.8881,3.0631000000000004,0.9450000000000004,18.437066881062773,18.1734,17.029920036024883,16.9984,15.697791479188203,15.6948,15.019457359316261,15.1103,14.997375202644601,14.8339
20,211795569,66.0,0.479993,15.0405,13.9775,13.4949,13.292,13.1817,12.087,11.443,11.306,129.55671566,17.25432958,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.5456000000000003,0.7810000000000006,0.6854999999999993,1.7485,0.7810000000000006,15.229092992670433,15.0405,14.009351348935391,13.9775,13.489947245746913,13.4949,13.239199280355738,13.292,13.257790336130496,13.1817
21,211795614,66.0,0.4290890000000001,15.8516,14.668,13.8979,13.5693,13.3993,12.268,11.587,11.39,129.4545168,17.2549601,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.9536999999999995,0.8779999999999983,1.0986999999999991,2.2823,0.8779999999999983,16.07484524606059,15.8516,14.698156248727512,14.668,13.89582077163915,13.8979,13.503561794649139,13.5693,13.504547465791406,13.3993
22,211795706,76.0,0.520776,21.1884,20.0587,18.2098,17.3537,16.9072,15.598,14.916,14.523,129.51873715,17.25645523,M5,3030.0,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.2769999999999997,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.19899999999999998,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.0398,0.25,,8.021215831913957e+28,2.0152606473591297e+27,2.551121693927748e+28,1.1600772812766656e+27,2.9786,1.0749999999999993,2.705000000000002,3.8347000000000016,1.0749999999999993,21.48757417566297,21.1884,20.099325188150086,20.0587,18.2194861026134,18.2098,17.22355135255026,17.3537,17.16575317535,16.9072
23,211796017,71.0,0.565962,17.5994,16.4265,15.1604,14.5935,14.3197,13.153,12.527,12.279000000000002,126.63859727,17.26080636,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.439,0.873999999999997,1.833,3.0058999999999987,0.873999999999997,17.860148718239774,17.5994,16.457682269776022,16.4265,15.162945023841019,15.1604,14.505036266700898,14.5935,14.477549918368789,14.3197
24,211799258,71.0,0.734006,17.7404,16.5167,15.1692,14.5683,14.2666,13.017,12.42,12.185,128.24596431,17.30646203,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.571200000000001,0.8320000000000007,1.9484,3.1721000000000004,0.8320000000000007,18.01082082076136,17.7404,16.549201660359437,16.5167,15.173280555581195,15.1692,14.471518368762059,14.5683,14.444198840390165,14.2666
25,211799259,74.0,0.587511,20.671,19.4054,17.6927,16.9185,16.5812,15.248,14.528,14.37,127.89340091,17.30647772,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9783000000000013,0.8780000000000001,2.4868999999999986,3.7524999999999977,0.8780000000000001,20.970153466883886,20.671,19.446016584430815,19.4054,17.702381451331775,17.6927,16.788380806022786,16.9185,16.83968079119108,16.5812
26,211799551,69.0,0.439011,16.5785,15.3915,14.4409,14.025,13.819,12.682,12.0,11.811,129.52949656,17.31054681,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,2.137599999999999,0.8710000000000004,1.3665000000000005,2.553499999999998,0.8710000000000004,16.816370308075435,16.5785,15.421473089966,15.3915,14.440399736268718,14.4409,13.951880634835355,14.025,13.941087575969627,13.819
27,211800408,66.0,0.319622,15.7345,14.5567,13.8684,13.58,13.4391,12.314,11.616,11.443,126.77815894,17.32256002,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.8661000000000008,0.8710000000000004,0.9766999999999992,2.1545000000000005,0.8710000000000004,15.950576310439867,15.7345,14.587112887961196,14.5567,13.865635119953893,13.8684,13.51737106282805,13.58,13.537320374335643,13.4391
28,211801146,75.0,0.539475,20.2671,18.9837,17.0877,16.2321,15.8122,14.486,13.833,13.538,129.34508196,17.33319937,M4.5,3100.0,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.44003745095898,0.0486,0.15499999999999936,,1.4956048424711975e+29,6.372813724560243e+27,5.801733681715048e+28,2.274461611803033e+27,3.1793999999999976,0.9479999999999986,2.7516,4.035,0.9479999999999986,20.580026604171355,20.2671,19.03108783529395,18.9837,17.100686689528626,17.0877,16.08040414949496,16.2321,16.124024472621233,15.8122
29,211803674,74.0,0.478701,20.414,19.1455,17.4649,16.6336,16.2435,15.009,14.441,14.055,130.00011913,17.36832778,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9491000000000014,0.9540000000000006,2.511899999999997,3.7804,0.9540000000000006,20.711135131692423,20.414,19.18529946367396,19.1455,17.474132607607707,17.4649,16.506310274677038,16.6336,16.495033423131794,16.2435
30,211805435,74.0,0.540272,20.0816,18.7932,17.2052,16.4492,16.0975,14.791,14.134,14.017,129.63683565,17.39388389,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8764000000000003,0.7739999999999974,2.3439999999999976,3.6324000000000014,0.7739999999999974,20.373685590272576,20.0816,18.83113548240001,18.7932,17.213348047762892,17.2052,16.328640521174275,16.4492,16.332560910537033,16.0975
31,211810140,74.0,0.44834,20.1182,18.8781,17.2511,16.4873,16.12,14.835,14.233,13.954,130.31199432,17.46011155,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8671000000000006,0.8810000000000002,2.3907999999999987,3.630900000000001,0.8810000000000002,20.40963696689285,20.1182,18.91581410695567,18.8781,17.25911264913571,17.2511,16.367569869001375,16.4873,16.353036505746907,16.12
32,211810915,70.0,0.49603,16.6471,15.5095,14.5021,14.0518,13.8369,12.683,12.045,11.825,127.66091487,17.47203019,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.144999999999998,0.8580000000000005,1.457699999999999,2.5952999999999977,0.8580000000000005,16.885547488233748,16.6471,15.5394780053275,15.5095,14.501667458702501,14.5021,13.9783559002375,14.0518,13.95973404843625,13.8369
33,211812724,74.0,0.5691,20.2787,19.0327,17.3643,16.602999999999998,16.1828,14.944,14.323,13.962,129.66295997,17.49678689,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9144000000000005,0.9820000000000012,2.4297000000000004,3.6757000000000017,0.9820000000000012,20.573429469745314,20.2787,19.07157991347715,19.0327,17.37300912897283,17.3643,16.478977851511136,16.602999999999998,16.426326322732987,16.1828
34,211817992,74.0,0.5297850000000001,20.1935,18.9263,17.2469,16.4684,16.0738,14.74,14.220999999999998,13.862,130.28846033,17.57132545,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9466,0.8780000000000001,2.457900000000002,3.725100000000001,0.8780000000000001,20.490462077753453,20.1935,18.966031358910968,18.9263,17.256094534795082,17.2469,16.341349111311605,16.4684,16.32474757060905,16.0738
35,211820823,74.0,0.642307,20.5174,19.2421,17.554000000000002,16.7679,16.3868,15.121,14.47,14.234000000000002,126.30707675,17.61252344,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.9633999999999965,0.8869999999999969,2.4742,3.7494999999999976,0.8869999999999969,20.81552423197255,20.5174,19.282294623820338,19.2421,17.56345145995742,17.554000000000002,16.639233816587474,16.7679,16.64171156274946,16.3868
