,EPIC,Unnamed: 0,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,72,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_i,J_K,r_z,g_z,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y
359,211956071,71.0,0.32982399999999995,17.683,16.541,15.3691,14.8273,14.5831,13.344,12.720999999999998,12.431,126.64498091,19.56630366,M2.5,3500.0,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.11699999999999999,,,,0.44,,,7.01,6.27,8.94,0.57,,0.39299999999999996,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.0786,0.14499999999999955,,8.912155551898872e+29,2.4228762028039462e+29,2.899752914200289e+29,8.089374008782233e+28,2.3139000000000003,0.913000000000002,1.7137000000000011,2.855700000000001,0.913000000000002,17.934402719161252,17.683,16.571408466451977,16.541,15.370307450805479,15.3691,14.74576546727509,14.8273,14.72468159429705,14.5831
360,211956096,60.0,0.5320739999999999,12.286,11.607,11.343,11.206,11.125,10.106,9.63,9.484,129.99913266,19.56671169,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914507,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.987651297062333e+31,5.700977555370194e+30,2.574345873865e+31,0.9429999999999996,0.6219999999999999,0.4010000000000016,1.08,0.6219999999999999,12.416555095016811,12.286,11.64054310100306,11.607,11.33497146150806,11.343,11.1701001539977,11.206,11.16098263730887,11.125
361,211956407,66.0,0.484742,14.7369,13.6562,13.286,12.9757,12.8335,11.734000000000002,11.1,10.965,129.72292303,19.57132333,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,1.4509000000000007,0.7690000000000019,0.6805000000000003,1.7612000000000003,0.7690000000000019,14.91695903282974,14.7369,13.688516222072996,13.6562,13.280485723924453,13.286,12.92551400235456,12.9757,12.903645013827932,12.8335
362,211956421,74.0,0.533319,19.3558,18.1277,16.6016,15.9047,15.5732,14.338,13.706,13.390999999999998,129.52802688,19.57157704,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.7541999999999973,0.9470000000000012,2.2230000000000008,3.4510999999999985,0.9470000000000012,19.639309575438084,19.3558,18.163020480464013,18.1277,16.60802783105797,16.6016,15.794490125502417,15.9047,15.78309312931679,15.5732
363,211956426,74.0,0.690083,20.1416,18.9113,17.2433,16.5084,16.125,14.831,14.231,13.957,129.6731541,19.57163995,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.898299999999999,0.8739999999999988,2.402899999999999,3.633199999999999,0.8739999999999988,20.4352105369778,20.1416,18.949771887203728,18.9113,17.25176986349269,17.2433,16.385859531779825,16.5084,16.364901404906703,16.125
364,211956610,74.0,0.549737,19.4508,18.2084,16.6529,15.9329,15.5709,14.313,13.651,13.463,130.80258491,19.57466373,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.7979000000000016,0.8499999999999996,2.275500000000001,3.5179000000000014,0.8499999999999996,19.737390121415476,19.4508,18.244583898304647,18.2084,16.65992849280955,16.6529,15.819123107398024,15.9329,15.78944300642198,15.5709
365,211956852,58.0,0.5632590000000001,13.14,12.52,12.295,12.189,12.0999,11.134,10.65,10.552,129.99977404,19.57786083,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.8450000000000006,0.5820000000000007,0.3309999999999995,0.9510000000000004,0.5820000000000007,13.26020265730875,13.14,12.553302016277499,12.52,12.286558687152501,12.295,12.1562779029875,12.189,12.12783391096125,12.0999
366,211956984,41.0,0.072933,9.793,9.661,9.623,9.576,9.607,8.857000000000003,8.681000000000001,8.633,130.685069,19.579973000000006,F5,6510.0,3.814,-0.04,3.4,0.54,0.43799999999999994,0.455,0.132,-0.028999999999999998,0.252,0.506,1.079,0.17300000000000001,0.054000000000000006,0.027999999999999997,-0.03,-0.045,-0.004,1.33,9.3,0.29,2.55,2.32,3.36,,,1.46,F5V,V  ,1.09,0.26,0.03,-0.02,0.71,0.22,0.0,2.62,150.44378795084714,0.292,0.08499999999999996,,2.795425514183496e+32,9.21151840903485e+34,8.060930582680416e+31,1.8028759226611287e+34,0.16999999999999993,0.22400000000000367,0.08499999999999908,0.21699999999999875,0.22400000000000367,9.83363954179,9.793,9.68471344654,9.661,9.611963775539998,9.623,9.5748150623,9.576,9.550378486329997,9.607
367,211957616,74.0,0.681625,19.4476,18.2096,16.6615,15.9596,15.6184,14.368,13.715,13.472,128.94694796,19.58956039,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.786100000000001,0.8959999999999989,2.2499999999999982,3.4880000000000013,0.8959999999999989,19.73335986606334,19.4476,18.245543074068166,18.2096,16.66836472840286,16.6615,15.846800697025607,15.9596,15.834569723959278,15.6184
368,211957804,72.0,0.563483,18.7146,17.5078,16.113,15.4528,15.136,13.898,13.284,13.014,129.12994284,19.59255286,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.601600000000001,0.8839999999999986,2.055,3.2618000000000014,0.8839999999999986,18.98721787549934,18.7146,17.5406858980171,17.5078,16.11745221853422,16.113,15.353948317403546,15.4528,15.318546533982863,15.136
369,211958252,72.0,0.63467,17.7805,16.5538,15.3303,14.7741,14.4969,13.298,12.651,12.428,129.23309865,19.59911403,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.4502000000000006,0.870000000000001,1.7796999999999985,3.0064,0.870000000000001,18.042075942456634,17.7805,16.585073030865765,16.5538,15.332970144714126,15.3303,14.684972876570127,14.7741,14.656316654897736,14.4969
370,211958260,58.0,0.556854,12.727,12.161,11.906,11.767,11.71,10.725,10.341,10.244000000000002,129.44322687,19.59924476,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.8210000000000015,0.4809999999999981,0.3939999999999984,0.9599999999999992,0.4809999999999981,12.844624513609629,12.727,12.19420912222838,12.161,11.897460097783382,11.906,11.7350933125371,11.767,11.73584592520501,11.71
371,211958562,73.0,0.556949,17.660999999999994,16.4738,15.1172,14.5004,14.220999999999998,12.931,12.379,12.106,130.64162401,19.60335763,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.543799999999994,0.8249999999999993,1.9734,3.1605999999999934,0.8249999999999993,17.929432204939232,17.660999999999994,16.50598216693561,16.4738,15.120951612779653,15.1172,14.405432259648519,14.5004,14.39427364563447,14.220999999999998
372,211958687,74.0,0.6463270000000001,19.1942,17.9386,16.3318,15.5663,15.1925,13.898,13.254,13.0,131.44969063,19.60516564,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8623999999999974,0.8979999999999997,2.372300000000001,3.627899999999999,0.8979999999999997,19.485308927073362,19.1942,17.976203670123606,17.9386,16.33974450688008,16.3318,15.446986325523048,15.5663,15.424520425182372,15.1925
373,211958800,73.0,0.6738460000000001,20.8922,19.6414,17.8425,17.0552,16.6236,15.246,14.699000000000002,14.44,128.03036839,19.60667945,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,3.0496999999999983,0.8059999999999992,2.5862000000000016,3.837,0.8059999999999992,21.19626729259255,20.8922,19.68418680118918,19.6414,17.853311624813216,17.8425,16.91784629982889,17.0552,16.899898374404472,16.6236
374,211958929,72.0,0.618851,19.7026,18.4028,16.8818,16.1888,15.8366,14.561,13.936,13.673,130.47314501,19.60843148,M3,3410.0,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.0738,0.14499999999999955,,6.484488809329398e+29,1.4266952797331432e+29,2.8165829772900166e+29,4.76337656086982e+28,2.820800000000002,0.8879999999999999,2.2139999999999977,3.5138,0.8879999999999999,19.990798177947692,19.7026,18.439467772039208,18.4028,16.889149655979047,16.8818,16.073095023372083,16.1888,16.0598294869556,15.8366
375,211959273,60.0,0.404765,14.2425,13.444,13.1,12.901,12.7615,11.702,11.165,11.037,129.74291685,19.61372465,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914507,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.987651297062333e+31,5.700977555370194e+30,2.574345873865e+31,1.1425,0.6649999999999991,0.543000000000001,1.3415,0.6649999999999991,14.393295982362341,14.2425,13.477454148889686,13.444,13.092873459061563,13.1,12.859215095223437,12.901,12.811964357955155,12.7615
376,211959487,74.0,0.694149,21.195,19.8582,18.069000000000006,17.2309,16.8387,15.53,14.811,14.537,130.47804863,19.61681631,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,3.1259999999999932,0.9929999999999986,2.6273000000000017,3.964100000000002,0.9929999999999986,21.504288385248078,21.195,19.903587233698083,19.8582,18.081071754778083,18.069000000000006,17.0853019749736,17.2309,17.135389374018157,16.8387
377,211959502,74.0,0.641308,19.9616,18.6788,17.0884,16.3548,15.9883,14.652,14.095999999999998,13.812,129.22501568,19.61709934,M4,3200.0,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.2409999999999999,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.05160000000000002,0.375,,1.9962288137863124e+29,1.3011615595745358e+28,7.167790189866423e+28,1.1235132039949538e+28,2.8732000000000006,0.8399999999999999,2.323999999999998,3.6068,0.8399999999999999,20.253462479115278,19.9616,18.716658881521756,18.6788,17.096501374316315,17.0884,16.234526683972206,16.3548,16.22266225770609,15.9883
378,211959522,55.0,0.118265,11.828,11.38,11.234000000000002,11.185,11.159,10.252,9.891,9.806,129.36477629,19.61756273,G9,5340.0,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.028999999999999998,-0.06,-0.038,-0.018000000000000002,0.9,,,4.14,3.69,5.34,,,0.8759999999999999,G9V,,,,,,,,,,108.16653826230892,0.1752,0.09499999999999977,,4.473702464377127e+31,9.645643896996797e+32,1.298580190058063e+31,2.109942005707607e+32,0.5939999999999976,0.4459999999999997,0.19500000000000028,0.6429999999999989,0.4459999999999997,11.920369293028717,11.828,11.41156078565872,11.38,11.224564687298722,11.234000000000002,11.1617063063224,11.185,11.16233747009544,11.159
379,211959779,58.0,0.559938,12.312,11.847,11.642,11.534,11.496,10.556,10.24,10.133,130.04019148,19.62136035,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.6699999999999999,0.423,0.3130000000000006,0.7780000000000005,0.423,12.413003747289999,12.312,11.87927888954,11.847,11.63285816854,11.642,11.5076233973,11.534,11.50747818483,11.496
380,211959857,70.0,0.543551,16.5102,15.2959,14.3918,14.0215,13.7869,12.675999999999998,11.956,11.789,130.33503873,19.62284943,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.1184000000000007,0.8869999999999969,1.2744,2.488700000000001,0.8869999999999969,16.746568828968638,16.5102,15.325865238271671,15.2959,14.391125583021754,14.3918,13.949212439373413,14.0215,13.907077671138673,13.7869
381,211959869,59.0,0.6436649999999999,12.656,11.972,11.668,11.494000000000002,11.411,10.371,9.915,9.8,130.68197619,19.623108,K3,4830.0,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288019e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.9879999999999995,0.570999999999998,0.4779999999999998,1.1619999999999973,0.570999999999998,12.79121655235776,12.656,12.00558539963776,11.972,11.66016711451776,11.668,11.4567131430592,11.494000000000002,11.45044786453952,11.411
382,211960587,58.0,0.569821,12.619000000000002,12.045,11.831,11.732,11.677,10.706,10.262,10.169,130.1395871,19.6335459,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.788000000000002,0.5369999999999989,0.31299999999999883,0.8870000000000005,0.5369999999999989,12.733051503045763,12.619000000000002,12.078058018325759,12.045,11.82232597320576,11.831,11.7012409840192,11.732,11.699892749115518,11.677
383,211960649,63.0,0.605123,14.0285,13.25,12.885,12.67,12.4967,11.455,10.896,10.762,130.33285274,19.63459075,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.155679742981379e+30,4.975979829449148e+30,1.1434999999999995,0.6929999999999996,0.5800000000000001,1.3584999999999994,0.6929999999999996,14.17939473350781,14.0285,13.283452078527342,13.25,12.877878223522968,12.885,12.628187036152912,12.67,12.547231979621529,12.4967
384,211961037,60.0,0.360747,13.399,12.715,12.409,12.236,12.154000000000002,11.119000000000002,10.675999999999998,10.539,128.93806529,19.64057066,K4,4620.0,3.665,-0.55,7.04,-0.71,1.1,1.306,0.47700000000000004,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914507,0.1378,0.16000000000000014,,1.3393987013041351e+31,6.987651297062333e+31,5.700977555370194e+30,2.574345873865e+31,0.9900000000000002,0.5800000000000001,0.47900000000000104,1.163000000000002,0.5800000000000001,13.534422406169998,13.399,12.748586356419997,12.715,12.40117590742,12.409,12.1986524309,12.236,12.19359883859,12.154000000000002
385,211966629,62.0,0.532388,13.6809,13.029000000000002,12.663,12.449000000000002,12.2589,11.236,10.689,10.527,130.98619719,19.7255799,K6,4230.0,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.1430000000000002,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.13219999999999998,0.15500000000000025,,7.613378808678038e+30,2.1593906887309408e+31,3.1434325238497875e+30,7.706880255224127e+30,1.0178999999999991,0.7089999999999979,0.5800000000000001,1.2318999999999978,0.7089999999999979,13.819182448388469,13.6809,13.062591859557394,13.029000000000002,12.655299467369296,12.663,12.410813218135683,12.449000000000002,12.300579508147925,12.2589
386,211966707,73.0,0.609155,18.7104,17.5286,16.0948,15.4504,15.1369,13.896,13.242,12.981,126.5725724,19.72652831,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.6156000000000006,0.9149999999999991,2.0782000000000007,3.26,0.9149999999999991,18.98402647129048,18.7104,17.561673627661442,17.5286,16.09942577678496,16.0948,15.350574244851897,15.4504,15.321778854711797,15.1369
387,211967293,58.0,0.547473,12.654000000000002,12.088,11.862,11.751,11.696,10.719,10.315,10.213,130.23605801,19.73472482,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.7920000000000016,0.506000000000002,0.3369999999999997,0.9030000000000022,0.506000000000002,12.768486337111042,12.654000000000002,12.12107780975104,12.088,11.853342145751041,11.862,11.720100184396799,11.751,11.71925592887808,11.696
388,211967873,58.0,0.5406310000000001,12.868,12.243,11.977,11.833,11.765,10.755,10.32,10.218,130.88477965,19.74376424,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.8909999999999999,0.5370000000000008,0.41000000000000014,1.035,0.5370000000000008,12.99309666657693,12.868,12.27644189995818,12.243,11.968750300363181,11.977,11.7987574185781,11.833,11.796803272372111,11.765
389,211968029,69.0,0.50562,16.7485,15.5706,14.5773,14.1485,13.905,12.743,12.073,11.889,130.49713459999998,19.74579824,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,2.1712000000000007,0.8539999999999992,1.4221000000000004,2.6,0.8539999999999992,16.988984327951112,16.7485,15.600604116669194,15.5706,14.577109946930953,14.5773,14.07388722078126,14.1485,14.030524446513684,13.905
390,211968088,53.0,0.5645720000000001,11.35,10.975,10.817,10.739,10.715,9.812,9.549,9.469,130.36936123,19.74673705,G7,5530.0,3.743,-0.16,5.18,-0.12,0.713,0.809,0.239,0.243,0.39299999999999996,0.7659999999999999,1.712,0.32899999999999996,0.08,0.027999999999999997,-0.054000000000000006,-0.04,-0.013000000000000001,0.96,,,3.88,3.47,5.02,,,0.9490000000000001,G7V,,,,,,,,,,50.33222956503416,0.1898,0.07000000000000027,,6.128461257007277e+31,2.015260647359129e+33,1.4675625845942996e+31,3.248216387574677e+32,0.5329999999999995,0.3430000000000017,0.2359999999999989,0.6109999999999989,0.3430000000000017,11.435304280079707,11.35,11.00584992577846,10.975,10.80733232453346,10.817,10.718347273890702,10.739,10.71130426805717,10.715
391,211968228,70.0,0.480506,16.6855,15.502,14.5261,14.1167,13.9089,12.752,12.065,11.880999999999998,130.05728781,19.74884119,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,2.159400000000001,0.8710000000000022,1.3853000000000009,2.5688000000000013,0.8710000000000022,16.925068257194628,16.6855,15.531990655046219,15.502,14.5258002086289,14.5261,14.042617262043201,14.1167,14.033203485069574,13.9089
392,211968460,75.0,0.5860569999999999,21.3043,19.9915,18.1813,17.334,16.8765,15.451,14.852,14.557,132.12725186,19.75195006,M4.5,3100.0,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.44003745095898,0.0486,0.15499999999999936,,1.4956048424711975e+29,6.372813724560243e+27,5.801733681715048e+28,2.274461611803033e+27,3.123000000000001,0.8939999999999984,2.6575,3.9703000000000017,0.8939999999999984,21.613383626126613,21.3043,20.03677932253786,19.9915,18.193321167542862,18.1813,17.1887364290637,17.334,17.172360499373468,16.8765
393,211968779,73.0,0.558996,19.0768,17.8529,16.3557,15.647,15.3245,14.01,13.424,13.164,129.77116887,19.75730212,M3.5,3250.0,3.512,-2.27,12.19,-2.07,1.6019999999999999,,1.4669999999999999,1.2,1.178,2.68,5.0,0.5579999999999999,0.26899999999999996,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.058200000000000016,0.375,,2.957123237734915e+29,2.53706284034917e+28,1.2469591636501151e+29,2.190676153566424e+28,2.7211,0.8459999999999983,2.205900000000001,3.4297999999999984,0.8459999999999983,19.357965400922623,19.0768,17.88761745039452,17.8529,16.361683387866456,16.3557,15.539396051648314,15.647,15.528091402286266,15.3245
