,Unnamed: 0,EPIC,Unnamed: 0.1,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,Class,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,58,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,r_z,J_K,g_z,g_i,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,thresh20p
10,10,211392234,50.0,0.16963,14.3473,13.9788,13.8751,13.8734,13.8587,13.009,12.75,12.642999999999999,132.73006,11.520703,SM,G4,5680.0,3.754,-0.13,4.94,-0.04,0.674,0.757,0.222,0.175,0.374,0.733,1.621,0.307,0.075,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.99,,,3.7,3.32,4.8,,,0.986,G4V,,,,,,,,,,30.55050462741207,0.1972,0.03000000000000025,,7.516793076292366e+31,3.3445001854313527e+33,1.6752112140178082e+31,2.3102988811470355e+32,0.1053999999999995,0.36600000000000144,0.4739000000000004,0.4722000000000008,0.36600000000000144,14.425440363803938,14.3473,14.008814049203966,13.9788,13.865202704835127,13.8751,13.855540185214872,13.8734,13.84751600436492,13.8587,32.401276186829044
11,11,211392455,67.0,0.286819,19.8071,18.5461,17.6933,17.3079,17.1287,16.102,15.262,15.144,132.809724,11.523882,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.107,0.08000000000000007,,2.7441861672404844e+30,2.656630928328716e+30,9.064164601647388e+29,4.893695018525311e+29,1.2381999999999989,0.9580000000000002,2.4991999999999983,2.1137999999999977,0.9580000000000002,20.04310825077173,19.8071,18.576064388819606,18.5461,17.69258419102164,17.6933,17.235809451844162,17.3079,17.248425770341758,17.1287,2195.3210939587416
12,12,211392789,55.0,0.16058,15.2182,14.7437,14.5923,14.5558,14.504000000000001,13.64,13.262,13.148,132.89841,11.529765,BM,G9,5340.0,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.028999999999999998,-0.06,-0.038,-0.018000000000000002,0.9,,,4.14,3.69,5.34,,,0.8759999999999999,G9V,,,,,,,,,,108.16653826230892,0.1752,0.09499999999999977,,4.473702464377127e+31,9.645643896996797e+32,1.298580190058063e+31,2.109942005707607e+32,0.18790000000000084,0.4920000000000009,0.6623999999999999,0.6258999999999997,0.4920000000000009,15.314215931980419,15.2182,14.775584110165243,14.7437,14.582987258627947,14.5923,14.531185426290586,14.5558,14.510835272752605,14.504000000000001,49.01480380836713
13,13,211392859,69.0,0.207675,18.84,17.5982,16.8206,16.4811,16.3062,15.17,14.585,14.283,132.643239,11.530636999999999,M,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,1.117099999999997,0.8870000000000005,2.3588999999999984,2.019400000000001,0.8870000000000005,19.06853407864673,18.84,17.62822886075132,17.5982,16.81906247357,16.8206,16.41286820224488,16.4811,16.417109929016384,16.3062,410.5908622987142
14,14,211392899,66.0,0.307384,17.5185,16.5483,16.171,16.0076,15.8973,14.814,14.249,14.052,133.09593999999998,11.53128,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.5407000000000011,0.7620000000000005,1.5108999999999997,1.3475,0.7620000000000005,17.68900631491828,17.5185,16.581085283781565,16.5483,16.164910705172186,16.171,15.96021277873281,16.0076,15.961003419559214,15.8973,279.106091224756
15,15,211393067,65.0,0.14816500000000002,17.2571,16.374000000000002,15.9286,15.7078,15.5741,14.592,13.965,13.790999999999999,133.085527,11.534125999999999,M,K9,3940.0,3.595,-1.1,8.69,-1.18,1.382,1.5930000000000002,0.7909999999999999,1.21,0.866,1.699,3.5839999999999996,0.625,0.184,0.10099999999999999,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.06407098364788,0.1104,0.13000000000000034,,3.445833136046475e+30,5.424144171351381e+30,1.0090987698143525e+30,1.6236419564565546e+30,0.6662000000000017,0.8010000000000019,1.5493000000000006,1.3285000000000018,0.8010000000000019,17.425823403468648,17.2571,16.406864284486627,16.374000000000002,15.922409075750993,15.9286,15.660925178295289,15.7078,15.636613104307889,15.5741,218.93594040627923
16,16,211393422,67.0,0.26266300000000004,18.1618,17.055,16.5538,16.3446,16.2087,15.113,14.395,14.196,132.805199,11.540296000000001,M,M0.5,3800.0,3.58,-1.38,9.2,-1.27,1.4409999999999998,,0.902,1.1840000000000002,0.924,1.886,3.84,0.62,0.20800000000000002,0.13,,,,0.56,,,6.19,5.36,7.9,0.37,,0.535,M0.5V,,,,,,,,,,85.44003745101017,0.107,0.08000000000000007,,2.7441861672404844e+30,2.656630928328716e+30,9.064164601647388e+29,4.893695018525311e+29,0.7103999999999999,0.9169999999999998,1.8172,1.6080000000000003,0.9169999999999998,18.35590854007296,18.1618,17.08654084855296,17.055,16.549236955432956,16.5538,16.2900267762432,16.3446,16.288794071249914,16.2087,305.02020679036417
17,17,211394185,59.0,0.131854,16.0588,15.3045,15.0169,14.8855,14.798,13.834000000000001,13.287,13.184000000000001,132.839537,11.552024000000001,SM,K3,4830.0,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288019e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.4190000000000005,0.6500000000000004,1.1733000000000011,1.0419000000000018,0.6500000000000004,16.199525474523718,16.0588,15.338085255843326,15.3045,15.009307136723635,15.0169,14.846602247039677,14.8855,14.84143301672534,14.798,74.64865227638828
18,18,211394279,65.0,0.26600300000000004,18.4369,17.337,16.8306,16.6219,16.4884,15.382,14.800999999999998,14.629000000000001,132.763827,11.553339,M,K9,3940.0,3.595,-1.1,8.69,-1.18,1.382,1.5930000000000002,0.7909999999999999,1.21,0.866,1.699,3.5839999999999996,0.625,0.184,0.10099999999999999,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.06407098364788,0.1104,0.13000000000000034,,3.445833136046475e+30,5.424144171351381e+30,1.0090987698143525e+30,1.6236419564565546e+30,0.7150999999999996,0.7529999999999983,1.8150000000000013,1.606300000000001,0.7529999999999983,18.630859380831648,18.4369,17.368549262269422,17.337,16.826026121566585,16.8306,16.567375730482578,16.6219,16.568383696057566,16.4884,405.986852699546
19,19,211394534,58.0,0.190458,16.2087,15.57,15.3396,15.2711,15.2163,14.245,13.779000000000002,13.682,132.762225,11.557072999999999,M,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.2988999999999997,0.5629999999999988,0.9375999999999998,0.8690999999999995,0.5629999999999988,16.33147442085247,16.2087,15.603381416840007,15.57,15.331258626685756,15.3396,15.237574580173195,15.2711,15.246282236493087,15.2163,70.29886712886328
20,20,211394537,48.0,0.074621,14.3749,14.0395,13.9223,13.9397,13.9162,13.099,12.797,12.797,132.537562,11.55723,SM,G2,5770.0,3.761,-0.11,4.79,0.01,0.65,0.7240000000000001,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.027999999999999997,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0.0,3.45,81.85352771663348,0.202,0.13999999999999968,,8.354565956704591e+31,4.408909906548035e+33,2.1692213206801313e+31,1.4212646318039756e+33,0.09980000000000012,0.3019999999999996,0.4352,0.4526000000000003,0.3019999999999996,14.450704560356145,14.3749,14.069216246759956,14.0395,13.912328975051675,13.9223,13.922776690191373,13.9397,13.902494843703687,13.9162,35.58028339130974
21,21,211394542,66.0,0.249586,18.6405,17.4628,16.8598,16.5977,16.44,15.364,14.659,14.552999999999999,132.674803,11.557317,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.8651000000000018,0.8110000000000017,2.0428,1.7806999999999995,0.8110000000000017,18.849452068879305,18.6405,17.493538885234944,17.4628,16.85640492774563,16.8598,16.537896521754007,16.5977,16.531858909587978,16.44,361.3053456737047
22,22,211394644,48.0,0.13667200000000002,15.0389,14.5987,14.4631,14.4435,14.411,13.525,13.187999999999999,13.158,132.788716,11.55916,SM,G2,5770.0,3.761,-0.11,4.79,0.01,0.65,0.7240000000000001,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.027999999999999997,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0.0,3.45,81.85352771663348,0.202,0.13999999999999968,,8.354565956704591e+31,4.408909906548035e+33,2.1692213206801313e+31,1.4212646318039756e+33,0.1551999999999989,0.3670000000000009,0.5953999999999997,0.5757999999999992,0.3670000000000009,15.129174063410106,15.0389,14.630061638088875,14.5987,14.453595104185718,14.4631,14.420978091971142,14.4435,14.412287361835887,14.411,41.26548530884847
23,23,211394919,66.0,0.267282,18.9,17.7079,17.0789,16.8044,16.6381,15.507,14.924000000000001,14.529000000000002,133.017728,11.563544,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9034999999999976,0.977999999999998,2.0955999999999966,1.8210999999999973,0.977999999999998,19.112339414990014,18.9,17.738476683760656,17.7079,17.0757984857676,17.0789,16.743283056944616,16.8044,16.732914008180796,16.6381,947.4106175341326
24,24,211395037,55.0,0.129537,15.5183,15.0177,14.8359,14.8091,14.7572,13.835999999999999,13.464,13.374,132.487529,11.565085,SM,G9,5340.0,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.028999999999999998,-0.06,-0.038,-0.018000000000000002,0.9,,,4.14,3.69,5.34,,,0.8759999999999999,G9V,,,,,,,,,,108.16653826230892,0.1752,0.09499999999999977,,4.473702464377127e+31,9.645643896996797e+32,1.298580190058063e+31,2.109942005707607e+32,0.2085999999999988,0.46199999999999797,0.7091999999999992,0.6823999999999995,0.46199999999999797,15.620695154629331,15.5183,15.050079327455569,15.0177,14.826806566324052,14.8359,14.782240781685607,14.8091,14.769944924873506,14.7572,74.40492681399203
25,25,211395281,66.0,0.246372,19.0554,17.8331,17.1588,16.8646,16.6866,15.622,14.845,14.832,133.02080700000002,11.568821,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.9685000000000024,0.7899999999999991,2.1907999999999994,1.8966,0.7899999999999991,19.273987929070834,19.0554,17.863413471150842,17.8331,17.156269221004962,17.1588,16.800914544546202,16.8646,16.787204434828308,16.6866,966.4704648170353
26,26,211395492,70.0,0.27812800000000004,19.6211,18.3986,17.5798,17.2281,17.0225,15.845999999999998,15.142999999999999,14.875,132.614542,11.572469,M,M2,3550.0,3.55,-1.65,10.3,-1.57,1.5,,1.0859999999999999,1.17,1.001,2.173,4.24,0.6,0.23399999999999999,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.0868,0.125,,1.1620251549648296e+30,4.724232079919543e+29,3.857144558204613e+29,1.3597432953833746e+29,1.170499999999997,0.9709999999999984,2.392999999999997,2.0413,0.9709999999999984,19.851380900947646,19.6211,18.428600671961483,18.3986,17.578448466903893,17.5798,17.159003224578328,17.2281,17.135380315435775,17.0225,1201.5674112202864
27,27,211395555,58.0,0.198861,16.2732,15.6088,15.3444,15.2404,15.1559,14.159,13.662,13.583,133.03721000000002,11.573469000000001,M,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.3684000000000012,0.5760000000000005,1.0328,0.928799999999999,0.5760000000000005,16.402272228867446,16.2732,15.642321210584564,15.6088,15.336310561647606,15.3444,15.204946632639539,15.2404,15.190760758461034,15.1559,88.22111305765469
28,28,211395606,64.0,0.224964,17.4704,16.5138,16.1389,15.9762,15.8672,14.85,14.205,14.064,132.909719,11.574363,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.5375999999999994,0.7859999999999996,1.4942000000000009,1.331500000000002,0.7859999999999996,17.639405495464004,17.4704,16.546651991082285,16.5138,16.132725042612908,16.1389,15.929244260945213,15.9762,15.92990132611366,15.8672,178.1350409846783
29,29,211395620,58.0,0.230825,16.7131,15.962,15.6898,15.5862,15.5032,14.505,13.975,13.901,132.645012,11.574542,SM,K2,5040.0,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.48200000000000004,0.92,2.1319999999999997,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.1526,0.11499999999999976,,2.590843001718146e+31,2.7818340866879635e+32,9.295182171823656e+30,7.366221154068958e+31,0.3757999999999999,0.604000000000001,1.1269000000000011,1.0233000000000008,0.604000000000001,16.85193351211949,16.7131,15.995591269275101,15.962,15.682123579657814,15.6898,15.547852397866697,15.5862,15.545276894201017,15.5032,93.683660466408
30,30,211395699,51.0,0.15148,14.8935,14.4704,14.3403,14.3175,14.2847,13.437999999999999,13.097000000000001,13.029000000000002,132.897803,11.575582,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.1964,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.727843339061411e+31,2.107017621757896e+32,0.15289999999999893,0.4089999999999971,0.5759999999999987,0.5532000000000004,0.4089999999999971,14.981157304591243,14.8935,14.501499125413725,14.4704,14.330709011680286,14.3403,14.295955444454766,14.3175,14.283384876757227,14.2847,38.87651203606298
31,31,211395891,66.0,0.20055,18.1494,17.0336,16.4704,16.2157,16.0627,14.944,14.273,14.095999999999998,132.614027,11.578649,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.8179000000000016,0.8480000000000025,1.9337000000000013,1.6789999999999985,0.8480000000000025,18.34968416499537,18.1494,17.064795566781626,17.0336,16.466300671446618,16.4704,16.159042831152895,16.2157,16.14748564816999,16.0627,264.95620671433056
32,32,211395912,69.0,0.142993,19.2256,18.0734,17.1451,16.7472,16.527,15.290999999999999,14.635,14.536,133.144181,11.578942999999999,M,M1.5,3650.0,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.17499999999999982,,1.5665575864231329e+30,8.401004635966278e+29,5.096503230300147e+29,3.385204907166215e+29,1.3262,0.754999999999999,2.4784000000000006,2.0805000000000007,0.754999999999999,19.45898806113053,19.2256,18.1033697305035,18.0734,17.14408833686787,17.1451,16.676510077454886,16.7472,16.64351812723865,16.527,914.0166272861455
33,33,211395992,66.0,0.217872,18.2712,17.143,16.5606,16.3072,16.1356,15.019,14.34,14.192,132.462868,11.580241000000001,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.835799999999999,0.8270000000000001,1.9639999999999984,1.7105999999999997,0.8270000000000001,18.474199474187838,18.2712,17.17404761970355,17.143,16.55671431565407,16.5606,16.24958758035076,16.3072,16.22253335820546,16.1356,1331.6473864863688
34,34,211396025,48.0,0.185382,14.2895,13.8412,13.6934,13.6793,13.6268,12.753,12.408,12.386,132.849821,11.580652,BM,G2,5770.0,3.761,-0.11,4.79,0.01,0.65,0.7240000000000001,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.027999999999999997,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0.0,3.45,81.85352771663348,0.202,0.13999999999999968,,8.354565956704591e+31,4.408909906548035e+33,2.1692213206801313e+31,1.4212646318039756e+33,0.16190000000000104,0.3670000000000009,0.6102000000000007,0.5960999999999999,0.3670000000000009,14.382110360607085,14.2895,13.872783070793039,13.8412,13.683972731646238,13.6934,13.65591811540694,13.6793,13.630371442172999,13.6268,33.90372515950515
35,35,211396155,56.0,0.161653,15.2116,14.7438,14.594000000000001,14.562000000000001,14.5204,13.625,13.289000000000001,13.192,132.866268,11.582578999999999,SM,K0,5280.0,3.723,-0.22,5.76,-0.33,0.816,0.9440000000000001,0.28600000000000003,0.436,0.44299999999999995,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.16340000000000002,0.10000000000000007,,3.701443634493218e+31,6.085989859050679e+32,1.0122451715866833e+31,1.401350952556304e+32,0.18179999999999907,0.43299999999999983,0.6495999999999995,0.6175999999999995,0.43299999999999983,15.306670263324593,15.2116,14.775603092959152,14.7438,14.58465528754987,14.594000000000001,14.537725270903193,14.562000000000001,14.526336693456733,14.5204,46.59239264378679
36,36,211396156,59.0,0.20113,16.104,15.4013,15.1083,15.0179,14.9371,13.888,13.353,13.241,132.73947900000002,11.582619000000001,M,K3,4830.0,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288019e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.38340000000000174,0.6470000000000002,1.0861,0.9956999999999994,0.6470000000000002,16.240008476473697,16.104,15.434888665120154,15.4013,15.100501013923088,15.1083,14.980379816185412,15.0179,14.977127753517935,14.9371,77.00700720215701
37,37,211396493,51.0,0.172216,14.2782,13.922,13.8109,13.8149,13.7828,12.921,12.603,12.562999999999999,132.741072,11.587439999999999,SM,G5,5660.0,3.753,-0.13,4.98,-0.05,0.68,0.764,0.225,0.185,0.377,0.738,1.635,0.31,0.076,0.027999999999999997,-0.052000000000000005,-0.040999999999999995,-0.013999999999999999,0.98,,,3.74,3.35,4.84,,,0.982,G5V,V  ,1.49,0.49,0.16,0.06,0.78,0.29,0.03,3.54,47.258156258881655,0.1964,0.029999999999999805,,7.330444512198243e+31,3.0502204213412435e+33,1.727843339061411e+31,2.107017621757896e+32,0.10710000000000086,0.3580000000000005,0.4633000000000002,0.4672999999999998,0.3580000000000005,14.355757627544765,14.2782,13.95194092049343,13.922,13.800984261770743,13.8109,13.797272616570769,13.8149,13.770990728844586,13.7828,22.96196614725707
38,38,211396551,59.0,0.08759199999999999,16.5557,15.8444,15.5755,15.4829,15.4031,14.395,13.925,13.819,132.828559,11.588225,SM,K3,4830.0,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.1458,0.14000000000000012,,1.9224915655288019e+31,1.459927281870955e+32,7.876361928480843e+30,4.706249514527933e+31,0.3614999999999995,0.5759999999999987,1.0728000000000009,0.9802000000000016,0.5759999999999987,16.690112652598025,16.5557,15.877980933350651,15.8444,15.567632902901012,15.5755,15.445850653694091,15.4829,15.441956666265213,15.4031,94.71495470779425
39,39,211396570,63.0,0.23594,17.4373,16.5017,16.1362,15.9943,15.8707,14.856,14.181,14.112,132.728173,11.588574000000001,M,K7,4070.0,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.2209999999999999,0.8059999999999999,1.5290000000000001,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.89826122396376,0.1308,0.15500000000000025,,6.020849216393901e+30,1.3942197303171907e+31,2.155679742981379e+30,4.975979829449148e+30,0.5073999999999987,0.7439999999999998,1.4429999999999996,1.3011000000000017,0.7439999999999998,17.603436833462105,17.4373,16.53467321819425,16.5017,16.129864608999192,16.1362,15.948164778352256,15.9943,15.93148825643728,15.8707,255.07433008397024
40,40,211396661,66.0,0.157755,18.7456,17.5735,16.9705,16.6989,16.5393,15.402000000000001,14.752,14.661,133.075302,11.589812,M,M0,3870.0,3.588,-1.16,8.91,-1.2,1.4080000000000001,1.6230000000000002,0.8320000000000001,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.5589999999999999,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.99999999736431,0.1118,0.08000000000000007,,3.3278371931832423e+30,3.752590928470313e+30,1.0087642760722682e+30,6.912527945600352e+29,0.8746000000000009,0.7410000000000014,2.0467000000000013,1.7750999999999983,0.7410000000000014,18.954080070452726,18.7456,17.60426236889469,17.5735,16.967064869870537,16.9705,16.63927551187901,16.6989,16.630756414634487,16.5393,557.5008592172347
41,41,211396846,49.0,0.17028800000000002,14.2243,13.8743,13.775,13.7781,13.7624,12.918,12.696,12.550999999999998,132.980207,11.59264,SM,G3,5720.0,3.757,-0.12,4.86,-0.01,0.6609999999999999,0.7390000000000001,0.217,0.152,0.368,0.722,1.59,0.299,0.07400000000000001,0.027999999999999997,-0.05,-0.04,-0.013999999999999999,1.0,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.202,0.13999999999999968,,8.084412725349285e+31,3.84e+33,1.886067167850175e+31,1.2378697459935962e+33,0.09619999999999962,0.3670000000000009,0.4461999999999993,0.4492999999999992,0.3670000000000009,14.299710010541515,14.2243,13.903964712095457,13.8743,13.765016571715071,13.775,13.761336157341502,13.7781,13.748265068272342,13.7624,32.15483283218757
42,42,211396891,64.0,0.213092,18.1957,17.0743,16.5079,16.2632,16.0843,14.98,14.387,14.232999999999999,132.40905800000002,11.593155,M,K8,4000.0,3.602,-1.03,8.47,-1.1,1.3559999999999999,1.5619999999999998,0.7509999999999999,1.216,0.843,1.632,3.487,0.623,0.17600000000000002,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.5870000000000001,K8V,,,,,,,,,,65.06407098365453,0.11740000000000002,0.13000000000000034,,4.388824163257169e+30,7.661807289480494e+30,1.2739350639832152e+30,2.2934552225196235e+30,0.8110999999999997,0.7470000000000017,1.9324999999999968,1.6877999999999993,0.7470000000000017,18.39674235719632,18.1957,17.105453922535492,17.0743,16.503859708861125,16.5079,16.20627867164625,16.2632,16.16967966375159,16.0843,235.04919717322622
