,Unnamed: 0,EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,thresh20p
0,0,210754915,0.683214,12.38,11.666,11.34,11.149,11.059,10.002,9.537,9.418,56.11709637,19.18482537,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914505,0.1378,0.16,1.33939870130414e+31,6.98765129706233e+31,5.70097755537019e+30,2.574345873865e+31,1.231,1.04,0.584000000000001,0.516999999999998,0.584000000000001,12.520532645120001,12.38,11.69958614912,11.666,11.33239856512,11.34,11.1101581824,11.149,11.102295370240002,11.059,62.55038006346036
1,1,210762863,0.673335,15.8199,14.5931,13.7533,13.3511,13.1332,11.954,11.253,11.048,56.04968318,19.3051877,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483e+30,4.7242320799195404e+29,3.85714455820461e+29,1.3597432953833699e+29,2.4688,2.0666,0.906000000000001,1.242,0.906000000000001,16.05218913082638,15.8199,14.623077744099893,14.5931,13.75216679161601,13.7533,13.280981731277366,13.3511,13.248411499018106,13.1332,44.42137346420973
2,2,210769047,0.710693,19.058,17.7894,16.2031,15.4503,15.0679,13.764,13.104,12.890999999999998,59.09975737,19.39809525,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.6077,2.8549,0.873000000000001,2.3391,0.873000000000001,19.348585120676166,19.058,17.82682943409337,17.7894,16.210936164422222,16.2031,15.331647179776173,15.4503,15.298308714012366,15.0679,287.2027527416541
3,3,210776021,0.736155,17.3165,16.1235,14.7813,14.163,13.8412,12.615,11.936,11.720999999999998,58.80685642,19.50451217,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000299,0.0738,0.145,6.4844888093294e+29,1.42669527973314e+29,2.8165829772900197e+29,4.76337656086982e+28,3.1535,2.5352,0.8940000000000021,1.9605,0.8940000000000021,17.584306365871598,17.3165,16.155587017466484,16.1235,14.784949537353842,14.7813,14.068591624230347,14.163,14.013141843326814,13.8412,13309.5356337056
4,4,210779549,0.197686,9.562,9.331,9.26,9.243,9.236,8.404,8.225,8.152000000000001,56.256958,19.559372,G1,5880,3.769,-0.1,4.5,0.13,0.604,0.6609999999999999,0.195,0.067,0.34,0.672,1.4580000000000002,0.267,0.068,0.027000000000000003,-0.044,-0.042,-0.01,1.07,9.8,,3.38,3.04,4.4,,,1.12,G1V,,,,,,,,,,77.6745346493424,0.224,0.165,1.11772168338427e+32,8.40100463596628e+33,2.84615939497311e+31,3.19176462675672e+33,0.31900000000000106,0.30200000000000105,0.251999999999999,0.08799999999999901,0.251999999999999,9.619417035162641,9.562,9.357933984852641,9.331,9.249463780652642,9.26,9.2339133295688,9.243,9.201035165071278,9.236,8.291973993645778
5,5,210784223,0.907262,13.712,12.909,12.425,12.116,11.956,10.765999999999998,10.154,9.976,58.81568144,19.62936219,K9,3940,3.595,-1.1,8.69,-1.18,1.382,1.5930000000000002,0.7909999999999999,1.21,0.866,1.699,3.584,0.625,0.184,0.101,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.0640709836479,0.1104,0.13,3.44583313604648e+30,5.42414417135138e+30,1.00909876981435e+30,1.62364195645655e+30,1.596,1.287,0.789999999999997,0.793000000000001,0.789999999999997,13.87679862454249,13.712,12.942026779438741,12.909,12.418591209663742,12.425,12.070245997043298,12.116,12.015895973502225,11.956,131.97524576202025
6,6,210791550,0.7511979999999999,18.8014,17.5365,15.9606,15.2448,14.8836,13.61,12.959,12.695,59.81939593,19.74078657,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.5566,2.8408,0.9149999999999988,2.2917,0.9149999999999988,19.09099922295236,18.8014,17.573608459267884,17.5365,15.968233791335724,15.9606,15.127377328118325,15.2448,15.111010768161744,14.8836,452.4555695190862
7,7,210803812,0.8119029999999999,18.1235,16.8415,15.3888,14.7204,14.3899,13.125,12.497,12.214,54.79260466,19.92507123,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431299,0.0582,0.375,2.95712323773491e+29,2.53706284034917e+28,1.24695916365012e+29,2.19067615356642e+28,3.4031,2.7347,0.911,2.1211,0.911,18.40562972937009,18.1235,16.87645999879215,16.8415,15.394964911168936,15.3888,14.611735190705586,14.7204,14.596054958541632,14.3899,161.26697844043494
8,8,210804191,0.5085850000000001,17.6783,16.4284,15.0742,14.4618,14.1517,12.916,12.282,12.008,59.20820496,19.93028414,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000299,0.0738,0.145,6.4844888093294e+29,1.42669527973314e+29,2.8165829772900197e+29,4.76337656086982e+28,3.2165,2.6041,0.908000000000001,1.9666,0.908000000000001,17.951098128429965,17.6783,16.46131891738582,16.4284,15.078683099633816,15.0742,14.3627753444516,14.4618,14.334660509436743,14.1517,325.44520392799774
9,9,210815768,0.803258,19.5327,18.2183,16.4637,15.6458,15.2302,13.785,13.274,12.917,57.39910562,20.10786974,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712e+29,6.372813724560239e+27,5.80173368171505e+28,2.2744616118030298e+27,3.8869,3.069,0.868,2.5725,0.868,19.83809070383147,19.5327,18.26171656318022,18.2183,16.474825200695218,16.4637,15.5064119052899,15.6458,15.51152197339469,15.2302,431.6140997414415
10,10,210822528,0.611668,19.5526,18.096,16.4043,15.6125,15.2253,13.876,13.184,12.946,55.74420759,20.21240991,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.9401,3.1483,0.93,2.4835,0.93,19.86340917953183,19.5526,18.142204221073374,18.096,16.41675048927484,16.4043,15.464388945364075,15.6125,15.528221643927882,15.2253,519.6331535082123
11,11,210829886,0.8790520000000001,14.2989,13.142,12.55,12.151,11.958,10.697,10.045,9.854,57.42101175,20.32406655,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483e+30,4.7242320799195404e+29,3.85714455820461e+29,1.3597432953833699e+29,2.1479,1.7489,0.843,0.991000000000001,0.843,14.505163708449038,14.2989,13.172875138459325,13.142,12.54637946976008,12.55,12.092203522062794,12.151,12.047594881863535,11.958,170.7420048790513
12,12,210830104,0.891453,21.4329,20.0813,17.9101,16.9167,16.4044,15.004,14.477,14.001,57.64116502,20.32721136,M5,3030,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076999,0.0398,0.25,8.021215831913963e+28,2.01526064735913e+27,2.55112169392775e+28,1.16007728127667e+27,4.5162,3.5228,1.003,3.1646,1.003,21.769028851321007,21.4329,20.145466731340925,20.0813,17.929657175605566,17.9101,16.718766398118866,16.9167,16.832127184483113,16.4044,147547.84834028527
13,13,210832378,0.916981,18.9787,17.7297,16.0828,15.3344,14.9578,13.649,13.064,12.794,55.55798683,20.36200022,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.6443,2.8959,0.854999999999999,2.3953,0.854999999999999,19.27214358533379,18.9787,17.76811206125648,17.7297,16.091234391548685,16.0828,15.212078556930294,15.3344,15.197165883060912,14.9578,562.9848705351675
14,14,210833049,0.815083,16.1354,14.9187,13.8859,13.4258,13.1828,11.813,11.139,10.906,60.26727288,20.37240764,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483e+30,4.7242320799195404e+29,3.85714455820461e+29,1.3597432953833699e+29,2.7096,2.2495,0.907,1.4929,0.907,16.3819110179229,16.1354,14.948868202260554,14.9187,13.886460393938675,13.8859,13.347510340837363,13.4258,13.316828518101325,13.1828,138.6920591438139
15,15,210833622,0.96718,18.816,17.5676,15.9054,15.1477,14.7711,13.429,12.904000000000002,12.628,57.48371036,20.38108139,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.6683,2.9106,0.8009999999999999,2.4199,0.8009999999999999,19.11046553489552,18.816,17.60638255487123,17.5676,15.91405245074175,15.9054,15.024029514736359,15.1477,15.013765641712821,14.7711,368.55521726463587
16,16,210839388,0.676676,15.8476,14.5892,13.6559,13.2061,12.9884,11.755999999999998,11.09,10.862,61.03521876,20.46914564,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483e+30,4.7242320799195404e+29,3.85714455820461e+29,1.3597432953833699e+29,2.6415,2.1917,0.8939999999999979,1.3831,0.8939999999999979,16.08967085777215,15.8476,14.619234306603547,14.5892,13.655902661831885,13.6559,13.1305517340191,13.2061,13.11608243007102,12.9884,145.3162332584205
17,17,210840112,0.7044159999999999,16.0325,14.8383,13.8086,13.3362,13.0644,11.831,11.16,10.92,58.49226643,20.48029548,M2.5,3500,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.912155551898868e+29,2.4228762028039504e+29,2.8997529142002905e+29,8.08937400878224e+28,2.6963,2.2239,0.911,1.5021,0.911,16.277050387511288,16.0325,14.868399772734387,14.8383,13.808910728151396,13.8086,13.259143810485721,13.3362,13.195569080725605,13.0644,276.9848533403596
18,18,210846442,0.752954,17.4748,16.2475,14.8618,14.2414,13.9262,12.694,12.048,11.84,59.04726756,20.57484658,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000299,0.0738,0.145,6.4844888093294e+29,1.42669527973314e+29,2.8165829772900197e+29,4.76337656086982e+28,3.2334,2.613,0.8540000000000011,2.0061,0.8540000000000011,17.748239311236514,17.4748,16.28053824273526,16.2475,14.86639342949026,14.8618,14.141756144946699,14.2414,14.110643114890769,13.9262,369.19900271135214
19,19,210854098,0.862399,20.5965,19.29,17.3778,16.4777,16.008,14.616,13.996,13.706,55.21284667,20.68800577,M5,3030,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076999,0.0398,0.25,8.021215831913963e+28,2.01526064735913e+27,2.55112169392775e+28,1.16007728127667e+27,4.1188,3.2187,0.91,2.8123,0.91,20.91209695315776,20.5965,19.338958641299875,19.29,17.391477760391258,17.3778,16.321338478152295,16.4777,16.331432760933787,16.008,1707.913672319421
20,20,210855272,0.571171,15.3149,14.1132,13.4317,13.1639,12.9582,11.812,11.118,10.935,57.60400864,20.70486116,M1,3700,3.568,-1.44,9.69,-1.4,1.475,,0.983,1.172,0.959,2.019,4.02,0.613,0.225,0.13699999999999998,,,,0.53,,,6.51,5.67,8.25,0.41,,0.496,M1V,V  ,2.72,1.33,0.78,0.46,1.2,0.67,0.25,6.04,76.3762615801693,0.0992,0.175,1.96714583835023e+30,1.18667344608522e+30,6.334120286483011e+29,4.781729027613471e+29,2.151,1.8832,0.876999999999999,0.949300000000001,0.876999999999999,15.532386543969851,15.3149,14.143555915638332,14.1132,13.429065770936893,13.4317,13.100682003026126,13.1639,13.057749171179642,12.9582,24.508834382796895
21,21,210860152,0.811736,18.4657,17.1999,15.5757,14.8116,14.4542,13.121,12.499,12.242,57.04764813,20.77831625,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431299,0.0582,0.375,2.95712323773491e+29,2.53706284034917e+28,1.24695916365012e+29,2.19067615356642e+28,3.6541,2.89,0.879,2.3883,0.879,18.758732990269998,18.4657,17.23816608302,17.1999,15.584047404020001,15.5757,14.6898149679,14.8116,14.692254699289998,14.4542,869.7603343214321
22,22,210862226,0.8220879999999999,18.579,17.2667,15.696,14.968,14.5994,13.336,12.686,12.425999999999998,55.62381971,20.81091447,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.611,2.883,0.910000000000002,2.2987,0.910000000000002,18.87154552338821,18.579,17.304794897899466,17.2667,15.70424459290446,15.696,14.8468476643357,14.968,14.835908810636669,14.5994,1891.9949566686273
23,23,210863683,0.7087100000000001,15.3941,14.1397,13.461,13.0485,12.8465,11.633,10.936,10.764,58.42931052,20.83329619,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.37626158016221,0.092,0.175,1.56655758642313e+30,8.40100463596628e+29,5.096503230300149e+29,3.38520490716622e+29,2.3456,1.9331,0.8690000000000001,1.0912,0.8690000000000001,15.615671659672197,15.3941,14.169908344735436,14.1397,13.45875583955758,13.461,12.98351406016015,13.0485,12.95004414584368,12.8465,87.82371657480256
24,24,210865020,0.490728,17.1326,15.8148,14.4019,13.7631,13.4439,12.119000000000002,11.47,11.239,55.30626229,20.85468816,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431299,0.0582,0.375,2.95712323773491e+29,2.53706284034917e+28,1.24695916365012e+29,2.19067615356642e+28,3.3695,2.7307,0.880000000000001,2.0517,0.880000000000001,17.414446273418402,17.1326,15.849687909898412,15.8148,14.408011364976597,14.4019,13.654748627120158,13.7631,13.649297276081045,13.4439,2061.300289443787
25,25,210866482,0.9307,18.7236,17.4672,15.8897,15.1595,14.7912,13.498,12.880999999999998,12.603,58.04682176,20.87584285,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.5641,2.8339,0.895,2.3077,0.895,19.012716211623566,18.7236,17.504154498232783,17.4672,15.897235378908286,15.8897,15.042673520555454,15.1595,15.017158845909364,14.7912,432.10527301831974
26,26,210866744,0.747707,12.001,11.435,11.18,11.041,10.984000000000002,9.995,9.609,9.519,56.58069297,20.87960424,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643174,0.1526,0.115,2.59084300171815e+31,2.78183408668796e+32,9.29518217182366e+30,7.36622115406896e+31,0.9600000000000012,0.821,0.475999999999999,0.394000000000002,0.475999999999999,12.118624513609626,12.001,11.468209122228382,11.435,11.171460097783381,11.18,11.009093312537098,11.041,11.009845925205012,10.984000000000002,11.847742377595619
27,27,210871940,0.8988790000000001,18.9746,17.7204,16.1291,15.4102,15.0638,13.79,13.175999999999998,12.921,58.38158571,20.95731071,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431299,0.0582,0.375,2.95712323773491e+29,2.53706284034917e+28,1.24695916365012e+29,2.19067615356642e+28,3.5644,2.8455,0.8690000000000001,2.3102,0.8690000000000001,19.264528022509865,18.9746,17.757614499243775,17.7204,16.136801059326896,16.1291,15.292369050142266,15.4102,15.292205449374515,15.0638,279.25147455795866
28,28,210872505,0.760309,16.5854,15.3065,14.1843,13.6587,13.4093,12.185,11.519,11.295,55.14724197,20.96557759,M2.5,3500,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.912155551898868e+29,2.4228762028039504e+29,2.8997529142002905e+29,8.08937400878224e+28,2.9267,2.4011,0.890000000000001,1.6478,0.890000000000001,16.843338157299293,16.5854,15.337402235055187,15.3065,14.186428264095133,14.1843,13.572427233314553,13.6587,13.56198656261641,13.4093,218.34860138388584
29,29,210872577,0.920992,18.4534,17.1546,15.6619,14.9495,14.6103,13.323,12.692,12.409,57.45999956,20.96653222,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.5039,2.7915,0.914,2.2051,0.914,18.73953995453065,18.4534,17.190652569305186,17.1546,15.668839526360808,15.6619,14.836254660275712,14.9495,14.827552317138212,14.6103,335.55393315831935
30,30,210873256,0.844267,20.1208,18.7805,17.0108,16.1936,15.8053,14.453,13.923,13.564,58.55634832,20.97717205,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.9272,3.11,0.8889999999999989,2.5869,0.8889999999999989,20.428995861729998,20.1208,18.82531713698,18.7805,17.022602947979998,17.0108,16.049775876099993,16.1936,16.09759467871,15.8053,656.2268781271601
31,31,210875952,0.367677,17.2515,15.9321,14.8194,14.2901,14.0183,12.800999999999998,12.078,11.849,61.95455456,21.01811425,M2.5,3500,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.912155551898868e+29,2.4228762028039504e+29,2.8997529142002905e+29,8.08937400878224e+28,2.9614,2.4321,0.951999999999998,1.642,0.951999999999998,17.511738338193435,17.2515,15.963228194447938,15.9321,14.821868388345735,14.8194,14.202041310676568,14.2901,14.17519407761141,14.0183,593.5986822686982
32,32,210876759,0.8041550000000001,19.4169,18.1419,16.4254,15.6324,15.2488,14.02,13.385,13.071,55.77397338,21.03023863,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.7845,2.9915,0.949,2.5095,0.949,19.716964136461147,19.4169,18.182899202798183,18.1419,16.43528687910381,16.4254,15.500977408460713,15.6324,15.510485247511706,15.2488,668.0967098641033
33,33,210877263,0.886576,18.93,17.6682,15.9557,15.1594,14.7597,13.461,12.805,12.55,56.62394966,21.03786424,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.7706,2.9743,0.911,2.5088,0.911,19.22887729709589,18.93,17.708702276090776,17.6682,15.965319511989136,15.9557,15.029672769625675,15.1594,15.017217636934285,14.7597,240.86921735417167
34,34,210877423,0.641736,11.1423,10.6061,10.5367,10.3232,11.7721,9.44,9.074,8.967,59.05140273,21.04076786,K1,5170,3.713,-0.26,5.89,-0.36,0.847,0.976,0.301,0.491,0.457,0.879,2.021,0.402,0.094,0.03,-0.064,-0.038,-0.013,0.85,,,4.47,3.97,5.65,,,0.8140000000000001,K1V,,,,,,,,,,120.13880860480499,0.1628,0.1,3.18962810140597e+31,4.72423207991954e+32,9.77921386347374e+30,1.0877946363067e+32,0.819100000000001,0.6056000000000009,0.472999999999999,0.2829,0.472999999999999,11.235999127563618,11.1423,10.637782110276577,10.6061,10.527309164784098,10.5367,10.299421353701016,10.3232,11.776723300966468,11.7721,14.066340347746069
35,35,210878635,0.783125,18.4265,17.1547,15.6096,14.9107,14.5864,13.309,12.732,12.380999999999998,57.81932760000001,21.05955467,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.5158,2.8169,0.928000000000001,2.244,0.928000000000001,18.714424611179886,18.4265,17.191283813152317,17.1547,15.616894646428868,15.6096,14.795326288549,14.9107,14.808823771323244,14.5864,18452.848231295313
36,36,210880560,0.935663,19.0143,17.7372,16.007,15.2124,14.8181,13.489,12.868,12.548,58.24321629999999,21.08875445,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631e+29,1.30116155957454e+28,7.16779018986642e+28,1.12351320399495e+28,3.8019,3.0073,0.9410000000000012,2.5248,0.9410000000000012,19.3154528140393,19.0143,17.778668169459714,17.7372,16.017134853228033,16.007,15.079397131185551,15.2124,15.083673820932002,14.8181,309.62560678486517
37,37,210881103,0.765266,18.022,16.7831,15.356,14.6681,14.3504,13.111,12.442,12.247,56.541262,21.09780377,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431299,0.0582,0.375,2.95712323773491e+29,2.53706284034917e+28,1.24695916365012e+29,2.19067615356642e+28,3.3539,2.6660000000000004,0.864000000000001,2.115,0.864000000000001,18.29924124010168,18.022,16.816907450451687,16.7831,15.36126328473168,15.356,14.564656447285598,14.6681,14.543963526665358,14.3504,1498.4899521048308
