angDist,col1,EPIC,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
0.672363,35,2.10978953E8,034007.00+223847.6,55.02916999999999,22.64658,HHJ114,19.2,13.05,6.04,0.48200000000000004,,,,0.032,1.0,best,0.48,0.0,,1.0,1.0,,,135170550292366319, 55.029252750, 22.646409560,0.006,0.002,90,503636096,60,56203.689097220,5,81,19.4537,0.0140,19.5931,0.0274,115000,18.1592,0.0132,18.2499,0.0115,115000,16.4374,0.0039,16.5053,0.0038,115000,15.6287,0.0010,15.7002,0.0070,115000,15.2426,0.0053,15.2857,0.0109,115000
0.800754,36,2.11077833E8,034007.09+241303.6,55.02958,24.217670000000002,DH126,,13.54,5.84,0.4198,,,,0.023,1.0,best,,0.0,,1.0,1.0,,,137060550296271594, 55.029681080, 24.217467570,0.003,0.001,90,503635968,60,56194.929849540,5,69,20.1183,0.0100,20.2648,0.0289,115000,18.8316,0.0083,18.9402,0.0135,115000,16.9840,0.0036,17.0557,0.0024,115000,16.1429,0.0029,16.1910,0.0049,115000,15.7164,0.0053,15.7510,0.0109,115000
0.814050,37,2.11088075E8,034015.91+242231.6,55.06632,24.37546,BPL11,,13.81,6.24,1.2224,,,,0.052000000000000005,1.0,best,,0.0,,1.0,1.0,,,137250550663960861, 55.066420170, 24.375253100,0.011,0.010,90,503635968,60,56144.360358800,10,57,20.7039,0.0544,20.8414,0.1064,115000,19.4432,0.0058,19.5835,0.0237,115000,17.4586,0.0048,17.5464,0.0039,115000,16.5570,0.0032,16.6259,0.0032,115000,16.0892,0.0041,16.1743,0.0155,115000
0.703785,38,2.11058381E8,034018.84+235423.6,55.0785,23.906570000000002,UGCSJ034018.84+235423.3,,12.77,5.25,0.6702,,,,0.028999999999999998,1.0,best,,0.0,,1.0,1.0,,,136680550785638203, 55.078587380, 23.906391570,0.005,0.002,0,503635968,60,56181.594409720,5,69,18.7471,0.0065,18.8471,0.0115,115000,17.4890,0.0055,17.5760,0.0055,115000,15.9456,0.0018,16.0147,0.0023,115000,15.2273,0.0028,15.2810,0.0025,115000,14.8803,0.0029,14.9106,0.0043,115000
0.738444,39,2.11070495E8,034025.60+240600.2,55.1067,24.10008,HHJ135,18.45,12.83,5.51,0.606,,,,0.053,1.0,best,,0.0,,1.0,1.0,,,136920551067880380, 55.106805130, 24.099898710,0.009,0.007,90,503636096,60,56124.219166670,5,73,18.9815,0.0189,19.0807,0.0211,115000,17.7697,0.0088,17.8582,0.0106,115000,16.1451,0.0029,16.1987,0.0043,115000,15.3971,0.0019,15.4432,0.0053,115000,15.0323,0.0028,15.0893,0.0058,115000
0.720004,40,2.11069863E8,034026.39+240523.8,55.10997,24.08995,SK778,,11.69,4.9,0.7654,,,,0.042,1.0,best,,0.0,,1.0,1.0,,,136900551100668273, 55.110088430, 24.089781740,0.009,0.007,90,503635968,60,56148.976076390,5,69,17.3811,0.0040,17.4391,0.0039,115000,16.0744,0.0061,16.1212,0.0114,115000,14.8349,0.0046,14.8760,0.0025,115000,14.2218,0.0023,14.2627,0.0057,115000,13.9236,0.0030,13.9317,0.0038,115000
0.799825,41,2.11079106E8,034026.95+241414.4,55.1123,24.23736,HHJ169,17.99,12.52,5.36,0.8235,,,,0.11,2.0,best,,0.0,,1.0,1.0,,,137080551123765141, 55.112397800, 24.237156510,0.012,0.010,0,503636096,60,56315.257719910,5,69,18.6369,0.0241,18.7012,0.0321,115000,17.3963,0.0129,17.4952,0.0136,115000,15.7409,0.0028,15.7916,0.0035,115000,15.0370,0.0047,15.1017,0.0024,115000,14.6880,0.0059,14.7099,0.0044,115000
0.649667,42,2.11095259E8,034030.72+242914.2,55.12801999999999,24.4873,PELS019,11.72,9.56,2.05,6.8132,,,,0.022000000000000002,3.0,best,6.72,1.0,,1.0,1.0,,,137380551281235293, 55.128033080, 24.487119930,0.190,0.139,90,1141170176,136,56020.857777780,5,66,13.1230,,,,65636,12.2840,,,,16484,11.7340,,,,114788,11.3310,,,,65636,11.2480,,,,114788
1.122608,42,2.11095259E8,034030.72+242914.2,55.12801999999999,24.4873,PELS019,11.72,9.56,2.05,6.8132,,,,0.022000000000000002,3.0,best,6.72,1.0,,1.0,1.0,,,137380551283545538, 55.128334420, 24.487423960,0.012,0.012,90,1115762688,133,56236.585173610,1,5,13.7517,0.0011,13.7220,0.0018,17456,14.0734,0.0014,13.5362,0.0014,16842808,13.7601,0.0011,12.9713,0.0010,16794680,,,,,16416,14.6835,0.0047,13.6606,0.0031,16778264
1.634765,42,2.11095259E8,034030.72+242914.2,55.12801999999999,24.4873,PELS019,11.72,9.56,2.05,6.8132,,,,0.022000000000000002,3.0,best,6.72,1.0,,1.0,1.0,,,137380551277584901, 55.127904090, 24.486858320,0.075,0.075,90,302067712,36,56600.588125000,0,11,13.5068,0.1730,13.6576,0.0017,1040,13.0134,0.3060,,,24,13.5204,0.0364,12.7068,0.0047,24,,,,,0,12.1031,0.0010,,,16
0.876143,43,2.1103636E8,034031.48+233302.4,55.131190000000004,23.55067,SK773,15.23,11.06,4.06,2.3369999999999997,,,,0.018000000000000002,2.0,best,2.35,1.0,,1.0,1.0,,,136260551312331164, 55.131334560, 23.550465870,0.010,0.003,90,503635968,60,56028.098784720,5,57,15.9301,0.0049,15.9932,0.0011,115000,14.6705,0.0050,14.7111,0.0037,115000,13.7719,0.0192,13.8175,0.0080,115000,13.3634,0.0015,13.4054,0.0063,16892216,13.1677,0.0011,13.1718,0.0046,115000
1.157211,44,2.11044536E8,034034.36+234057.3,55.14318000000001,23.68261,PELS012,10.9,9.15,1.64,4.5487,4.1646,,,0.018000000000000002,3.0,best,4.46,1.0,,1.0,1.0,,,136410551430039383, 55.142840490, 23.682691600,0.001,0.001,90,1075314688,128,56108.761990740,1,9,11.1410,0.0172,13.3120,0.0986,56,10.5634,0.0044,12.9252,0.0025,56,10.7774,0.2318,13.8110,0.1586,56,13.7913,,13.0664,0.0965,56,,,,,114720
1.944180,44,2.11044536E8,034034.36+234057.3,55.14318000000001,23.68261,PELS012,10.9,9.15,1.64,4.5487,4.1646,,,0.018000000000000002,3.0,best,4.46,1.0,,1.0,1.0,,,136410551433539386, 55.143370390, 23.682098870,0.016,0.016,90,1342255104,160,56527.574386570,3,61,11.5249,0.0010,16.2717,0.0047,118904,12.5281,0.0266,14.0770,0.0141,118904,10.2805,0.0221,13.2358,0.0568,88,10.4416,0.1356,12.2904,0.0564,88,10.8890,0.0010,11.3221,0.0024,118904
0.870954,45,2.10872505E8,034035.32+205756.9,55.147169999999996,20.96581,DH146,15.98,11.3,4.57,0.534,,,,0.077,1.0,best,0.53,1.0,,1.0,1.0,,,133150551472309363, 55.147241970, 20.965577590,0.004,0.002,90,503636096,60,56076.182824070,5,80,16.5854,0.0045,16.6529,0.0041,115000,15.3065,0.0080,15.3534,0.0081,115000,14.1843,0.0027,14.2310,0.0054,115000,13.6587,0.0012,13.7103,0.0019,115000,13.4093,0.0022,13.4180,0.0043,115000
0.877996,46,2.11029757E8,034039.44+232635.1,55.164359999999995,23.443089999999998,DH147,,14.04,6.49,0.3274,,,,0.045,1.0,best,,0.0,,1.0,1.0,,,136130551644372085, 55.164497910, 23.442881500,0.008,0.001,90,503635968,60,56024.271018520,5,38,21.2091,0.0452,21.0271,0.1649,115000,19.8477,0.0196,19.9693,0.0313,115000,17.8719,0.0008,17.9336,0.0080,115000,16.9128,0.0030,16.9757,0.0056,115000,16.4264,0.0053,16.5088,0.0178,115000
0.813941,47,2.10888723E8,034049.38+211255.6,55.205769999999994,21.21546,DH152,,12.49,5.55,3.7501,,,,0.057,1.0,best,,0.0,,1.0,1.0,,,133450552058398948, 55.205854380, 21.215248030,0.003,0.001,90,503636096,60,56177.273437500,5,68,18.7980,0.0099,18.8625,0.0110,115000,17.4381,0.0054,17.5097,0.0118,115000,15.8273,0.0041,15.8773,0.0031,115000,15.0920,0.0030,15.1367,0.0047,115000,14.7228,0.0030,14.7780,0.0075,115000
0.794554,48,2.11028209E8,034050.42+232506.4,55.210119999999996,23.41846,AK1B038,10.8,9.12,1.57,4.395,,,,0.039,3.0,best,4.34,1.0,,1.0,1.0,,,136100552104302777, 55.210340090, 23.418370980,0.166,0.166,90,1107374080,132,56673.331388890,4,9,11.2275,0.0010,12.5626,0.0010,65592,11.2085,0.0426,12.8759,0.0107,16440,11.7106,0.0010,12.6283,0.0010,65592,12.6705,0.0397,11.9651,0.0219,65584,11.0241,0.0010,10.9204,0.0010,16892472
1.435324,48,2.11028209E8,034050.42+232506.4,55.210119999999996,23.41846,AK1B038,10.8,9.12,1.57,4.395,,,,0.039,3.0,best,4.34,1.0,,1.0,1.0,,,136100552098452354, 55.210028450, 23.418070250,0.081,0.081,90,268959744,32,56707.416817130,0,9,12.1094,0.0495,12.3980,0.0040,24,11.4372,0.1016,12.5098,0.0387,24,9.6670,0.0956,14.0381,0.2901,24,,,,,0,,,,,0
0.858381,49,2.10854098E8,034051.06+204117.6,55.212759999999996,20.688229999999997,DH155,,13.71,6.08,0.3451,,,,0.045,1.0,best,,0.0,,1.0,1.0,,,132820552128156254, 55.212846670, 20.688005770,0.002,0.002,90,503635968,60,56118.419479170,5,78,20.5965,0.0208,20.6167,0.0545,115000,19.2900,0.0116,19.3679,0.0222,115000,17.3778,0.0033,17.4260,0.0040,115000,16.4777,0.0033,16.5168,0.0057,115000,16.0080,0.0028,16.0644,0.0071,115000
0.882078,50,2.11039307E8,034051.26+233554.3,55.21359,23.59843,DH156,12.79,10.08,2.6,8.3247,,,,0.085,3.0,best,8.14,1.0,,1.0,1.0,,,136310552136378715, 55.213753210, 23.598235920,0.082,0.073,90,604299264,72,55987.316400460,2,61,13.0900,,,,36,12.3540,,,,36,12.0480,,,,36,11.8800,,,,114724,11.7860,,,,36
0.964335,50,2.11039307E8,034051.26+233554.3,55.21359,23.59843,DH156,12.79,10.08,2.6,8.3247,,,,0.085,3.0,best,8.14,1.0,,1.0,1.0,,,136310552136448370, 55.213687750, 23.598177550,0.035,0.035,90,570499072,68,56999.430694440,8,19,,,,,114720,12.9114,0.0010,12.4611,0.0010,16892216,12.0234,0.0031,13.0638,0.0315,56,12.3378,0.0070,12.3354,0.0573,56,12.1390,0.0010,12.6352,0.0010,114736
0.678524,51,2.11078393E8,034100.38+241335.2,55.25161,24.22646,BPL17,,12.94,5.56,0.5214,,,,0.034,1.0,best,,0.0,,1.0,1.0,,,137070552516842084, 55.251682390, 24.226283460,0.008,0.002,90,503636096,60,56204.763796300,5,61,19.3064,0.0191,19.4264,0.0223,115000,17.9418,0.0071,17.9862,0.0121,115000,16.2816,0.0041,16.3168,0.0042,115000,15.5218,0.0062,15.5708,0.0101,115000,15.1278,0.0044,15.1481,0.0013,115000
0.853895,52,2.11046948E8,034102.97+234321.6,55.2624,23.72269,HCG45,,12.0,5.0,1.4556,,,,0.069,2.0,best,,0.0,,1.0,1.0,,,136460552625447490, 55.262552050, 23.722497950,0.005,0.002,90,503636096,60,56199.398414350,10,76,17.7030,0.0141,17.7929,0.0052,115000,16.4846,0.0052,16.5346,0.0068,115000,15.1107,0.0017,15.1573,0.0025,115000,14.4664,0.0039,14.5055,0.0055,115000,14.1699,0.0046,14.1918,0.0047,115000
0.913331,53,2.11053922E8,034105.21+235015.3,55.271730000000005,23.83759,BPL19,,13.76,5.91,0.3446,,,,0.036000000000000004,1.0,best,,0.0,,1.0,1.0,,,136600552718245421, 55.271865750, 23.837368760,0.021,0.002,0,503635968,60,56257.379432870,10,71,20.5037,0.0182,20.7596,0.0436,115000,19.1730,0.0102,19.2978,0.0205,115000,17.2532,0.0030,17.3438,0.0065,115000,16.3897,0.0039,16.4479,0.0062,115000,15.9537,0.0034,16.0482,0.0201,115000
0.470372,54,2.1086502E8,034113.48+205117.2,55.30619,20.8548,UGCSJ034113.49+205117.2,,11.24,4.21,13.0526,,,,0.016,2.0,best,,0.0,,1.0,1.0,,,133020553062426246, 55.306262290, 20.854688160,0.034,0.017,0,503635968,60,56114.516921300,5,74,17.1326,0.0045,17.2691,0.0091,115000,15.8148,0.0053,15.8952,0.0095,115000,14.4019,0.0012,14.4521,0.0075,115000,13.7631,0.0023,13.7922,0.0024,115000,13.4439,0.0049,13.4161,0.0166,115000
0.839044,55,2.11026087E8,034113.79+232305.8,55.30749,23.38495,DH166,14.05,10.63,3.31,10.0234,,,,0.025,4.0,ok,9.87,1.0,,1.0,1.0,,,136060553075632334, 55.307632560, 23.384757130,0.014,0.008,90,235200512,28,56061.952592590,6,70,14.6784,0.0073,14.7308,0.0035,115000,13.5441,0.0000,13.6037,0.0000,16843320,13.1160,,,,114724,12.8140,,,,65572,12.5958,0.0064,12.6173,0.0055,115000
0.934718,56,2.11055424E8,034119.34+235142.1,55.33059,23.861720000000002,HCG48,,12.78,5.62,0.4252,,,,0.023,3.0,best,,0.0,,1.0,1.0,,,136630553306784359, 55.330707630, 23.861483690,0.009,0.005,0,503635968,60,56277.392199070,5,49,19.1576,0.0069,19.2693,0.0091,115000,17.8051,0.0072,17.8907,0.0074,115000,16.1801,0.0027,16.2445,0.0023,115000,15.3963,0.0024,15.4380,0.0030,115000,15.0145,0.0023,15.0433,0.0024,115000
0.768673,57,2.1108951E8,034122.43+242351.8,55.343469999999996,24.39775,DH169,,13.35,5.88,0.3226,,,,0.026000000000000002,1.0,best,,0.0,,1.0,1.0,,,137270553435857657, 55.343589970, 24.397566550,0.003,0.002,0,503635968,60,56125.044247690,10,69,19.9672,0.0163,20.1136,0.0397,115000,18.6532,0.0056,18.7458,0.0079,115000,16.8434,0.0043,16.9141,0.0046,115000,16.0000,0.0023,16.0501,0.0058,115000,15.5940,0.0040,15.6195,0.0049,115000
0.566995,58,2.1105988E8,034122.87+235548.2,55.345330000000004,23.93007,HCG49,,12.34,5.21,0.7308,,,,0.09300000000000001,1.0,best,,0.0,,1.0,1.0,,,136710553453886475, 55.345399720, 23.929925970,0.020,0.015,0,503636096,60,55952.828414350,5,55,18.3383,0.0057,18.4145,0.0150,115000,17.0505,0.0149,17.1050,0.0127,115000,15.5106,0.0027,15.5715,0.0024,115000,14.8077,0.0050,14.8588,0.0016,115000,14.4793,0.0047,14.5138,0.0059,115000
0.850303,59,2.10940436E8,034123.45+220154.2,55.347719999999995,22.03174,UGCSJ034123.46+220153.9,,12.54,6.01,0.7453,,,,0.053,1.0,best,,0.0,,1.0,1.0,,,134430553477778473, 55.347834830, 22.031529150,0.005,0.005,0,503636096,60,55925.177881940,5,75,19.3475,0.0168,19.4436,0.0215,115000,17.9016,0.0083,17.9788,0.0075,115000,16.1596,0.0021,16.2302,0.0012,115000,15.3444,0.0027,15.3976,0.0074,115000,14.9284,0.0064,14.9827,0.0045,115000
0.827808,60,2.11018106E8,034125.95+231536.1,55.35815,23.26003,UGCSJ034125.96+231535.8,,12.82,5.49,0.5384,,,,0.038,1.0,best,,0.0,,1.0,1.0,,,135910553582002451, 55.358264170, 23.259825370,0.008,0.002,90,503636096,60,56034.180405090,5,72,19.0336,0.0088,19.1224,0.0082,115000,17.8055,0.0076,17.8891,0.0127,115000,16.1255,0.0004,16.2023,0.0013,115000,15.3378,0.0020,15.3866,0.0033,115000,14.9549,0.0040,15.0095,0.0042,115000
0.778926,61,2.11010041E8,034126.34+230802.9,55.359790000000004,23.13415,DH174,,12.62,5.56,0.8393,,,,0.028999999999999998,1.0,best,0.84,0.0,,1.0,1.0,,,135760553598521373, 55.359894560, 23.133956170,0.006,0.001,90,503636096,60,56229.335856480,5,66,18.9788,0.0160,19.1177,0.0182,115000,17.6228,0.0106,17.6860,0.0094,115000,16.0078,0.0025,16.0711,0.0028,115000,15.2732,0.0026,15.3203,0.0022,115000,14.8919,0.0022,14.9315,0.0039,115000
0.620215,62,2.11065494E8,034126.88+240102.4,55.36201,24.01736,SK729,17.01,11.47,5.43,0.3591,0.3709,,,0.025,1.0,best,,0.0,,1.0,1.0,,,136820553620921194, 55.362080130, 24.017200070,0.009,0.003,0,503635968,60,56248.648726850,10,60,17.7130,0.0062,17.7791,0.0091,115000,16.3215,0.0030,16.3606,0.0029,115000,14.8117,0.0024,14.8689,0.0020,115000,14.0747,0.0007,14.1188,0.0043,115000,13.7322,0.0048,13.7454,0.0023,115000
0.745545,63,2.11046102E8,034127.81+234230.0,55.36591,23.70835,AK1B055,11.18,9.31,1.76,5.4678,6.1205,,,0.035,3.0,best,5.45,1.0,,1.0,1.0,,,136450553661280648, 55.366135100, 23.708370260,0.021,0.021,90,1141006336,136,55349.052916670,1,6,11.5930,,,,36,11.0860,,,,36,10.8710,,,,36,10.7620,,,,114724,10.7200,,,,36
0.834615,63,2.11046102E8,034127.81+234230.0,55.36591,23.70835,AK1B055,11.18,9.31,1.76,5.4678,6.1205,,,0.035,3.0,best,5.45,1.0,,1.0,1.0,,,136450553659920301, 55.366037820, 23.708149870,0.001,0.001,90,1107374080,132,55213.362430560,5,75,12.2488,0.0854,,,36984,10.9756,0.0561,12.8250,0.0426,65656,10.9984,0.0576,12.8816,0.1458,65656,10.6463,0.0337,12.3448,0.0527,65656,10.8895,0.0010,10.8298,0.0010,115320
0.765436,64,2.11067927E8,034131.19+240325.0,55.37999,24.05695,HHJ90,,13.07,5.55,0.3868,,,,0.027000000000000003,1.0,best,,0.0,,1.0,1.0,,,136860553800868651, 55.380084950, 24.056755860,0.002,0.002,90,503635968,60,56197.625590280,5,66,19.4070,0.0074,19.5169,0.0231,115000,18.1177,0.0042,18.2054,0.0065,115000,16.4184,0.0027,16.4909,0.0031,115000,15.6414,0.0018,15.6979,0.0033,115000,15.2621,0.0017,15.2963,0.0090,115000
0.664946,65,2.11041753E8,034134.79+233815.7,55.39496,23.63772,DH180,,13.21,5.55,0.5168,,,,0.015,1.0,best,,0.0,,1.0,1.0,,,136360553950265609, 55.395058080, 23.637558620,0.009,0.003,0,503635968,60,56177.438043980,5,76,19.4958,0.0161,19.6124,0.0247,115000,18.2019,0.0027,18.2882,0.0076,115000,16.5580,0.0027,16.6292,0.0038,115000,15.7954,0.0032,15.8510,0.0072,115000,15.4384,0.0031,15.4881,0.0088,115000
0.715444,66,2.11088777E8,034138.80+242309.3,55.411680000000004,24.385939999999998,BPL25,,13.46,5.77,1.5972,0.246,,,0.027999999999999997,1.0,best,,0.0,,1.0,1.0,,,137260554117603495, 55.411779990, 24.385763360,0.004,0.003,90,503635968,60,56086.876782410,10,60,19.9930,0.0176,20.1703,0.0339,115000,18.7010,0.0098,18.8159,0.0185,115000,16.9103,0.0017,16.9829,0.0052,115000,16.0917,0.0048,16.1421,0.0049,115000,15.6938,0.0054,15.7158,0.0086,115000
0.767853,67,2.11049396E8,034139.57+234547.0,55.4149,23.76308,SK724,14.58,10.87,3.6,11.0063,,,,0.027999999999999997,4.0,best,11.07,1.0,,1.0,1.0,,,136510554149906040, 55.415022110, 23.762898330,0.045,0.013,0,503635968,60,56197.475578700,5,72,15.1884,0.0061,15.2723,0.0055,115000,13.9996,0.0052,14.0456,0.0107,115000,13.4160,,,,114724,12.9946,0.0016,13.0647,0.0019,16892216,12.8389,0.0033,12.8647,0.0017,115000
0.761959,68,2.11002985E8,034146.64+230119.8,55.444359999999996,23.02219,UGCSJ034146.65+230119.6,,13.16,5.65,0.2943,,,,0.027999999999999997,1.0,best,,0.0,,1.0,1.0,,,135620554444307033, 55.444491810, 23.022016560,0.002,0.001,90,503635968,60,56160.322071760,5,67,19.5166,0.0136,19.5759,0.0342,115000,18.2767,0.0058,18.3733,0.0060,115000,16.5619,0.0020,16.6317,0.0023,115000,15.7757,0.0022,15.8325,0.0042,115000,15.3995,0.0032,15.4599,0.0058,115000
0.574000,69,2.11005163E8,034148.95+230323.4,55.45397,23.05651,HHJ58,19.37,13.15,6.11,0.2391,0.553,,,0.016,1.0,best,,0.0,,1.0,1.0,,,135660554540348272, 55.454093250, 23.056397920,0.049,0.014,0,503635968,60,56103.058518520,5,70,20.1048,0.0127,20.2268,0.0352,115000,18.7707,0.0056,18.8270,0.0082,115000,16.8967,0.0066,16.8659,0.0026,115000,16.0178,0.0054,15.9726,0.0038,16892216,15.6236,0.0056,15.5124,0.0037,16892216
0.667878,70,2.11084813E8,034151.49+241927.4,55.46455,24.3243,BPL27,,14.27,6.76,0.6486,,,,0.078,1.0,best,,0.0,,1.0,1.0,,,137180554646069526, 55.464637740, 24.324132590,0.005,0.004,90,503635968,60,56251.003090280,5,59,21.5849,0.0779,21.4938,0.2533,115000,20.3789,0.0362,20.3733,0.0432,115000,18.2693,0.0103,18.3667,0.0096,115000,17.2666,0.0042,17.3351,0.0126,115000,16.7209,0.0095,16.7932,0.0090,115000
0.752021,71,2.11071863E8,034152.93+240725.0,55.47055,24.123620000000003,DH191,,13.22,5.44,0.515,,,,0.021,1.0,best,,0.0,,1.0,1.0,,,136940554706308666, 55.470649190, 24.123431740,0.004,0.001,90,503635968,60,56167.384675930,5,64,19.4375,0.0126,19.5366,0.0233,115000,18.1211,0.0055,18.2078,0.0080,115000,16.4968,0.0034,16.5675,0.0049,115000,15.7660,0.0027,15.8209,0.0024,115000,15.4006,0.0031,15.4468,0.0032,115000
0.603653,72,2.1103068E8,034153.66+232728.6,55.47359,23.45797,DH193,14.0,10.25,3.64,7.1503,,,,0.05,3.0,ok,7.23,1.0,,1.0,1.0,,,136150554736080104, 55.473651760, 23.457812180,0.062,0.039,90,503635968,60,55975.648703700,5,61,14.6838,0.0018,14.7132,0.0010,115000,13.4560,,,,114724,12.9110,,,,114724,12.5530,,,,114724,12.4225,0.0107,12.3226,0.0007,16892216
1.502860,72,2.1103068E8,034153.66+232728.6,55.47359,23.45797,DH193,14.0,10.25,3.64,7.1503,,,,0.05,3.0,ok,7.23,1.0,,1.0,1.0,,,136150554738160502, 55.473816460, 23.458332100,0.011,0.011,90,268959744,32,55459.450844910,0,3,,,,,0,,,,,0,16.4327,0.0083,16.9172,0.0068,4120,,,,,0,16.3452,0.3942,15.3453,0.2385,4120
0.552965,73,2.11063081E8,034156.71+235843.3,55.48631999999999,23.97871,BPL30,,13.23,5.78,0.4007,,,,0.027999999999999997,1.0,best,,0.0,,1.0,1.0,,,136770554863684881, 55.486404570, 23.978577250,0.006,0.003,0,503635968,60,56106.819525460,10,73,19.7416,0.0207,19.8708,0.0148,115000,18.4054,0.0062,18.4950,0.0126,115000,16.7387,0.0030,16.8117,0.0023,115000,15.9493,0.0027,16.0109,0.0045,115000,15.5533,0.0031,15.5998,0.0061,115000
0.790469,74,2.10998478E8,034158.64+225701.9,55.49436,22.95055,HCG66,,11.9,4.8,6.8420000000000005,,,,0.018000000000000002,4.0,best,,0.0,,1.0,1.0,,,135540554944341050, 55.494482180, 22.950361440,0.006,0.002,90,503636096,60,56002.141550930,5,48,17.4600,0.0028,17.5371,0.0039,115000,16.2156,0.0041,16.2709,0.0071,115000,14.9098,0.0017,14.9532,0.0071,115000,14.3076,0.0059,14.3435,0.0002,115000,14.0180,0.0042,14.0424,0.0076,115000
0.653821,75,2.11046046E8,034158.67+234226.3,55.49448,23.70731,SK709,14.73,10.84,3.78,7.7833,,,,0.025,2.0,best,7.93,1.0,,1.0,1.0,,,136440554945699122, 55.494574260, 23.707150200,0.021,0.007,90,503636096,60,56072.283182870,5,74,15.3493,0.0063,15.3999,0.0041,115000,14.1330,0.0022,14.1903,0.0033,115000,13.4940,,,,114724,13.1862,0.0190,13.1430,0.0084,115256,12.8796,0.0040,12.9284,0.0074,115000
0.685355,76,2.11074799E8,034200.36+241012.8,55.50153,24.17025,BPL32,,14.07,6.36,0.2821,,,,0.044000000000000004,1.0,best,,0.0,,1.0,1.0,,,137000555015914643, 55.501617620, 24.170077220,0.007,0.003,90,503635968,60,56082.241168980,5,66,21.1989,0.0396,21.3957,0.0746,115000,19.8642,0.0162,20.0287,0.0360,115000,17.8198,0.0036,17.9069,0.0041,115000,16.9114,0.0032,16.9833,0.0083,115000,16.4298,0.0058,16.4977,0.0123,115000
0.620837,77,2.11077349E8,034202.86+241236.2,55.51193000000001,24.21007,HCG63,16.4,11.61,4.68,0.6995,,,,0.046,1.0,best,0.7,1.0,,1.0,1.0,,,137050555119992455, 55.512019750, 24.209918210,0.011,0.001,90,503635968,60,56020.440046300,5,65,17.0385,0.0053,17.1154,0.0086,115000,15.7580,0.0126,15.8314,0.0150,115000,14.5928,0.0049,14.6439,0.0029,115000,14.0379,0.0036,14.0868,0.0040,115000,13.7575,0.0018,13.7806,0.0048,115000
0.393997,78,2.11059979E8,034202.92+235553.9,55.512190000000004,23.931639999999998,HCG64,16.32,11.13,5.08,0.8889,1.0991,,,0.027999999999999997,1.0,best,,0.0,,1.0,1.0,,,136710555122518323, 55.512261410, 23.931552150,0.116,0.022,0,512024576,61,56099.745543980,5,70,16.9096,0.0041,16.9242,0.0014,115000,15.6505,0.0119,15.5878,0.0036,16892216,14.3396,0.0081,14.2555,0.0010,16892216,13.6974,0.0038,13.6348,0.0019,16892216,13.4433,0.0186,13.2968,0.0050,16892216
0.652030,79,2.11098454E8,034203.29+243213.4,55.513740000000006,24.53706,SK701,16.4,11.63,4.66,2.2576,,,,0.031,1.0,best,2.26,1.0,,1.0,1.0,,,137440555138134851, 55.513829540, 24.536898230,0.004,0.004,90,503635968,60,56247.490162040,5,64,16.9874,0.0094,17.0642,0.0094,115000,15.7236,0.0074,15.7825,0.0062,115000,14.5618,0.0041,14.6154,0.0017,115000,14.0172,0.0028,14.0714,0.0035,115000,13.7603,0.0038,13.7524,0.0066,115000
0.652334,80,2.1103866E8,034208.83+233517.0,55.53682,23.588070000000002,SK699,15.8,11.31,4.38,3.0135,,,,0.040999999999999995,1.0,best,3.04,1.0,,1.0,1.0,,,136300555368686094, 55.536917810, 23.587912520,0.007,0.007,90,503635968,60,56169.443414350,5,71,16.4589,0.0012,16.5227,0.0014,115000,15.1944,0.0019,15.2557,0.0028,115000,14.1570,0.0067,14.1984,0.0055,115000,13.6634,0.0017,13.6966,0.0016,115000,13.4148,0.0038,13.4310,0.0042,115000
1.970343,80,2.1103866E8,034208.83+233517.0,55.53682,23.588070000000002,SK699,15.8,11.31,4.38,3.0135,,,,0.040999999999999995,1.0,best,3.04,1.0,,1.0,1.0,,,136300555372076737, 55.537219200, 23.588477080,0.027,0.027,90,268959744,32,56999.431597220,0,4,,,,,0,19.7429,0.0184,19.4275,0.0474,16781336,,,,,0,,,,,0,,,,,0
0.692251,81,2.11069615E8,034210.91+240508.5,55.54549,24.085720000000002,HCG68,15.95,11.15,4.69,0.4774,,,,0.03,1.0,best,0.48,1.0,40.0,1.0,1.0,,,136900555455673197, 55.545588810, 24.085550180,0.006,0.003,90,503635968,60,56108.659699070,5,78,16.5000,0.0018,16.5780,0.0017,115000,15.2847,0.0039,15.3435,0.0022,115000,14.0913,0.0054,14.1381,0.0018,115000,13.5410,0.0020,13.5846,0.0031,115000,13.2627,0.0017,13.2712,0.0019,115000
