angDist,col1,EPIC,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
0.760281,365,2.20115919E8,034703.77+233658.7,56.765719999999995,23.61632,HII1286,15.35,10.6,4.64,2.4577,,,,0.03,1.0,best,2.47,1.0,,1.0,1.0,,,136340567658450172, 56.765823370, 23.616131240,0.053,0.027,0,503635968,60,56298.400474540,10,55,16.0455,0.0049,16.1329,0.0033,115000,14.6987,0.0021,14.7599,0.0033,115000,13.5556,0.0010,13.5956,0.0010,115000,13.0755,0.0070,13.1160,0.0026,16892216,12.7873,0.0037,12.8166,0.0027,115000
0.792815,366,2.11046494E8,034706.77+234254.6,56.77825,23.71517,HII1298,12.33,9.84,2.38,8.4781,3.8502,,,0.013999999999999999,4.0,best,7.63,1.0,5.2,1.0,1.0,,,136450567782348471, 56.778337580, 23.714964890,0.001,0.001,90,302145536,36,55451.132951390,0,40,12.6918,0.0127,12.7231,0.0045,1048,11.9169,0.0163,13.7565,0.0327,24,11.6865,0.0132,12.8846,0.0131,24,11.4804,0.0115,13.1656,0.0703,24,11.4941,0.0010,11.4516,0.0010,1048
0.798281,366,2.11046494E8,034706.77+234254.6,56.77825,23.71517,HII1298,12.33,9.84,2.38,8.4781,3.8502,,,0.013999999999999999,4.0,best,7.63,1.0,5.2,1.0,1.0,,,136450567783748837, 56.778424450, 23.715016180,0.217,0.134,0,604299264,72,55525.323530090,5,39,13.2110,,,,114724,12.4060,,,,65572,11.9650,,,,65572,11.6680,,,,65572,11.5450,,,,114724
0.639100,367,2.11015877E8,034707.34+231334.7,56.7806,23.226329999999997,HII1305,13.52,10.4,3.01,0.3889,,,,0.12,1.0,best,0.39,1.0,85.0,1.0,1.0,,,135870567806641949, 56.780683040, 23.226169710,0.010,0.007,0,503635968,60,56184.209583330,5,47,14.1710,0.0123,14.2799,0.0231,115000,13.0310,,,,114724,12.6450,,,,114724,12.4250,,,,114724,12.2858,0.0176,12.3049,0.0014,115000
1.542831,367,2.11015877E8,034707.34+231334.7,56.7806,23.226329999999997,HII1305,13.52,10.4,3.01,0.3889,,,,0.12,1.0,best,0.39,1.0,85.0,1.0,1.0,,,135870567800202233, 56.780226050, 23.226586080,0.013,0.013,90,310456320,37,55815.540057870,0,5,18.3625,0.0000,19.2247,0.0278,4120,,,,,0,,,,,0,17.6736,0.0131,16.2355,0.0081,16777496,16.3874,0.0149,,,16781336
0.697799,368,2.11089267E8,034707.87+242337.8,56.78281,24.39386,V1278Tau=BPL125,,13.1,5.54,3.9054,,,,0.02,1.0,best,0.81,1.0,,1.0,1.0,,,137270567828893008, 56.782892600, 24.393681360,0.006,0.004,90,503635968,60,56100.374861110,10,61,19.3369,0.0149,19.5041,0.0218,115000,17.9986,0.0068,18.0907,0.0061,115000,16.4438,0.0019,16.5101,0.0043,115000,15.7197,0.0051,15.7740,0.0041,115000,15.3687,0.0047,15.4215,0.0066,115000
0.711962,369,2.11083672E8,034708.13+241824.5,56.78391,24.306829999999998,HCG253,16.95,11.9,4.94,1.8237,,,,0.013000000000000001,1.0,best,1.83,0.0,,1.0,1.0,,,137160567839928569, 56.784004930, 24.306652160,0.003,0.002,90,503635968,60,56026.467974540,5,75,17.6162,0.0032,17.6756,0.0041,115000,16.3671,0.0024,16.4283,0.0041,115000,14.9932,0.0026,15.0482,0.0031,115000,14.3541,0.0026,14.4039,0.0014,115000,14.0550,0.0022,14.0753,0.0035,115000
0.400687,370,2.1104624E8,034708.53+234238.9,56.78558,23.710810000000002,HII1306,13.51,9.83,3.57,1.6159999999999999,1.3221,,,0.016,1.0,best,2.65,1.0,,1.0,1.0,,,136450567856973525, 56.785666320, 23.710731630,0.117,0.095,90,369418240,44,56052.509027780,0,39,14.0643,0.0197,14.0481,0.0020,280,13.1940,,,,4,12.5880,,,,4,12.1780,,,,4,11.9870,,,,4
0.847280,370,2.1104624E8,034708.53+234238.9,56.78558,23.710810000000002,HII1306,13.51,9.83,3.57,1.6159999999999999,1.3221,,,0.016,1.0,best,2.65,1.0,,1.0,1.0,,,136450567855343182, 56.785613900, 23.710576700,0.064,0.026,90,436527104,52,56123.325914350,3,42,13.9686,0.0036,13.9866,0.0021,115000,13.2605,0.3151,13.9634,0.0688,118840,13.7417,0.0011,13.2747,0.0010,16794168,11.9279,0.0136,12.7710,0.0006,24,11.9583,0.0112,11.8497,0.0013,16892216
0.748528,371,2.11067634E8,034709.18+240307.8,56.78826,24.05219,,,11.69,4.78,0.2679,,,,0.025,1.0,best,,0.0,,1.0,1.0,,,136860567882763042, 56.788342770, 24.051996300,0.014,0.004,90,503635968,60,55921.949050930,5,54,17.1735,0.0158,17.2185,0.0154,115000,15.9499,0.0033,15.9841,0.0055,115000,14.6884,0.0013,14.7392,0.0015,115000,14.1081,0.0048,14.1493,0.0041,115000,13.8200,0.0022,13.8410,0.0031,115000
0.751982,372,2.11048126E8,034709.43+234431.8,56.78931,23.742179999999998,HII1321,15.22,10.66,4.45,0.8446,0.6028,,,0.017,1.0,best,1.21,1.0,17.0,1.0,1.0,,,136490567894070978, 56.789417590, 23.741995790,0.006,0.002,90,503635968,60,56006.219398150,5,61,15.8397,0.0033,15.9094,0.0038,115000,14.5956,0.0032,14.6562,0.0116,115000,13.4830,0.0010,13.5394,0.0010,16892216,12.9971,0.0058,13.0464,0.0033,115000,12.7474,0.0048,12.7661,0.0027,115000
0.750043,373,2.11029076E8,034709.51+232556.4,56.78963,23.43236,DH498,,13.05,5.44,0.4739,,,,0.019,1.0,best,,0.0,,1.0,1.0,,,136110567896869169, 56.789731440, 23.432173600,0.004,0.002,90,503635968,60,56088.892696760,5,80,19.2272,0.0073,19.3531,0.0229,115000,17.9353,0.0058,18.0227,0.0073,115000,16.3231,0.0027,16.3859,0.0014,115000,15.5938,0.0018,15.6410,0.0038,115000,15.2342,0.0052,15.2708,0.0043,115000
0.154182,374,2.11081656E8,034710.05+241636.0,56.79189,24.276670000000003,HII1309,9.46,8.28,1.07,0.775,,,,0.004,1.0,best,,0.0,85.0,1.0,1.0,,,137130567920652660, 56.791916070, 24.276634370,0.046,0.046,90,1409441792,168,52774.809525460,0,35,9.5670,,,,16420,9.3570,,,,4,9.3140,,,,16420,9.3330,,,,16420,9.3520,,,,16420
0.793983,374,2.11081656E8,034710.05+241636.0,56.79189,24.276670000000003,HII1309,9.46,8.28,1.07,0.775,,,,0.004,1.0,best,,0.0,85.0,1.0,1.0,,,137130567917502214, 56.791982090, 24.276466050,0.001,0.001,90,1075314688,128,56053.270775460,6,13,10.0271,0.0061,11.1389,0.0250,98424,10.3127,0.4444,12.9760,0.0011,114808,8.6944,0.0010,12.2728,0.0010,114808,9.2799,0.0594,,,114808,9.7520,0.0028,10.8151,0.0010,114808
1.813995,374,2.11081656E8,034710.05+241636.0,56.79189,24.276670000000003,HII1309,9.46,8.28,1.07,0.775,,,,0.004,1.0,best,,0.0,85.0,1.0,1.0,,,137130567924222454, 56.792430290, 24.276563540,0.071,0.071,90,268959744,32,56305.691180560,0,3,,,,,0,,,,,0,8.0451,0.1121,15.2086,0.0000,24,,,,,0,,,,,0
1.938510,374,2.11081656E8,034710.05+241636.0,56.79189,24.276670000000003,HII1309,9.46,8.28,1.07,0.775,,,,0.004,1.0,best,,0.0,85.0,1.0,1.0,,,137130567914472457, 56.791326030, 24.276509820,0.022,0.022,90,276901888,33,55459.861701390,0,4,,,,,0,13.2390,0.0142,,,16777240,,,,,0,13.0843,0.0013,,,24,,,,,0
0.776185,375,2.11078698E8,034711.02+241351.7,56.795919999999995,24.23103,HCG254,19.34,13.39,5.84,0.4019,,,,0.032,1.0,best,0.4,1.0,,1.0,1.0,,,137070567959877589, 56.796007470, 24.230829690,0.006,0.001,90,503635968,60,56030.707106480,5,73,19.9327,0.0259,20.0835,0.0525,115000,18.5938,0.0074,18.7334,0.0114,115000,16.8464,0.0041,16.9257,0.0037,115000,16.0078,0.0021,16.0716,0.0047,115000,15.6032,0.0038,15.6903,0.0093,115000
0.281625,376,2.11046446E8,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,3.0,best,8.18,1.0,5.3,1.0,1.0,,,136450568061587748, 56.806319450, 23.714373070,0.015,0.015,90,1375809536,164,56867.615960650,2,6,15.8630,0.0084,,,4120,17.3957,0.0164,14.1373,0.1910,114744,14.4139,0.0014,13.7042,0.0013,24,13.8045,0.0013,13.4243,0.0020,16892216,,,,,0
0.805672,376,2.11046446E8,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,3.0,best,8.18,1.0,5.3,1.0,1.0,,,136450568065247608, 56.806432700, 23.714093690,0.606,0.100,90,872734720,104,55438.851932870,3,60,13.4250,,,,114724,12.5920,,,,4,12.1560,,,,16420,11.8760,,,,114724,11.7550,,,,114724
1.482151,376,2.11046446E8,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,3.0,best,8.18,1.0,5.3,1.0,1.0,,,136450568065347239, 56.806624430, 23.713970530,0.012,0.012,90,838938624,100,56823.363726850,1,10,,,,,16416,12.3105,0.0228,13.1643,0.0548,16440,,,,,0,12.8802,0.0531,12.8838,0.2112,24,12.3763,0.0010,12.1540,0.0010,16892984
1.575745,376,2.11046446E8,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,3.0,best,8.18,1.0,5.3,1.0,1.0,,,136450568068087973, 56.806822210, 23.714452020,0.011,0.011,90,536948736,64,56236.533090280,2,3,,,,,16416,,,,,114720,15.8031,0.1451,,,32824,,,,,16416,,,,,16416
1.645296,376,2.11046446E8,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,3.0,best,8.18,1.0,5.3,1.0,1.0,,,136450568059307261, 56.805929690, 23.714094690,0.015,0.015,90,310456320,37,56923.641724540,0,3,,,,,0,17.3440,0.0115,,,24,,,,,0,16.1585,0.0060,14.7967,0.0086,16781328,14.6803,0.0029,13.6189,0.0039,16777496
0.750831,377,2.11053549E8,034713.65+234953.3,56.806909999999995,23.8315,HCG258,15.78,11.09,4.58,0.5326,0.5187,,,0.044000000000000004,1.0,best,0.53,0.0,42.0,1.0,1.0,,,136590568069988137, 56.807013280, 23.831314060,0.006,0.002,90,503636096,60,55999.424386570,5,85,16.6371,0.0075,16.6884,0.0049,115000,15.3985,0.0052,15.4487,0.0035,115000,14.0888,0.0012,14.1330,0.0024,115000,13.4691,0.0023,13.5082,0.0042,115000,13.1784,0.0014,13.1900,0.0011,115000
0.585212,378,2.11132712E8,034715.28+250655.4,56.8137,25.11541,SK432,16.7,11.48,5.11,1.1254,,,,0.024,1.0,ok,,0.0,,1.0,1.0,,,138130568137558848, 56.813758330, 25.115256260,0.013,0.010,90,503635968,60,56227.190115740,5,65,17.3600,0.0088,17.4280,0.0076,115000,16.0664,0.0029,16.1321,0.0048,115000,14.6688,0.0009,14.7037,0.0046,115000,14.0342,0.0039,14.0505,0.0027,115000,13.7146,0.0051,13.7056,0.0075,115000
0.681212,379,2.11029254E8,034715.37+232606.1,56.81406,23.435029999999998,HHJ203,,12.5,5.46,0.8818,,,,0.037000000000000005,1.0,best,,0.0,,1.0,1.0,,,136120568140982424, 56.814142640, 23.434856630,0.004,0.002,90,503636096,60,56092.460370370,5,69,18.7321,0.0118,18.7951,0.0173,115000,17.3755,0.0055,17.4499,0.0064,115000,15.8189,0.0030,15.8757,0.0057,115000,15.1049,0.0014,15.1581,0.0027,115000,14.7489,0.0028,14.7664,0.0027,115000
0.750102,380,2.11089146E8,034715.44+242331.0,56.81434,24.39197,BPL134,,12.81,5.84,0.31,,,,0.032,1.0,best,,0.0,,1.0,1.0,,,137270568144340731, 56.814438710, 24.391782030,0.005,0.002,0,503635968,60,56169.747453700,10,73,19.3931,0.0114,19.5271,0.0192,115000,18.0605,0.0071,18.1681,0.0060,115000,16.2890,0.0029,16.3448,0.0028,115000,15.4585,0.0026,15.5115,0.0024,115000,15.0501,0.0035,15.0956,0.0048,115000
0.681431,381,2.11111473E8,034716.44+244450.3,56.8185,24.74731,BPL136,,12.51,5.89,0.2628,,,,0.012,1.0,best,,0.0,,1.0,1.0,,,137690568185897141, 56.818604740, 24.747146350,0.006,0.003,90,503635968,60,56150.266666670,5,71,19.1938,0.0169,19.3207,0.0140,115000,17.9220,0.0083,17.9830,0.0031,115000,16.0625,0.0082,16.0765,0.0084,115000,15.1969,0.0026,15.2284,0.0015,115000,14.7807,0.0022,14.7919,0.0038,115000
0.036413,382,2.1107216E8,034716.56+240742.0,56.818999999999996,24.128339999999998,HII1338,8.69,7.48,1.1,7.5994,8.899,,,0.002,3.0,best,,0.0,,1.0,1.0,,,136950568190874291, 56.819008000, 24.128347000,0.055,0.055,90,1409359872,168,51811.508391200,3,32,8.8610,,,,68,8.6140,,,,68,8.5640,,,,114788,8.5830,,,,114788,8.6000,,,,114788
1.342814,382,2.1107216E8,034716.56+240742.0,56.818999999999996,24.128339999999998,HII1338,8.69,7.48,1.1,7.5994,8.899,,,0.002,3.0,best,,0.0,,1.0,1.0,,,136950568186944400, 56.818791560, 24.128019150,0.121,0.121,90,268959744,32,56322.577291670,0,7,10.0576,0.0112,11.6926,0.1402,24,9.7232,0.4589,13.0635,0.0212,24,,,,,0,,,,,0,,,,,0
1.388324,382,2.1107216E8,034716.56+240742.0,56.818999999999996,24.128339999999998,HII1338,8.69,7.48,1.1,7.5994,8.899,,,0.002,3.0,best,,0.0,,1.0,1.0,,,136950568188294042, 56.818893810, 24.127966730,0.192,0.192,90,268959744,32,56912.766747690,0,3,,,,,0,,,,,0,8.4979,0.0010,13.1586,0.0010,24,8.4775,0.1769,12.3258,0.1980,24,,,,,0
1.680085,382,2.1107216E8,034716.56+240742.0,56.818999999999996,24.128339999999998,HII1338,8.69,7.48,1.1,7.5994,8.899,,,0.002,3.0,best,,0.0,,1.0,1.0,,,136950568188235015, 56.818808580, 24.128772760,0.015,0.015,90,134295552,16,55816.555983800,1,6,12.1478,,13.1382,0.0707,56,,,,,32,,,,,32,,,,,32,13.1942,0.0166,11.1170,0.1136,16891960
0.326586,383,2.11089068E8,034718.06+242326.7,56.82526,24.39077,HII1348,12.7,9.77,2.82,9.7733,,,,0.038,2.0,best,4.56,1.0,5.1,1.0,1.0,,,137260568253979640, 56.825337170, 24.390712640,0.029,0.029,90,570580992,68,55761.132210650,10,10,13.1769,0.0052,13.2294,0.0026,115760,12.1262,0.0641,13.0118,0.1281,114736,13.4838,0.0576,12.7601,0.0164,16891960,13.1215,0.0010,13.4524,0.0010,102456,11.5057,0.0010,11.5324,0.0010,115768
0.781448,383,2.11089068E8,034718.06+242326.7,56.82526,24.39077,HII1348,12.7,9.77,2.82,9.7733,,,,0.038,2.0,best,4.56,1.0,5.1,1.0,1.0,,,137260568253489310, 56.825376540, 24.390580650,0.141,0.089,90,369418240,44,55559.494340280,0,65,13.1743,0.0141,13.3251,0.0087,16777496,12.7030,,,,4,12.1960,,,,4,11.8730,,,,4,11.7060,,,,4
0.541101,384,2.1107869E8,034718.12+241351.3,56.825540000000004,24.23092,BPL138,,12.28,5.84,0.3239,0.1677,,,0.024,1.0,ok,1.08,1.0,,1.0,1.0,,,137070568256027466, 56.825611700, 24.230784660,0.121,0.020,0,512024576,61,56093.340405090,5,69,19.0530,0.0160,19.0519,0.0208,16892216,17.7017,0.0060,17.6557,0.0061,16793912,15.9818,0.0054,15.8391,0.0024,16793912,15.0995,0.0067,14.9721,0.0020,16793912,14.7274,0.0216,14.5394,0.0029,16892216
0.662789,385,2.11131087E8,034720.83+250512.3,56.8368,25.08676,SK428,15.75,11.14,4.5,3.694,,,,0.034,1.0,best,1.37,1.0,,1.0,1.0,,,138100568368414449, 56.836865140, 25.086585600,0.007,0.005,90,503636096,60,56084.136550930,5,66,16.3870,0.0068,16.4449,0.0054,115000,15.0281,0.0045,15.0625,0.0026,115000,14.0905,0.0057,14.1157,0.0036,115000,13.5814,0.0052,13.6128,0.0021,115000,13.3270,0.0045,13.3398,0.0021,115000
0.849390,386,2.11024494E8,034722.01+232136.6,56.841730000000005,23.36019,UGCSJ034722.02+232136.3,,12.73,5.4,0.3687,,,,0.061,1.0,best,,0.0,,1.0,1.0,,,136030568418102533, 56.841839790, 23.359976670,0.008,0.004,90,503635968,60,56054.326203700,5,68,18.8525,0.0158,18.9559,0.0150,115000,17.5964,0.0067,17.6832,0.0120,115000,15.9987,0.0026,16.0524,0.0023,115000,15.2198,0.0024,15.2784,0.0020,115000,14.8411,0.0015,14.8790,0.0038,115000
0.635548,387,2.11079188E8,034722.37+241418.9,56.84324,24.23859,BPL139,,13.21,6.31,0.1749,0.1584,,,0.015,1.0,best,,0.0,,1.0,1.0,,,137080568432976710, 56.843308070, 24.238424730,0.003,0.002,0,503635968,60,55970.701284720,5,67,20.2612,0.0253,20.2844,0.0359,115000,18.8885,0.0082,18.9873,0.0187,115000,16.9117,0.0034,16.9748,0.0027,115000,15.9882,0.0027,16.0409,0.0061,115000,15.5268,0.0026,15.5624,0.0073,115000
0.723268,388,2.11047718E8,034722.67+234406.9,56.84449,23.73527,HCG266,,12.44,5.26,0.6801,,,,0.061,1.0,best,,0.0,,1.0,1.0,,,136480568445512667, 56.844577450, 23.735085730,0.004,0.003,90,503636096,60,56001.461192130,5,76,18.4137,0.0103,18.3304,0.0273,16892216,17.2132,0.0095,17.2636,0.0076,115000,15.6213,0.0032,15.6821,0.0043,115000,14.9094,0.0018,14.9516,0.0030,115000,14.5606,0.0032,14.5975,0.0082,115000
0.900739,388,2.11047718E8,034722.67+234406.9,56.84449,23.73527,HCG266,,12.44,5.26,0.6801,,,,0.061,1.0,best,,0.0,,1.0,1.0,,,136480568446533144, 56.844620750, 23.735489720,0.017,0.017,90,268959744,32,55513.776122690,0,4,21.6030,0.1761,,,16781336,20.5429,0.0879,,,4120,18.4340,0.0155,,,24,,,,,0,,,,,0
0.785082,389,2.10996662E8,034722.89+225519.6,56.84541,22.92212,HII1407,8.13,7.52,0.5,1.456,,,,0.002,1.0,best,,0.0,,1.0,1.0,,,135500568457396956, 56.845507550, 22.921921290,0.001,0.001,90,1343750144,160,55951.886076390,4,12,8.1526,,,,114744,8.7534,0.0877,12.1008,0.0009,114744,7.7296,0.0010,13.4143,0.0010,24,,,,,114720,7.6269,,,,114744
1.500372,389,2.10996662E8,034722.89+225519.6,56.84541,22.92212,HII1407,8.13,7.52,0.5,1.456,,,,0.002,1.0,best,,0.0,,1.0,1.0,,,135500568450187266, 56.845018760, 22.922329400,0.011,0.011,90,277348352,33,56237.079803240,0,5,10.5395,,11.8569,0.2245,24,,,,,0,,,,,0,13.5458,0.0000,11.5571,0.0010,16777240,11.9770,0.0013,10.6124,0.0015,16777240
1.596063,389,2.10996662E8,034722.89+225519.6,56.84541,22.92212,HII1407,8.13,7.52,0.5,1.456,,,,0.002,1.0,best,,0.0,,1.0,1.0,,,135500568452686515, 56.845337050, 22.921681770,0.191,0.191,90,268959744,32,56583.336689810,0,3,8.5719,0.2194,12.0531,0.0216,16,,,,,0,,,,,0,,,,,0,9.3308,0.0010,9.7347,0.0010,24
1.645897,389,2.10996662E8,034722.89+225519.6,56.84541,22.92212,HII1407,8.13,7.52,0.5,1.456,,,,0.002,1.0,best,,0.0,,1.0,1.0,,,135500568452787621, 56.845259350, 22.922555630,0.011,0.011,90,276901888,33,55815.540497690,0,3,,,,,0,,,,,0,,,,,0,13.8316,0.0547,12.3823,0.1474,16777240,,,,,24
0.695735,390,2.11117529E8,034722.97+245056.1,56.84571999999999,24.84894,HCG261,17.16,11.85,5.2,0.9252,,,,0.025,1.0,best,,0.0,,1.0,1.0,,,137810568457949092, 56.845820890, 24.848769800,0.070,0.012,0,503636096,60,56032.272395830,5,74,17.5096,0.0086,17.5836,0.0129,115000,16.2879,0.0053,16.3728,0.0053,115000,14.8946,0.0028,14.9430,0.0028,115000,14.2352,0.0033,14.2976,0.0028,115000,13.9528,0.0032,13.9709,0.0028,115000
0.656715,391,2.1101103E8,034723.85+230857.0,56.849380000000004,23.14919,HCG270,17.33,12.07,5.15,1.6638,,,,0.021,1.0,best,1.66,0.0,,1.0,1.0,,,135770568494359363, 56.849458660, 23.149022530,0.005,0.002,90,503635968,60,56113.488692130,5,55,17.8590,0.0058,17.9215,0.0129,115000,16.6322,0.0052,16.6839,0.0055,115000,15.1945,0.0015,15.2262,0.0008,115000,14.5188,0.0045,14.5601,0.0042,115000,14.2115,0.0026,14.2223,0.0033,115000
0.663850,392,2.11080295E8,034725.10+241517.3,56.85461,24.25481,HHJ198,,13.06,5.48,1.1885,,,,0.02,1.0,best,,0.0,,1.0,1.0,,,137100568546846164, 56.854688960, 24.254640230,0.005,0.002,90,503635968,60,55961.932800930,5,74,19.3299,0.0120,19.5305,0.0139,115000,17.9998,0.0089,18.1342,0.0103,115000,16.3568,0.0024,16.4345,0.0032,115000,15.5956,0.0048,15.6454,0.0040,115000,15.2234,0.0041,15.2772,0.0063,115000
0.721627,393,2.11134185E8,034725.78+250833.0,56.85745,25.14251,HCG263,16.91,11.45,5.35,0.1357,0.3173,,,0.069,1.0,best,0.12,1.0,,1.0,1.0,,,138170568575281345, 56.857545940, 25.142329340,0.005,0.003,90,503636096,60,56248.419074070,5,55,17.5165,0.0089,17.6260,0.0086,115000,16.2397,0.0062,16.3888,0.0126,115000,14.6992,0.0105,14.7511,0.0040,115000,14.0012,0.0029,14.0650,0.0063,115000,13.6543,0.0053,13.6623,0.0004,115000
0.662430,394,2.11041526E8,034726.76+233802.6,56.86152,23.63407,HCG269,,12.29,5.51,0.4291,0.2708,,,0.017,1.0,best,,0.0,,1.0,1.0,,,136360568615761272, 56.861588460, 23.633897010,0.013,0.008,0,503635968,60,56023.591655090,5,64,18.5387,0.0102,18.5966,0.0224,115000,17.2620,0.0030,17.3029,0.0114,115000,15.6240,0.0030,15.6639,0.0031,115000,14.8473,0.0029,14.8858,0.0052,115000,14.4714,0.0030,14.4854,0.0044,115000
0.877400,395,2.11044267E8,034726.82+234042.0,56.86176999999999,23.67836,HII1425,7.77,7.34,0.32,0.0587,0.0313,0.0613,0.0306,0.005,1.0,best,,0.0,,1.0,1.0,,,136410568619824691, 56.861883650, 23.678139620,0.001,0.001,90,1343750144,160,56074.356550930,5,3,,,,,114720,,,,,114720,,,,,114720,8.1861,0.1305,11.1535,0.1162,114744,,,,,114720
1.628499,395,2.11044267E8,034726.82+234042.0,56.86176999999999,23.67836,HII1425,7.77,7.34,0.32,0.0587,0.0313,0.0613,0.0306,0.005,1.0,best,,0.0,,1.0,1.0,,,136410568613154568, 56.861278040, 23.678319500,0.118,0.118,90,268959744,32,55538.253356480,0,4,9.1871,0.0010,11.6419,0.0010,16,9.6747,0.0010,14.7609,0.0019,24,,,,,0,,,,,0,10.9258,0.1642,10.1545,0.3105,24
1.882849,395,2.11044267E8,034726.82+234042.0,56.86176999999999,23.67836,HII1425,7.77,7.34,0.32,0.0587,0.0313,0.0613,0.0306,0.005,1.0,best,,0.0,,1.0,1.0,,,136410568612245134, 56.861378990, 23.678741200,0.281,0.191,0,276979712,33,56004.077280090,0,17,13.3148,0.0615,11.6562,0.0475,16777232,13.2750,0.0676,11.7244,0.1134,16777240,13.7126,0.0064,11.9743,0.0652,16777240,13.1445,0.2215,,,16777240,12.0250,0.0405,10.7930,0.0000,16777240
0.667580,396,2.11030057E8,034728.11+232653.5,56.86714,23.44821,SK417,,11.9,5.04,0.5572,,,,0.027000000000000003,1.0,best,,0.0,,1.0,1.0,,,136130568671918211, 56.867223420, 23.448041090,0.006,0.005,0,503636096,60,56046.360324070,5,65,17.6816,0.0109,17.7827,0.0171,115000,16.3904,0.0073,16.4353,0.0072,115000,15.0152,0.0067,15.0622,0.0015,115000,14.4091,0.0020,14.4576,0.0022,115000,14.1075,0.0025,14.1276,0.0021,115000
1.750311,396,2.11030057E8,034728.11+232653.5,56.86714,23.44821,SK417,,11.9,5.04,0.5572,,,,0.027000000000000003,1.0,best,,0.0,,1.0,1.0,,,136130568677158274, 56.867666540, 23.448154840,0.023,0.023,90,277348352,33,55819.822615740,0,3,21.5829,0.0970,,,16781328,,,,,0,,,,,0,18.7415,0.0000,18.2595,0.0000,16781336,,,,,0
0.623654,397,2.11107116E8,034728.42+244033.2,56.868430000000004,24.6759,BPL145,,12.87,5.18,0.9834,,,,0.021,1.0,best,,0.0,,1.0,1.0,,,137610568684931434, 56.868497950, 24.675738140,0.005,0.004,0,503635968,60,56277.637395830,5,57,18.7844,0.0100,18.8374,0.0108,115000,17.5452,0.0066,17.6237,0.0115,115000,16.0230,0.0042,16.0753,0.0047,115000,15.3263,0.0033,15.3777,0.0035,115000,14.9821,0.0037,15.0426,0.0053,115000
0.818014,398,2.11056628E8,034729.58+235249.6,56.87327,23.88046,PPL8,,14.11,6.68,0.2768,,,,0.03,1.0,best,,0.0,,1.0,1.0,,,136650568733546858, 56.873361090, 23.880248590,0.007,0.002,90,503635968,60,55912.713726850,5,69,21.3890,0.0630,21.3893,0.1082,115000,20.0878,0.0133,20.2292,0.0264,115000,17.9733,0.0067,18.0564,0.0061,115000,16.9684,0.0064,17.0586,0.0092,115000,16.4555,0.0045,16.5453,0.0061,115000
0.693505,399,2.11036595E8,034729.92+233315.1,56.874680000000005,23.55422,HHJ16,,13.82,6.38,0.3079,,,,0.039,1.0,best,,0.0,,1.0,1.0,,,136260568747355430, 56.874758650, 23.554041360,0.014,0.012,90,503636096,60,55946.543495370,5,82,20.8460,0.0503,20.5777,0.1961,115000,19.5301,0.0130,19.5880,0.0179,115000,17.5844,0.0063,17.6816,0.0091,115000,16.6348,0.0045,16.7023,0.0036,115000,16.1613,0.0046,16.2518,0.0074,115000
0.747266,400,2.11087739E8,034730.59+242213.9,56.877469999999995,24.37055,HCG273,15.82,11.37,4.34,2.7628,,,,0.032,2.0,best,2.78,1.0,,1.0,1.0,,,137240568775165114, 56.877545750, 24.370354230,0.004,0.003,90,503635968,60,56077.196354170,5,65,16.4342,0.0058,16.5366,0.0057,115000,15.1974,0.0022,15.2620,0.0041,115000,14.1352,0.0070,14.1876,0.0016,16892216,13.6616,0.0028,13.7042,0.0015,115000,13.4315,0.0027,13.4461,0.0031,115000
0.866076,401,2.10886447E8,034731.12+211051.4,56.8797,21.18096,DH519,,12.82,5.52,0.5596,,,,0.043,1.0,best,,0.0,,1.0,1.0,,,133410568797457515, 56.879785570, 21.180733040,0.004,0.003,0,503635968,60,56087.475219910,10,62,19.0174,0.0129,19.0672,0.0206,115000,17.8003,0.0056,17.8519,0.0078,115000,16.1569,0.0021,16.2080,0.0045,115000,15.3735,0.0040,15.4097,0.0046,115000,14.9949,0.0048,15.0137,0.0089,115000
