,Unnamed: 0,EPIC,angDist,col1,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,eSDSS_g,gKmag,e_gKmag,gFlags,rmag,eSDSS_r,rKmag,e_rKmag,rFlags,imag,eSDSS_i,iKmag,e_iKmag,iFlags,zmag,eSDSS_z,zKmag,e_zKmag,zFlags,ymag,eSDSS_y,yKmag,e_yKmag,yFlags,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J,eJ,H,eH,K,eK,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,DM,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_Jackson,R_Rsun_err,Mbol_err,spectype_std,L_quiet_logL,L_quiet,L_planck,L_quiet_bol,L_quiet_err,L_quiet_bol_err,todrop,whydrop, Date of Run ,n_appa_flares, Filename , Total Exposure Time of LC in Days , BJD-2454833 days ,Ethresh,thresh20p
358,358,211046046.0,0.653821,75.0,034158.67+234226.3,55.49448,23.70731,SK709,14.73,10.84,3.78,7.7833,,,,0.025,2.0,best,7.93,1.0,,1.0,1.0,,,1.3644055494569912e+17,55.49457426,23.707150199999997,0.021,0.006999999999999999,90.0,503636096.0,60.0,56072.28318287,5.0,74.0,15.3493,0.0063,15.3999,0.0041,115000.0,14.133,0.0022,14.1903,0.0033,115000.0,13.494000000000002,,,,114724.0,13.1862,0.019,13.142999999999999,0.0084,115256.0,12.8796,0.004,12.9284,0.0074,115000.0,KTWO211046046-C04,4,STAR,6,03 41 58.682,+23 42 26.39,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,18.9,4.6,-50.0,4.9,,,,,16.235,0.17,14.804,0.01,15.604,0.07,14.14,0.05,13.387,0.08,,,11.722,0.021,11.018,0.021,10.841,0.016,14.052,gri,,,,569-008118,03415867+2342264,,2015-09-03 17:48:39,1.0,0.0,0.927,405.546,371.815,346.016,15,3,51,,,19,15.564482878474125,15.3493,14.16345042338414,14.133,13.491153384163661,13.494000000000002,13.123938893887244,13.1862,12.976991140544381,12.8796,5.651668842475033,M1,3700,3.568,-1.44,9.69,-1.4,1.475,,0.983,1.172,0.959,2.019,4.02,0.613,0.225,0.13699999999999998,,,,0.53,,,6.51,5.67,8.25,0.41,,0.496,M1V,V  ,2.72,1.33,0.78,0.46,1.2,0.67,0.25,6.04,76.37626158016927,0.496,0.0992,0.17499999999999982,5.612486080160912,1.5924286822139893e+32,6.526742276114972e+30,1.5930666091499916e+32,1.577829208301114e+32,2.1092617426031395e+30,6.357900525068292e+31,False,    ,2018-08-20 13:13:14.199461,3.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046046-c04_kepler_v2_lc.fits,61.6901388888889,2228.800127060327,4.466900644814534e+32,68.43997289676109
359,359,211046102.0,0.745545,63.0,034127.81+234230.0,55.36591,23.70835,AK1B055,11.18,9.31,1.76,5.4678,6.1205,,,0.035,3.0,best,5.45,1.0,,1.0,1.0,,,1.3645055366128064e+17,55.3661351,23.70837026,0.021,0.021,90.0,1141006336.0,136.0,55349.05291667,1.0,6.0,11.593,,,,36.0,11.085999999999999,,,,36.0,10.870999999999999,,,,36.0,10.762,,,,114724.0,10.72,,,,36.0,KTWO211046102-C04,4,STAR,6,03 41 27.820,+23 42 29.94,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086_GO4104,18.7,1.5,-48.5,1.6,,,,,11.955,0.156,11.143,0.1,11.548,0.06,10.944,0.02,10.707,0.03,,,9.761,0.02,9.407,0.023,9.313,0.018000000000000002,10.959,gri,,1799-174-1,,569-008096,03412782+2342300,,2015-09-03 18:56:37,1.0,0.0001,1.0,235.108,237.196,238.743,15,3,51,,,19,11.699806529257838,11.593,11.118670130047839,11.085999999999999,10.862062245447841,10.870999999999999,10.7336354745528,10.762,10.73668125724168,10.72,5.651668842475033,K0,5280,3.723,-0.22,5.76,-0.33,0.816,0.944,0.28600000000000003,0.436,0.443,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.8170000000000001,0.16340000000000002,0.10000000000000007,15.149257407543116,1.870940565148793e+33,1.1784712177760733e+32,1.7924420873973394e+33,1.9145203692905536e+33,3.225002057083996e+31,4.408346062561888e+32,False,    ,2018-08-20 13:13:14.327806,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046102-c04_kepler_v2_lc.fits,61.934791666666676,2228.8001197052067,1.079289589771e+33,9.158387353810458
360,360,211046168.0,0.762893,564.0,034958.33+234233.9,57.49306,23.709429999999998,SK293,16.33,11.57,4.65,1.3418,,,,0.047,1.0,best,1.34,1.0,,1.0,1.0,,,1.3645057493117166e+17,57.49314136,23.70923161,0.006,0.003,90.0,503635968.0,60.0,56036.46822917,5.0,59.0,16.8997,0.0023,16.9692,0.003,115000.0,15.6896,0.0045,15.7391,0.0053,115000.0,14.4796,0.0019,14.5431,0.0017,115000.0,13.9442,0.0007,13.9943,0.0015,115000.0,13.6937,0.006999999999999999,13.7083,0.0032,115000.0,KTWO211046168-C04,4,STAR,6,03 49 58.336,+23 42 33.96,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4091,7.7,3.6,-47.5,3.6,,,,,,,,,,,,,,,,,12.486,0.023,11.85,0.026,11.595999999999998,0.02,14.836,JHK,,,,569-008504,03495833+2342340,,2015-09-03 17:09:15,0.998,0.002,0.88,1088.177,1040.323,967.135,15,1,49,,,19,17.159049344702357,16.8997,15.720637453717515,15.6896,14.481935918649109,14.4796,13.85683916420505,13.9442,13.848948614833393,13.6937,5.651668842475033,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,2.368411915187052,1.076613921570766e+32,3.8795023438230996e+30,1.0336088679970168e+32,1.091591113123216e+32,1.290364780230696e+30,3.141851780902868e+31,False,    ,2018-08-20 13:13:14.521984,7.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046168-c04_kepler_v2_lc.fits,61.89715277777778,2228.800239260483,8.180268903902288e+32,210.8587179210452
361,361,211046240.0,0.400687,370.0,034708.53+234238.9,56.78558,23.710810000000002,HII1306,13.51,9.83,3.57,1.6159999999999999,1.3221,,,0.016,1.0,best,2.65,1.0,,1.0,1.0,,,1.3645056785697352e+17,56.78566632,23.71073163,0.117,0.095,90.0,369418240.0,44.0,56052.50902778,0.0,39.0,14.0643,0.0197,14.0481,0.002,280.0,13.194,,,,4.0,12.588,,,,4.0,12.177999999999999,,,,4.0,11.987,,,,4.0,KTWO211046240-C04,4,STAR,6,03 47 08.538,+23 42 38.85,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091,14.7,2.8,-48.0,3.3,,,,,14.733,0.06,13.436,0.06,14.084,0.04,12.845,0.01,12.242,0.06,,,10.72,0.022,10.097,0.024,9.902,0.02,12.795,gri,,,,569-008338,03470853+2342389,,2015-09-03 18:00:38,1.0,0.0,0.967,313.395,318.629,317.518,15,1,49,,,19,14.246667730503187,14.0643,13.226193580911849,13.194,12.58263292807451,12.588,12.12711953719757,12.177999999999999,12.058729817056838,11.987,5.651668842475033,K6,4230,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.1840000000000002,0.759,1.42,3.143,0.601,0.14800000000000002,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.6609999999999999,K6V,,,,,,,,,,170.0980109612371,0.6609999999999999,0.13219999999999998,0.15500000000000025,3.9980463979298686,5.035701647176669e+32,2.5312607526332027e+31,4.833134728058824e+32,5.035701647176669e+32,1.0531377041555376e+31,1.7972453895609597e+32,False,    ,2018-08-20 13:13:14.656106,1.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046240-c04_kepler_v2_lc.fits,61.915972222222244,2228.820632456329,9.580612786083135e+32,37.84917368199495
362,362,211046315.0,1.280441,536.0,034928.73+234244.0,57.36974,23.712229999999998,HII2311,11.35,9.43,1.81,5.7139,,,,0.02,3.0,best,2.93,1.0,6.4,1.0,1.0,,,1.3645057369881506e+17,57.369629700000004,23.71188896,0.02,0.02,90.0,1141006336.0,136.0,55362.15417824,4.0,52.0,11.965,,,,114724.0,11.392000000000001,,,,114724.0,11.120999999999999,,,,114724.0,10.967,,,,16420.0,10.905999999999999,,,,65572.0,KTWO211046315-C04,4,STAR,6,03 49 28.740,+23 42 43.95,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086_GO4091_GO4104,18.7,1.0,-47.8,2.0,,,,,12.242,0.07,11.473,0.05,11.775,0.06,11.178,0.01,10.934,0.05,,,9.914,0.021,9.543,0.024,9.428,0.021,11.187,gri,,,,569-008475,03492873+2342440,,2015-09-03 17:21:02,1.0,0.0,0.978,256.327,253.079,256.17400000000004,15,1,49,,,19,12.085095575438721,11.965,11.425298424318724,11.392000000000001,11.112554560958722,11.120999999999999,10.934311566022403,10.967,10.933847885165438,10.905999999999999,5.651668842475033,K0,5280,3.723,-0.22,5.76,-0.33,0.816,0.944,0.28600000000000003,0.436,0.443,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037000000000000005,-0.015,0.87,,,4.29,3.81,5.54,,,0.8170000000000001,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.21678104048753,0.8170000000000001,0.16340000000000002,0.10000000000000007,2.7271780286589284,1.870940565148793e+33,1.1784712177760733e+32,1.7924420873973394e+33,1.9145203692905536e+33,3.225002057083996e+31,4.408346062561888e+32,False,    ,2018-08-20 13:13:23.785920,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046315-c04_kepler_v2_lc.fits,61.934791666666676,2228.800232483715,,
363,363,211046446.0,0.281625,376.0,034713.52+234251.5,56.806369999999994,23.71431,HII1332,12.53,10.1,2.32,7.8496,,,,0.042,3.0,best,8.18,1.0,5.3,1.0,1.0,,,1.3645056806158774e+17,56.80631945,23.71437307,0.015,0.015,90.0,1375809536.0,164.0,56867.61596065,2.0,6.0,15.863,0.0084,,,4120.0,17.3957,0.0164,14.1373,0.191,114744.0,14.4139,0.0014,13.7042,0.0013,24.0,13.8045,0.0013,13.4243,0.002,16892216.0,,,,,0.0,KTWO211046446-C04,4,STAR,6,03 47 13.531,+23 42 51.48,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4091_GO4106,4.5,3.0,-54.1,2.8,,,,,13.515,0.05,12.567,0.06,13.003,0.05,12.147,0.01,11.824000000000002,0.03,,,10.624,0.021,10.148,0.024,10.009,0.018000000000000002,12.177,gri,,,,569-008343,03471352+2342515,,2015-09-03 17:23:19,1.0,0.0001,0.966,299.48,288.014,276.136,15,1,49,,,21,16.04289486612207,15.863,17.428024829934863,17.3957,14.408375384093606,14.4139,13.754363068117538,13.8045,,,5.651668842475033,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009000000000000001,0.73,,,4.98,4.31,6.48,,,0.6890000000000001,K4V,V  ,2.21,1.0,0.38,0.16,1.01,0.59,0.1,5.21,209.99999999914507,0.6890000000000001,0.1378,0.16000000000000014,18.89940475253123,7.799378399032181e+32,4.384872925505566e+31,7.472591635928003e+32,8.054896999449552e+32,1.8758868731845653e+31,2.967533721045604e+32,False,    ,,,,,,1.1835460548975557e+33,26.99157022346538
364,364,211046494.0,0.7928149999999999,366.0,034706.77+234254.6,56.77825,23.71517,HII1298,12.33,9.84,2.38,8.4781,3.8502,,,0.013999999999999999,4.0,best,7.63,1.0,5.2,1.0,1.0,,,1.3645056778234846e+17,56.77833758,23.71496489,0.001,0.001,90.0,302145536.0,36.0,55451.13295139,0.0,40.0,12.6918,0.0127,12.7231,0.0045,1048.0,11.9169,0.0163,13.7565,0.0327,24.0,11.6865,0.0132,12.8846,0.0131,24.0,11.4804,0.0115,13.1656,0.0703,24.0,11.4941,0.001,11.4516,0.001,1048.0,KTWO211046494-C04,4,STAR,6,03 47 06.778,+23 42 54.57,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091_GO4104,16.8,1.4,-42.8,0.6,,,,,13.275,0.08,12.354,0.03,12.753,0.08,11.958,0.01,11.632,0.05,,,10.421,0.022,9.995,0.024,9.839,0.018000000000000002,11.968,gri,,,,569-008335,03470678+2342546,,2015-09-03 18:33:39,1.0,0.0002,0.968,162.54399999999995,152.355,143.83700000000005,15,1,49,,,19,12.828793495259646,12.6918,11.950491168346536,11.9169,11.678743456423547,11.6865,11.442590462664793,11.4804,11.534845643540788,11.4941,5.651668842475033,K3,4830,3.684,-0.41,6.57,-0.58,0.98,1.15,0.376,0.7759999999999999,0.537,1.013,2.38,0.483,0.109,0.033,-0.071,-0.031,-0.008,0.78,,,4.76,4.16,6.16,,,0.7290000000000001,K3V,V  ,2.1,0.85,0.32,0.13,0.99,0.58,0.01,4.94,209.99999999915192,0.7290000000000001,0.1458,0.14000000000000012,4.1155194082885815,1.0521071967581528e+33,6.141090281536664e+31,9.993293533318038e+32,1.0815833456435376e+33,2.520370929835525e+31,3.4866127639132136e+32,False,    ,2018-08-20 13:13:23.915797,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046494-c04_kepler_v2_lc.fits,61.934791666666676,2228.8001996722887,1.368117213143584e+33,22.278083376446386
365,365,211046826.0,0.874343,749.0,040349.55+234314.1,60.95649,23.72061,DH910,,13.0,5.35,0.3081,,,,0.017,1.0,ok,,0.0,,1.0,1.0,,,1.3646060956570506e+17,60.95656535,23.72037713,0.032,0.026,90.0,503635968.0,60.0,56097.631516199996,5.0,50.0,19.2368,0.0114,19.389,0.0142,115000.0,17.9259,0.0035,18.012,0.0058,115000.0,16.2883,0.0075,16.3287,0.0042,115000.0,15.5084,0.0025,15.5624,0.0018,115000.0,15.1423,0.0039,15.1874,0.0076,115000.0,KTWO211046826-C04,4,STAR,6,04 03 49.558,+23 43 14.21,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.886,0.028,13.255,0.03,12.996,0.027000000000000003,16.236,JHK,,,,,04034955+2343142,,2015-09-03 18:39:27,0.995,0.005,0.767,2177.097,1887.324,1530.818,9,4,28,,,19,19.5338936024237,19.2368,17.965683092047918,17.9259,16.297523465037287,16.2883,15.381167644253786,15.5084,15.393692690519245,15.1423,5.651668842475033,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.29100000000000004,0.058200000000000016,0.375,3.3888604279314896,3.404552152809507e+31,9.817374889102762e+29,3.2642387909432743e+31,3.388909656562385e+31,4.1490775073572245e+29,2.926219821264045e+31,False,    ,2018-08-20 13:13:24.043805,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046826-c04_kepler_v2_lc.fits,61.72777777777779,2228.800437812403,4.368221059258016e+32,444.94797322110213
366,366,211046948.0,0.8538950000000001,52.0,034102.97+234321.6,55.2624,23.72269,HCG45,,12.0,5.0,1.4556,,,,0.069,2.0,best,,0.0,,1.0,1.0,,,1.3646055262544749e+17,55.26255205,23.72249795,0.005,0.002,90.0,503636096.0,60.0,56199.39841435,10.0,76.0,17.703,0.0141,17.7929,0.0052,115000.0,16.4846,0.0052,16.5346,0.0068,115000.0,15.1107,0.0017,15.1573,0.0025,115000.0,14.4664,0.0039,14.5055,0.0055,115000.0,14.1699,0.0046,14.1918,0.0047,115000.0,KTWO211046948-C04,4,STAR,6,03 41 02.980,+23 43 21.71,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.915,0.021,12.277,0.023,12.003,0.022,15.326,JHK,,,,,03410297+2343217,,2015-09-03 19:43:40,1.0,0.0,0.895,1782.775,1638.771,1434.8270000000002,15,3,51,,,19,17.974946770571105,17.703,16.517364974655713,16.4846,15.11503776475177,15.1107,14.368188102448142,14.4664,14.350916065149448,14.1699,5.651668842475033,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,9.299697575727931,6.638347629750242e+31,2.1477220591322635e+30,6.361114917807284e+31,6.761763726573059e+31,9.358164220681466e+29,2.257582772077468e+31,False,    ,2018-08-20 13:13:24.238498,9.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211046948-c04_kepler_v2_lc.fits,61.934791666666676,2228.8001138890977,1.0885732246465524e+33,506.8501392057987
367,367,211047055.0,0.747553,562.0,034957.62+234328.3,57.49012,23.724529999999998,DH644,,13.39,5.9,0.3019,,,,0.099,1.0,best,0.3,0.0,,1.0,1.0,,,1.364605749018698e+17,57.49020941,23.72433916,0.006999999999999999,0.006,0.0,503636096.0,60.0,56087.14905093,10.0,77.0,20.0475,0.0068,20.0118,0.0261,115000.0,18.854,0.0137,18.9422,0.0115,115000.0,16.9857,0.0075,17.029,0.006999999999999999,115000.0,16.1192,0.0061,16.166,0.0066,115000.0,15.6794,0.0072,15.7087,0.0073,115000.0,KTWO211047055-C04,4,STAR,6,03 49 57.630,+23 43 28.48,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.286,0.031,13.687,0.033,13.384,0.032,16.67,JHK,,,,,03495762+2343284,,2015-09-03 18:00:38,1.0,0.0,0.852,3052.834000000001,2402.321,1950.746,15,1,49,,,19,20.352397223367525,20.0475,18.897179438726,18.854,16.99670781263124,16.9857,15.980574839318411,16.1192,15.958837387040267,15.6794,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,4.371427112511428,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:13:24.387904,1.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211047055-c04_kepler_v2_lc.fits,61.97243055555556,2228.800239213917,7.963460410308916e+32,1154.428778105513
368,368,211047412.0,0.7674489999999999,777.0,034537.75+234350.3,56.407309999999995,23.73065,SHF10,,13.81,7.42,,,,,,,best,,,,1.0,,,,1.3647056407342717e+17,56.40738215,23.73044731,0.012,0.003,0.0,503635968.0,60.0,56174.88505787,5.0,63.0,21.8734,0.3279,22.21,0.1286,115000.0,20.5141,0.0279,20.6633,0.0835,115000.0,18.0387,0.0072,18.1355,0.0088,115000.0,16.8935,0.005,16.9675,0.0049,115000.0,16.2667,0.003,16.3677,0.0097,115000.0,KTWO211047412-C04,4,STAR,6,03 45 37.753,+23 43 50.33,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048_GO4057,,,,,,,,,,,,,,,,,,,,,14.802,0.034,14.1,0.039,13.722,0.042,16.207,J,,,,,03453775+2343503,,2015-09-03 17:55:20,1.0,0.0,0.843,1452.477,1156.126,931.466,15,2,50,,,19,22.230576707919607,21.8734,20.60018506780541,20.5141,18.06533915409719,18.0387,16.641744455882286,16.8935,16.8310933467534,16.2667,5.651668842475033,M5.5,3000,3.477,-3.8,15.51,-2.79,1.91,,,1.3,1.656,3.664,6.5,0.588,0.329,,0.19,,,0.12,,,9.93,9.01,11.71,1.13,0.52,0.149,M5.5V,,,,,,,,,,96.43650760795548,0.149,0.0298,0.34500000000000064,3.570714214271425,6.487240389435719e+30,1.485345764538338e+29,6.213253301799501e+30,6.517184130558885e+30,6.320959258989095e+28,5.177198004426185e+30,False,    ,,,,,,4.719332944421636e+31,317.72621951687177
369,369,211047687.0,0.66187,140.0,034339.03+234405.3,55.91265,23.73483,HCG124,18.05,12.27,5.67,0.3049,0.2016,,,0.02,1.0,best,0.31,0.0,,1.0,1.0,,,1.3648055912719214e+17,55.91273848,23.73466495,0.004,0.003,0.0,503635968.0,60.0,56096.48354167,5.0,82.0,18.689,0.0078,18.805999999999997,0.0182,115000.0,17.3601,0.004,17.4468,0.008,115000.0,15.6807,0.0036,15.7379,0.0062,115000.0,14.8879,0.0019,14.9511,0.003,115000.0,14.49,0.0039,14.5224,0.0056,115000.0,KTWO211047687-C04,4,STAR,6,03 43 39.032,+23 44 05.48,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.159,0.021,12.562,0.024,12.252,0.022,15.557,JHK,,,,,03433903+2344054,,2015-09-03 17:14:53,1.0,0.0,0.8440000000000001,1271.888,1011.689,797.916,15,3,51,,,19,18.990221668509765,18.689,17.40159825643957,17.3601,15.690850624470036,15.6807,14.754796370350896,14.8879,14.755821886397422,14.49,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,4.512136411945011,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:13:24.515922,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211047687-c04_kepler_v2_lc.fits,61.915972222222244,2228.800151110336,4.125532820653229e+32,598.0608388553724
370,370,211047718.0,0.723268,388.0,034722.67+234406.9,56.84449,23.73527,HCG266,,12.44,5.26,0.6801,,,,0.061,1.0,best,,0.0,,1.0,1.0,,,1.3648056844551267e+17,56.84457745,23.73508573,0.004,0.003,90.0,503636096.0,60.0,56001.46119213,5.0,76.0,18.4137,0.0103,18.3304,0.0273,16892216.0,17.2132,0.0095,17.2636,0.0076,115000.0,15.6213,0.0032,15.6821,0.0043,115000.0,14.9094,0.0018,14.9516,0.003,115000.0,14.5606,0.0032,14.5975,0.0082,115000.0,KTWO211047718-C04,4,STAR,6,03 47 22.675,+23 44 07.12,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.281,0.023,12.701,0.026,12.445,0.023,15.46,JHK,,,,,03472267+2344071,,2015-09-03 18:45:35,1.0,0.0,0.8690000000000001,1679.259,1586.589,1436.571,15,1,49,,,19,18.699903279401795,18.4137,17.249270935226036,17.2132,15.628252016470515,15.6213,14.796080102108489,14.9094,14.778033320370035,14.5606,5.651668842475033,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,5.085211401701998,6.638347629750242e+31,2.1477220591322635e+30,6.361114917807284e+31,6.761763726573059e+31,9.358164220681466e+29,2.257582772077468e+31,False,    ,2018-08-20 13:13:24.748442,10.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211047718-c04_kepler_v2_lc.fits,61.934791666666676,2228.800203526567,9.957171302136847e+32,463.61545060257043
371,371,211047828.0,0.705641,268.0,034602.75+234414.6,56.51148000000001,23.737389999999998,HII870,12.61,9.26,1.74,3.9585,4.2952,,,0.021,3.0,best,3.93,1.0,9.7,1.0,1.0,,,1.364805651172454e+17,56.51169337,23.73737354,0.051,0.051,90.0,268959744.0,32.0,56236.41961806,0.0,4.0,,,,,0.0,,,,,0.0,11.9045,0.0092,12.9998,0.1321,24.0,,,,,0.0,,,,,0.0,KTWO211047828-C04,4,STAR,6,03 46 02.759,+23 44 14.60,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091,17.6,3.1,-47.8,2.4,,,,,13.982,0.06,12.752,0.05,13.344,0.05,12.220999999999998,0.01,11.622,0.05,,,9.923,0.022,9.455,0.022,9.257,0.019,12.139,gri,,,,569-008296,03460275+2344146,,2015-09-03 17:16:48,1.0,0.0,0.976,200.32,198.987,194.498,15,1,49,,,19,,,,,,11.9045,,,,,5.651668842475033,K1,5170,3.713,-0.26,5.89,-0.36,0.847,0.976,0.301,0.491,0.457,0.879,2.021,0.402,0.094,0.03,-0.064,-0.038,-0.013,0.85,,,4.47,3.97,5.65,,,0.8140000000000001,K1V,,,,,,,,,,120.13880860480478,0.8140000000000001,0.16280000000000006,0.10000000000000007,,1.746063328960664e+33,1.0561025726901282e+32,1.6355968116917426e+33,1.7300553241400346e+33,3.237736547494465e+31,3.9835995994198285e+32,False,    ,2018-08-20 13:13:24.873562,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211047828-c04_kepler_v2_lc.fits,61.89715277777778,2228.8001849201387,1.46980585476074e+33,13.917264220054093
