,Unnamed: 0,EPIC,angDist,col1,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,eSDSS_g,gKmag,e_gKmag,gFlags,rmag,eSDSS_r,rKmag,e_rKmag,rFlags,imag,eSDSS_i,iKmag,e_iKmag,iFlags,zmag,eSDSS_z,zKmag,e_zKmag,zFlags,ymag,eSDSS_y,yKmag,e_yKmag,yFlags,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J,eJ,H,eH,K,eK,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,DM,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_Jackson,R_Rsun_err,Mbol_err,spectype_std,L_quiet_logL,L_quiet,L_planck,L_quiet_bol,L_quiet_err,L_quiet_bol_err,todrop,whydrop, Date of Run ,n_appa_flares, Filename , Total Exposure Time of LC in Days , BJD-2454833 days ,Ethresh,thresh20p
39,39,210876759.0,0.811442,116.0,034305.71+210149.4,55.773830000000004,21.03042,UGCSJ034305.73+210149.1,,13.07,5.58,0.4336,,,,0.022000000000000002,1.0,best,,0.0,,1.0,1.0,,,1.3323055773912688e+17,55.77397338,21.03023863,0.006,0.002,90.0,503635968.0,60.0,56131.41319444,5.0,80.0,19.4169,0.0094,19.4752,0.0168,115000.0,18.1419,0.0048,18.2223,0.0072,115000.0,16.4254,0.006,16.4804,0.0034,115000.0,15.6324,0.0021,15.6824,0.0016,115000.0,15.2488,0.004,15.294,0.0065,115000.0,KTWO210876759-C04,4,STAR,6,03 43 05.718,+21 01 49.49,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4048,,,,,,,,,,,,,,,,,,,,,14.02,0.022,13.385,0.027000000000000003,13.071,0.027000000000000003,16.514,JHK,,,,,03430571+2101494,,2015-09-03 19:44:13,1.0,0.0,0.746,2359.657,1985.229,1685.6,19,1,65,,,19,19.716964136461147,19.4169,18.182899202798183,18.1419,16.43528687910381,16.4254,15.500977408460713,15.6324,15.510485247511705,15.2488,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,3.3166247903554,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,True,CMD ,2018-08-20 13:11:42.966917,2.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210876759-c04_kepler_v2_lc.fits,61.89715277777778,2228.8001087058224,4.608653041369484e+32,668.0967098641033
40,40,210877263.0,0.874627,313.0,034629.71+210217.0,56.62383000000001,21.038079999999997,DH452,,12.55,5.71,0.3183,,,,0.022000000000000002,1.0,best,,0.0,,1.0,1.0,,,1.3324056623880606e+17,56.62394966,21.03786424,0.003,0.002,90.0,503636096.0,60.0,56093.28563657,5.0,84.0,18.93,0.0075,19.0372,0.0074,115000.0,17.6682,0.0035,17.744,0.0078,115000.0,15.9557,0.0033,16.0165,0.0028,115000.0,15.1594,0.0029,15.2148,0.0035,115000.0,14.7597,0.0057,14.7994,0.0053,115000.0,KTWO210877263-C04,4,STAR,6,03 46 29.719,+21 02 17.10,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.461,0.024,12.805,0.024,12.55,0.024,15.87,JHK,,,,,03462971+2102170,,2015-09-03 17:12:47,1.0,0.0002,0.733,1418.141,1152.781,931.97,14,3,47,,,19,19.22887729709589,18.93,17.708702276090776,17.6682,15.965319511989136,15.9557,15.029672769625675,15.1594,15.017217636934285,14.7597,5.651668842475033,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.29100000000000004,0.058200000000000016,0.375,3.7059917700933984,3.404552152809507e+31,9.817374889102762e+29,3.2642387909432743e+31,3.388909656562385e+31,4.1490775073572245e+29,2.926219821264045e+31,False,    ,2018-08-20 13:11:43.168723,1.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210877263-c04_kepler_v2_lc.fits,61.953611111111115,2228.800186536915,2.3647034060106804e+32,240.86921735417167
41,41,210877423.0,0.535097,697.0,035612.30+210227.0,59.051269999999995,21.04085,AKV198,10.79,8.97,1.71,5.3922,3.4702,1.6431,3.268,0.016,3.0,best,,0.0,,1.0,1.0,,,1.3324059051215923e+17,59.05140273,21.04076786,0.033,0.033,90.0,302145536.0,36.0,55829.016921300004,0.0,66.0,11.1423,0.0658,12.7392,0.0778,88.0,10.6061,0.1253,13.4754,0.1282,88.0,10.5367,0.0742,12.7901,0.2226,88.0,10.3232,0.0626,12.1531,0.08,88.0,11.7721,0.0287,11.2361,0.0031,16778328.0,KTWO210877423-C04,4,STAR,6,03 56 12.293,+21 02 26.96,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4032_GO4033_GO4048_GO4052_GO4060_GO4082_GO4104,15.1,1.5,-34.6,1.6,,,,,11.467,0.078,10.811,0.071,11.129,0.05,10.563,0.03,11.547,0.9,,,9.44,0.024,9.074,0.022,8.967,0.02,11.421,gri,,1261-1502-1,,556-008006,03561230+2102270,,2015-09-03 19:39:58,1.0,0.0,0.98,171.87400000000005,170.975,168.815,14,1,45,,,19,11.235999127563618,11.1423,10.637782110276577,10.6061,10.527309164784098,10.5367,10.299421353701016,10.3232,11.776723300966468,11.7721,5.651668842475033,G8,5490,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.404,0.7859999999999999,1.768,0.342,0.08199999999999999,0.028,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.1665280070446,0.909,0.1818,0.06500000000000039,5.431390245600108,2.7043319015679265e+33,1.7363675526318792e+32,2.5934780071909146e+33,2.7419529058106457e+33,4.858024644446043e+31,4.1038269262973694e+32,False,    ,,,,,,2.4424336964102898e+33,14.066340347746069
42,42,210878635.0,0.790662,602.0,035116.61+210335.1,57.819219999999994,21.05975,DH700,,12.38,5.44,0.4748,,,,0.036000000000000004,1.0,best,,0.0,,1.0,1.0,,,1.332705781926321e+17,57.81932760000001,21.05955467,0.006,0.003,90.0,503636096.0,60.0,56139.991516199996,5.0,79.0,18.4265,0.0093,18.5398,0.0098,115000.0,17.1547,0.0027,17.2287,0.0054,115000.0,15.6096,0.0066,15.6793,0.0048,115000.0,14.9107,0.0018,14.965,0.0026,115000.0,14.5864,0.0042,14.6083,0.0069,115000.0,KTWO210878635-C04,4,STAR,6,03 51 16.614,+21 03 35.10,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.309,0.024,12.732,0.03,12.380999999999998,0.023,15.759,JHK,,,,,03511661+2103351,,2015-09-03 17:36:00,1.0,0.0,0.853,1889.602,1754.572,1531.425,14,2,46,,,19,18.714424611179886,18.4265,17.191283813152317,17.1547,15.616894646428866,15.6096,14.795326288549,14.9107,14.808823771323244,14.5864,5.651668842475033,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.29100000000000004,0.058200000000000016,0.375,5.56636101955308,3.404552152809507e+31,9.817374889102762e+29,3.2642387909432743e+31,3.388909656562385e+31,4.1490775073572245e+29,2.926219821264045e+31,False,    ,2018-08-20 13:11:43.319882,2.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210878635-c04_kepler_v2_lc.fits,61.46430555555557,2228.8002542263707,1.8115852885834293e+34,18452.848231295313
43,43,210879932.0,1.998573,687.0,035531.93+210446.2,58.88307,21.07951,PELS079,11.04,9.17,1.76,5.5586,,,,0.024,3.0,best,,0.0,,1.0,1.0,,,1.332905888311956e+17,58.88282444,21.07900433,0.015,0.015,90.0,302063616.0,36.0,55833.41027778,0.0,70.0,11.1203,0.0438,12.696,0.0479,88.0,11.1359,0.0786,12.7273,0.055999999999999994,88.0,10.8511,0.0915,12.9012,0.1459,88.0,15.431,0.0038,13.5575,0.004,16778328.0,10.972000000000001,0.001,10.8317,0.001,16777816.0,KTWO210879932-C04,4,STAR,6,03 55 31.944,+21 04 46.23,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4032_GO4033_GO4048_GO4060_GO4086_GO4104,24.2,1.6,-50.1,1.7,,,,,11.818,0.117,11.101,0.087,11.376,0.05,10.758,0.03,12.008,0.9,,,9.624,0.024,9.281,0.022,9.174,0.018000000000000002,11.818,gri,,1261-1415-1,,556-007975,03553193+2104462,,2015-09-03 20:24:22,0.999,0.001,0.99,138.055,137.65,134.183,14,1,45,,,19,11.173606824358533,11.1203,11.162105260876212,11.1359,10.840440285661176,10.8511,15.423781379383595,15.431,10.931932028794048,10.972000000000001,5.651668842475033,G8,5490,3.734,-0.17,5.32,-0.17,0.737,0.8420000000000001,0.249,0.284,0.404,0.7859999999999999,1.768,0.342,0.08199999999999999,0.028,-0.057,-0.039,-0.018000000000000002,0.94,,,3.97,3.55,5.15,,,0.909,G8V,V  ,1.6,0.57,0.19,0.06,0.87,0.37,0.04,3.85,100.1665280070446,0.909,0.1818,0.06500000000000039,8.660254037844387,2.7043319015679265e+33,1.7363675526318792e+32,2.5934780071909146e+33,2.7419529058106457e+33,4.858024644446043e+31,4.1038269262973694e+32,False,    ,,,,,,2.2305540426435475e+33,12.846093785054961
44,44,210880560.0,0.907577,646.0,035258.34+210520.3,58.24312,21.08899,DH774,,12.55,5.7,0.4317,,,,0.013999999999999999,1.0,best,,0.0,,1.0,1.0,,,1.3330058243205704e+17,58.24321629999999,21.08875445,0.039,0.036000000000000004,0.0,503635968.0,60.0,56127.37685185,5.0,71.0,19.0143,0.0098,19.0976,0.0122,115000.0,17.7372,0.003,17.7934,0.0075,115000.0,16.007,0.0037,16.0402,0.0019,115000.0,15.2124,0.0033,15.2374,0.003,115000.0,14.8181,0.003,14.8137,0.0054,115000.0,KTWO210880560-C04,4,STAR,6,03 52 58.350,+21 05 20.40,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.489,0.025,12.868,0.025,12.548,0.023,15.967,JHK,,,,,03525834+2105203,,2015-09-03 18:28:09,1.0,0.0,0.7090000000000001,1165.722,959.447,757.459,14,1,45,,,19,19.3154528140393,19.0143,17.778668169459714,17.7372,16.017134853228033,16.007,15.079397131185553,15.2124,15.083673820932002,14.8181,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,5.452923527796808,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:11:43.581605,2.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210880560-c04_kepler_v2_lc.fits,61.840694444444466,2228.800278079405,2.1358539464820835e+32,309.62560678486517
45,45,210881103.0,0.768752,284.0,034609.87+210552.7,56.54115,21.09799,DH425,,12.25,5.1,0.4625,,,,0.040999999999999995,1.0,best,,0.0,,1.0,1.0,,,1.3331056541130797e+17,56.541261999999996,21.09780377,0.013,0.003,0.0,503636096.0,60.0,56094.29267361,5.0,88.0,18.022000000000002,0.005,18.1121,0.0103,115000.0,16.7831,0.0048,16.8452,0.0034,115000.0,15.356,0.0011,15.4054,0.0029,115000.0,14.6681,0.0036,14.722000000000001,0.003,115000.0,14.3504,0.0052,14.3744,0.0014,115000.0,KTWO210881103-C04,4,STAR,6,03 46 09.876,+21 05 52.76,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.111,0.023,12.442,0.023,12.247,0.024,15.382,JHK,,,,,03460987+2105527,,2015-09-03 18:21:50,0.999,0.002,0.843,1424.605,1295.947,1129.423,14,3,47,,,19,18.29924124010168,18.022000000000002,16.816907450451687,16.7831,15.36126328473168,15.356,14.564656447285598,14.6681,14.543963526665358,14.3504,5.651668842475033,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,4.444097208657794,6.638347629750242e+31,2.1477220591322635e+30,6.361114917807284e+31,6.761763726573059e+31,9.358164220681466e+29,2.257582772077468e+31,False,    ,2018-08-20 13:11:43.769254,7.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210881103-c04_kepler_v2_lc.fits,61.859513888888905,2228.800182504754,3.2183399255235943e+33,1498.4899521048308
46,46,210882573.0,0.870876,700.0,035622.30+210717.1,59.09293,21.12144,DH831,,12.02,5.11,0.6128,,,,0.071,2.0,best,,0.0,,1.0,1.0,,,1.3334059092988605e+17,59.09301661,21.12121198,0.005,0.003,0.0,503636096.0,60.0,56259.01434028,5.0,61.0,17.7322,0.015,17.8318,0.0116,115000.0,16.5111,0.0111,16.5487,0.0135,115000.0,15.0921,0.0039,15.1495,0.0017,115000.0,14.4539,0.003,14.5162,0.0021,115000.0,14.1322,0.0054,14.1645,0.0035,115000.0,KTWO210882573-C04,4,STAR,6,03 56 22.304,+21 07 17.19,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.938,0.024,12.308,0.027000000000000003,12.015999999999998,0.022,15.374,JHK,,,,,03562230+2107171,,2015-09-03 19:50:36,1.0,0.0,0.731,1854.848,1727.591,1488.519,14,1,45,,,19,18.007586768301234,17.7322,16.544518872451142,16.5111,15.097033179789731,15.0921,14.352337537982313,14.4539,14.321243607518095,14.1322,5.651668842475033,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.29100000000000004,0.058200000000000016,0.375,3.2691742076555053,3.404552152809507e+31,9.817374889102762e+29,3.2642387909432743e+31,3.388909656562385e+31,4.1490775073572245e+29,2.926219821264045e+31,False,    ,2018-08-20 13:11:44.045620,10.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210882573-c04_kepler_v2_lc.fits,61.953611111111115,2228.8003249863973,3.922709245225082e+32,399.5680402893924
47,47,210886244.0,0.791557,692.0,035557.53+211039.0,58.98974000000001,21.17752,DH823,16.87,11.76,5.0,0.5959,,,,0.026000000000000002,1.0,best,,0.0,,1.0,1.0,,,1.3341058989815334e+17,58.98984473,21.177323,0.006999999999999999,0.001,90.0,1443160064.0,172.0,56295.79369213,10.0,64.0,17.5041,0.0116,17.6003,0.0045,115000.0,16.2704,0.0041,16.3175,0.0084,115000.0,14.8765,0.0013,14.9142,0.0014,115000.0,14.228,0.0023,14.2644,0.003,115000.0,13.9108,0.0022,13.9219,0.0044,115000.0,KTWO210886244-C04,4,STAR,6,03 55 57.533,+21 10 39.01,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,9.0,4.1,-38.8,4.3,,,,,,,,,,,,,,,,,12.654000000000002,0.026,12.015999999999998,0.025,11.761,0.021,15.013,JHK,,,,556-007993,03555753+2110391,,2015-09-03 19:15:25,1.0,0.0,0.826,1006.848,933.715,823.6239999999997,14,1,45,,,19,17.778589405115618,17.5041,16.303640046828175,16.2704,14.881275754674895,14.8765,14.127328749121272,14.228,14.097705408934381,13.9108,5.651668842475033,M2.5,3500,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.393,0.0786,0.14499999999999955,3.672107705392096,8.357184523416158e+31,2.9134905370014724e+30,8.007934474610664e+31,8.357184523416163e+31,9.50817927478432e+29,2.79025363293769e+31,True,CMD ,2018-08-20 13:11:44.226304,5.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210886244-c04_kepler_v2_lc.fits,61.70895833333334,2228.8003199642408,7.536466357901758e+32,258.6748184759232
48,48,210886447.0,0.8660760000000001,401.0,034731.12+211051.4,56.8797,21.18096,DH519,,12.82,5.52,0.5596,,,,0.043,1.0,best,,0.0,,1.0,1.0,,,1.3341056879745752e+17,56.87978557,21.18073304,0.004,0.003,0.0,503635968.0,60.0,56087.47521991,10.0,62.0,19.0174,0.0129,19.0672,0.0206,115000.0,17.8003,0.0056,17.8519,0.0078,115000.0,16.1569,0.0021,16.208,0.0045,115000.0,15.3735,0.004,15.4097,0.0046,115000.0,14.9949,0.0048,15.0137,0.0089,115000.0,KTWO210886447-C04,4,STAR,6,03 47 31.128,+21 10 51.46,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.702,0.021,13.147,0.027000000000000003,12.82,0.026,16.029,JHK,,,,,03473112+2110514,,2015-09-03 17:37:24,1.0,0.0,0.64,2487.926,2197.725,1915.008,14,3,47,,,19,19.30837626895508,19.0174,17.837859298971797,17.8003,16.16481701421117,16.1569,15.254354172028387,15.3735,15.226510999476499,14.9949,5.651668842475033,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.29100000000000004,0.058200000000000016,0.375,5.5887722265270385,3.404552152809507e+31,9.817374889102762e+29,3.2642387909432743e+31,3.388909656562385e+31,4.1490775073572245e+29,2.926219821264045e+31,False,    ,2018-08-20 13:11:44.413331,5.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210886447-c04_kepler_v2_lc.fits,61.72777777777779,2228.800202727958,3.9792842675126446e+32,405.3307847018891
49,49,210887995.0,0.8395219999999999,732.0,035942.65+211215.3,59.927730000000004,21.20427,UGCSJ035942.66+211214.8,,13.03,5.98,0.547,,,,0.084,1.0,ok,,0.0,,1.0,1.0,,,1.3344059927783542e+17,59.92781345,21.20405016,0.002,0.001,90.0,503635968.0,60.0,56294.63716435,10.0,80.0,19.5491,0.0184,19.561,0.0504,115000.0,18.2852,0.0062,18.3661,0.0111,115000.0,16.5435,0.0064,16.5989,0.0073,115000.0,15.7168,0.0018,15.7853,0.005,115000.0,15.3158,0.0076,15.3377,0.0058,115000.0,KTWO210887995-C04,4,STAR,6,03 59 42.655,+21 12 15.38,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048,,,,,,,,,,,,,,,,,,,,,13.955,0.028,13.358,0.033,13.028,0.031,16.403,JHK,,,,,03594265+2112153,,2015-09-03 19:52:39,1.0,0.0,0.88,3435.933,3214.968,2902.498,9,2,26,,,19,19.850135748122977,19.5491,18.326617132755946,18.2852,16.553608063103454,16.5435,15.583968220952215,15.7168,15.580952644869184,15.3158,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,4.493050188902857,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:11:44.579447,4.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210887995-c04_kepler_v2_lc.fits,61.915972222222244,2228.800363555725,9.291439542718184e+32,1346.940230186353
50,50,210888723.0,0.813941,47.0,034049.38+211255.6,55.205769999999994,21.21546,DH152,,12.49,5.55,3.7501,,,,0.057,1.0,best,,0.0,,1.0,1.0,,,1.3345055205839894e+17,55.20585438,21.21524803,0.003,0.001,90.0,503636096.0,60.0,56177.2734375,5.0,68.0,18.798,0.0099,18.8625,0.011000000000000001,115000.0,17.4381,0.0054,17.5097,0.0118,115000.0,15.8273,0.0041,15.8773,0.0031,115000.0,15.092,0.003,15.1367,0.0047,115000.0,14.7228,0.003,14.777999999999999,0.0075,115000.0,KTWO210888723-C04,4,STAR,6,03 40 49.386,+21 12 55.68,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.45,0.024,12.791,0.024,12.487,0.026,15.966,JHK,,,,,03404938+2112556,,2015-09-03 19:50:58,1.0,0.0,0.853,1924.869,1812.629,1620.0320000000006,19,1,65,,,19,19.096628660008022,18.798,17.478500046251035,17.4381,15.836863890125219,15.8273,14.962624346780238,15.092,14.979453923100893,14.7228,5.651668842475033,M5,3030,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.199,0.0398,0.25,2.7128168017763383,1.2079806881608066e+31,2.8402994452886203e+29,1.1532894188270483e+31,1.2304387258962846e+31,9.029449160020178e+28,7.082974670228428e+30,False,    ,2018-08-20 13:11:44.738668,4.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210888723-c04_kepler_v2_lc.fits,61.74659722222224,2228.800077800348,1.2134920275401802e+32,427.240877560665
51,51,210892321.0,0.968641,730.0,035931.45+211618.8,59.88105,21.2719,DH879,,11.84,5.0,0.7319,,,,0.033,1.0,best,,0.0,,1.0,1.0,,,1.3352059881129654e+17,59.88116884,21.27165478,0.003,0.002,90.0,503635968.0,60.0,56313.94951389,5.0,64.0,17.4129,0.0064,17.4862,0.0068,115000.0,16.1831,0.0041,16.2444,0.0046,115000.0,14.8366,0.0025,14.8955,0.0033,115000.0,14.2284,0.0025,14.284,0.0055,115000.0,13.9382,0.0017,13.9599,0.0069,115000.0,KTWO210892321-C04,4,STAR,6,03 59 31.452,+21 16 18.84,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.743,0.024,12.09,0.025,11.844,0.021,15.119000000000002,JHK,,,,,03593145+2116188,,2015-09-03 18:35:20,1.0,0.0,0.8759999999999999,1543.842,1402.227,1256.178,9,2,26,,,19,17.683690080319106,17.4129,16.215663912291504,16.1831,14.84074241216917,14.8366,14.131275354462273,14.2284,14.116617841861407,13.9382,5.651668842475033,M2.5,3500,3.544,-1.76,10.7,-1.68,1.5219999999999998,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.94598884334107,0.393,0.0786,0.14499999999999955,3.603383826349893,8.357184523416158e+31,2.9134905370014724e+30,8.007934474610664e+31,8.357184523416163e+31,9.50817927478432e+29,2.79025363293769e+31,False,    ,2018-08-20 13:11:44.902683,2.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210892321-c04_kepler_v2_lc.fits,61.934791666666676,2228.8003617457002,1.1056611497665427e+33,379.4970794394531
52,52,210892390.0,0.617726,689.0,035539.50+211622.0,58.914590000000004,21.2728,s4868524,,10.9,4.39,1.4066,,,,0.037000000000000005,2.0,best,,0.0,,1.0,1.0,,,1.3352058914646768e+17,58.91467676,21.27264865,0.004,0.004,0.0,503636096.0,60.0,56080.73086806,5.0,82.0,15.8989,0.0025,15.9725,0.0068,115000.0,14.6387,0.0102,14.6876,0.0076,115000.0,13.7522,0.0068,13.7706,0.0007,16892216.0,13.2984,0.0016,13.3256,0.0016,115000.0,13.0388,0.006,13.0524,0.006999999999999999,115000.0,KTWO210892390-C04,4,STAR,6,03 55 39.504,+21 16 22.03,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4020_GO4032_GO4054_GO4060,17.5,2.9,-41.8,3.4,,,,,16.852999999999998,0.12,15.352,0.06,16.117,0.05,14.68,0.05,14.228,0.56,,,11.82,0.023,11.147,0.022,10.902,0.018000000000000002,14.795,gri,,,,557-008144,03553950+2116220,,2015-09-03 18:49:55,1.0,0.0,0.929,638.8,625.07,603.132,14,1,45,,,19,16.137479965416947,15.8989,14.66867928544966,14.6387,13.751783064036248,13.7522,13.224880969523186,13.2984,13.161806360511886,13.0388,5.651668842475033,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,4.948168853222372,1.076613921570766e+32,3.8795023438230996e+30,1.0336088679970168e+32,1.091591113123216e+32,1.290364780230696e+30,3.141851780902868e+31,False,    ,2018-08-20 13:11:45.029988,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_210892390-c04_kepler_v2_lc.fits,61.934791666666676,2228.800316868059,5.38674142921647e+32,138.85135132842953
