K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products
211055772,KTWO211055772-C04,4,STAR,6,03 43 24.974,+23 52 01.77,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,15.424,0.050,14.736,0.057,14.236,0.070,16.877,J,,,,,03432497+2352017,,2015-09-03 18:31:08,1.000,0.000,0.731,4952.010,3766.842,2906.524,15,3,51,,,19
211056099,KTWO211056099-C04,4,STAR,6,03 47 31.636,+23 52 19.40,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4048,,,,,,,,,,,,,,,,,,,,,13.702,0.021,13.135,0.031,12.814,0.025,16.046,JHK,,,,,03473163+2352193,,2015-09-03 19:58:32,1.000,0.000,0.805,1886.240,1500.256,1252.905,15,1,49,,,19
211056297,KTWO211056297-C04,4,STAR,6,03 44 31.978,+23 52 30.73,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4091,19.600,5.400,-48.000,5.400,,,,,16.049,0.090,14.560,0.040,15.336,0.060,13.913,0.040,13.012,0.060,,,11.305,0.028,10.609,0.040,10.419,0.026,13.709,gri,,,,570-008332,03443198+2352309,,2015-09-03 17:37:13,1.000,0.000,0.956,290.128,269.795,246.507,15,3,51,,,19
211056415,KTWO211056415-C04,4,STAR,6,03 44 12.131,+23 52 37.51,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.449,0.022,12.817,0.026,12.575,0.022,15.751,JHK,,,,,03441213+2352375,,2015-09-03 20:02:14,1.000,0.000,0.811,1594.318,1321.180,1104.010,15,3,51,,,19
211056608,KTWO211056608-C04,4,STAR,6,03 47 00.355,+23 52 48.35,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4048,,,,,,,,,,,,,,,,,,,,,14.048,0.027,13.420,0.036,13.098,0.030,16.543,JHK,,,,,03470035+2352483,,2015-09-03 19:56:42,1.000,0.000,0.803,2603.630,2114.236,1620.615,15,1,49,,,19
211056628,KTWO211056628-C04,4,STAR,6,03 47 29.584,+23 52 49.65,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048,,,,,,,,,,,,,,,,,,,,,15.068,0.042,14.394,0.048,14.014,0.053,16.494,J,,,,,03472958+2352496,,2015-09-03 17:15:46,1.000,0.000,0.719,4016.952,3179.445,2496.972,15,1,49,,,19
211056809,KTWO211056809-C04,4,STAR,6,03 43 58.804,+23 52 57.83,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4012_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4074_GO4104,20.600,1.200,-44.400,1.200,,,,,10.259,0.040,9.698,0.034,10.195,0.150,9.672,0.060,9.421,0.040,,,8.600,0.035,8.420,0.042,8.308,0.024,9.653,gri,,1799-1224-1,,570-008295,03435880+2352578,,2015-09-03 19:53:44,1.000,2.000e-4,1.000,80.703,76.266,72.775,15,3,51,,,21
211056865,KTWO211056865-C04,4,STAR,6,03 48 05.864,+23 53 01.11,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048,,,,,,,,,,,,,,,,,,,,,14.141,0.028,13.604,0.033,13.270,0.036,16.434,JHK,,,,,03480586+2353011,,2015-09-03 19:51:54,1.000,0.000,0.589,2488.749,2107.275,1698.082,15,1,49,,,19
211057064,KTWO211057064-C04,4,STAR,6,03 49 12.187,+23 53 12.47,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4012_GO4018_GO4021_GO4024_GO4033_GO4035_GO4048_GO4086,18.900,1.000,-43.600,1.000,,,,,8.281,0.017,8.081,0.014,,,,,,,,,7.673,0.023,7.599,0.031,7.576,0.018,8.124,BV,,1800-1406-1,,570-008604,03491219+2353126,,2015-09-03 17:27:44,1.000,1.000e-4,1.000,155.440,110.753,76.479,15,1,49,,,19
211057320,KTWO211057320-C04,4,STAR,6,03 48 17.114,+23 53 25.33,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091_GO4104,17.200,1.000,-46.400,0.600,,,,,11.034,0.070,10.479,0.050,10.690,0.080,10.272,0.010,10.094,0.040,,,9.264,0.037,8.976,0.025,8.891,0.020,10.272,gri,,,,570-008542,03481712+2353253,,2015-09-03 17:51:42,0.971,0.029,1.000,270.935,266.458,281.024,15,1,49,,,19
211057388,KTWO211057388-C04,4,STAR,6,03 48 18.007,+23 53 29.27,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4020_GO4032,,,,,,,,,,,,,,,,,,,,,11.808,0.021,11.126,0.027,10.955,0.021,14.043,JHK,,,,570-008544,03481801+2353294,,2015-09-03 19:40:53,0.794,0.206,0.877,3793.709,3516.618,3292.455,15,1,49,,,19
211057685,KTWO211057685-C04,4,STAR,6,03 45 12.607,+23 53 45.30,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.897,0.038,14.317,0.041,13.889,0.042,16.309,J,,,,,03451260+2353453,,2015-09-03 18:08:38,1.000,0.000,0.739,1789.647,1408.756,1086.713,15,3,51,,,19
211057696,KTWO211057696-C04,4,STAR,6,03 44 19.680,+23 53 45.95,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048,,,,,,,,,,,,,,,,,,,,,14.347,0.029,13.650,0.031,13.307,0.028,15.716,J,,,,,03441968+2353459,,2015-09-03 18:21:49,1.000,0.000,0.371,7186.298,5730.226,4658.786,15,3,51,,,19
211057712,KTWO211057712-C04,4,STAR,6,04 03 43.834,+23 53 47.41,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.109,0.021,12.516,0.028,12.198,0.023,15.518,JHK,,,,,04034383+2353474,,2015-09-03 18:06:23,0.999,9.000e-4,0.538,3391.648,2937.237,2453.609,9,4,28,,,19
211057850,KTWO211057850-C04,4,STAR,6,03 58 01.956,+23 53 54.88,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.931,0.024,13.333,0.036,13.073,0.028,16.182,JHK,,,,,03580195+2353548,,2015-09-03 18:22:56,1.000,0.000,0.691,2589.641,2197.034,1879.847,10,2,30,,,19
211058381,KTWO211058381-C04,4,STAR,6,03 40 18.840,+23 54 23.65,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.649,0.024,13.029,0.029,12.766,0.027,15.979,JHK,,,,,03401884+2354236,,2015-09-03 17:39:19,0.994,0.006,0.738,1823.395,1567.439,1332.668,15,3,51,,,19
211058468,KTWO211058468-C04,4,STAR,6,03 39 42.710,+23 54 27.95,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4018_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.276,0.023,12.655,0.021,12.406,0.019,15.566,JHK,,,,,03394271+2354279,,2015-09-03 18:49:31,1.000,5.000e-4,0.808,1451.167,1231.309,1076.580,15,3,51,,,19
211059010,KTWO211059010-C04,4,STAR,6,03 41 42.403,+23 54 57.45,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.685,0.029,14.095,0.034,13.737,0.041,17.177,JHK,,,,,03414240+2354574,,2015-09-03 20:01:51,1.000,0.000,0.743,6334.642,4742.015,3366.536,15,3,51,,,19
211059325,KTWO211059325-C04,4,STAR,6,03 44 53.840,+23 55 16.60,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4091_GO4104,20.600,0.900,-46.900,0.800,,,,,11.623,0.050,10.897,0.050,11.206,0.050,10.607,0.010,10.322,0.040,,,9.312,0.050,8.935,0.057,8.816,0.021,10.587,gri,,,,570-008340,03445383+2355165,,2015-09-03 19:14:31,0.996,0.004,1.000,130.793,129.890,124.294,15,3,51,,,19
211059650,KTWO211059650-C04,4,STAR,6,03 55 48.713,+23 55 36.39,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4086,16.900,4.200,-47.400,11.400,,,,,15.575,0.070,14.428,0.050,15.029,0.090,13.946,0.090,13.100,0.070,,,11.326,0.024,10.639,0.021,10.440,0.018,13.679,gri,,,,570-009032,03554872+2355363,,2015-09-03 17:10:28,0.969,0.031,0.815,809.888,765.476,715.942,10,2,30,,,19
211059658,KTWO211059658-C04,4,STAR,6,03 50 12.433,+23 55 36.62,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,26.000,7.500,-24.900,6.100,,,,,,,,,,,,,,,,,13.033,0.023,12.458,0.023,12.166,0.023,15.313,JHK,,,,570-008666,03501244+2355363,,2015-09-03 19:14:31,1.000,1.000e-4,0.818,1452.904,1216.733,1020.735,15,1,49,,,19
211059727,KTWO211059727-C04,4,STAR,6,03 46 04.292,+23 55 40.86,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.754,0.026,12.112,0.030,11.832,0.021,15.190,JHK,,,,,03460429+2355408,,2015-09-03 18:46:10,1.000,0.000,0.651,724.905,613.045,519.581,15,4,52,,,19
211059734,KTWO211059734-C04,4,STAR,6,03 44 58.578,+23 55 41.02,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4057_GO4097,,,,,,,,,,,,,,,,,,,,,13.082,0.026,12.432,0.035,12.128,0.018,15.584,JHK,,,,,03445857+2355410,,2015-09-03 19:13:26,1.000,0.000,0.800,1024.915,872.911,686.529,15,3,51,,,19
211059754,KTWO211059754-C04,4,STAR,6,03 50 25.141,+23 55 42.03,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4026_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.671,0.021,13.004,0.029,12.802,0.026,15.957,JHK,,,,,03502514+2355420,,2015-09-03 20:02:03,1.000,0.000,0.684,2047.701,1798.598,1575.525,15,1,49,,,19
211059767,KTWO211059767-C04,4,STAR,6,03 49 32.534,+23 55 42.65,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.257,0.023,12.655,0.024,12.411,0.023,15.469,JHK,,,,,03493253+2355426,,2015-09-03 19:33:44,0.999,8.000e-4,0.862,1842.429,1659.188,1367.033,15,1,49,,,19
211059775,KTWO211059775-C04,4,STAR,6,03 50 58.160,+23 55 42.87,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.655,0.028,13.011,0.033,12.766,0.026,16.002,JHK,,,,,03505815+2355428,,2015-09-03 20:12:17,1.000,0.000,0.701,2444.157,2103.838,1751.468,15,1,49,,,19
211059880,KTWO211059880-C04,4,STAR,6,03 41 22.880,+23 55 48.27,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.262,0.022,12.629,0.030,12.342,0.024,15.693,JHK,,,,,03412288+2355482,,2015-09-03 18:13:04,1.000,0.000,0.782,2073.195,1881.180,1672.517,15,3,51,,,19
211059949,KTWO211059949-C04,4,STAR,6,03 57 36.076,+23 55 52.37,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,15.500,3.100,-40.600,3.500,,,,,16.333,0.060,14.826,0.020,15.586,0.040,14.197,0.060,13.474,0.020,,,11.693,0.024,10.928,0.022,10.767,0.020,14.108,gri,,,,570-009158,03573607+2355524,,2015-09-03 18:12:10,1.000,0.000,0.912,776.281,756.359,720.663,10,2,30,,,19
211059979,KTWO211059979-C04,4,STAR,6,03 42 02.927,+23 55 53.95,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4020_GO4024_GO4032_GO4048_GO4097,22.100,5.100,-44.600,5.000,,,,,,,,,,,,,,,,,12.025,0.022,11.380,0.022,11.108,0.023,14.449,JHK,,,,570-008211,03420291+2355538,,2015-09-03 17:36:21,1.000,0.000,0.895,939.375,870.277,775.371,15,3,51,,,19
211059981,KTWO211059981-C04,4,STAR,6,03 44 56.004,+23 55 54.04,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4032_GO4048_GO4097,16.000,19.100,-21.800,19.000,,,,,,,,,,,,,,,,,12.794,0.027,12.210,0.034,11.914,0.023,15.114,JHK,,,,570-008342,03445599+2355535,,2015-09-03 20:03:19,1.000,0.000,0.894,941.788,801.145,669.747,15,3,51,,,19
211060049,KTWO211060049-C04,4,STAR,6,03 51 12.074,+23 55 57.50,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,21.400,3.200,-47.500,3.400,,,,,16.323,0.070,14.751,0.010,15.646,0.090,14.154,0.080,13.417,0.060,,,11.773,0.024,11.095,0.014,10.913,0.022,14.085,gri,,,,570-008729,03511207+2355575,,2015-09-03 19:38:06,1.000,0.000,0.903,587.297,571.646,533.220,15,1,49,,,19
211060078,KTWO211060078-C04,4,STAR,6,03 50 40.070,+23 55 59.00,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4035_GO4048_GO4091_GO4104,18.400,0.600,-44.800,1.000,,,,,10.907,0.070,10.247,0.020,10.614,0.050,10.088,0.050,9.972,0.020,,,9.181,0.022,8.941,0.022,8.853,0.018,10.165,gri,,,,570-008698,03504007+2355590,,2015-09-03 19:07:44,1.000,0.000,1.000,256.365,253.306,253.256,15,1,49,,,19
211060530,KTWO211060530-C04,4,STAR,6,03 49 36.106,+23 56 23.42,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.152,0.024,12.540,0.024,12.311,0.022,15.348,JHK,,,,,03493610+2356234,,2015-09-03 17:24:12,1.000,0.000,0.352,49910.062,44973.926,45142.398,15,1,49,,,19
211060621,KTWO211060621-C04,4,STAR,6,03 47 52.526,+23 56 28.46,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4012_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4074,18.200,0.700,-46.900,1.000,,,,,10.442,0.050,9.981,0.050,10.199,0.030,9.797,0.040,9.669,0.050,,,8.853,0.026,8.639,0.026,8.574,0.018,9.828,gri,,,,570-008510,03475252+2356286,,2015-09-03 17:23:30,0.995,0.005,1.000,110.657,108.692,103.730,15,1,49,,,21
211060762,KTWO211060762-C04,4,STAR,6,03 54 28.109,+23 56 36.39,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.607,0.035,13.964,0.041,13.747,0.044,16.865,JHK,,,,,03542810+2356363,,2015-09-03 19:57:58,1.000,0.000,0.787,7188.803,5844.149,4647.859,10,2,30,,,19
211060969,KTWO211060969-C04,4,STAR,6,03 57 33.055,+23 56 47.46,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.503,0.026,12.916,0.026,12.633,0.023,15.793,JHK,,,,,03573305+2356474,,2015-09-03 18:54:45,0.887,0.113,0.810,1898.370,1710.007,1594.093,10,2,30,,,19
211061207,KTWO211061207-C04,4,STAR,6,03 45 38.984,+23 57 01.13,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048,,,,,,,,,,,,,,,,,,,,,14.162,0.035,13.563,0.033,13.313,0.038,16.384,JHK,,,,,03453898+2357011,,2015-09-03 18:58:50,1.000,0.000,0.742,1703.962,1483.302,1180.143,15,4,52,,,19
211061316,KTWO211061316-C04,4,STAR,6,03 43 56.993,+23 57 05.99,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.180,0.027,12.557,0.034,12.302,0.025,15.494,JHK,,,,,03435699+2357059,,2015-09-03 19:56:42,1.000,0.000,0.832,1229.140,1119.802,987.143,15,3,51,,,19
211062007,KTWO211062007-C04,4,STAR,6,03 50 52.429,+23 57 41.31,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4033_GO4035_GO4048,18.860,0.830,-43.510,0.690,9.930,0.750,,,7.014,0.015,6.938,0.010,,,,,,,,,6.643,0.019,6.628,0.018,6.580,0.016,7.029,BV,17999,1800-1434-1,,570-008712,03505244+2357415,,2015-09-03 19:45:55,1.000,0.000,1.000,127.992,116.054,100.388,15,1,49,,,19
211062206,KTWO211062206-C04,4,STAR,6,03 56 18.589,+23 57 51.84,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,20.900,3.400,-47.400,3.300,,,,,17.395,0.140,15.738,0.059,16.618,0.061,15.169,0.040,14.134,0.060,,,12.175,0.021,11.508,0.024,11.277,0.018,14.879,gri,,,,570-009072,03561859+2357520,,2015-09-03 18:23:19,1.000,2.000e-4,0.881,794.593,761.091,717.038,10,2,30,,,19
211062438,KTWO211062438-C04,4,STAR,6,03 48 29.758,+23 58 06.08,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.880,0.023,13.229,0.031,13.001,0.032,16.197,JHK,,,,,03482975+2358060,,2015-09-03 17:40:55,1.000,0.000,0.865,1904.530,1584.479,1292.281,15,1,49,,,19
211062604,KTWO211062604-C04,4,STAR,6,03 42 44.456,+23 58 15.60,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.191,0.031,13.488,0.036,13.227,0.024,16.709,JHK,,,,,03424445+2358156,,2015-09-03 19:20:01,0.981,0.019,0.551,2220.948,1846.518,1472.520,15,3,51,,,19
211062662,KTWO211062662-C04,4,STAR,6,03 47 41.438,+23 58 19.05,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4032_GO4048_GO4060_GO4091,18.100,3.100,-42.300,3.600,,,,,14.646,0.060,13.549,0.040,14.086,0.040,13.052,0.010,12.538,0.050,,,11.066,0.020,10.461,0.017,10.312,0.020,13.002,gri,,,,570-008497,03474143+2358190,,2015-09-03 20:04:48,1.000,0.000,0.940,5634.973,4497.489,3207.584,15,1,49,,,21
211062705,KTWO211062705-C04,4,STAR,6,03 48 22.752,+23 58 21.33,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4091,14.200,4.800,-41.500,5.000,,,,,16.456,0.120,14.985,0.050,15.718,0.060,14.373,0.020,13.354,0.090,,,11.390,0.020,10.702,0.027,10.480,0.018,14.063,gri,,,,570-008551,03482276+2358212,,2015-09-03 20:22:53,1.000,0.000,0.859,758.706,759.150,747.091,15,1,49,,,19
211062846,KTWO211062846-C04,4,STAR,6,03 55 34.417,+23 58 28.58,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.135,0.028,13.498,0.026,13.263,0.036,16.431,JHK,,,,,03553441+2358285,,2015-09-03 19:58:31,1.000,0.000,0.621,2761.875,2473.689,2149.182,10,2,30,,,19
211063000,KTWO211063000-C04,4,STAR,6,03 48 49.324,+23 58 38.13,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4090_GO4091_GO4106,19.300,2.800,-40.200,2.700,,,,,13.576,0.040,12.635,0.080,13.041,0.040,12.258,0.040,11.905,0.040,,,10.658,0.019,10.133,0.018,9.992,0.019,12.246,gri,,,,570-008579,03484932+2358383,,2015-09-03 19:31:28,1.000,0.000,0.959,815.786,800.242,764.750,15,1,49,,,19
211063049,KTWO211063049-C04,4,STAR,6,03 48 09.216,+23 58 40.91,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.481,0.025,12.920,0.025,12.648,0.026,15.650,JHK,,,,,03480921+2358409,,2015-09-03 18:28:54,1.000,0.000,0.821,1614.455,1457.168,1237.753,15,1,49,,,19
211063081,KTWO211063081-C04,4,STAR,6,03 41 56.717,+23 58 43.42,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.244,0.028,13.568,0.035,13.250,0.029,16.788,JHK,,,,,03415671+2358434,,2015-09-03 19:28:43,0.968,0.032,0.514,2845.619,2408.550,2003.944,15,3,51,,,19
211063134,KTWO211063134-C04,4,STAR,6,03 48 13.309,+23 58 47.11,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4018_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.250,0.024,12.659,0.024,12.360,0.022,15.600,JHK,,,,,03481330+2358471,,2015-09-03 17:23:51,1.000,0.000,0.866,1684.388,1408.048,1138.653,15,1,49,,,19
211063235,KTWO211063235-C04,4,STAR,6,03 39 46.339,+23 58 53.10,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,17.000,6.500,-48.700,6.200,,,,,,,,,,,,,,,,,12.643,0.026,12.004,0.030,11.830,0.022,14.744,JHK,,,,570-008087,03394633+2358531,,2015-09-03 17:19:37,1.000,0.000,0.832,1996.327,1773.636,1643.680,15,3,51,,,19
211063361,KTWO211063361-C04,4,STAR,6,03 54 00.695,+23 59 00.01,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.730,0.022,12.141,0.027,11.849,0.024,15.054,JHK,,,,,03540069+2359000,,2015-09-03 20:01:07,1.000,0.000,0.829,935.813,804.080,646.418,10,2,30,,,19
211063723,KTWO211063723-C04,4,STAR,6,03 48 10.170,+23 59 20.46,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.382,0.031,13.817,0.036,13.491,0.035,16.735,JHK,,,,,03481016+2359204,,2015-09-03 19:06:58,1.000,0.000,0.684,2703.521,2208.653,1799.607,15,1,49,,,19
211063744,KTWO211063744-C04,4,STAR,6,03 42 40.223,+23 59 21.71,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4020_GO4024_GO4032_GO4048_GO4091_GO4097,18.900,4.500,-40.700,4.500,,,,,,,,,,,,,,,,,12.036,0.024,11.332,0.027,11.149,0.019,14.377,JHK,,,,570-008242,03424022+2359217,,2015-09-03 17:33:00,1.000,0.000,0.905,969.655,788.197,656.014,15,3,51,,,19
211063935,KTWO211063935-C04,4,STAR,6,03 44 57.358,+23 59 32.63,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4032_GO4048,42.000,9.900,-16.400,9.400,,,,,17.998,0.270,16.413,0.077,,,,,,,,,12.868,0.029,12.227,0.038,11.962,0.023,16.086,BV,,,,570-008346,03445732+2359324,,2015-09-03 20:24:43,0.962,0.038,0.825,1458.571,1221.232,1068.917,15,3,51,,,19
211064137,KTWO211064137-C04,4,STAR,6,03 46 43.601,+23 59 42.51,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4097,25.300,6.900,-47.700,6.000,,,,,,,,,,,,,,,,,12.471,0.021,11.856,0.021,11.575,0.022,14.839,JHK,,,,570-008441,03464358+2359425,,2015-09-03 18:45:59,1.000,0.000,0.830,623.048,605.151,600.782,15,4,52,,,19
211064196,KTWO211064196-C04,4,STAR,6,03 50 12.253,+23 59 45.23,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4057_GO4060_GO4097,25.900,3.300,-42.000,3.500,,,,,16.774,0.140,15.328,0.070,16.290,0.090,14.855,0.090,13.719,0.070,,,11.694,0.021,11.056,0.022,10.840,0.019,14.490,gri,,,,570-008664,03501225+2359453,,2015-09-03 18:24:04,1.000,0.000,0.886,684.196,659.326,626.949,15,1,49,,,19
211064435,KTWO211064435-C04,4,STAR,6,03 44 27.910,+23 59 59.92,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026_GO4057,,,,,,,,,,,,,,,,,,,,,14.471,0.035,13.822,0.044,13.493,0.043,17.005,JHK,,,,,03442791+2359599,,2015-09-03 19:17:17,1.000,0.000,0.778,1613.814,1197.000,930.454,15,3,51,,,19
211064526,KTWO211064526-C04,4,STAR,6,03 44 35.408,+24 00 04.81,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,24.700,4.700,-44.200,4.900,,,,,15.850,0.070,14.448,0.060,15.161,0.040,13.790,0.010,13.164,0.050,,,11.552,0.023,10.845,0.032,10.654,0.019,13.763,gri,,,,571-008527,03443541+2400048,,2015-09-03 17:33:11,1.000,0.000,0.927,241.240,212.429,202.252,15,3,51,,,19
211064559,KTWO211064559-C04,4,STAR,6,03 48 06.642,+24 00 07.00,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.443,0.023,12.787,0.023,12.542,0.025,15.825,JHK,,,,,03480664+2400069,,2015-09-03 17:59:31,0.997,0.003,0.832,1850.294,1672.589,1419.259,15,1,49,,,19
