,EPIC,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t
207,210911601,034452.85+213416.5,56.220240000000004,21.571260000000002,UGCSJ034452.86+213416.0,     ,12.42,5.45,0.2494,0.2714,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
208,211059325,034453.83+235516.5,56.2243,23.92126,HII476                 ,10.78,8.87,1.12,2.3386,2.4614,       ,       ,0.023,1.0,best,2.43,1.0,21,1,1.0,,
209,211092628,034454.09+242646.9,56.22538,24.44637,HHJ183                 ,     ,12.75,5.31,0.6325,       ,       ,       ,0.035,1.0,best,     ,0.0,     ,1,1.0,,
210,211059981,034455.99+235553.5,56.2333,23.93153,HCG171                 ,     ,11.92,5.36,0.3954,0.4936,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
211,211091768,034456.39+242557.4,56.23498000000001,24.43262,HII489                 ,10.42,8.87,1.44,2.7793,       ,       ,       ,0.02,1.0,best,2.85,1.0,18.3,1,1.0,,
212,211039840,034456.68+233623.6,56.23619,23.606579999999997,HHJ269                 ,     ,12.33,5.07,0.8002,       ,       ,       ,0.04,1.0,best,     ,0.0,     ,1,1.0,,
213,211063935,034457.32+235932.4,56.23887,23.99235,                       ,     ,11.96,4.85,1.78,       ,       ,       ,0.015,1.0,best,     ,0.0,     ,1,1.0,,
214,211027607,034458.01+232431.2,56.24174,23.40867,HHJ223                 ,     ,12.36,5.4,0.7571,       ,       ,       ,0.084,1.0,best,     ,0.0,     ,1,1.0,,
215,211059734,034458.58+235541.0,56.24409,23.928060000000002,HHJ274                 ,     ,12.11,5.34,0.4849,       ,       ,       ,0.034,1.0,best,     ,0.0,     ,1,1.0,,
216,211026321,034458.96+232320.1,56.24568000000001,23.388939999999998,HII513                 ,13.85,10.48,3.26,5.8883,       ,       ,       ,0.079,3.0,best,5.84,1.0,7.4,1,1.0,,
217,211024158,034459.47+232118.4,56.2478,23.35512,HHJ54                  ,     ,13.38,5.77,0.2388,       ,       ,       ,0.019,1.0,best,     ,0.0,     ,1,1.0,,
218,211113286,034501.12+244641.1,56.2547,24.7781,HCG172                 ,     ,12.57,5.34,0.5888,       ,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
219,210779549,034501.66+193333.7,56.25695,19.55937,PELS135                ,9.45,8.15,1.19,0.9368,       ,       ,       ,0.002,1.0,ok  ,     ,0.0,     ,1,1.0,,
220,211054027,034503.26+235021.9,56.2636,23.83943,HII522                 ,11.97,9.72,2.14,7.0949,8.8112,       ,       ,0.013999999999999999,3.0,best,     ,0.0,4,1,1.0,,
221,211080847,034506.53+241548.6,56.27721999999999,24.26352,HII531                 ,8.58,7.72,0.75,0.0431,0.0389,0.0365,0.0464,0.002,1.0,best,     ,0.0,     ,1,1.0,,
222,211040347,034506.77+233651.6,56.27825,23.61434,HCG176                 ,     ,12.66,6.11,0.3337,       ,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
223,210978650,034508.67+223830.6,56.286159999999995,22.64185,HHJ204                 ,     ,12.48,5.33,0.4623,       ,       ,       ,0.051,1.0,best,     ,0.0,     ,1,1.0,,
224,210920066,034509.87+214216.5,56.29115,21.70459,PELS040                ,9.99,8.59,1.29,2.9317,2.764,       ,       ,0.013999999999999999,1.0,best,2.93,1.0,11.5,1,1.0,,
225,211004687,034510.81+230258.1,56.29506,23.0495,HCG186                 ,     ,12.35,5.25,0.9335,       ,       ,       ,0.113,1.0,best,     ,0.0,     ,1,1.0,,
226,211101564,034511.98+243510.2,56.29993,24.586170000000003,HII554                 ,13.93,10.56,3.26,4.3894,       ,       ,       ,0.113,3.0,best,4.33,1.0,     ,1,1.0,,
227,211096421,034512.07+243018.3,56.3003,24.5051,                       ,     ,11.9,4.95,0.3473,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
228,211024798,034512.14+232153.2,56.300619999999995,23.36479,HCG185                 ,17.64,12.24,5.29,0.7494,       ,       ,       ,0.083,1.0,best,2.99,0.0,     ,1,1.0,,
229,210982234,034512.42+224151.1,56.30178000000001,22.69753,BPL71                  ,     ,12.27,5.13,0.7676,       ,       ,       ,0.10099999999999999,1.0,best,     ,0.0,     ,1,1.0,,
230,211057685,034512.60+235345.1,56.30254,23.89588,HHJ14                  ,     ,13.88,6.55,0.2594,       ,       ,       ,0.016,1.0,best,     ,0.0,26,1,1.0,,
231,211080412,034513.13+241523.7,56.304730000000006,24.2566,NZTau=HCG180           ,     ,13.17,5.51,2.0103,       ,       ,       ,0.017,1.0,best,     ,0.0,     ,1,1.0,,
232,211034329,034513.40+233100.9,56.30585,23.51693,OOTau=HCG184           ,17.72,11.89,5.72,0.3403,0.2279,       ,       ,0.061,1.0,ok  ,     ,0.0,     ,1,1.0,,
233,211071722,034516.12+240716.2,56.31717,24.12118,HCG183                 ,16.24,11.63,4.5,2.1851,       ,       ,       ,0.021,1.0,best,2.19,0.0,     ,1,1.0,,
234,211037417,034516.41+233401.7,56.3184,23.56716,DH384                  ,     ,13.52,6.01,0.1903,       ,       ,       ,0.031,1.0,best,     ,0.0,     ,1,1.0,,
235,211100894,034516.64+243432.5,56.31935,24.5757,HCG181                 ,16.18,11.43,4.64,0.8545,       ,       ,       ,0.043,1.0,best,0.86,1.0,26,1,1.0,,
236,211121734,034520.85+245519.4,56.336909999999996,24.92207,HII605                 ,9,7.84,1.05,7.0681,       ,       ,       ,0.002,3.0,best,     ,0.0,80,1,1.0,,
237,211098921,034521.66+243237.3,56.34029,24.5437,HHJ273                 ,     ,12.31,5.23,1.1468,       ,       ,       ,0.046,1.0,best,     ,0.0,     ,1,1.0,,
238,211031520,034522.19+232818.2,56.34248,23.471729999999997,HII636                 ,12.4,9.81,2.48,8.4849,6.6064,       ,       ,0.021,3.0,best,7.5,1.0,3.5,1,1.0,,
239,211117626,034523.49+245102.8,56.34788,24.8508,HII624                 ,15.28,11.04,4.13,1.2481,       ,       ,       ,0.11199999999999999,2.0,best,1.25,1.0,16,1,1.0,,
240,211119678,034524.12+245309.4,56.350530000000006,24.88597,HII627                 ,9.65,8.38,1.16,1.8128,1.7474,       ,       ,0.006999999999999999,1.0,best,     ,0.0,33.2,1,1.0,,
241,211086163,034524.77+242045.4,56.35324,24.34596,DH392                  ,     ,12.24,5.34,0.941,       ,       ,       ,0.026000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
242,211028956,034525.97+232548.7,56.35824,23.4302,HII659                 ,12.04,9.53,1.69,2.804,2.6719,       ,       ,0.059000000000000004,3.0,ok  ,     ,0.0,12.2,1,1.0,,
243,211066615,034526.13+240206.4,56.3589,24.03513,HII652                 ,8.04,7.46,0.47,0.1212,0.0871,0.042,       ,0.002,4.0,best,     ,0.0,     ,1,1.0,,
244,210971340,034526.55+223132.2,56.36063000000001,22.52562,HHJ267                 ,17.4,12.25,5.04,1.2096,       ,       ,       ,0.107,1.0,best,1.21,0.0,     ,1,1.0,,
245,211041420,034527.50+233757.1,56.364619999999995,23.63253,HHJ106                 ,     ,13.26,5.48,0.2958,       ,       ,       ,0.032,1.0,best,     ,0.0,     ,1,1.0,,
246,211084069,034530.21+241845.5,56.37591,24.31265,HII673                 ,15.74,11.13,4.5,2.1929,       ,       ,       ,0.028999999999999998,1.0,best,2.2,1.0,14,1,1.0,,
247,211083408,034532.93+241811.6,56.38721999999999,24.30324,HII686                 ,13.52,10.22,3.19,0.3976,       ,       ,       ,0.075,3.0,best,0.4,1.0,71,1,1.0,,
248,211013191,034533.98+231106.7,56.3916,23.1852,DH396                  ,     ,13.01,5.62,0.5883,       ,       ,       ,0.019,1.0,best,     ,0.0,     ,1,1.0,,
249,211093705,034534.45+242747.8,56.39355,24.46329,HII697                 ,8.6,7.64,0.85,0.3279,0.315,0.2998,       ,0.002,1.0,best,     ,0.0,     ,1,1.0,,
250,211069456,034535.39+240459.5,56.39748,24.08321,HII708                 ,10.11,8.6,1.4,1.0199,0.9994,       ,       ,0.011000000000000001,1.0,best,0.29,1.0,45,1,1.0,,
251,211105653,034536.71+243906.7,56.40298000000001,24.65188,HCG194                 ,16.73,11.35,5.27,0.3334,0.3446,       ,       ,0.027999999999999997,1.0,best,0.33,1.0,     ,1,1.0,,
252,211061207,034538.98+235701.1,56.41243000000001,23.95031,WBM5                   ,     ,13.25,5.74,0.34700000000000003,       ,       ,       ,0.015,1.0,best,     ,0.0,     ,1,1.0,,
253,211072835,034539.28+240820.5,56.413669999999996,24.139039999999998,HHJ130                 ,     ,13.06,5.64,0.8158,       ,       ,       ,0.018000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
254,211104176,034540.16+243738.0,56.41737,24.62724,HII727                 ,9.71,8.29,1.31,1.1394,1.1835,       ,       ,0.021,1.0,best,0.53,1.0,45,1,1.0,,
255,211082436,034541.38+241718.9,56.422430000000006,24.28859,HII745                 ,9.46,8.04,1.31,0.8383,       ,       ,       ,0.003,1.0,best,     ,0.0,65,1,1.0,,
256,211120842,034542.11+245421.5,56.42548000000001,24.90599,HII739                 ,9.57,7.94,1.52,1.5775,1.7112,       ,       ,0.015,3.0,best,0.92,1.0,14.4,1,1.0,,
257,211129400,034542.44+250325.5,56.426869999999994,25.05709,HII740                 ,13.4,10.5,2.79,2.8396,2.6899,       ,       ,0.040999999999999995,3.0,best,2.77,1.0,14,1,1.0,,
258,211068914,034544.07+240426.7,56.433640000000004,24.0741,HII762                 ,14.23,10.64,3.48,3.7965,       ,       ,       ,0.026000000000000002,1.0,best,3.84,1.0,9,1,1.0,,
259,210922602,034546.92+214449.3,56.445530000000005,21.74705,HHJ128                 ,     ,12.82,5.91,0.1958,0.2172,       ,       ,0.018000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
260,211010902,034548.80+230849.7,56.45336999999999,23.14716,HII801                 ,6.85,6.74,0.0,3.0876,3.2574,2.8975,       ,0.001,1.0,best,     ,0.0,     ,1,1.0,,
261,211090866,034549.35+242507.3,56.45565,24.4187,BPL77                  ,     ,11.8,4.86,2.4271,       ,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
262,211082883,034551.32+241744.5,56.46385,24.2957,UGCSJ034551.33+241744.2,     ,12.73,5.51,0.4114,       ,       ,       ,0.03,1.0,best,     ,0.0,     ,1,1.0,,
263,211031105,034552.74+232754.2,56.46978000000001,23.46507,HCG202                 ,     ,12.33,5.3,0.6841,       ,       ,       ,0.086,2.0,best,     ,0.0,     ,1,1.0,,
264,211078239,034554.98+241326.1,56.47909,24.22394,BPL82                  ,     ,11.85,5.52,0.38299999999999995,0.3644,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
265,211003154,034556.95+230129.2,56.48732,23.02478,HCG205                 ,17.9,12.58,5.21,0.5743,       ,       ,       ,0.026000000000000002,1.0,best,0.57,0.0,     ,1,1.0,,
266,211086480,034557.07+242101.1,56.48783,24.35031,                       ,     ,12.84,6.32,0.2103,       ,       ,       ,0.012,1.0,best,     ,0.0,     ,1,1.0,,
267,211073154,034557.90+240841.0,56.49126,24.14475,DH412                  ,     ,13.68,5.87,0.2184,       ,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
268,211047828,034602.75+234414.6,56.511480000000006,23.737389999999998,HII870                 ,12.61,9.26,1.74,3.9585,4.2952,       ,       ,0.021,3.0,best,3.93,1.0,9.7,1,1.0,,
269,211107496,034602.95+244055.8,56.51231,24.68218,BPL85                  ,     ,13.14,6.4,5.8529,       ,       ,       ,0.1,4.0,best,     ,0.0,     ,1,1.0,,
270,211086387,034603.44+242057.1,56.51436999999999,24.3492,HCG206                 ,     ,12.56,5.45,0.3745,       ,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
271,211027393,034604.12+232419.9,56.51716999999999,23.40553,HII882                 ,12.95,9.89,2.95,0.5785,       ,       ,       ,0.043,1.0,best,0.58,1.0,80,1,1.0,,
272,211059727,034604.29+235540.8,56.51789,23.92801,HHJ363                 ,     ,11.82,5.15,0.4336,       ,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
273,211074500,034604.55+240956.0,56.51899,24.165570000000002,BPL88                  ,     ,13.18,5.65,0.728,       ,       ,       ,0.033,4.0,best,     ,0.0,     ,1,1.0,,
274,211000470,034605.24+225853.9,56.52185,22.98165,HCG214                 ,14,10.5,3.39,9.8931,8.0227,       ,       ,0.011000000000000001,1.0,best,8.6,1.0,     ,1,1.0,,
275,211103222,034605.63+243644.4,56.52346,24.61235,SK488                  ,     ,11.44,4.6,1.1298,       ,       ,       ,0.059000000000000004,1.0,best,     ,0.0,     ,1,1.0,,
276,211103322,034605.68+243649.9,56.52369,24.613879999999998,UGCSJ034605.69+243649.7,     ,13.06,5.56,1.1297,       ,       ,       ,0.06,2.0,best,     ,0.0,     ,1,1.0,,
277,211100398,034606.49+243402.6,56.52706,24.56741,HII879                 ,12.79,10.17,2.51,7.0484,       ,       ,       ,0.036000000000000004,3.0,best,7.07,1.0,6.4,1,1.0,,
278,211100131,034606.89+243346.0,56.52874,24.5628,HII883                 ,13.05,10.29,2.65,7.9101,6.8323,       ,       ,0.028999999999999998,3.0,best,7.04,1.0,3.8,1,1.0,,
279,211087985,034607.50+242227.7,56.531259999999996,24.37438,HII890                 ,14.71,10.86,3.74,5.0781,5.6582,       ,       ,0.018000000000000002,1.0,best,5.17,1.0,5.4,1,1.0,,
280,211118542,034607.76+245200.4,56.53236,24.8668,HII885                 ,12.08,9.36,2.61,6.9551,       ,       ,       ,0.017,1.0,best,6.83,1.0,5.7,1,1.0,,
281,211023687,034608.35+232051.0,56.53483000000001,23.347520000000003,HII915                 ,13.79,10.4,3.28,3.9299,       ,       ,       ,0.08900000000000001,2.0,best,     ,0.0,9.3,1,1.0,,
282,211107114,034608.69+244033.2,56.53621999999999,24.675910000000002,HCG209                 ,     ,12.71,5.37,1.986,       ,       ,       ,0.10800000000000001,4.0,best,     ,0.0,     ,1,1.0,,
283,210983092,034609.58+224237.4,56.53994,22.71039,HCG217                 ,17.3,11.9,5.29,0.8677,0.9494,       ,       ,0.022000000000000002,1.0,best,     ,0.0,8,1,1.0,,
284,210881103,034609.87+210552.7,56.54115,21.09799,DH425                  ,     ,12.25,5.1,0.4625,       ,       ,       ,0.040999999999999995,1.0,best,     ,0.0,     ,1,1.0,,
285,211106969,034609.89+244025.0,56.541219999999996,24.67362,HII906                 ,15.2,10.59,4.5,1.9819,       ,       ,       ,0.049,1.0,best,2,1.0,15,1,1.0,,
286,211023213,034610.04+232024.0,56.541869999999996,23.34001,HII923                 ,10.16,8.69,1.36,2.8527,       ,       ,       ,0.02,1.0,best,2.85,1.0,18.2,1,1.0,,
287,211103863,034611.74+243720.3,56.548930000000006,24.62231,HII916                 ,11.71,9.54,2.06,5.9772,       ,       ,       ,0.132,3.0,best,5.91,1.0,6.1,1,1.0,,
288,211038588,034612.66+233513.9,56.55275,23.58721,UGCSJ034612.66+233513.5,     ,12.99,5.62,0.5507,       ,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
289,211067768,034612.86+240315.7,56.55361,24.054370000000002,HII930                 ,14.2,10.6,3.49,1.3879,       ,       ,       ,0.06,2.0,best,1.39,1.0,19,1,1.0,,
290,210982761,034613.84+224219.8,56.55769,22.70551,HHJ200                 ,     ,12.46,5.63,0.3079,0.3899,       ,       ,0.009000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
291,211107734,034617.93+244109.5,56.57471999999999,24.686,HHJ367                 ,16.51,11.69,4.71,5.5174,       ,       ,       ,0.038,3.0,best,5.49,1.0,     ,1,1.0,,
292,210866744,034619.33+205247.2,56.58056,20.87978,PELS050                ,11.56,9.52,1.93,5.9344,2.8616,       ,       ,0.026000000000000002,3.0,best,5.93,1.0,     ,1,1.0,,
293,211002561,034619.40+230055.7,56.58085,23.0155,HHJ47                  ,     ,13.18,6.3,0.1807,0.1589,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
294,211125236,034619.85+245901.5,56.582730000000005,24.98376,HHJ303                 ,17.4,11.97,5.32,0.6783,0.5051,       ,       ,0.016,1.0,best,0.34,0.0,24,1,1.0,,
295,211113696,034620.47+244707.7,56.58531,24.78548,HII974                 ,13.96,10.54,3.31,6.3758,       ,       ,       ,0.024,4.0,best,6.58,1.0,4.2,1,1.0,,
296,211100238,034621.35+243352.4,56.588969999999996,24.56458,HHJ105                 ,     ,13.07,5.72,0.4397,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
297,211007016,034621.39+230509.1,56.58914,23.08588,HHJ33                  ,     ,13.7,5.81,0.3742,       ,       ,       ,0.026000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
298,211005799,034621.62+230401.0,56.5901,23.06695,DH440                  ,     ,12.75,5.77,0.6772,0.5756,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
299,211032382,034622.46+232908.2,56.59359,23.48563,UGCSJ034622.46+232908.0,     ,12.82,6.18,0.3797,       ,       ,       ,0.039,1.0,best,     ,0.0,     ,1,1.0,,
300,211100565,034622.67+243412.6,56.594469999999994,24.57017,HII996                 ,10.42,8.87,1.44,3.2310000000000003,3.0359,       ,       ,0.016,3.0,best,3.09,1.0,11.9,1,1.0,,
301,211102725,034623.02+243618.1,56.59593,24.60505,BPL99                  ,     ,12.72,5.24,1.1143,       ,       ,       ,0.03,3.0,best,     ,0.0,     ,1,1.0,,
302,211066346,034623.46+240151.3,56.59776,24.03094,HCG218                 ,     ,12.85,5.56,0.4678,       ,       ,       ,0.021,1.0,best,     ,0.0,     ,1,1.0,,
303,211096320,034624.11+243012.9,56.60049,24.5036,BPL101                 ,     ,13.84,5.99,0.1891,       ,       ,       ,0.045,1.0,best,     ,0.0,     ,1,1.0,,
304,211094777,034624.62+242846.5,56.602619999999995,24.4796,HHJ249                 ,18.3,12.54,5.65,0.8915,       ,       ,       ,0.024,1.0,best,0.89,1.0,     ,1,1.0,,
305,210903023,034625.16+212617.6,56.60487,21.438229999999997,DH446                  ,17.01,11.52,5.38,1.028,0.3107,       ,       ,0.06,1.0,best,     ,0.0,     ,1,1.0,,
306,211074151,034625.38+240936.3,56.60576,24.1601,HCG219                 ,15.83,11.14,4.58,0.3224,       ,       ,       ,0.045,2.0,best,0.32,1.0,65,1,1.0,,
307,211093117,034626.99+242714.1,56.6125,24.45392,HHJ326                 ,     ,12.05,5.09,0.9143,       ,       ,       ,0.038,1.0,best,     ,0.0,     ,1,1.0,,
308,211133821,034627.35+250808.0,56.61396,25.13556,HII1015                ,10.54,8.99,1.44,3.4241,3.6675,       ,       ,0.018000000000000002,3.0,best,1.72,1.0,9.6,1,1.0,,
309,211052343,034627.68+234845.6,56.61537,23.81269,HHJ161                 ,     ,12.65,6.27,2.3468,0.7581,       ,       ,0.006999999999999999,1.0,ok  ,     ,0.0,     ,1,1.0,,
310,211038945,034627.77+233533.6,56.615730000000006,23.59269,HII1039                ,12.96,9.82,2.38,5.343,       ,       ,       ,0.043,4.0,best,5.22,1.0,4.9,1,1.0,,
311,211091848,034628.40+242602.0,56.61837,24.43391,HII1032                ,11.1,9.16,1.83,1.3126,1.3531,       ,       ,0.033,1.0,best,1.32,1.0,37.2,1,1.0,,
312,211112171,034628.62+244532.3,56.61926999999999,24.75899,HII1029                ,14.34,10.65,3.58,9.1276,       ,       ,       ,0.034,3.0,best,9.41,1.0,7,1,1.0,,
313,210877263,034629.71+210217.0,56.623830000000005,21.038079999999997,DH452                  ,     ,12.55,5.71,0.3183,       ,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
314,211003258,034631.01+230134.8,56.62922,23.02634,HHJ30                  ,19.77,13.73,5.93,0.7278,       ,       ,       ,0.027999999999999997,1.0,best,     ,0.0,     ,1,1.0,,
315,211071504,034631.17+240702.4,56.629909999999995,24.11735,HII1061                ,14.21,10.34,3.76,4.8107,4.4062,5.2734,1.0083,0.013000000000000001,4.0,best,2.42,1.0,7.1,1,1.0,,
316,211021014,034632.87+231819.1,56.63698,23.305320000000002,HII1081                ,14.61,10.78,3.72,6.9448,       ,       ,       ,0.049,3.0,best,6.8,1.0,9,1,1.0,,
317,210997527,034634.79+225607.7,56.644969999999994,22.935489999999998,s5003270               ,     ,10.85,3.76,2.9684,       ,       ,       ,0.037000000000000005,1.0,best,2.98,1.0,     ,1,1.0,,
318,211027775,034635.32+232442.2,56.6472,23.41173,HII1103                ,14.77,10.72,3.94,0.7424,       ,       ,       ,0.05,1.0,best,0.74,1.0,18,1,1.0,,
319,211066062,034635.52+240135.4,56.648030000000006,24.02652,HHJ140                 ,     ,12.78,5.89,0.2973,       ,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
320,211006108,034636.06+230417.3,56.650259999999996,23.07149,SK465                  ,     ,12.05,5.14,0.9588,       ,       ,       ,0.013000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
321,211086025,034637.26+242036.6,56.655280000000005,24.34352,HII1100                ,12.25,9.36,2.78,4.317,7.2976,       ,       ,0.026000000000000002,4.0,best,7.5,1.0,5.4,1,1.0,,
322,211050847,034637.67+234715.9,56.65699,23.787770000000002,HII1117                ,10.2,8.53,1.56,6.1624,       ,       ,       ,0.004,3.0,best,     ,0.0,6.4,1,1.0,,
323,211111496,034637.77+244451.6,56.65739,24.74769,HII1095                ,11.83,9.63,2.09,7.1797,       ,       ,       ,0.013999999999999999,4.0,best,0.87,1.0,3.6,1,1.0,,
324,210996505,034638.39+225511.2,56.659980000000004,22.9198,HII1132                ,9.42,8.15,1.16,6.8389999999999995,       ,       ,       ,0.01,3.0,best,     ,0.0,40,1,1.0,,
325,211123901,034638.77+245734.6,56.66158000000001,24.95962,HII1101                ,10.25,8.79,1.35,2.3141,       ,       ,       ,0.016,3.0,best,2.32,1.0,     ,1,1.0,,
326,211097402,034638.88+243113.1,56.662009999999995,24.520329999999998,HII1110                ,13.29,10.27,2.91,7.4791,       ,       ,       ,0.027999999999999997,2.0,best,7.96,1.0,5.9,1,1.0,,
327,211070664,034639.32+240611.6,56.66385,24.10324,HII1122                ,9.29,8.18,1.0,0.8702,0.9098,       ,       ,0.002,1.0,best,     ,0.0,28.6,1,1.0,,
328,211066263,034639.38+240146.8,56.6641,24.02968,HII1124                ,12.32,9.85,2.36,6.1296,       ,       ,       ,0.046,4.0,best,6.42,1.0,4.5,1,1.0,,
329,211008578,034639.99+230637.3,56.66665,23.11037,HII1139                ,9.37,8.23,1.03,1.8161,1.598,0.7836,       ,0.001,1.0,best,     ,0.0,31.4,1,1.0,,
330,211033155,034640.24+232952.0,56.667669999999994,23.49778,HII1136                ,12.18,9.32,2.24,0.5243,       ,       ,       ,0.073,1.0,best,0.52,1.0,50,1,1.0,,
331,211122237,034640.26+245551.7,56.66777,24.93103,HII1114                ,14.1,10.38,3.61,5.1665,       ,       ,       ,0.078,3.0,best,5.06,1.0,7.3,1,1.0,,
332,210991829,034640.39+225039.8,56.668330000000005,22.8444,BPL107                 ,     ,13.18,5.61,0.2955,       ,       ,       ,0.035,1.0,best,     ,0.0,     ,1,1.0,,
333,211040850,034643.17+233722.2,56.67991,23.62284,DH466                  ,     ,13.1,5.97,0.5017,       ,       ,       ,0.018000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
334,211064137,034643.58+235942.5,56.681619999999995,23.99515,DH467                  ,16.12,11.57,4.44,2.234,       ,       ,       ,0.016,1.0,best,     ,0.0,     ,1,1.0,,
335,211111611,034644.77+244458.6,56.686580000000006,24.74961,BPL109                 ,     ,13.35,5.7,1.3443,       ,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
336,210996142,034647.05+225452.5,56.69608,22.91459,HII1182                ,10.48,8.93,1.44,3.0025,       ,       ,       ,0.03,3.0,best,3,1.0,16.4,1,1.0,,
337,211005924,034648.77+230407.5,56.70325,23.06875,HCG245                 ,16.04,11.42,4.51,0.2845,       ,       ,       ,0.049,1.0,best,0.28,1.0,     ,1,1.0,,
338,211102393,034649.21+243600.0,56.70505,24.60001,HII1173                ,15.1,11.0,3.99,7.9111,       ,       ,       ,0.044000000000000004,3.0,best,8.22,1.0,9,1,1.0,,
339,211035282,034650.08+233156.2,56.70867,23.5323,HCG240                 ,17.8,12.39,5.3,2.1377,       ,       ,       ,0.075,2.0,best,2.14,0.0,     ,1,1.0,,
340,211042246,034652.60+233843.2,56.71917,23.64535,HHJ247                 ,     ,12.2,5.95,0.0824,       ,       ,       ,0.008,1.0,best,     ,0.0,     ,1,1.0,,
341,211080124,034652.96+241507.9,56.72068,24.25222,BPL112                 ,     ,14.12,6.75,0.2261,       ,       ,       ,0.038,1.0,best,     ,0.0,     ,1,1.0,,
342,210994089,034653.26+225251.3,56.72192,22.88094,HII1220                ,11.74,9.72,1.91,6.1515,       ,       ,       ,0.033,3.0,best,6.16,1.0,5.5,1,1.0,,
343,211082363,034653.60+241715.0,56.72335,24.28751,HCG244                 ,16.24,11.21,4.92,0.6607,0.2409,       ,       ,0.03,1.0,best,0.66,0.0,     ,1,1.0,,
344,211038389,034653.73+233500.9,56.72391,23.58359,HII1215                ,10.55,9.01,1.43,3.5941,       ,       ,       ,0.018000000000000002,3.0,best,     ,0.0,5.3,1,1.0,,
345,211072438,034653.95+240757.3,56.72481,24.1326,MHO8                   ,18.92,13.17,5.64,0.3912,       ,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
346,211139797,034654.02+251444.9,56.72512,25.245820000000002,HCG241                 ,16.19,11.49,4.59,2.6922,       ,       ,       ,0.017,1.0,best,2.69,0.0,7,1,1.0,,
347,211093928,034654.87+242759.9,56.72863,24.46666,V1277Tau=BPL15         ,     ,14.0,6.32,0.1212,       ,       ,       ,0.025,1.0,best,0.12,1.0,     ,1,1.0,,
348,211114329,034654.91+244746.8,56.72881999999999,24.79634,HII1207                ,10.51,8.97,1.43,3.3705,3.1876,       ,       ,0.018000000000000002,3.0,best,     ,0.0,5.1,1,1.0,,
349,211025779,034655.30+232249.5,56.730430000000005,23.38043,HHJ95                  ,     ,13.33,5.63,0.2824,       ,       ,       ,0.016,1.0,best,     ,0.0,     ,1,1.0,,
350,211075914,034655.31+241116.8,56.73046,24.18802,BPL116                 ,     ,12.88,6.1,0.2397,       ,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
351,211017469,034657.09+231502.4,56.73789,23.25067,HCG247                 ,15.5,11.13,4.26,1.2062,       ,       ,       ,0.034,1.0,best,1.21,1.0,     ,1,1.0,,
352,211037012,034658.16+233338.9,56.74235,23.56082,HHJ174                 ,     ,12.85,5.14,0.9133,       ,       ,       ,0.03,1.0,ok  ,     ,0.0,     ,1,1.0,,
353,211066157,034658.25+240141.5,56.74273,24.0282,UGCSJ034658.26+240141.3,     ,13.04,5.74,0.8082,       ,       ,       ,0.013000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
354,211093581,034658.53+242740.0,56.7439,24.461129999999997,HCG246                 ,     ,12.15,5.22,1.1004,       ,       ,       ,0.035,1.0,best,     ,0.0,     ,1,1.0,,
355,211066181,034659.31+240142.9,56.747130000000006,24.02861,HHJ299                 ,17.6,12.11,5.38,0.5265,0.4613,       ,       ,0.018000000000000002,1.0,best,0.46,0.0,     ,1,1.0,,
356,211097388,034659.40+243112.3,56.74751,24.52011,HII1234                ,     ,6.71,0.0,0.3436,       ,       ,       ,0.001,1.0,ok  ,     ,0.0,     ,1,1.0,,
