,EPIC,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t
57,211089510,034122.43+242351.8,55.343469999999996,24.39775,DH169                  ,     ,13.35,5.88,0.3226,       ,       ,       ,0.026000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
58,211059880,034122.87+235548.2,55.345330000000004,23.93007,HCG49                  ,     ,12.34,5.21,0.7308,       ,       ,       ,0.09300000000000001,1.0,best,     ,0.0,     ,1,1.0,,
59,210940436,034123.45+220154.2,55.347719999999995,22.03174,UGCSJ034123.46+220153.9,     ,12.54,6.01,0.7453,       ,       ,       ,0.053,1.0,best,     ,0.0,     ,1,1.0,,
60,211018106,034125.95+231536.1,55.35815,23.26003,UGCSJ034125.96+231535.8,     ,12.82,5.49,0.5384,       ,       ,       ,0.038,1.0,best,     ,0.0,     ,1,1.0,,
61,211010041,034126.34+230802.9,55.359790000000004,23.13415,DH174                  ,     ,12.62,5.56,0.8393,       ,       ,       ,0.028999999999999998,1.0,best,0.84,0.0,     ,1,1.0,,
62,211065494,034126.88+240102.4,55.36201,24.01736,SK729                  ,17.01,11.47,5.43,0.3591,0.3709,       ,       ,0.025,1.0,best,     ,0.0,     ,1,1.0,,
63,211046102,034127.81+234230.0,55.36591,23.70835,AK1B055                ,11.18,9.31,1.76,5.4678,6.1205,       ,       ,0.035,3.0,best,5.45,1.0,     ,1,1.0,,
64,211067927,034131.19+240325.0,55.37999,24.05695,HHJ90                  ,     ,13.07,5.55,0.3868,       ,       ,       ,0.027000000000000003,1.0,best,     ,0.0,     ,1,1.0,,
65,211041753,034134.79+233815.7,55.39496,23.63772,DH180                  ,     ,13.21,5.55,0.5168,       ,       ,       ,0.015,1.0,best,     ,0.0,     ,1,1.0,,
66,211088777,034138.80+242309.3,55.411680000000004,24.385939999999998,BPL25                  ,     ,13.46,5.77,1.5972,0.246,       ,       ,0.027999999999999997,1.0,best,     ,0.0,     ,1,1.0,,
67,211049396,034139.57+234547.0,55.4149,23.76308,SK724                  ,14.58,10.87,3.6,11.0063,       ,       ,       ,0.027999999999999997,4.0,best,11.07,1.0,     ,1,1.0,,
68,211002985,034146.64+230119.8,55.444359999999996,23.02219,UGCSJ034146.65+230119.6,     ,13.16,5.65,0.2943,       ,       ,       ,0.027999999999999997,1.0,best,     ,0.0,     ,1,1.0,,
69,211005163,034148.95+230323.4,55.45397,23.05651,HHJ58                  ,19.37,13.15,6.11,0.2391,0.553,       ,       ,0.016,1.0,best,     ,0.0,     ,1,1.0,,
70,211084813,034151.49+241927.4,55.46455,24.3243,BPL27                  ,     ,14.27,6.76,0.6486,       ,       ,       ,0.078,1.0,best,     ,0.0,     ,1,1.0,,
71,211071863,034152.93+240725.0,55.47055,24.123620000000003,DH191                  ,     ,13.22,5.44,0.515,       ,       ,       ,0.021,1.0,best,     ,0.0,     ,1,1.0,,
72,211030680,034153.66+232728.6,55.47359,23.45797,DH193                  ,14,10.25,3.64,7.1503,       ,       ,       ,0.05,3.0,ok  ,7.23,1.0,     ,1,1.0,,
73,211063081,034156.71+235843.3,55.48631999999999,23.97871,BPL30                  ,     ,13.23,5.78,0.4007,       ,       ,       ,0.027999999999999997,1.0,best,     ,0.0,     ,1,1.0,,
74,210998478,034158.64+225701.9,55.49436,22.95055,HCG66                  ,     ,11.9,4.8,6.8420000000000005,       ,       ,       ,0.018000000000000002,4.0,best,     ,0.0,     ,1,1.0,,
75,211046046,034158.67+234226.3,55.49448,23.70731,SK709                  ,14.73,10.84,3.78,7.7833,       ,       ,       ,0.025,2.0,best,7.93,1.0,     ,1,1.0,,
76,211074799,034200.36+241012.8,55.50153,24.17025,BPL32                  ,     ,14.07,6.36,0.2821,       ,       ,       ,0.044000000000000004,1.0,best,     ,0.0,     ,1,1.0,,
77,211077349,034202.86+241236.2,55.51193000000001,24.21007,HCG63                  ,16.4,11.61,4.68,0.6995,       ,       ,       ,0.046,1.0,best,0.7,1.0,     ,1,1.0,,
78,211059979,034202.92+235553.9,55.512190000000004,23.931639999999998,HCG64                  ,16.32,11.13,5.08,0.8889,1.0991,       ,       ,0.027999999999999997,1.0,best,     ,0.0,     ,1,1.0,,
79,211098454,034203.29+243213.4,55.513740000000006,24.53706,SK701                  ,16.4,11.63,4.66,2.2576,       ,       ,       ,0.031,1.0,best,2.26,1.0,     ,1,1.0,,
80,211038660,034208.83+233517.0,55.53682,23.588070000000002,SK699                  ,15.8,11.31,4.38,3.0135,       ,       ,       ,0.040999999999999995,1.0,best,3.04,1.0,     ,1,1.0,,
81,211069615,034210.91+240508.5,55.54549,24.085720000000002,HCG68                  ,15.95,11.15,4.69,0.4774,       ,       ,       ,0.03,1.0,best,0.48,1.0,40,1,1.0,,
82,211084148,034213.47+241849.8,55.556169999999995,24.31384,BPL36                  ,     ,13.59,5.94,0.7131,       ,       ,       ,0.048,1.0,best,     ,0.0,     ,1,1.0,,
83,210832378,034213.88+202144.0,55.55786,20.36223,DH216                  ,     ,12.79,5.46,0.4656,       ,       ,       ,0.043,1.0,best,     ,0.0,     ,1,1.0,,
84,211013627,034215.36+231131.1,55.56403,23.19199,HHJ109                 ,     ,13.0,5.59,1.0188,       ,       ,       ,0.013000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
85,211071431,034217.88+240657.8,55.57454,24.11606,HHJ129                 ,     ,12.93,5.55,0.6026,       ,       ,       ,0.026000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
86,211106429,034221.53+243952.7,55.58974,24.66465,HCG71                  ,14.48,10.72,3.65,2.9794,       ,       ,       ,0.107,1.0,best,2.99,1.0,10,1,1.0,,
87,210905362,034223.99+212824.5,55.59998,21.473489999999998,PELS035                ,9.84,8.53,1.2,2.3787,2.5058,       ,       ,0.011000000000000001,3.0,best,2.3,1.0,     ,1,1.0,,
88,211055359,034226.26+235138.7,55.60945,23.860770000000002,HHJ49                  ,19.49,13.39,5.99,0.4958,       ,       ,       ,0.037000000000000005,1.0,best,     ,0.0,     ,1,1.0,,
89,210994935,034226.28+225340.7,55.60953000000001,22.894660000000002,HCG75                  ,14.45,10.72,3.62,4.2264,       ,       ,       ,0.022000000000000002,1.0,best,4.22,1.0,8,1,1.0,,
90,211078992,034226.28+241407.8,55.60951,24.23551,HCG73                  ,     ,12.34,5.21,0.9519,       ,       ,       ,0.075,1.0,best,     ,0.0,     ,1,1.0,,
91,210974364,034227.30+223424.8,55.61376,22.57357,HCG76                  ,     ,11.86,5.19,1.9793,1.5247,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
92,210988354,034229.41+224726.1,55.622569999999996,22.7906,HCG77                  ,15.16,10.92,4.13,0.325,       ,       ,       ,0.039,2.0,best,0.32,1.0,50,1,1.0,,
93,210862226,034229.70+204840.0,55.62375,20.81113,DH229                  ,     ,12.43,5.28,1.2913,       ,       ,       ,0.011000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
94,211075627,034233.96+241100.8,55.6415,24.18356,DH231                  ,     ,13.42,5.91,0.5641,       ,       ,       ,0.052000000000000005,1.0,best,     ,0.0,     ,1,1.0,,
95,211025007,034236.26+232204.8,55.651109999999996,23.36801,HCG79                  ,17.6,12.32,5.17,1.551,       ,       ,       ,0.08900000000000001,2.0,best,1.55,0.0,     ,1,1.0,,
96,211063744,034240.22+235921.7,55.667609999999996,23.98937,HCG80                  ,15.75,11.14,4.5,0.2587,       ,       ,       ,0.033,1.0,best,0.26,1.0,69,1,1.0,,
97,211066186,034241.17+240142.9,55.67155,24.028589999999998,HCG82                  ,     ,13.09,5.63,0.5634,       ,       ,       ,0.042,1.0,best,     ,0.0,     ,1,1.0,,
98,211064722,034241.84+240015.7,55.674369999999996,24.004379999999998,BPL42                  ,     ,12.71,5.19,0.6713,       ,       ,       ,0.016,3.0,best,0.67,0.0,     ,1,1.0,,
99,211076650,034241.89+241158.3,55.67456,24.19953,SK671                  ,14.5,10.53,3.86,4.8225,       ,       ,       ,0.061,3.0,best,4.78,1.0,     ,1,1.0,,
100,211023167,034242.39+232021.7,55.67666,23.339370000000002,HCG86                  ,     ,11.39,5.3,0.26899999999999996,       ,       ,       ,0.023,1.0,ok  ,     ,0.0,     ,1,1.0,,
101,211008237,034244.36+230616.3,55.68486,23.10454,HHJ119                 ,     ,12.95,5.7,0.4288,       ,       ,       ,0.012,1.0,best,     ,0.0,     ,1,1.0,,
102,211062604,034244.45+235815.4,55.68524,23.97097,BPL43                  ,     ,13.22,5.77,0.4436,       ,       ,       ,0.040999999999999995,1.0,best,     ,0.0,     ,1,1.0,,
103,211053031,034245.64+234922.8,55.69019,23.82302,HHJ52                  ,19.5,13.4,5.99,0.3519,       ,       ,       ,0.019,1.0,best,     ,0.0,     ,1,1.0,,
104,211038211,034248.90+233448.6,55.70377,23.58018,HHJ153                 ,     ,12.77,5.4,0.6804,       ,       ,       ,0.043,1.0,best,     ,0.0,     ,1,1.0,,
105,211074858,034249.09+241015.6,55.70457,24.17101,SK663                  ,16.95,11.74,5.1,1.4585,       ,       ,       ,0.031,1.0,ok  ,     ,0.0,     ,1,1.0,,
106,211010807,034251.67+230844.0,55.715309999999995,23.14558,UGCSJ034251.68+230843.6,     ,12.5,6.02,0.4038,0.6769,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
107,211095624,034255.10+242935.0,55.72962,24.49306,HII25                  ,     ,8.26,1.1,1.4072,       ,       ,       ,0.001,1.0,best,     ,0.0,44.2,1,1.0,,
108,211069418,034256.53+240457.9,55.735569999999996,24.08277,HCG93                  ,16.24,11.23,4.9,0.8174,       ,       ,       ,0.021,1.0,best,0.82,1.0,     ,1,1.0,,
109,211078565,034256.55+241345.6,55.735659999999996,24.22936,HCG92                  ,     ,12.97,5.63,0.3657,       ,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
110,210822528,034258.58+201245.2,55.744119999999995,20.21256,DH247                  ,     ,12.95,5.82,0.9149,       ,       ,       ,0.027000000000000003,1.0,best,     ,0.0,     ,1,1.0,,
111,210995339,034259.21+225403.3,55.74674,22.900920000000003,PELS030                ,12.1,9.71,2.28,6.6996,       ,       ,       ,0.055,3.0,best,7.07,1.0,     ,1,1.0,,
112,210965155,034259.75+222527.3,55.74896,22.42427,DH249                  ,13.98,10.59,3.28,6.5360000000000005,       ,       ,       ,0.012,4.0,ok  ,     ,0.0,     ,1,1.0,,
113,211079830,034301.25+241452.4,55.75524,24.24791,BPL50                  ,     ,13.31,5.9,0.3437,       ,       ,       ,0.035,1.0,best,     ,0.0,     ,1,1.0,,
114,211106743,034302.93+244011.0,55.76223,24.669729999999998,HII34                  ,11.96,9.73,2.12,6.6874,7.6716,       ,       ,0.040999999999999995,2.0,best,6.65,1.0,6.6,1,1.0,,
115,210989020,034304.19+224803.5,55.76746,22.80098,HCG101                 ,15.16,10.78,4.27,0.3103,       ,       ,       ,0.076,1.0,best,0.31,1.0,55,1,1.0,,
116,210876759,034305.71+210149.4,55.773830000000004,21.03042,UGCSJ034305.73+210149.1,     ,13.07,5.58,0.4336,       ,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
117,210957162,034306.49+221749.4,55.77705,22.29707,HHJ18                  ,19.99,13.79,6.09,0.1748,       ,       ,       ,0.03,1.0,best,     ,0.0,60,1,1.0,,
118,211108136,034309.74+244132.9,55.7906,24.69249,HCG100                 ,16.37,11.42,4.84,2.0256,       ,       ,       ,0.04,1.0,best,2.03,1.0,11,1,1.0,,
119,211071351,034311.63+240652.6,55.7985,24.114620000000002,HHJ71                  ,     ,13.16,6.0,0.4164,       ,       ,       ,0.043,2.0,best,     ,0.0,     ,1,1.0,,
120,211111400,034312.11+244445.3,55.80049,24.745929999999998,HCG102                 ,17.09,11.69,5.29,0.7068,0.5755,       ,       ,0.04,1.0,best,     ,0.0,     ,1,1.0,,
121,211105839,034313.06+243919.4,55.80444,24.6554,HCG103                 ,15.99,11.29,4.59,0.2562,       ,       ,       ,0.013000000000000001,1.0,best,0.26,1.0,120,1,1.0,,
122,211053678,034316.59+235001.6,55.81916,23.833779999999997,HHJ206                 ,18.48,12.4,5.97,0.7703,       ,       ,       ,0.139,1.0,best,0.77,0.0,     ,1,1.0,,
123,210988056,034319.00+224710.6,55.82918000000001,22.78629,HCG110                 ,     ,12.76,5.54,0.3057,       ,       ,       ,0.055999999999999994,1.0,best,     ,0.0,     ,1,1.0,,
124,210966700,034319.02+222657.1,55.82926,22.44922,PELS031                ,11.49,9.03,2.35,5.0238,2.8747,       ,       ,0.031,1.0,best,2.92,1.0,     ,1,1.0,,
125,211092430,034320.57+242635.0,55.83571,24.443070000000002,HCG106                 ,     ,13.15,5.82,0.3642,       ,       ,       ,0.048,1.0,best,     ,0.0,     ,1,1.0,,
126,211015853,034324.53+231333.3,55.852230000000006,23.225929999999998,HII102                 ,10.52,8.65,1.76,2.7573,0.7779,       ,       ,0.015,1.0,best,2.77,1.0,18.3,1,1.0,,
127,211055772,034324.97+235201.5,55.85408,23.86709,BPL58                  ,     ,14.45,7.16,0.2668,       ,       ,       ,0.037000000000000005,1.0,best,     ,0.0,     ,1,1.0,,
128,210995008,034325.14+225344.5,55.85479,22.89572,HHJ134                 ,     ,12.91,5.48,1.2523,       ,       ,       ,0.028999999999999998,1.0,best,     ,0.0,     ,1,1.0,,
129,210983198,034326.43+224242.7,55.86014,22.71187,HCG114                 ,     ,12.27,5.01,0.777,       ,       ,       ,0.052000000000000005,1.0,best,     ,0.0,     ,1,1.0,,
130,211093040,034326.96+242709.7,55.86237,24.452720000000003,SK638                  ,     ,11.42,5.01,2.1623,0.4041,       ,       ,0.044000000000000004,1.0,best,     ,0.0,     ,1,1.0,,
131,210977779,034327.43+223741.3,55.8643,22.62816,HHJ70                  ,     ,13.25,5.59,0.5047,       ,       ,       ,0.03,1.0,best,     ,0.0,     ,1,1.0,,
132,211105906,034329.88+243923.6,55.87453000000001,24.65656,HHJ50                  ,     ,13.43,5.75,0.7217,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
133,211043986,034331.95+234026.6,55.883140000000004,23.67407,HII120                 ,10.84,9.13,1.6,3.9906,4.3197,       ,       ,0.039,3.0,best,3.99,1.0,9.4,1,1.0,,
134,211049322,034334.40+234542.8,55.89337,23.76191,HII129                 ,11.47,9.33,2.03,5.4442,6.0929,       ,       ,0.028999999999999998,3.0,best,5.34,1.0,5.3,1,1.0,,
135,211014750,034336.56+231234.3,55.90234,23.20954,HCG122                 ,18.04,12.37,5.56,0.314,       ,       ,       ,0.063,1.0,best,0.31,0.0,     ,1,1.0,,
136,211030439,034336.59+232714.1,55.90249,23.45393,HII146                 ,14.52,10.73,3.68,3.0502,       ,       ,       ,0.051,2.0,best,3.05,1.0,10,1,1.0,,
137,211078780,034336.62+241356.2,55.9026,24.2323,HII134                 ,14.37,10.13,4.13,0.349,0.3613,       ,       ,0.076,1.0,best,0.36,1.0,70,1,1.0,,
138,211089274,034336.92+242338.1,55.90384,24.39394,HII133                 ,14.26,10.64,3.51,1.3696,1.3353,       ,       ,0.022000000000000002,1.0,best,1.36,1.0,17.5,1,1.0,,
139,211042045,034337.09+233832.1,55.90458,23.64227,SK630                  ,     ,11.87,5.51,0.366,0.3137,       ,       ,0.036000000000000004,3.0,best,     ,0.0,     ,1,1.0,,
140,211047687,034339.03+234405.3,55.91265,23.73483,HCG124                 ,18.05,12.27,5.67,0.3049,0.2016,       ,       ,0.02,1.0,best,0.31,0.0,     ,1,1.0,,
141,211045147,034339.71+234132.6,55.91548,23.6924,HHJ40                  ,     ,13.57,5.96,0.294,       ,       ,       ,0.032,1.0,best,     ,0.0,     ,1,1.0,,
142,211100748,034342.13+243423.3,55.92555,24.57316,HCG123                 ,15.43,10.95,4.37,1.9343,       ,       ,       ,0.036000000000000004,1.0,ok  ,0.97,1.0,13,1,1.0,,
143,211099232,034343.14+243256.2,55.929759999999995,24.54895,DH283                  ,     ,13.11,5.64,0.5793,       ,       ,       ,0.021,1.0,best,     ,0.0,     ,1,1.0,,
144,211077607,034343.51+241250.2,55.93133,24.21397,DH284                  ,     ,13.55,5.88,0.3123,       ,       ,       ,0.017,1.0,best,     ,0.0,     ,1,1.0,,
145,211095292,034343.70+242915.7,55.932109999999994,24.48771,HHJ374                 ,16.22,11.5,4.61,4.005,       ,       ,       ,0.028999999999999998,1.0,best,3.98,0.0,7,1,1.0,,
146,211005117,034344.96+230321.2,55.93735,23.0559,SK618                  ,16.79,11.73,4.95,2.3235,       ,       ,       ,0.022000000000000002,1.0,best,2.32,0.0,     ,1,1.0,,
147,211014883,034347.47+231242.4,55.94783,23.2118,HII186                 ,10.52,8.56,1.85,5.0872,3.0125,       ,       ,0.019,3.0,best,5.09,1.0,11.1,1,1.0,,
148,211035702,034348.60+233221.7,55.95251,23.53937,HII189                 ,13.96,10.56,3.29,9.4558,       ,       ,       ,0.025,3.0,best,9.87,1.0,4.7,1,1.0,,
149,211079794,034350.70+241450.8,55.96126999999999,24.24746,HII193                 ,11.3,9.34,1.85,5.3638,       ,       ,       ,0.040999999999999995,3.0,best,5.39,1.0,6.5,1,1.0,,
150,211079141,034351.75+241416.1,55.965630000000004,24.23781,HCG128                 ,     ,12.38,5.59,0.6467,       ,       ,       ,0.083,1.0,best,0.65,0.0,     ,1,1.0,,
151,211117077,034352.14+245029.7,55.967259999999996,24.84159,HII191                 ,14.5,10.65,3.74,3.0034,       ,       ,       ,0.066,2.0,best,3.02,1.0,9.1,1,1.0,,
152,211091381,034355.68+242535.0,55.98203,24.426389999999998,HII212                 ,14.3,10.65,3.54,4.4858,       ,       ,       ,0.063,1.0,best,4.53,1.0,10,1,1.0,,
153,211061316,034356.99+235705.9,55.987480000000005,23.95166,HCG135                 ,17.93,12.3,5.52,0.8159,       ,       ,       ,0.048,1.0,best,0.82,0.0,     ,1,1.0,,
154,211078145,034357.27+241320.4,55.988640000000004,24.222360000000002,HCG133                 ,     ,12.37,5.35,0.7717,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
155,211056809,034358.79+235257.8,55.995,23.88273,HII233                 ,9.66,8.29,1.26,2.3969,       ,       ,       ,0.001,1.0,best,     ,0.0,14.1,1,1.0,,
156,211035968,034400.59+233238.2,56.002469999999995,23.543960000000002,HII248                 ,11.02,9.17,1.74,4.02,4.3542,       ,       ,0.023,3.0,best,4.09,1.0,12.1,1,1.0,,
157,211055493,034401.67+235146.1,56.006969999999995,23.862820000000003,JRS26                  ,17.22,11.99,5.12,0.7814,       ,       ,       ,0.023,1.0,ok  ,0.78,0.0,     ,1,1.0,,
158,211096368,034403.53+243015.1,56.01474,24.5042,HII253                 ,10.71,8.97,1.63,1.4758,       ,       ,       ,0.055,2.0,best,1.48,1.0,38.2,1,1.0,,
159,211081593,034404.83+241631.8,56.02016,24.2755,HII263                 ,11.63,9.44,2.08,4.6762,5.1133,       ,       ,0.046,3.0,best,4.76,1.0,7.8,1,1.0,,
160,211006594,034408.80+230447.6,56.036669999999994,23.0799,HCG141                 ,15.43,11.11,4.21,0.5739,       ,       ,       ,0.027000000000000003,1.0,best,0.57,1.0,44,1,1.0,,
161,211010854,034409.30+230847.0,56.038790000000006,23.1464,HHJ186                 ,     ,12.49,5.52,0.5153,       ,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
162,211101750,034409.59+243522.4,56.03999,24.589560000000002,SK586                  ,     ,12.06,4.99,3.8818,       ,       ,       ,0.022000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
163,211081122,034409.90+241604.0,56.041290000000004,24.2678,HCG140                 ,16.36,11.53,4.72,1.2348,       ,       ,       ,0.019,1.0,best,1.24,1.0,     ,1,1.0,,
164,211115321,034410.94+244846.0,56.045609999999996,24.81278,UGCSJ034410.95+244845.7,     ,13.03,5.45,0.4745,       ,       ,       ,0.036000000000000004,1.0,best,     ,0.0,     ,1,1.0,,
165,211025716,034411.20+232245.5,56.046690000000005,23.37933,HII296                 ,11.45,9.37,1.97,2.5292,       ,       ,       ,0.048,2.0,best,2.61,1.0,14.7,1,1.0,,
166,210762863,034411.90+191819.4,56.049609999999994,19.30539,DH318                  ,15.1,11.05,3.94,7.4885,       ,       ,       ,0.033,3.0,best,7.41,1.0,     ,1,1.0,,
167,211056415,034412.12+235237.5,56.050540000000005,23.87709,HHJ217                 ,17.9,12.57,5.22,0.6063,       ,       ,       ,0.013999999999999999,1.0,best,0.61,0.0,     ,1,1.0,,
168,211066337,034413.06+240150.9,56.05446,24.030829999999998,HII298/HII299          ,10.88,8.73,2.04,6.1589,2.9323,       ,       ,0.019,3.0,best,     ,0.0,     ,1,1.0,,
169,211113345,034413.91+244645.7,56.05798000000001,24.77938,HII293                 ,10.79,9.09,1.59,4.0255,       ,       ,       ,0.013999999999999999,3.0,best,3.93,1.0,5.7,1,1.0,,
170,211070599,034414.66+240606.5,56.06111,24.10181,HII303                 ,10.48,8.31,2.06,2.0541,1.9761,3.2128,0.6137,0.027999999999999997,1.0,best,3.18,1.0,17.4,1,1.0,,
171,211092630,034417.74+242646.9,56.07394,24.44637,HCG145                 ,16.59,11.69,4.79,0.2749,       ,       ,       ,0.066,1.0,best,0.28,0.0,     ,1,1.0,,
172,211101696,034419.06+243518.4,56.07941999999999,24.58845,HCG146                 ,17.81,12.44,5.26,0.6814,       ,       ,       ,0.052000000000000005,1.0,best,0.68,0.0,     ,1,1.0,,
173,211057696,034419.68+235345.9,56.08201,23.8961,PPL5                   ,     ,13.3,6.97,0.3103,0.2452,       ,       ,0.142,2.0,best,     ,0.0,     ,1,1.0,,
174,211114317,034420.08+244746.1,56.08368000000001,24.79615,HII314                 ,10.6,8.95,1.54,1.4729,1.5174,       ,       ,0.038,1.0,best,1.48,1.0,41.9,1,1.0,,
175,211112974,034420.50+244622.2,56.085440000000006,24.77285,HII320                 ,11.02,8.87,2.04,1.1868,4.8312,4.4099,       ,0.038,1.0,best,4.52,1.0,10.8,1,1.0,,
176,211080177,034420.64+241510.9,56.086040000000004,24.25303,HHJ57                  ,     ,13.1,6.47,0.3489,0.4073,       ,       ,0.013999999999999999,1.0,best,     ,0.0,     ,1,1.0,,
177,211037018,034420.85+233340.0,56.086909999999996,23.56113,HCG155                 ,     ,12.01,4.93,4.4526,       ,       ,       ,0.036000000000000004,2.0,best,     ,0.0,7,1,1.0,,
178,211112685,034421.90+244606.2,56.091269999999994,24.7684,HII324                 ,12.99,10.06,2.82,0.4114,       ,       ,       ,0.048,1.0,best,0.41,1.0,72,1,1.0,,
179,211012996,034422.13+231054.9,56.092240000000004,23.18194,DH329                  ,     ,13.47,6.79,0.2991,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
180,211068579,034423.06+240405.8,56.096090000000004,24.0683,HII335                 ,13.77,10.22,3.44,0.3567,       ,       ,       ,0.051,1.0,best,0.36,1.0,73,1,1.0,,
181,211072441,034423.54+240757.4,56.09811,24.13263,HII338                 ,9.04,7.77,1.16,0.5889,       ,       ,       ,0.003,1.0,best,     ,0.0,40,1,1.0,,
182,211118414,034424.67+245153.4,56.102830000000004,24.86485,HCG148                 ,     ,11.94,5.37,0.2177,0.3821,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
183,211112686,034424.80+244606.2,56.10337,24.76839,HCG149                 ,15.42,11.01,4.3,0.7643,       ,       ,       ,0.046,1.0,best,3.27,1.0,20,1,1.0,,
184,211107439,034425.58+244052.8,56.10661999999999,24.68136,HCG150                 ,16.66,11.65,4.9,1.08,       ,       ,       ,0.033,1.0,best,1.08,1.0,13,1,1.0,,
185,211101761,034426.27+243522.9,56.109480000000005,24.5897,HII345                 ,11.46,9.27,2.08,0.8374,       ,       ,       ,0.019,1.0,best,0.84,1.0,18.9,1,1.0,,
186,211095218,034426.53+242911.5,56.11055,24.48653,HHJ243                 ,17.94,12.08,5.75,0.34700000000000003,       ,       ,       ,0.023,1.0,best,     ,0.0,     ,1,1.0,,
187,211090224,034426.87+242431.7,56.11198,24.40883,HCG156                 ,16.07,11.45,4.51,5.8799,       ,       ,       ,0.039,1.0,best,5.85,0.0,     ,1,1.0,,
188,211117230,034427.29+245038.2,56.113719999999994,24.84396,HII347                 ,14,10.07,3.82,0.3982,0.3355,       ,       ,0.027000000000000003,1.0,best,0.4,1.0,78,1,1.0,,
189,211079163,034427.49+241417.1,56.11455,24.23811,HHJ190                 ,     ,12.66,5.68,0.235,       ,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
190,211064435,034427.90+235959.8,56.11629,23.99997,DH342                  ,     ,13.49,6.21,0.3044,       ,       ,       ,0.02,1.0,best,     ,0.0,     ,1,1.0,,
191,211074888,034428.00+241017.5,56.1167,24.17155,HII357                 ,13.32,10.06,3.15,3.8002,       ,       ,       ,0.071,3.0,best,3.79,1.0,10,1,1.0,,
192,210754915,034428.08+191106.1,56.11701,19.18504,DH343                  ,11.84,9.42,2.31,0.5332,       ,       ,       ,0.049,1.0,best,0.53,1.0,     ,1,1.0,,
193,211038810,034431.71+233526.1,56.132130000000004,23.59061,SK564                  ,     ,12.2,5.12,0.9184,       ,       ,       ,0.04,1.0,best,     ,0.0,     ,1,1.0,,
194,211056297,034431.97+235230.7,56.13325,23.87521,HII370                 ,14.44,10.45,3.88,17.2827,7.7381,       ,       ,0.011000000000000001,4.0,best,0.94,1.0,     ,1,1.0,,
195,211064526,034435.40+240004.8,56.14754,24.00135,HII390                 ,14.33,10.65,3.57,9.0574,       ,       ,       ,0.008,4.0,best,     ,0.0,     ,1,1.0,,
196,211033487,034436.27+233011.1,56.15115,23.50309,HCG161                 ,16.55,11.66,4.78,1.6598,       ,       ,       ,0.064,1.0,best,     ,0.0,13,1,1.0,,
197,211091449,034437.76+242538.8,56.157340000000005,24.42746,HHJ46                  ,19.51,13.52,5.88,0.3036,       ,       ,       ,0.016,1.0,best,     ,0.0,     ,1,1.0,,
198,210996584,034437.77+225515.7,56.15741,22.92103,HCG164                 ,15.75,11.04,4.6,0.3152,       ,       ,       ,0.022000000000000002,1.0,best,0.31,1.0,     ,1,1.0,,
199,211004119,034438.94+230225.4,56.16226999999999,23.04041,HHJ189                 ,     ,12.5,5.53,0.8297,       ,       ,       ,0.018000000000000002,1.0,best,     ,0.0,     ,1,1.0,,
200,211097941,034439.61+243144.2,56.16505,24.52896,                       ,     ,11.88,4.96,0.6099,       ,       ,       ,0.011000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
201,211115638,034440.75+244906.7,56.1698,24.81854,HII405                 ,9.84,8.52,1.21,1.9080000000000001,       ,       ,       ,0.015,3.0,best,1.92,1.0,18.2,1,1.0,,
202,210967650,034441.82+222752.4,56.17425,22.464560000000002,PELS034                ,10.76,9.07,1.58,3.9912,       ,       ,       ,0.01,3.0,best,     ,0.0,     ,1,1.0,,
203,211088648,034446.13+242303.0,56.19223,24.38419,HHJ24                  ,     ,13.79,6.09,0.2858,       ,       ,       ,0.013000000000000001,1.0,best,     ,0.0,     ,1,1.0,,
204,211065077,034447.32+240037.8,56.19718,24.01052,HHJ276                 ,     ,12.32,5.11,0.7563,       ,       ,       ,0.024,1.0,best,     ,0.0,     ,1,1.0,,
205,211077649,034447.83+241252.7,56.19933,24.214660000000002,HCG166                 ,     ,12.45,5.44,0.8136,       ,       ,       ,0.046,2.0,best,     ,0.0,     ,1,1.0,,
206,211121141,034450.16+245440.0,56.20904,24.91113,HII451                 ,13.43,10.34,2.98,5.6763,       ,       ,       ,0.031,3.0,best,5.55,1.0,5.7,1,1.0,,
