,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,0.23386714906851802,0.040863713475118864,341.0581197487269,75.69689095379606,620,622,620,622,620,622,1.75,8.52331401281835e+31,5.203674532973479e+31,6.372813724560243e+27,2.274461611803033e+27,572.1784067215275,975.3735126315975,1.75,1.452941011105089e+32
