,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,0.3387463074883572,0.04086397750506876,821.7900484849444,180.25874466262943,399,401,399,401,399,401,6.5,9.819817383118962e+31,5.276716022251209e+31,2.0152606473591297e+27,1.1600772812766656e+27,1150.8552705563152,3149.3505905247584,6.5,2.6872230127965234e+32
1,0.23081776985747404,0.04086371848825365,523.4506056721364,117.44192230453699,612,614,612,614,612,614,3.25,8.660525787383036e+31,4.697174049721409e+31,2.0152606473591297e+27,1.1600772812766656e+27,1014.9895216313008,2342.2914842524515,3.25,1.998589676899623e+32
