,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,corrected,myenerg,myenerg_err,L_bol,L_bol_err,myed,ED_true,count_true,energ_true
0,-0.0056347498595502,0.0612953391901101,-105.67075326744437,194.92734473140663,830,833,833,833,,2.98259371199605e+31,1.4629187514165273e+32,1.3742317915994988e+32,5.53749986589713e+31,5.764358629392213,107.31495039356847,,5.552688804179657e+32
1,0.0458227735778933,0.04086354176979512,86.43214162263178,18.459363470990027,863,865,863,865,1.8571428571428572,1.1139313656681786e+33,5.576079992276328e+32,1.3742317915994988e+32,5.53749986589713e+31,215.2857713879778,382.34939950420824,1.8571428571428572,1.9783517786903535e+33
2,0.04938292156063676,0.06129514105123235,130.9011845231242,38.33551708047461,1106,1109,1106,1109,2.375,7.928274426599647e+32,4.59697061958989e+32,1.3742317915994988e+32,5.53749986589713e+31,153.22709534103583,331.702193287701,2.375,1.716293068426781e+33
3,0.0609088779978732,0.06129513569612755,117.54693989712759,29.451587094602388,1115,1118,1115,1118,1.8571428571428572,9.26597657506131e+32,5.033103466769295e+32,1.3742317915994988e+32,5.53749986589713e+31,179.0804151949191,385.22841647754996,1.8571428571428572,1.9932483846677026e+33
4,0.024765320547361032,0.040863185065973084,56.11357214975492,12.406421978022875,1603,1605,1603,1605,3.75,4.6916880734697735e+32,2.3773729132241345e+32,1.3742317915994988e+32,5.53749986589713e+31,90.6746786327223,201.1647835886578,3.75,1.0408665684803853e+33
5,0.061768432924701834,0.06129490496095968,94.67722521471019,20.11246558415144,1711,1714,1711,1714,2.375,8.174741226026897e+32,4.170494748297138e+32,1.3742317915994988e+32,5.53749986589713e+31,157.9904763420182,331.702193287701,2.375,1.716293068426781e+33
6,0.016454766921460518,0.04086327589902794,40.932714150700285,9.645730819538096,2232,2234,2232,2234,3.75,4.737278032171051e+32,2.4567671770890303e+32,1.3742317915994988e+32,5.53749986589713e+31,91.5557804428561,201.1647835886578,3.75,1.0408665684803853e+33
7,0.024045929304872232,0.0408633822662523,63.36312332987126,13.937975148546867,2274,2276,2274,2276,2.2,7.11286857573387e+32,3.597700126455177e+32,1.3742317915994988e+32,5.53749986589713e+31,137.46802049959706,284.6061922100308,2.2,1.4726089992951747e+33
8,0.08218156183512286,0.0408632651597145,228.24267321122286,49.86922631867801,2604,2606,2604,2606,1.3076923076923077,2.0804177293803995e+33,1.0497684599731247e+33,1.3742317915994988e+32,5.53749986589713e+31,402.075342775025,716.2242198488844,1.3076923076923077,3.7058864512838237e+33
9,0.0909558821472428,0.04086381755041657,234.40713053398883,50.498803725338576,3321,3323,3321,3323,2.125,2.205030926725846e+33,1.1071382660988398e+33,1.3742317915994988e+32,5.53749986589713e+31,426.15891663107186,686.8926068388673,2.125,3.554118856394255e+33
