angDist,col1,EPIC,IDX,Class,Cat,Period,FVI,Std,Stdc,RAJ2000,DEJ2000,N16,H16,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
0.179172,123,211396422,S1186,SM,mult,33.213440000000006,2.65,0.264,0.244,132.87471599999998,11.586427,N16,H16,121901328747834240,132.874665310, 11.586423650,0.005,0.004,90,637853696,76,55913.377268520,10,67,13.0790,,,,98340,12.7340,,,,98340,12.5970,,,,114724,12.5340,,,,98340,12.4603,0.0021,12.4695,0.0009,115000
0.161537,124,211396493,S722,SM,mult,34.37373,3.62,0.782,0.7509999999999999,132.741072,11.587439999999999,N16,H16,121901327411225418,132.741026200, 11.587440650,0.002,0.002,0,503635968,60,56066.239710650,10,70,14.2782,0.0031,14.3287,0.0021,115000,13.9220,0.0013,13.9752,0.0011,115000,13.8109,0.0021,13.8518,0.0062,115000,13.8149,0.0022,13.8509,0.0025,115000,13.7828,0.0047,13.8098,0.0035,115000
0.102536,126,211396551,S935,SM,mult,24.732971,4.7,4.003,3.911,132.828559,11.588225,N16,H16,121901328285816383,132.828532950, 11.588237650,0.006,0.002,0,503635968,60,56113.651342590,10,73,16.5557,0.0028,16.6201,0.0024,115000,15.8444,0.0020,15.9018,0.0023,115000,15.5755,0.0021,15.6317,0.0019,115000,15.4829,0.0038,15.5365,0.0024,115000,15.4031,0.0042,15.4455,0.0103,115000
0.228164,127,211396570,,M,mult,14.892010999999998,3.04,4.167,3.935,132.728173,11.588574000000001,N16,H16,121901327281726766,132.728110800, 11.588556560,0.004,0.002,0,503635968,60,56017.556828700,10,68,17.4373,0.0046,17.5189,0.0046,115000,16.5017,0.0024,16.5640,0.0030,115000,16.1362,0.0045,16.1922,0.0041,115000,15.9943,0.0019,16.0421,0.0040,115000,15.8707,0.0027,15.9051,0.0047,115000
0.150093,128,211396661,,M,none,21.232597,2.95,9.207,8.662,133.075302,11.589812,N16,H16,121901330752858275,133.075259440, 11.589811850,0.007,0.005,0,503635968,60,55894.915266200,20,56,18.7456,0.0073,18.7920,0.0090,115000,17.5735,0.0036,17.6428,0.0042,115000,16.9705,0.0038,17.0351,0.0090,115000,16.6989,0.0096,16.7660,0.0053,115000,16.5393,0.0111,16.7210,0.0383,115000
0.180210,134,211396846,S1406,SM,rot,18.161554000000002,2.25,0.494,0.44299999999999995,132.980207,11.59264,N16,H16,121911329801951661,132.980155900, 11.592640270,0.003,0.002,90,235200512,28,56016.407233800,10,77,14.2243,0.0017,14.2710,0.0009,115000,13.8743,0.0009,13.9320,0.0027,115000,13.7750,0.0003,13.8206,0.0007,98616,13.7781,0.0028,13.8265,0.0028,115000,13.7624,0.0067,13.7846,0.0049,115000
0.194400,135,211396891,,M,rot,28.245554,2.3,4.523,4.074,132.40905800000002,11.593155,N16,H16,121911324090512266,132.409030130, 11.593108410,0.004,0.001,90,503635968,60,55922.657789350,10,79,18.1957,0.0035,18.2950,0.0054,115000,17.0743,0.0033,17.1595,0.0032,115000,16.5079,0.0047,16.5786,0.0030,115000,16.2632,0.0042,16.3220,0.0060,115000,16.0843,0.0045,16.1567,0.0057,115000
0.155916,136,211396893,S723,SM,rot,27.099155,3.51,0.895,0.858,132.731962,11.593181,N16,H16,121911327320102313,132.731917860, 11.593183470,0.007,0.007,0,235200512,28,56134.617048610,10,68,13.5463,0.0106,13.5888,0.0089,115000,13.4630,,,,98340,13.3050,,,,98340,13.1528,0.0028,13.1838,0.0012,115000,13.1126,0.0040,13.1366,0.0038,115000
0.237900,138,211397013,,M,rot,26.07851,2.05,3.86,3.37,132.53878600000002,11.595008,N16,H16,121911325387694521,132.538724890, 11.594980010,0.008,0.002,0,503635968,60,55980.617592590,10,82,18.0238,0.0056,18.1040,0.0070,115000,16.9437,0.0025,17.0162,0.0045,115000,16.4838,0.0035,16.5441,0.0021,115000,16.2953,0.0042,16.3588,0.0021,115000,16.1539,0.0032,16.2243,0.0104,115000
0.105244,141,211397127,S937,SM,mult,27.991806,19.93,4.803999999999999,4.798,132.779706,11.596836,N16,H16,121911327797666695,132.779676490, 11.596840360,0.009,0.006,0,503635968,60,56102.686944440,10,72,14.3311,0.0014,14.3752,0.0027,115000,13.9811,0.0020,14.0383,0.0012,115000,13.8832,0.0045,13.9188,0.0010,115000,13.8785,0.0026,13.9162,0.0021,115000,13.8416,0.0053,13.8589,0.0035,115000
0.199915,142,211397319,S724,SM,rot,24.425982,2.75,0.7859999999999999,0.732,132.777248,11.59971,N16,H16,121921327772760119,132.777194260, 11.599692320,0.006,0.003,0,503635968,60,56028.892673610,10,79,14.7722,0.0023,14.8229,0.0024,115000,14.3625,0.0019,14.4211,0.0012,115000,14.2397,0.0025,14.2895,0.0010,115000,14.2292,0.0017,14.2703,0.0027,115000,14.1895,0.0028,14.2120,0.0044,115000
0.144596,145,211397501,,M,rot,12.423001,4.19,4.5969999999999995,4.4639999999999995,132.834703,11.602608,N16,H16,121921328347373582,132.834685150, 11.602571840,0.005,0.004,90,503635968,60,55903.838553240,10,78,17.2872,0.0037,17.3633,0.0041,115000,16.2349,0.0022,16.2936,0.0021,115000,15.7886,0.0019,15.8460,0.0017,115000,15.5952,0.0026,15.6575,0.0037,115000,15.4536,0.0039,15.5033,0.0062,115000
0.229180,146,211397512,M5862,SM,rot,16.612288,3.22,2.5660000000000003,2.438,132.877289,11.602786,N16,H16,121921328772773813,132.877227940, 11.602764200,0.002,0.002,90,503635968,60,55991.404155090,10,59,16.5483,0.0026,16.6188,0.0035,115000,15.8149,0.0019,15.8834,0.0021,115000,15.5622,0.0021,15.6197,0.0041,115000,15.4516,0.0026,15.5255,0.0053,115000,15.3692,0.0097,15.4109,0.0159,115000
0.170484,148,211397558,S1189,SM,mult,11.082663,3.4,0.474,0.45299999999999996,132.883994,11.603473,N16,H16,121921328840234672,132.883945680, 11.603474510,0.005,0.002,90,235200512,28,56063.890671300,8,67,13.4797,0.0010,13.5208,0.0010,98616,13.3120,,,,114724,13.1780,,,,16420,13.0507,0.0021,13.1056,0.0021,115000,13.0408,0.0036,13.0460,0.0047,115000
0.079644,150,211397833,,M,mult,21.271563,3.48,6.379,6.11,133.146143,11.607479,N16,H16,121921331461699467,133.146148610, 11.607457570,0.003,0.001,90,503635968,60,55890.388993060,10,65,17.7163,0.0043,17.8130,0.0065,115000,16.9058,0.0022,16.9763,0.0021,115000,16.5739,0.0017,16.6396,0.0027,115000,16.4275,0.0064,16.4989,0.0051,115000,16.3213,0.0035,16.3776,0.0110,115000
0.194050,151,211397837,,M,rot,7.493391,5.24,14.354000000000001,14.091,132.449329,11.607522,N16,H16,121921324493159516,132.449291990, 11.607482110,0.009,0.002,0,503636096,60,56092.708553240,10,70,18.5970,0.0182,18.6849,0.0181,115000,17.4144,0.0069,17.5010,0.0065,115000,16.7942,0.0056,16.8206,0.0103,115000,16.4821,0.0040,16.5629,0.0124,115000,16.3184,0.0060,16.3919,0.0161,115000
0.202677,152,211397877,S1191,SM,mult,29.102978000000004,2.53,0.588,0.54,132.929457,11.608008,N16,H16,121931329294470101,132.929399590, 11.608005330,0.003,0.002,90,503635968,60,56003.634282410,10,79,14.4103,0.0012,14.4645,0.0019,115000,13.9616,0.0030,14.0028,0.0026,115000,13.8087,0.0048,13.8540,0.0044,115000,13.7800,0.0040,13.8327,0.0028,115000,13.7443,0.0036,13.7570,0.0038,115000
0.086679,153,211397955,,M,rot,14.516207000000001,3.06,3.508,3.315,133.080397,11.609539999999999,N16,H16,121931330803941952,133.080372490, 11.609541820,0.005,0.004,90,503635968,60,55906.224178240,20,69,17.0212,0.0028,17.0806,0.0027,115000,16.1832,0.0025,16.2457,0.0029,115000,15.8715,0.0023,15.9345,0.0017,115000,15.7417,0.0025,15.7958,0.0030,115000,15.6360,0.0024,15.6967,0.0046,115000
0.182283,154,211398025,S1698,SM,rot,14.5501,5.18,2.4,2.355,133.181175,11.610515,N16,H16,121931331811833110,133.181124230, 11.610505480,0.004,0.002,0,503635968,60,56084.341932870,10,47,15.4721,0.0083,15.5427,0.0034,115000,14.9906,0.0028,15.0486,0.0024,115000,14.8257,0.0020,14.8723,0.0011,115000,14.7813,0.0018,14.8359,0.0030,115000,14.7396,0.0086,14.7866,0.0162,115000
0.076001,159,211398194,,M,rot,12.410631,2.05,2.673,2.332,133.092646,11.613023,N16,H16,121931330926446120,133.092626810, 11.613013390,0.002,0.002,90,503635968,60,55970.365439810,11,79,17.4246,0.0043,17.4981,0.0022,115000,16.4549,0.0018,16.5253,0.0022,115000,16.0160,0.0022,16.0726,0.0019,115000,15.8127,0.0015,15.8781,0.0053,115000,15.6820,0.0019,15.7225,0.0084,115000
0.046057,160,211398233,,M,mult,32.605216999999996,4.11,4.664,4.523,132.927479,11.613699,N16,H16,121931329275156933,132.927465970, 11.613698120,0.004,0.004,90,503635968,60,56057.212013890,10,77,17.1413,0.0048,17.2162,0.0050,115000,16.2893,0.0032,16.3513,0.0029,115000,15.9710,0.0046,16.0268,0.0015,115000,15.8285,0.0028,15.8926,0.0049,115000,15.7432,0.0065,15.7811,0.0128,115000
0.189812,162,211398269,S1193,SM,mult,33.601463,4.59,1.4869999999999999,1.4509999999999998,132.90424,11.614341,N16,H16,121931329042417707,132.904186300, 11.614337370,0.003,0.001,0,503635968,60,55962.795428240,10,76,15.1283,0.0021,15.1780,0.0026,115000,14.5638,0.0015,14.6138,0.0021,115000,14.3696,0.0019,14.4081,0.0026,115000,14.3044,0.0025,14.3518,0.0026,115000,14.2461,0.0030,14.2685,0.0028,115000
0.136967,163,211398314,S939,BM,rot,26.114939,3.07,0.457,0.43200000000000005,132.780912,11.614871,N16,H16,121931327809678324,132.780874060, 11.614862850,0.007,0.003,90,436527104,52,56038.792037040,10,71,13.5974,0.0007,13.6458,0.0036,115768,13.4600,,,,114724,13.3310,,,,114724,13.2127,0.0011,13.2542,0.0023,115000,13.1842,0.0010,13.1839,0.0025,115000
0.256357,165,211398504,S1195,BM,mult,1.455111,3.64,0.301,0.289,132.907059,11.617786,N16,H16,121941329071161818,132.907020970, 11.617725310,0.056,0.035,0,637853696,76,56023.975231480,11,80,12.4940,,,,114788,12.3780,,,,114788,12.3590,,,,98404,12.3450,,,,65636,12.3164,0.0124,12.3057,0.0022,115064
0.155539,167,211398541,M5052,SM,rot,27.949957,2.57,2.294,2.113,132.65045700000002,11.618336,N16,H16,121941326504202490,132.650415320, 11.618321860,0.009,0.003,0,503635968,60,55976.865266200,10,65,16.6111,0.0018,16.6690,0.0029,115000,15.8820,0.0018,15.9439,0.0034,115000,15.6147,0.0021,15.6755,0.0037,115000,15.5109,0.0023,15.5746,0.0027,115000,15.4269,0.0041,15.4721,0.0038,115000
0.134546,168,211398612,,M,rot,28.8782,3.16,4.974,4.718,132.584529,11.619616,N16,H16,121941325845194027,132.584492550, 11.619604950,0.006,0.003,90,503635968,60,56027.606701390,5,83,18.0022,0.0034,18.0911,0.0051,115000,16.8349,0.0024,16.9105,0.0049,115000,16.2009,0.0039,16.2622,0.0041,115000,15.9195,0.0023,15.9808,0.0034,115000,15.7465,0.0082,15.8037,0.0127,115000
0.184500,171,211398707,,M,rot,24.455341,3.37,8.612,8.225,133.30199,11.621081,N16,H16,121941333019735780,133.301941550, 11.621061650,0.006,0.001,90,503636096,60,55926.746157410,5,75,18.3863,0.0072,18.4750,0.0106,115000,17.2660,0.0034,17.3415,0.0021,115000,16.7338,0.0041,16.7970,0.0018,115000,16.5082,0.0042,16.5777,0.0042,115000,16.3407,0.0087,16.4440,0.0156,115000
0.117894,172,211398747,S593,SM,rot,24.235989,2.67,1.097,1.0170000000000001,132.595827,11.621687,N16,H16,121941325958446520,132.595793570, 11.621687500,0.008,0.003,0,503635968,60,56058.171053240,5,76,15.2987,0.0034,15.3593,0.0052,115000,14.8211,0.0017,14.8723,0.0010,115000,14.6582,0.0025,14.7116,0.0030,115000,14.6250,0.0028,14.6757,0.0018,115000,14.5808,0.0042,14.6104,0.0043,115000
0.191939,177,211399087,S594,BM,rot,21.393269,3.34,1.485,1.4169999999999998,132.649178,11.626759,N16,H16,121951326491742601,132.649123870, 11.626753380,0.010,0.004,0,503635968,60,55994.902534720,10,82,15.5321,0.0022,15.5865,0.0031,115000,15.0120,0.0022,15.0712,0.0019,115000,14.8124,0.0046,14.8720,0.0012,115000,14.7716,0.0031,14.8279,0.0022,115000,14.7206,0.0048,14.7446,0.0022,115000
0.211120,180,211399458,F5060,SM,mult,16.035215,2.36,2.028,1.838,133.07896000000002,11.632257000000001,N16,H16,121951330789249211,133.078900130, 11.632257680,0.003,0.002,90,503635968,60,55948.290694440,10,84,16.5727,0.0016,16.6383,0.0027,115000,15.8501,0.0020,15.9110,0.0017,115000,15.5942,0.0026,15.6553,0.0016,115000,15.4871,0.0023,15.5482,0.0025,115000,15.4145,0.0023,15.4496,0.0062,115000
0.161193,181,211399481,S1197,SM,mult,25.199709,4.41,0.57,0.555,132.893529,11.632610000000001,N16,H16,121951328935659633,132.893483300, 11.632611140,0.005,0.004,0,503635968,60,55848.044479170,5,82,13.3595,0.0010,13.4001,0.0010,16892216,13.3240,,,,114724,13.1540,,,,114724,12.9568,0.0046,13.0021,0.0033,115000,12.9199,0.0059,12.9407,0.0008,115000
0.151223,185,211399673,S728,SM,none,0.99905,2.98,0.667,0.629,132.735525,11.635607,N16,H16,121961327355663210,132.735482180, 11.635604640,0.005,0.002,90,503635968,60,55986.757500000,5,67,14.3341,0.0012,14.3810,0.0018,115000,13.9719,0.0029,14.0209,0.0019,115000,13.8532,0.0010,13.9046,0.0004,115000,13.8562,0.0049,13.9058,0.0023,115000,13.8419,0.0031,13.8626,0.0057,115000
0.128247,187,211399695,S595,SM,rot,20.64895,2.27,0.42,0.377,132.620892,11.635911,N16,H16,121961326208323589,132.620855650, 11.635912230,0.005,0.003,90,503635968,60,55860.584942130,5,83,13.9644,0.0022,14.0068,0.0052,115000,13.6403,0.0089,13.6820,0.0004,16892216,13.5265,0.0127,13.5858,0.0044,115000,13.5536,0.0029,13.5969,0.0012,115000,13.5291,0.0029,13.5459,0.0035,115000
0.177973,189,211399742,,M,rot,17.34436,1.61,9.949,7.801,132.592577,11.636567,N16,H16,121961325925584367,132.592528330, 11.636553900,0.009,0.006,0,503635968,60,56063.680682870,5,76,19.4520,0.0135,19.5541,0.0283,115000,18.2363,0.0066,18.3242,0.0113,115000,17.4760,0.0041,17.5492,0.0030,115000,17.1538,0.0070,17.2215,0.0082,115000,16.9586,0.0110,17.0593,0.0143,115000
0.172915,190,211399819,S941,SM,rot,26.280136,2.06,0.9359999999999999,0.818,132.855062,11.637830000000001,N16,H16,121961328550645873,132.855013870, 11.637820790,0.004,0.003,0,503635968,60,55971.438715280,5,70,15.4869,0.0010,15.5409,0.0010,115000,14.9754,0.0021,15.0304,0.0010,115000,14.8081,0.0017,14.8619,0.0013,115000,14.7613,0.0034,14.8145,0.0018,115000,14.6903,0.0073,14.7323,0.0045,115000
0.099108,191,211400002,S942,BM,rot,21.27156,2.73,0.76,0.7070000000000001,132.783411,11.640555,N16,H16,121961327834539152,132.783382910, 11.640555990,0.004,0.001,90,503635968,60,55999.911365740,5,71,14.6914,0.0018,14.7347,0.0016,115000,14.2950,0.0042,14.3472,0.0032,115000,14.1632,0.0020,14.2125,0.0013,115000,14.1466,0.0017,14.1988,0.0008,115000,14.1120,0.0040,14.1450,0.0063,115000
0.311499,192,211400061,,M,mult,15.306566,2.2,2.061,1.835,133.07251399999998,11.6414,N16,H16,121971330724710123,133.072439180, 11.641353990,0.004,0.004,90,503635968,60,55938.423125000,10,74,16.9979,0.0017,17.0695,0.0036,115000,16.0731,0.0030,16.1418,0.0022,115000,15.6794,0.0017,15.7279,0.0023,115000,15.5066,0.0018,15.5579,0.0019,115000,15.3866,0.0040,15.4042,0.0048,115000
1.743707,192,211400061,,M,mult,15.306566,2.2,2.061,1.835,133.07251399999998,11.6414,N16,H16,121971330724370888,133.072503320, 11.641884250,0.033,0.033,90,268959744,32,55348.479166670,0,4,20.5332,0.1157,,,4120,19.9773,0.0000,20.1264,0.0000,4120,,,,,0,,,,,0,19.7760,0.1800,,,16781328
0.172580,194,211400106,S943,BM,rot,32.977497,2.41,0.8959999999999999,0.816,132.869216,11.64209,N16,H16,121971328692180989,132.869167410, 11.642084230,0.003,0.002,90,503635968,60,55984.306689810,5,64,15.2269,0.0027,15.2904,0.0014,115000,14.7295,0.0028,14.7831,0.0030,115000,14.5361,0.0039,14.5858,0.0011,115000,14.4705,0.0031,14.5290,0.0031,115000,14.3959,0.0025,14.4298,0.0050,115000
0.163359,196,211400215,S944,SM,rot,27.538248,2.43,0.425,0.387,132.86033899999998,11.643578,N16,H16,121971328603762764,132.860293430, 11.643569810,0.007,0.002,90,503635968,60,55907.152743060,5,79,13.8531,0.0015,13.8964,0.0031,115000,13.5316,0.0050,13.5758,0.0007,115000,13.4411,0.0009,13.5112,0.0000,115000,13.4555,0.0049,13.4871,0.0007,115000,13.4159,0.0026,13.4338,0.0032,115000
0.162457,197,211400290,,M,mult,13.369133999999999,2.81,3.451,3.2239999999999998,133.18601999999998,11.644805999999999,N16,H16,121971331859984280,133.185974090, 11.644802180,0.008,0.005,90,503635968,60,56124.935138890,5,50,17.2963,0.0024,17.3613,0.0099,115000,16.3817,0.0030,16.4470,0.0041,115000,16.0480,0.0017,16.1025,0.0039,115000,15.9082,0.0032,15.9582,0.0029,115000,15.7826,0.0082,15.8306,0.0104,115000
0.160272,198,211400302,S469,SM,none,7.476908,2.86,0.823,0.7709999999999999,132.539986,11.644976,N16,H16,121971325399644598,132.539940550, 11.644975300,0.021,0.014,0,503635968,60,56073.135266200,5,86,14.7005,0.0036,14.7674,0.0023,115000,14.3099,0.0023,14.3626,0.0017,115000,14.1835,0.0039,14.2316,0.0022,115000,14.1729,0.0014,14.2280,0.0019,115000,14.1537,0.0031,14.1762,0.0048,115000
0.137445,202,211400500,S945,SM,rot,25.879955,3.65,1.119,1.0759999999999998,132.84945,11.647812,N16,H16,121971328494717854,132.849411090, 11.647809680,0.003,0.003,90,503635968,60,56025.183576390,5,78,14.7573,0.0020,14.8075,0.0029,115000,14.3494,0.0013,14.3978,0.0012,115000,14.2267,0.0015,14.2708,0.0013,115000,14.2044,0.0016,14.2562,0.0023,115000,14.1663,0.0043,14.2050,0.0061,115000
0.190847,204,211400563,S1201,BM,mult,15.072102,2.63,0.517,0.478,132.90065900000002,11.648973,N16,H16,121971329006859247,132.900605160, 11.648967540,0.006,0.004,90,503635968,60,55907.442673610,5,69,14.1188,0.0016,14.1668,0.0033,115000,13.7765,0.0054,13.8170,0.0020,115000,13.6608,0.0011,13.7046,0.0008,115000,13.6664,0.0027,13.7032,0.0024,115000,13.6258,0.0019,13.6623,0.0076,115000
0.189548,206,211400616,S1202,SM,mult,16.365076000000002,2.39,0.391,0.355,132.937205,11.6497,N16,H16,121981329372020149,132.937151430, 11.649704420,0.005,0.002,90,503635968,60,55958.704317130,5,78,13.7299,0.0022,13.7879,0.0042,115000,13.4066,0.0020,13.4490,0.0015,115000,13.4670,,,,114724,13.3262,0.0032,13.3765,0.0013,115000,13.3087,0.0030,13.3134,0.0038,115000
0.193130,207,211400620,,M,none,16.791334,2.15,4.853,4.294,132.51791,11.649761,N16,H16,121981325178950188,132.517871020, 11.649723310,0.012,0.010,0,503635968,60,56122.948622690,5,64,18.5332,0.0065,18.6195,0.0129,115000,17.2841,0.0032,17.3711,0.0049,115000,16.5747,0.0032,16.6362,0.0052,115000,16.2526,0.0017,16.3170,0.0032,115000,16.0803,0.0016,16.1439,0.0041,115000
0.076825,208,211400662,,M,rot,13.465426,3.63,7.377000000000001,7.091,133.092902,11.650312,N16,H16,121981330929070869,133.092882090, 11.650303330,0.002,0.002,90,503635968,60,55844.599641200,5,62,18.0681,0.0066,18.1399,0.0049,115000,16.9888,0.0026,17.0543,0.0034,115000,16.5147,0.0042,16.5650,0.0028,115000,16.3152,0.0025,16.3610,0.0041,115000,16.1881,0.0033,16.2518,0.0148,115000
1.987266,208,211400662,,M,rot,13.465426,3.63,7.377000000000001,7.091,133.092902,11.650312,N16,H16,121981330925231342,133.092547020, 11.650740780,0.076,0.076,90,268959744,32,55723.085393520,0,3,21.4795,0.0793,21.4291,0.1146,4120,,,,,0,,,,,0,,,,,0,18.3738,0.1711,,,4112
0.170235,212,211400944,S947,SM,mult,13.839223,2.63,0.9570000000000001,0.8859999999999999,132.846625,11.654119999999999,N16,H16,121981328466365430,132.846576880, 11.654123880,0.002,0.001,90,503635968,60,56002.752685190,5,84,15.1849,0.0014,15.2408,0.0033,115000,14.7132,0.0015,14.7621,0.0011,115000,14.5556,0.0026,14.6049,0.0012,115000,14.5111,0.0018,14.5629,0.0022,115000,14.4704,0.0046,14.5069,0.0034,115000
0.192731,214,211400999,,M,none,35.57387,1.74,7.376,6.041,133.269312,11.655006,N16,H16,121981332693026493,133.269264030, 11.654980330,0.002,0.001,90,503635968,60,56008.100381940,5,68,19.1560,0.0085,19.2519,0.0130,115000,17.9434,0.0039,18.0332,0.0043,115000,17.2132,0.0034,17.2825,0.0068,115000,16.8931,0.0029,16.9717,0.0044,115000,16.6957,0.0066,16.7982,0.0041,115000
0.189488,215,211401055,F5333,SM,mult,23.041183,3.25,2.725,2.593,133.138546,11.655887,N16,H16,121981331385217551,133.138498460, 11.655862450,0.002,0.002,90,503635968,60,55853.404791670,5,76,16.4732,0.0021,16.5258,0.0020,115000,15.7784,0.0016,15.8492,0.0014,115000,15.5270,0.0031,15.5916,0.0024,115000,15.4348,0.0049,15.4907,0.0031,115000,15.3667,0.0053,15.4242,0.0054,115000
0.210519,218,211401251,,M,mult,33.936943,2.76,16.267,15.165,132.465567,11.658708,N16,H16,121991324655380931,132.465514100, 11.658680880,0.023,0.006,0,503635968,60,56091.983576390,5,71,18.9874,0.0075,19.0793,0.0136,115000,17.8444,0.0028,17.9338,0.0055,115000,17.2967,0.0028,17.3821,0.0075,115000,17.0539,0.0050,17.1289,0.0073,115000,16.8907,0.0039,16.9906,0.0062,115000
0.144103,219,211401265,,M,rot,24.314792999999998,2.97,4.43,4.172,132.898337,11.658947999999999,N16,H16,121991328983441220,132.898296980, 11.658939870,0.003,0.002,0,503635968,60,55976.376898150,5,82,17.6230,0.0033,17.6836,0.0074,115000,16.6232,0.0026,16.6818,0.0033,115000,16.2276,0.0036,16.2833,0.0038,115000,16.0685,0.0036,16.1224,0.0036,115000,15.9421,0.0075,15.9991,0.0090,115000
0.114693,223,211401366,S949,M,mult,28.78926,4.54,2.9610000000000003,2.888,132.805777,11.660428999999999,N16,H16,121991328057962992,132.805744470, 11.660429160,0.002,0.001,90,503635968,60,56120.779826390,5,70,16.2951,0.0037,16.3599,0.0031,115000,15.5513,0.0048,15.6112,0.0044,115000,15.2516,0.0042,15.3104,0.0024,115000,15.1244,0.0024,15.1800,0.0023,115000,15.0270,0.0032,15.0708,0.0053,115000
0.175823,226,211401403,S950,SM,rot,21.332241,2.09,0.354,0.311,132.836633,11.661146,N16,H16,121991328366713847,132.836583430, 11.661140660,0.005,0.003,90,503635968,60,55892.294861110,5,80,13.8698,0.0019,13.9140,0.0020,115000,13.5475,0.0029,13.5687,0.0003,115000,13.4407,0.0006,13.4754,0.0004,115256,13.4442,0.0012,13.4905,0.0019,115000,13.4112,0.0010,13.4468,0.0019,115000
0.167973,229,211401610,S731,SM,mult,26.024057,4.54,0.542,0.529,132.748858,11.664585,N16,H16,121991327489297984,132.748810370, 11.664583910,0.040,0.025,0,503635968,60,55906.556435190,5,73,13.3830,,,,114724,13.0480,,,,114724,12.9370,,,,114724,12.9090,,,,114724,12.8386,0.0055,12.8656,0.0079,115000
0.140291,231,211401683,S598,SM,mult,19.446154,2.64,0.245,0.22699999999999998,132.643283,11.665746,N16,H16,121991326433509427,132.643243390, 11.665742280,0.040,0.018,0,906289152,108,55913.238391200,5,85,13.0520,,,,114724,12.6780,,,,114724,12.5200,,,,114724,12.4420,,,,114724,12.3595,0.0043,12.3566,0.0098,115000
0.263800,234,211401872,S243,BM,mult,26.428741,3.66,1.807,1.739,132.370258,11.668934,N16,H16,122001323702053255,132.370183330, 11.668929300,0.003,0.002,0,503635968,60,55979.784004630,5,79,15.7712,0.0027,15.8189,0.0028,115000,15.1895,0.0017,15.2438,0.0020,115000,14.9388,0.0061,14.9858,0.0051,115000,14.8619,0.0014,14.8960,0.0021,115000,14.7798,0.0038,14.7887,0.0033,115000
0.154364,239,211402436,S1808,BM,rot,33.361614,4.24,0.4,0.389,133.248515,11.678151,N16,H16,122011332485594297,133.248471490, 11.678146200,0.089,0.082,0,637853696,76,56008.064016200,6,76,12.8400,,,,98340,12.5050,,,,65572,12.3950,,,,36,12.3660,,,,65572,12.2867,0.0219,12.3383,0.0024,115000
0.170731,242,211402663,S471,SM,mult,15.445672,5.02,0.877,0.8590000000000001,132.59006399999998,11.682061000000001,N16,H16,122011325899818964,132.590015990, 11.682054780,0.021,0.017,0,503635968,60,55981.784699070,5,74,13.8673,0.0013,13.9128,0.0033,115000,13.5466,0.0056,13.5950,0.0056,16892216,13.4510,,,,114724,13.4490,0.0027,13.4825,0.0004,115000,13.4382,0.0043,13.4378,0.0032,115000
0.183871,244,211402784,,M,rot,22.256617000000002,2.25,7.112,6.369,133.239908,11.683971000000001,N16,H16,122021332398831288,133.239856280, 11.683977590,0.003,0.002,90,503635968,60,55957.642453700,5,71,18.8907,0.0084,18.9528,0.0181,115000,17.6853,0.0028,17.7500,0.0067,115000,17.0189,0.0024,17.0892,0.0061,115000,16.7177,0.0031,16.7768,0.0039,115000,16.5469,0.0078,16.6440,0.0270,115000
0.440040,249,211403248,S1585,SM,mult,24.506027,9.59,0.804,0.799,133.10970600000002,11.691019,N16,H16,122021331099259730,133.109830660, 11.691025240,0.093,0.077,90,604299264,72,55786.665185190,5,77,12.7910,,,,114788,12.1770,,,,114788,11.9750,,,,32868,11.8950,,,,114788,11.8280,,,,114788
0.027774,250,211403356,S364,SM,mult,20.879568,57.03,1.13,1.13,132.486754,11.692478999999999,N16,H16,122031324867671660,132.486760000, 11.692484000,0.061,0.061,90,1409359872,168,50768.435798610,3,31,10.3570,,,,4,9.4420,,,,114724,9.0170,,,,4,8.7530,,,,114724,8.6160,,,,114724
0.201060,250,211403356,S364,SM,mult,20.879568,57.03,1.13,1.13,132.486754,11.692478999999999,N16,H16,122031324866871277,132.486697300, 11.692485030,0.001,0.001,90,268959744,32,51991.144201390,0,21,11.5532,0.0019,15.1009,0.0020,4184,9.5960,0.0033,13.0592,0.0367,88,8.6879,0.1433,12.8170,0.2210,88,7.7927,0.2005,11.8164,0.0973,88,7.7127,0.1622,10.4783,0.0023,88
0.173996,252,211403555,S961,BM,rot,26.07851,3.11,0.307,0.29100000000000004,132.789612,11.695837,N16,H16,122031327896555500,132.789563150, 11.695830090,0.010,0.007,90,906289152,108,55810.987685190,5,73,13.0382,0.0010,13.0816,0.0010,16892216,12.9680,,,,114724,12.6850,,,,114724,12.5150,,,,114724,12.3603,0.0043,12.3550,0.0049,115000
