angDist,col1,EPIC,IDX,Class,Cat,Period,FVI,Std,Stdc,RAJ2000,DEJ2000,N16,H16,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
0.199986,254,211403852,,M,rot,27.991806,2.81,4.565,4.2669999999999995,132.404446,11.700814999999999,N16,H16,122041324044411449,132.404415420, 11.700768210,0.017,0.009,0,503635968,60,55958.589085650,5,78,17.6594,0.0049,17.7215,0.0065,115000,16.6591,0.0017,16.7185,0.0045,115000,16.2250,0.0039,16.2945,0.0036,115000,16.0499,0.0032,16.1089,0.0031,115000,15.9026,0.0044,15.9730,0.0071,115000
0.158120,255,211403974,S602,SM,mult,27.138493,3.08,0.34,0.322,132.618051,11.702722999999999,N16,H16,122041326181013747,132.618006390, 11.702718420,0.016,0.006,0,503635968,60,56014.093923610,5,80,13.3570,,,,114724,13.0120,,,,114724,12.8750,,,,114724,12.8120,,,,114724,12.7077,0.0028,12.7166,0.0037,115000
0.136843,256,211403975,S473,SM,rot,27.991806,3.05,0.7120000000000001,0.6729999999999999,132.503507,11.702728,N16,H16,122041325034353784,132.503469280, 11.702719020,0.003,0.002,0,503635968,60,56056.055636570,5,68,14.3718,0.0058,14.4177,0.0035,115000,14.0000,0.0029,14.0594,0.0017,115000,13.8921,0.0064,13.9491,0.0026,115000,13.8912,0.0025,13.9502,0.0021,115000,13.8679,0.0023,13.8954,0.0038,115000
0.394926,262,211404310,,M,rot,12.972404,2.79,3.762,3.511,133.160798,11.707605000000001,N16,H16,122041331607049630,133.160686960, 11.707590430,0.005,0.003,90,503635968,60,55965.729675930,5,68,17.4447,0.0044,17.5191,0.0064,115000,16.5116,0.0020,16.5774,0.0043,115000,16.1378,0.0025,16.1972,0.0014,115000,15.9718,0.0065,16.0465,0.0045,115000,15.8537,0.0020,15.9381,0.0266,115000
0.240519,264,211404466,,M,mult,0.24413200000000002,2.31,5.888999999999999,5.31,132.594397,11.709819,N16,H16,122051325943682320,132.594338490, 11.709853370,0.003,0.003,90,503635968,60,55952.288877310,5,71,18.0248,0.0039,18.0989,0.0092,115000,17.2544,0.0029,17.3231,0.0056,115000,16.9554,0.0032,17.0179,0.0076,115000,16.8136,0.0035,16.8684,0.0126,115000,16.7130,0.0077,16.8086,0.0143,115000
0.194368,266,211404488,,M,rot,12.938879,3.45,7.635,7.307,133.222128,11.710197,N16,H16,122051332221162704,133.222086270, 11.710161710,0.008,0.008,90,503635968,60,55918.376006940,5,73,18.3124,0.0044,18.3892,0.0115,115000,17.1815,0.0028,17.2657,0.0030,115000,16.6735,0.0065,16.7413,0.0075,115000,16.4442,0.0027,16.5198,0.0054,115000,16.3099,0.0034,16.3887,0.0127,115000
0.190292,269,211404735,S1587,SM,none,12.749169,2.81,0.632,0.591,133.126163,11.714008999999999,N16,H16,122051331261727311,133.126109050, 11.714007150,0.006,0.004,90,503635968,60,56078.563715280,5,66,14.3141,0.0009,14.3606,0.0028,115000,13.9588,0.0026,14.0056,0.0027,115000,13.8672,0.0067,13.8835,0.0031,115000,13.8624,0.0018,13.8639,0.0017,115000,13.8219,0.0037,13.8062,0.0158,115000
0.123069,270,211404773,S476,SM,rot,16.042092999999998,2.0,0.843,0.731,132.550627,11.71471,N16,H16,122051325505618182,132.550592890, 11.714717290,0.004,0.002,90,503635968,60,55886.050925930,5,69,15.4172,0.0013,15.4744,0.0023,115000,14.9204,0.0018,14.9700,0.0017,115000,14.7351,0.0035,14.8092,0.0085,115000,14.7026,0.0022,14.7606,0.0036,115000,14.6584,0.0041,14.6818,0.0061,115000
0.159262,275,211405094,S368,SM,mult,26.990790000000004,5.83,0.5589999999999999,0.551,132.428707,11.719106,N16,H16,122061324286963443,132.428662370, 11.719099110,0.017,0.007,0,637853696,76,56032.761354170,6,82,13.2530,,,,114724,12.8500,,,,98340,12.6700,,,,16420,12.5780,,,,114724,12.4516,0.0036,12.4387,0.0016,115000
0.188674,277,211405388,S1589,SM,none,34.88689,3.63,0.355,0.341,133.07787,11.723500999999999,N16,H16,122061330779008704,133.077816670, 11.723496520,0.006,0.005,90,637853696,76,56023.527384260,10,79,13.1120,,,,98340,12.7500,,,,98340,12.5970,,,,98340,12.5170,,,,98340,12.4213,0.0028,12.4329,0.0024,115000
0.279250,280,211405671,,M,rot,25.538979,3.63,8.107999999999999,7.794,133.195211,11.727768,N16,H16,122071331951653786,133.195147120, 11.727722120,0.008,0.003,0,503635968,60,55833.668379630,5,65,18.2085,0.0026,18.2735,0.0062,115000,17.1179,0.0018,17.1846,0.0047,115000,16.6193,0.0039,16.6788,0.0039,115000,16.4047,0.0032,16.4531,0.0054,115000,16.2769,0.0078,16.3223,0.0146,115000
0.119047,284,211406144,S247,BM,none,13.53856,4.78,0.297,0.29100000000000004,132.35380700000002,11.734908,N16,H16,122081323536482485,132.353778160, 11.734890790,0.137,0.091,0,1409605632,168,55965.559942130,4,76,12.6700,,,,114724,11.9580,,,,114724,11.6300,,,,4,11.4420,,,,114724,11.3500,,,,114724
1.695005,284,211406144,S247,BM,none,13.53856,4.78,0.297,0.29100000000000004,132.35380700000002,11.734908,N16,H16,122081323532242039,132.353416700, 11.734632950,0.038,0.038,90,310456320,37,56651.622858800,0,3,,,,,0,,,,,0,13.0442,0.0073,11.9755,0.0447,16778264,,,,,0,,,,,0
0.384857,286,211406540,S1592,SM,none,2.283823,22.04,0.6709999999999999,0.6709999999999999,133.07738799999998,11.74066,N16,H16,122081330773079479,133.077386190, 11.740766890,0.001,0.001,90,1075314688,128,55942.261168980,11,16,10.2627,0.0010,12.5583,0.0010,98360,10.4811,0.0638,12.6480,0.0332,98360,9.3841,0.2094,12.9122,0.1485,98360,9.2091,0.0010,11.8146,0.0010,98360,10.4812,,10.9156,0.1000,98360
1.590017,286,211406540,S1592,SM,none,2.283823,22.04,0.6709999999999999,0.6709999999999999,133.07738799999998,11.74066,N16,H16,122081330774518861,133.077333280, 11.740221590,0.001,0.001,90,1075314688,128,55928.179641200,2,7,11.4506,0.0184,11.9646,0.1686,56,9.2898,0.0051,12.6597,0.0418,56,8.9979,0.1741,13.5222,0.2711,56,13.1930,0.0022,12.7973,0.0013,4144,,,,,98336
0.124712,287,211406562,,M,rot,15.262829,2.75,3.489,3.2489999999999997,133.171795,11.740973,N16,H16,122081331717709670,133.171760310, 11.740966180,0.003,0.003,0,503635968,60,55952.021921300,5,66,17.2222,0.0031,17.2883,0.0032,115000,16.3395,0.0017,16.3990,0.0024,115000,15.9985,0.0027,16.0594,0.0020,115000,15.8528,0.0035,15.9217,0.0020,115000,15.7505,0.0101,15.8039,0.0097,115000
0.156717,288,211406596,S478,SM,rot,26.522476,3.11,1.27,1.202,132.561039,11.741568,N16,H16,122091325609640368,132.560998530, 11.741549970,0.005,0.004,90,503635968,60,56011.631377310,5,72,15.4018,0.0036,15.4589,0.0029,115000,14.8989,0.0026,14.9457,0.0012,115000,14.7393,0.0038,14.7825,0.0020,115000,14.6909,0.0018,14.7420,0.0015,115000,14.6373,0.0042,14.6839,0.0074,115000
0.284149,298,211407277,,M,rot,24.618975,2.5,8.324,7.627999999999999,132.42996599999998,11.752383,N16,H16,122101324299123342,132.429891510, 11.752352810,0.005,0.002,0,503635968,60,56125.748842590,5,69,18.8764,0.0110,18.9928,0.0130,115000,17.6744,0.0021,17.7731,0.0112,115000,17.0304,0.0066,17.0924,0.0045,115000,16.7497,0.0026,16.8097,0.0060,115000,16.5694,0.0127,16.6581,0.0336,115000
1.389220,298,211407277,,M,rot,24.618975,2.5,8.324,7.627999999999999,132.42996599999998,11.752383,N16,H16,122101324299373771,132.429992060, 11.752768050,0.030,0.030,90,268959744,32,55220.997418980,0,3,,,,,0,20.3617,0.0252,20.8966,0.0560,4120,19.7891,0.0400,20.3055,0.0528,4120,,,,,0,,,,,0
0.176098,303,211407572,S1595,SM,none,16.315092,2.38,0.41700000000000004,0.37799999999999995,133.137844,11.756677999999999,N16,H16,122101331378658514,133.137794120, 11.756680840,0.004,0.002,90,503635968,60,56052.597650460,5,60,13.8713,0.0017,13.9201,0.0012,115000,13.5492,0.0003,13.5945,0.0005,115000,13.4858,0.0284,13.5152,0.0156,16892216,13.4605,0.0044,13.5033,0.0011,115000,13.4527,0.0078,13.4439,0.0087,115000
0.188204,304,211407836,S1438,SM,none,42.404297,2.82,0.3,0.28,133.047291,11.760538,N16,H16,122111330473153134,133.047237610, 11.760537000,0.010,0.002,90,906289152,108,56097.774351850,5,70,13.3690,,,,114724,12.8310,,,,114724,12.5970,,,,114724,12.4720,,,,114724,12.4057,0.0072,12.3936,0.0064,115000
0.179406,307,211408015,S756,SM,none,11.984976,2.82,0.263,0.24600000000000002,132.763573,11.763167999999999,N16,H16,122111327636266270,132.763523370, 11.763156920,0.029,0.022,0,637853696,76,55978.524456020,4,76,12.8780,,,,114724,12.5480,,,,16420,12.4270,,,,32804,12.3800,,,,114724,12.3730,0.0030,12.3757,0.0047,115000
0.208785,309,211408116,S984,SM,mult,29.400470000000002,10.22,0.7859999999999999,0.782,132.83843000000002,11.764649,N16,H16,122111328384468066,132.838370770, 11.764650080,0.031,0.026,0,872734720,104,55725.465034720,3,65,12.2220,,,,114724,11.9750,,,,16420,11.9250,,,,16420,11.9440,,,,114724,11.9610,,,,114724
1.567874,309,211408116,S984,SM,mult,29.400470000000002,10.22,0.7859999999999999,0.782,132.83843000000002,11.764649,N16,H16,122111328387858114,132.838862980, 11.764549000,0.016,0.016,90,302067712,36,57008.655625000,0,4,,,,,0,13.0956,0.0027,15.6237,0.0032,4112,16.2230,0.0049,15.2237,0.1154,1048,,,,,0,,,,,0
1.575745,309,211408116,S984,SM,mult,29.400470000000002,10.22,0.7859999999999999,0.782,132.83843000000002,11.764649,N16,H16,122111328382057763,132.838102960, 11.764350540,0.011,0.011,90,268513280,32,55602.784247690,0,7,16.2580,0.0057,,,24,13.3654,0.0193,16.7434,0.0076,4120,15.2739,0.0023,,,16,,,,,0,,,,,0
0.162007,310,211408138,S986,BM,EB,5.17314,21.91,2.1430000000000002,2.141,132.824965,11.765055,N16,H16,122111328249718547,132.824919040, 11.765054180,0.009,0.004,90,637853696,76,55834.923773150,8,78,12.8520,,,,114724,12.5520,,,,98340,12.4770,,,,65572,12.4790,,,,65572,12.4840,0.0030,12.5178,0.0070,115000
1.329426,310,211408138,S986,BM,EB,5.17314,21.91,2.1430000000000002,2.141,132.824965,11.765055,N16,H16,122111328247318238,132.824622020, 11.764901290,0.011,0.011,90,276901888,33,56014.126712960,0,8,,,,,0,17.3029,0.1696,,,16777240,15.7251,0.0000,,,24,,,,,0,,,,,0
0.234128,311,211408169,,M,rot,12.077889,2.11,5.816,5.12,132.555372,11.765663,N16,H16,122111325553299307,132.555306590, 11.765674360,0.005,0.002,0,503635968,60,55902.576446760,5,79,18.5490,0.0049,18.6138,0.0088,115000,17.3824,0.0025,17.4426,0.0032,115000,16.8359,0.0011,16.9023,0.0042,115000,16.5877,0.0024,16.6576,0.0039,115000,16.4225,0.0048,16.4955,0.0088,115000
0.153182,314,211408522,S2204,SM,mult,25.73744,9.59,1.081,1.075,132.83572,11.771214,N16,H16,122121328357275937,132.835676550, 11.771212900,0.012,0.007,90,906289152,108,55686.107407410,7,68,12.7430,,,,16420,12.6350,,,,16420,12.6560,,,,16420,12.7220,,,,114724,12.7860,0.0028,12.7715,0.0024,16696
1.623039,314,211408522,S2204,SM,mult,25.73744,9.59,1.081,1.075,132.83572,11.771214,N16,H16,122121328352136032,132.835284200, 11.771359750,0.026,0.026,90,268513280,32,57008.636898150,0,5,17.0938,0.0081,,,24,,,,,0,18.8619,0.0000,,,24,17.4374,0.0183,,,16781328,,,,,0
0.177930,315,211408750,S610,SM,mult,34.532463,3.55,0.377,0.361,132.641344,11.774239999999999,N16,H16,122121326413609572,132.641293780, 11.774234920,0.007,0.006,90,906289152,108,55939.454317130,5,79,13.2620,,,,114724,12.9300,,,,114724,12.7950,,,,114724,12.7340,,,,114724,12.6488,0.0029,12.6514,0.0074,115000
0.190816,316,211408858,S1242,BM,mult,6.526756,13.48,1.263,1.26,132.90004199999998,11.775989,N16,H16,122131329000851665,132.899988230, 11.775995220,0.030,0.029,90,369418240,44,55898.076597220,0,75,13.1160,,,,4,12.6700,,,,4,12.4680,,,,4,12.3590,,,,4,12.3044,0.0162,12.3094,0.0068,280
0.941000,316,211408858,S1242,BM,mult,6.526756,13.48,1.263,1.26,132.90004199999998,11.775989,N16,H16,122131328999421312,132.899939890, 11.775747480,0.036,0.036,90,838938624,100,55958.508159720,4,5,14.6712,0.0017,14.8628,0.0035,115256,13.1928,0.0093,17.3473,0.0121,20536,13.8656,0.0010,13.2843,0.0010,16891952,13.2545,0.0021,14.1324,0.0023,118832,,,,,114720
1.264062,316,211408858,S1242,BM,mult,6.526756,13.48,1.263,1.26,132.90004199999998,11.775989,N16,H16,122131328996721898,132.899716950, 11.776137440,0.011,0.011,90,268959744,32,56146.257233800,0,4,,,,,0,12.8891,0.1624,15.7199,0.0000,4120,14.8359,0.0018,14.3469,0.0021,16,,,,,0,,,,,0
0.177494,318,211408990,S994,SM,rot,25.131956,3.19,0.413,0.39299999999999996,132.841882,11.778052,N16,H16,122131328418894134,132.841831970, 11.778046330,0.009,0.004,90,503635968,60,55942.305798610,5,68,13.3663,0.0010,13.4248,0.0010,115256,13.2200,,,,114724,13.0830,,,,114724,12.9406,0.0000,12.9995,0.0000,16892216,12.9461,0.0055,12.9782,0.0108,115000
0.140027,319,211409011,S995,SM,none,34.34216,4.0,0.401,0.38799999999999996,132.833844,11.778261,N16,H16,122131328338574394,132.833805160, 11.778252800,0.012,0.009,0,637853696,76,55865.846828700,5,71,12.9860,,,,98340,12.6870,,,,16420,12.5850,,,,114724,12.5550,,,,114724,12.5350,0.0057,12.5469,0.0058,115000
0.163041,321,211409088,S1245,SM,mult,34.405359999999995,2.4,0.253,0.23,132.93641200000002,11.779442999999999,N16,H16,122131329364585828,132.936365800, 11.779445370,0.012,0.005,90,503635968,60,55849.603738430,4,71,13.4680,,,,114724,12.8430,,,,114724,12.5760,,,,16420,12.4340,,,,114724,12.3542,0.0124,12.3760,0.0078,115000
1.849030,321,211409088,S1245,SM,mult,34.405359999999995,2.4,0.253,0.23,132.93641200000002,11.779442999999999,N16,H16,122131329365186508,132.936508430, 11.779947870,0.009,0.009,90,838938624,100,55206.179305560,1,4,,,,,16416,16.7813,0.0051,,,16952,,,,,114720,,,,,16416,,,,,16416
0.201610,322,211409099,S1598,SM,mult,35.248665,3.02,0.534,0.504,133.091003,11.779632000000001,N16,H16,122131330910196051,133.090945810, 11.779633390,0.006,0.005,90,1443160064,172,55911.179050930,9,58,13.9227,0.0017,13.9796,0.0016,115000,13.6024,0.0006,13.6593,0.0043,115000,13.5046,0.0039,13.5499,0.0012,115000,13.5090,0.0059,13.5565,0.0020,115000,13.4965,0.0021,13.5249,0.0055,115000
1.842605,322,211409099,S1598,SM,mult,35.248665,3.02,0.534,0.504,133.091003,11.779632000000001,N16,H16,122131330906325670,133.090614750, 11.779289190,0.009,0.009,90,277348352,33,55596.513217590,0,4,18.2097,0.0193,,,16781336,17.7556,0.0000,,,16781336,,,,,0,,,,,0,,,,,0
0.137370,324,211409345,S997,BM,mult,7.942202,5.09,0.364,0.35700000000000004,132.832948,11.783439999999999,N16,H16,122141328331290406,132.832910160, 11.783430840,0.377,0.311,0,302309376,36,56215.563981480,0,36,12.2843,0.0010,12.2934,0.0010,280,12.2827,0.0608,12.9185,0.0288,24,11.7870,0.0325,13.1466,0.0311,24,11.9250,0.0732,12.7500,0.0978,24,12.1172,0.0000,12.0581,0.0000,16777752
0.324887,324,211409345,S997,BM,mult,7.942202,5.09,0.364,0.35700000000000004,132.832948,11.783439999999999,N16,H16,122141328329750816,132.832943740, 11.783530150,0.101,0.095,90,906289152,108,55748.216134260,2,34,12.1330,,,,68,11.9670,,,,16484,11.9490,,,,16484,11.9790,,,,114788,13.3030,0.0019,12.7237,0.0020,16892536
0.161553,325,211409348,S998,SM,mult,26.060333,7.16,0.888,0.88,132.822278,11.783511,N16,H16,122141328223050693,132.822232440, 11.783506030,0.010,0.003,0,503635968,60,55823.540150460,7,69,13.1990,,,,114724,12.9230,,,,114724,12.8500,,,,114724,12.8540,,,,114724,12.8290,0.0033,12.8464,0.0012,115000
0.201160,326,211409376,S999,BM,mult,10.45074,94.86,8.288,8.287,132.827865,11.784082000000001,N16,H16,122141328278321402,132.827807920, 11.784082280,0.074,0.027,0,637853696,76,55842.281342590,5,67,12.9840,,,,114724,12.4200,,,,114724,12.1800,,,,36,12.0550,,,,98340,11.9998,0.0011,12.2382,0.0011,16843064
0.372614,327,211409560,S1001,SM,none,20.763618,3.62,0.272,0.261,132.784937,11.786702,N16,H16,122141327850024592,132.784833100, 11.786721190,0.157,0.095,90,604299264,72,55838.382268520,6,65,12.9610,,,,114724,12.2690,,,,114724,11.9750,,,,98340,11.8120,,,,114724,11.7270,,,,114724
1.238906,327,211409560,S1001,SM,none,20.763618,3.62,0.272,0.261,132.784937,11.786702,N16,H16,122141327848443961,132.784638410, 11.786520350,0.071,0.071,90,310456320,37,57052.370590280,0,7,,,,,0,12.9875,0.0010,12.5416,0.0010,16778264,,,,,0,,,,,0,,,,,0
0.170821,328,211409644,S1000,BM,none,19.702328,11.27,1.171,1.166,132.849189,11.787791,N16,H16,122141328492405822,132.849140640, 11.787787770,0.019,0.008,0,637853696,76,55881.718807870,5,59,13.1730,,,,65572,12.6660,,,,65572,12.4790,,,,114724,12.4010,,,,65572,12.3316,0.0000,12.3239,0.0018,115000
0.800432,329,211409645,,M,mult,41.7882,2.63,3.1630000000000003,2.927,133.188127,11.787804,N16,H16,122141331879435728,133.187939300, 11.787678800,0.003,0.002,0,503635968,60,55894.709236110,5,60,17.3233,0.0054,17.3953,0.0060,115000,16.3655,0.0028,16.4283,0.0031,115000,15.9496,0.0024,16.0152,0.0048,115000,15.7521,0.0008,15.8188,0.0080,115000,15.6323,0.0050,15.6958,0.0054,115000
0.166710,331,211409664,S252,SM,none,32.128925,2.74,0.7090000000000001,0.66,132.394846,11.78808,N16,H16,122141323948236213,132.394798950, 11.788075190,0.006,0.003,0,503635968,60,55989.182719910,5,89,14.5567,0.0029,14.5974,0.0021,115000,14.1792,0.0020,14.2304,0.0008,115000,14.0536,0.0048,14.1060,0.0035,115000,14.0509,0.0013,14.1009,0.0015,115000,14.0275,0.0048,14.0621,0.0052,115000
0.081866,332,211409862,,M,mult,34.09166,2.41,11.59,10.549000000000001,133.235628,11.790547,N16,H16,122141332356139164,133.235604770, 11.790546810,0.004,0.002,90,503635968,60,55989.676180560,5,63,19.3225,0.0065,19.4182,0.0119,115000,18.0696,0.0041,18.1556,0.0060,115000,17.3472,0.0038,17.4346,0.0063,115000,17.0258,0.0032,17.0995,0.0065,115000,16.8583,0.0032,16.9313,0.0235,115000
0.243761,334,211410090,,M,rot,25.047775,1.65,12.161,9.675,132.539498,11.793897,N16,H16,122151325394583140,132.539434610, 11.793869900,0.002,0.001,90,503635968,60,55954.013865740,5,73,19.7746,0.0105,19.8975,0.0170,115000,18.5702,0.0035,18.6479,0.0094,115000,17.7144,0.0040,17.7966,0.0064,115000,17.3364,0.0054,17.4084,0.0148,115000,17.1132,0.0111,17.2120,0.0199,115000
0.214343,340,211410757,S1817,SM,mult,19.355556,2.12,0.37200000000000005,0.32799999999999996,133.282202,11.80357,N16,H16,122161332822084776,133.282141540, 11.803576520,0.013,0.004,90,503635968,60,56019.105648150,5,71,13.8503,0.0048,13.8885,0.0014,115000,13.5288,0.0036,13.5818,0.0031,115000,13.5787,0.0026,13.5375,0.0049,16892472,13.4358,0.0001,13.4893,0.0020,115000,13.4230,0.0038,13.4620,0.0026,115000
0.144267,342,211410931,S1018,BM,none,11.562467999999999,4.1,0.415,0.40299999999999997,132.850355,11.806076,N16,H16,122161328503987785,132.850314180, 11.806079070,0.014,0.013,90,906289152,108,55866.687766200,5,70,12.9230,,,,114724,12.6540,,,,114724,12.5710,,,,114724,12.5570,,,,114724,12.5758,0.0007,12.5906,0.0031,115000
1.208401,342,211410931,S1018,BM,none,11.562467999999999,4.1,0.415,0.40299999999999997,132.850355,11.806076,N16,H16,122161328500597897,132.850021180, 11.806152820,0.017,0.017,90,268513280,32,56651.621655090,0,3,,,,,0,,,,,0,17.2902,0.0884,,,24,,,,,0,,,,,0
1.384831,342,211410931,S1018,BM,none,11.562467999999999,4.1,0.415,0.40299999999999997,132.850355,11.806076,N16,H16,122161328502137430,132.850155930, 11.805744330,0.017,0.017,90,268513280,32,55635.619421300,0,4,,,,,0,,,,,0,16.0682,0.0062,,,4120,16.3965,0.0110,,,16777240,,,,,0
0.160892,345,211410992,S375,SM,mult,14.332579,2.39,1.126,1.023,132.454004,11.806907,N16,H16,122161324539888770,132.453963460, 11.806886440,0.009,0.002,0,503636096,60,55961.569479170,5,72,15.7845,0.0019,15.8514,0.0049,115000,15.0861,0.0019,15.1464,0.0005,115000,14.8403,0.0053,14.8870,0.0031,115000,14.7369,0.0036,14.7864,0.0021,115000,14.6552,0.0036,14.6911,0.0031,115000
0.163494,346,211411112,S617,BM,mult,21.175186,3.25,0.451,0.429,132.612448,11.808697,N16,H16,122171326124800904,132.612403110, 11.808685520,0.005,0.004,0,503635968,60,55848.604039350,5,80,13.5598,0.0010,13.6202,0.0010,115000,13.4040,,,,114724,13.2250,,,,114724,13.0584,0.0040,13.1010,0.0004,115000,13.0373,0.0049,13.0517,0.0063,115000
0.127597,347,211411199,,M,mult,32.979079999999996,4.19,6.136,5.959,133.117496,11.809994999999999,N16,H16,122171331174702506,133.117459790, 11.809995010,0.011,0.004,0,503635968,60,55894.912789350,5,71,17.6560,0.0052,17.7352,0.0059,115000,16.6536,0.0028,16.7161,0.0041,115000,16.2626,0.0028,16.3425,0.0102,115000,16.0745,0.0057,16.1338,0.0065,115000,15.9588,0.0021,16.0173,0.0097,115000
0.175339,351,211411477,S1602,SM,rot,14.67574,2.35,0.7390000000000001,0.669,133.094603,11.813881,N16,H16,122171330945917173,133.094554090, 11.813889960,0.017,0.014,0,503635968,60,55939.326539350,5,78,14.8911,0.0032,14.9474,0.0031,115000,14.4642,0.0022,14.5074,0.0010,115000,14.3324,0.0020,14.3755,0.0018,115000,14.2994,0.0033,14.3413,0.0058,115000,14.2754,0.0019,14.2940,0.0039,115000
0.164519,353,211411508,M5951,SM,mult,24.157695999999998,72.51,6.846,6.845,132.888425,11.814256,N16,H16,122171328884957604,132.888378330, 11.814257300,0.060,0.036,90,906289152,108,55940.444224540,5,64,13.1020,,,,114724,12.7290,,,,114724,12.5710,,,,114724,12.4930,,,,114724,12.4208,0.0038,12.4195,0.0018,115000
0.988361,353,211411508,M5951,SM,mult,24.157695999999998,72.51,6.846,6.845,132.888425,11.814256,N16,H16,122171328880177607,132.888181340, 11.814391990,0.013,0.013,90,847327232,101,56188.829456020,1,5,,,,,16416,,,,,114744,13.7593,0.0011,13.2382,0.0011,16778256,13.6117,0.0014,13.1258,0.0012,16794160,,,,,16416
0.165890,354,211411553,S1713,SM,mult,12.464414999999999,3.17,0.267,0.253,133.234386,11.814967,N16,H16,122171332344078487,133.234338940, 11.814965730,0.210,0.025,90,604299264,72,55969.406273150,5,75,13.1090,,,,114724,12.4010,,,,65572,12.1160,,,,32804,11.9650,,,,114724,11.8760,,,,114724
1.454266,354,211411553,S1713,SM,mult,12.464414999999999,3.17,0.267,0.253,133.234386,11.814967,N16,H16,122171332340228719,133.234014880, 11.815143720,0.014,0.014,90,276901888,33,57029.903541670,0,4,,,,,0,13.8830,0.2167,,,16777240,14.5760,0.0000,13.7359,0.0000,16777240,,,,,0,,,,,0
0.214603,357,211411621,S1714,SM,mult,15.237948000000001,4.27,1.2770000000000001,1.242,133.19374,11.816047,N16,H16,122171331937239766,133.193679280, 11.816051610,0.004,0.002,0,503635968,60,56042.341793980,5,63,14.9299,0.0025,14.9854,0.0020,115000,14.3914,0.0021,14.4413,0.0021,115000,14.2107,0.0021,14.2653,0.0027,115000,14.1591,0.0031,14.2027,0.0031,115000,14.1089,0.0021,14.1265,0.0058,115000
0.148038,358,211411722,S1604,BM,mult,31.164859999999997,2.6,0.963,0.889,133.092595,11.817472,N16,H16,122181330925891489,133.092556320, 11.817488050,0.015,0.012,90,503635968,60,55895.740972220,5,73,15.1659,0.0026,15.2084,0.0026,115000,14.6917,0.0021,14.7385,0.0031,115000,14.5148,0.0029,14.5555,0.0057,115000,14.4511,0.0022,14.4994,0.0023,115000,14.4037,0.0034,14.4229,0.0038,115000
0.099461,359,211411723,,M,rot,13.38349,3.67,2.622,2.522,133.18502800000002,11.817472,N16,H16,122181331850071474,133.185000320, 11.817466590,0.007,0.001,90,503635968,60,56003.821377310,5,73,16.5057,0.0031,16.5659,0.0069,115000,15.6244,0.0029,15.6769,0.0018,115000,15.2276,0.0034,15.2871,0.0030,115000,15.0727,0.0018,15.1165,0.0035,115000,14.9565,0.0041,14.9945,0.0061,115000
0.137321,361,211411894,S485,SM,mult,26.923534000000004,3.23,0.516,0.49,132.583853,11.819741,N16,H16,122181325838394165,132.583815370, 11.819731080,0.006,0.006,0,503635968,60,55961.952048610,6,84,13.7582,0.0030,13.8147,0.0045,115000,13.4531,0.0044,13.5054,0.0041,16892216,13.3808,0.0010,13.4807,0.0010,115000,13.3646,0.0022,13.4197,0.0025,115000,13.3370,0.0020,13.3595,0.0077,115000
0.170863,363,211411922,S774,SM,none,15.567862,3.26,0.336,0.32,132.708114,11.820203999999999,N16,H16,122181327081644725,132.708065580, 11.820201450,0.014,0.009,0,906289152,108,55885.184837960,5,79,13.3360,,,,114724,12.7720,,,,114724,12.5310,,,,114724,12.4060,,,,114724,12.3483,0.0046,12.3643,0.0072,115000
0.219863,364,211412010,,M,mult,23.653378,2.4,5.524,5.022,133.164493,11.821591999999999,N16,H16,122181331644436378,133.164446360, 11.821551430,0.006,0.004,90,503635968,60,55965.904756940,5,68,18.4879,0.0078,18.5681,0.0079,115000,17.2522,0.0024,17.3195,0.0028,115000,16.5501,0.0031,16.5978,0.0000,115000,16.2389,0.0054,16.2809,0.0041,115000,16.0606,0.0046,16.1075,0.0054,115000
0.191909,365,211412077,S1034,SM,none,15.778082000000001,10.38,0.97,0.966,132.827257,11.822629,N16,H16,122181328272917659,132.827202860, 11.822634800,0.085,0.041,0,906289152,108,55957.564699070,5,79,12.9040,,,,114724,12.5600,,,,114724,12.4340,,,,114724,12.3870,,,,114724,12.3537,0.0028,12.3740,0.0053,115000
0.142636,366,211412192,S1036,BM,mult,0.22071799999999997,410.33,42.202,42.202,132.867277,11.824294,N16,H16,122181328673089559,132.867236520, 11.824293910,0.010,0.003,0,637853696,76,55939.168865740,8,77,13.2460,,,,114724,12.8800,,,,114724,12.7510,,,,98340,12.7060,,,,65572,12.6263,0.0131,12.6447,0.0211,115000
0.145215,367,211412252,S1268,SM,rot,26.673842999999998,2.82,0.262,0.245,132.958121,11.82532,N16,H16,122191329581700897,132.958080590, 11.825327920,0.008,0.006,0,637853696,76,55863.883703700,5,58,12.8000,,,,65572,12.4700,,,,114724,12.3750,,,,65572,12.3620,,,,65572,12.3630,0.0131,12.3752,0.0018,115000
