,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,istart_no_sys_no_thruster.2,istop_no_sys_no_thruster.2,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.013864186111630223,0.040864340371626895,16.682404569514475,4.168456144075614,177,179,177.0,179.0,177.0,179.0,177.0,179.0,17.0,41.276803322790215,4.796468377761811e+31,2.790606344969691e+31,4.7242320799195404e+29,1.3597432953833699e+29,17.0,0.0,113.2869730577808,1.3164231242296426e+32
1,0.013179452633400169,0.061295503335713875,39.67744177418114,7.791169922756701,875,878,875.0,878.0,875.0,878.0,875.0,878.0,,57.83795252266718,6.720915574300081e+31,3.5506306223174255e+31,4.7242320799195404e+29,1.3597432953833699e+29,,0.5,60.61050971540461,7.043093694454038e+31
2,0.04828432974483437,0.204317059229652,291.3383058922933,49.931255315649395,1241,1250,1246.0,1250.0,1246.0,1250.0,1246.0,1250.0,17.0,47.58270812679988,5.529230378469091e+31,7.058523107048782e+31,4.7242320799195404e+29,1.3597432953833699e+29,17.0,0.0,113.2869730577808,1.3164231242296426e+32
3,0.03727245377845535,0.0408633862316492,73.56631711500276,16.301331280081484,1287,1289,1853.0,1857.0,1853.0,1857.0,1853.0,1857.0,1.4,137.66700430972935,1.5997252201655718e+32,9.083788890839679e+31,4.7242320799195404e+29,1.3597432953833699e+29,1.4,0.0,331.56795520531085,3.8529030452882314e+32
4,0.07205986102503865,0.040863280060875695,164.03419959085215,36.11880503067652,1498,1500,2188.0,2203.0,2188.0,2203.0,2188.0,2203.0,1.6,592.8676091924534,6.88927075445489e+32,1.8708644645633177e+33,4.7242320799195404e+29,1.3597432953833699e+29,1.6,0.0,959.169424165921,1.1145789987539311e+33
5,0.023658486713957115,0.08172641286364524,122.20095459881777,28.82737119241755,1853,1857,2224.0,2226.0,2224.0,2226.0,2224.0,2226.0,17.0,11.093132472287907,1.2890498980155743e+31,3.0476034842149353e+31,4.7242320799195404e+29,1.3597432953833699e+29,17.0,0.0,113.2869730577808,1.3164231242296426e+32
6,2.063017890353084,0.3677680406981381,4293.1353486894905,786.0631585786548,2185,2203,2249.0,2251.0,2249.0,2251.0,2249.0,2251.0,17.0,11.235493571886675,1.3055926158977966e+31,2.7698509035759797e+31,4.7242320799195404e+29,1.3597432953833699e+29,17.0,0.0,113.2869730577808,1.3164231242296426e+32
7,0.0019584225460821552,0.04086310276034055,6.189180529657268,12.578219836609387,2224,2226,2693.0,2701.0,2693.0,2701.0,2693.0,2701.0,1.2,1251.8354773082456,1.454664314509586e+33,7.543540680849457e+32,4.7242320799195404e+29,1.3597432953833699e+29,1.2,0.0,1902.5325438880775,2.2107906741371757e+33
8,0.00028978973716900047,0.04086300171911717,-0.9708769548652784,1.7374762891504136,2249,2251,2710.0,2711.0,2710.0,2711.0,2710.0,2711.0,17.0,6.031022235937153,7.008199548311206e+30,4.319550844747451e+31,4.7242320799195404e+29,1.3597432953833699e+29,17.0,0.0,113.2869730577808,1.3164231242296426e+32
9,0.3705490121905379,0.18388416955713185,1284.3402352379442,239.71321740701725,2693,2701,2919.0,2921.0,2919.0,2921.0,2919.0,2921.0,1.3571428571428572,121.28682803648938,1.4093834514429426e+32,7.921655404120076e+31,4.7242320799195404e+29,1.3597432953833699e+29,1.3571428571428572,0.0,270.22151659424503,3.1400419969525898e+32
