,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.16127223141641633,0.04086358739732532,441.66591552269233,97.9267012275032,1049,1051,1049,1051,1049,1051,30.0,429.27129194451703,8.569237219109199e+31,4.976908200617016e+31,1.30116155957454e+28,1.12351320399495e+28,30.0,0.0,827.1696002489848,1.651219789905127e+32
1,0.6534095918739132,0.08172641914279666,1537.4540301086304,303.72825881615626,1923,1927,1923,1927,1923,1927,12.0,1572.0878233103524,3.138247010694727e+32,1.7468088687059124e+32,1.30116155957454e+28,1.12351320399495e+28,12.0,0.0,5772.350834237761,1.1522933058588862e+33
