,error,flux_gap,flux_model,time
0,44.2958668546209,41046.366011622384,41046.77110634728,2228.8001831767033
1,44.2958668546209,41046.366011622384,41046.77110634728,2228.8206155798325
2,44.2958668546209,41046.366011622384,41046.77110634728,2228.841047882037
3,44.2958668546209,41046.366011622384,41046.77110634728,2228.8614801837757
4,44.2958668546209,41046.366011622384,41046.77110634728,2228.8819124850415
5,44.2958668546209,41046.366011622384,41046.77110634728,2228.902344785849
6,44.2958668546209,41046.366011622384,41046.77110634728,2228.922777085725
7,44.2958668546209,41046.366011622384,41046.77110634728,2228.9432093851283
8,44.2958668546209,41046.366011622384,41046.77110634728,2228.9636415840723
9,44.2958668546209,41046.366011622384,41046.77110634728,2228.984073982552
10,44.2958668546209,41046.366011622384,41046.77110634728,2229.0045062800928
11,44.2958668546209,41046.366011622384,41046.77110634728,2229.024938477174
12,44.2958668546209,41046.366011622384,41046.77110634728,2229.0453708737914
13,44.2958668546209,41046.366011622384,41046.77110634728,2229.065803169935
14,44.2958668546209,41046.366011622384,41046.77110634728,2229.0862353651537
15,44.2958668546209,41046.366011622384,41046.77110634728,2229.106667760374
16,44.16184950521177,41046.366011622384,41046.77110634728,2229.127100054655
17,44.43952733605932,41046.366011622384,41046.77110634728,2229.1475324480125
18,44.48666007545517,41046.366011622384,41046.77110634728,2229.1679646413686
19,45.10590508340087,41046.366011622384,41046.77110634728,2229.188396933787
20,45.22337611215219,41046.366011622384,41046.77110634728,2229.2088293257475
21,45.332137013608246,41046.366011622384,41046.77110634728,2229.229261517241
22,45.2619723964888,41046.366011622384,41046.77110634728,2229.2496938077966
23,45.53642768215267,41046.366011622384,41046.77110634728,2229.2701261983602
24,26.087781910677492,41046.366011622384,41046.77110634728,2229.290558387991
25,26.450489383541747,41046.366011622384,41046.77110634728,2229.3109906771497
26,25.837939553282073,41046.366011622384,41046.77110634728,2229.331423065385
27,24.824675934821133,41046.366011622384,41046.77110634728,2229.3518553536123
28,24.131429211706234,41046.366011622384,41046.77110634728,2229.3722876409156
29,24.15353896057866,41046.366011622384,41046.77110634728,2229.392719927753
30,24.1412698309323,41046.366011622384,41046.77110634728,2229.4131522136595
31,24.246876072296583,41022.519534954736,41046.77110634728,2229.4335844995585
32,23.13719761178287,41041.07320680536,41046.77110634728,2229.4540167845335
33,23.16334548979444,41010.17525668302,41046.77110634728,2229.49488145308
34,23.206651165328502,41029.393021937234,41046.77110634728,2229.5153136361914
35,23.573241877230828,41032.03685100793,41046.77110634728,2229.535745918838
36,23.563523341482092,41046.23190188011,41046.77110634728,2229.5561783010126
37,23.4893483020156,41077.27332988428,41046.77110634728,2229.576610482727
38,23.3841103640696,41040.728935606625,41046.77110634728,2229.5970427639695
39,25.867941321444732,41069.41406053417,41046.77110634728,2229.617475044288
40,25.773171040613676,41066.240933764224,41046.77110634728,2229.6379073241405
41,24.95640428277627,41062.46254975549,41046.77110634728,2229.658339503527
42,25.09699151669311,41041.93643737439,41046.77110634728,2229.6787718824417
43,25.277905628203115,41061.37061157903,41046.77110634728,2229.6992041604317
44,21.324998265555333,41061.90259149026,41046.77110634728,2229.7400687150075
45,21.264369413056734,41036.68213370111,41046.77110634728,2229.7605009916006
46,21.424776840073065,41025.88714753347,41046.77110634728,2229.7809333677214
47,20.692905355075805,41041.86111401411,41046.77110634728,2229.8013655429168
48,21.23193912795082,41063.56042810973,41046.77110634728,2229.821797817647
49,20.491250883592997,41071.93539728578,41046.77110634728,2229.8422301919054
50,19.834453381053336,41063.320133610025,41046.77110634728,2229.862662465239
51,19.58590907552193,41042.68711080164,41046.77110634728,2229.8830946385715
52,19.60486391636318,41035.23435272618,41046.77110634728,2229.903527010967
53,19.414945663100944,41114.21901257512,41046.77110634728,2229.9239592829035
54,20.129763005722083,41038.97189631235,41046.77110634728,2229.9443914543735
55,20.008190094574115,41050.43475179243,41046.77110634728,2229.9648238249065
56,20.03748964817074,41034.69655484456,41046.77110634728,2229.9852560949803
57,20.038220069014915,41074.05153684007,41046.77110634728,2230.0056882645877
58,22.193044474569753,41080.96502607979,41046.77110634728,2230.0261206337236
59,25.063203386846617,41058.71446653937,41046.77110634728,2230.0465529024004
