,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,istart_no_sys_no_thruster.2,istop_no_sys_no_thruster.2,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.168877749906138,0.04086424584238557,237.12743700780808,52.59187628837197,489,491,489,491,489,491,489,491,8.666666666666666,232.07379217208688,4.632723908585756e+31,2.6909360134384537e+31,1.30116155957454e+28,1.12351320399495e+28,8.666666666666666,0.0,556.0969042159317,1.1100966634532085e+32
1,0.04462643361738239,0.04086315259337425,88.77654739680382,20.236654219672122,1794,1796,1794,1796,1794,1796,1794,1796,,93.13745709891307,1.8592367550363658e+31,1.091403612366756e+31,1.30116155957454e+28,1.12351320399495e+28,,0.0,208.12903521783852,4.154731770873949e+31
