,ampl,dur,ed,ederr,istart,istop
0,0.3148292810697832,0.040863640715542715,778.6855679871649,172.9222787379577,955,957
1,-0.015247709890571032,0.04086362605448812,-86.52259520351845,149.6873362347981,968,970
2,9.180302870853023,0.06129515059728874,33688.68428022669,7026.4019788728465,1228,1231
3,0.4658951707103203,0.12259011249261675,1647.6962327728281,659.962367683046,1270,1275
4,0.3127658612355155,0.04086338949127821,948.8829761639918,209.1559808875986,1298,1300
5,7.498510822570717,0.04086327412369428,18928.331252731547,4161.029496010782,1324,1326
6,8.875619216193291,0.14302178674552124,16830.075643819247,3229.9794620131524,1383,1390
7,0.19749150767735832,0.2451798522088211,1101.0130821080165,198.9330550510268,1443,1453
8,1.2596129617792997,0.0408632907710853,4087.007405644632,2595.479885126547,1486,1488
9,0.5311969835786747,0.2043159224340343,468.7460222418126,91.47805322799532,1768,1778
10,1.581296322353648,0.08172644859587308,10763.63540007131,8407.581073691825,1807,1811
11,0.4814854039121676,0.1634526432972052,5072.711642024352,7268.757669359641,1859,1867
12,0.36386089498274027,0.3269052152390941,321.78011904449954,61.715781705262486,1959,1974
