,error,flux_gap,flux_model,time
0,9.606199382716937,79548.37291969935,79548.34996200264,2228.800165835477
1,9.606199382716937,79548.37291969935,79548.37270526562,2228.820598227896
2,9.606199382716937,79548.37291969935,79548.38681626771,2228.84103051939
3,9.606199382716937,79548.37291969935,79548.39357070006,2228.8614628104187
4,9.606199382716937,79548.37291969935,79548.39424411871,2228.8818951009744
5,9.606199382716937,79548.37291969935,79548.39011207935,2228.9023273910716
6,9.606199382716937,79548.37291969935,79548.38245013777,2228.9227596802375
7,9.606199382716937,79548.37291969935,79548.37253384927,2228.9431919689305
8,9.606199382716937,79548.37291969935,79548.36163882262,2228.9636241571643
9,9.606199382716937,79548.37291969935,79548.35104045212,2228.9840565444683
10,9.606199382716937,79548.37291969935,79548.34201445298,2229.0044888317643
11,9.606199382716937,79548.37291969935,79548.33582069784,2229.0249210181355
12,9.606199382716937,79548.37291969935,79548.33323345464,2229.0453534040425
13,9.606199382716937,79548.37291969935,79548.33445942958,2229.06578568901
14,9.606199382716937,79548.37291969935,79548.33967300605,2229.0862178739844
15,9.606199382716937,79548.37291969935,79548.34904873099,2229.106650258029
16,9.661708348363897,79548.37291969935,79548.36276093838,2229.1270825415995
17,9.73635328376597,79548.37291969935,79548.3809842048,2229.1475149247126
18,9.673658628070884,79548.37291969935,79548.40389266859,2229.167947106893
19,10.062989557439044,79548.37291969935,79548.43166107211,2229.188379388601
20,10.012252477620367,79548.37291969935,79548.46446392842,2229.2088117698513
21,10.051020153476939,79548.37291969935,79548.50247515847,2229.2292439506346
22,9.979692658293494,79548.37291969935,79548.5456299557,2229.2496762309456
23,10.528961089774917,79548.37291969935,79548.59248564397,2229.2701086103334
24,10.794099373162522,79548.37291969935,79548.64110785098,2229.290540789254
25,11.393734855174372,79548.37291969935,79548.68956301267,2229.3109730677024
26,11.40299763403517,79548.37291969935,79548.73591684194,2229.3314054452276
27,11.325822296017076,79548.37291969935,79548.77823461007,2229.3518377227447
28,11.269042207583,79548.37291969935,79548.81458227987,2229.3722699993377
29,11.274748409046794,79548.37291969935,79548.84302558386,2229.392702275465
30,11.332330846489917,79548.37291969935,79548.8616302537,2229.413134551127
31,11.074548505492148,79555.08486131598,79548.86846202138,2229.43356682585
32,11.569220917906176,79549.55712913653,79548.80420372146,2229.4948637472407
33,12.179602324139442,79565.30893112643,79548.7546889923,2229.5152959201077
34,12.246113966293626,79546.78845949228,79548.69206367404,2229.535728192044
35,11.466054950230642,79539.20319263983,79548.61690314609,2229.5561605635085
36,11.710933943393268,79551.62756174186,79548.52978416967,2229.576592734513
37,11.428796570530013,79528.69919125672,79548.43128112065,2229.597025005045
38,11.412085794268904,79534.02248721191,79548.32196996745,2229.617457274653
39,11.41145764103028,79570.47202399818,79548.20242627633,2229.6378895437956
40,11.398451919458784,79546.13118705814,79548.0732262705,2229.6583217124717
41,11.397480585043315,79537.77330543891,79547.93554319536,2229.6787540806763
42,12.308831903487818,79551.27474128196,79547.79559231117,2229.699186348422
43,12.203307948635057,79552.96677916782,79547.54383420298,2229.740050881577
44,12.15035585163408,79554.90870188898,79547.44952952919,2229.76048314746
45,11.838749303649111,79557.14793125176,79547.3879426031,2229.780915512405
46,11.903441563355631,79569.8497384849,79547.36782531663,2229.801347677356
47,12.379244267530387,79528.05342987417,79547.3979283216,2229.821779941376
48,12.511638599599879,79556.34005824172,79547.48700368931,2229.842212304924
49,12.486620824862596,79545.92243791724,79547.64380185318,2229.862644568013
50,12.608165519007917,79532.74709784263,79547.8770296311,2229.8830767301697
51,12.772401497204946,79534.43131876488,79548.1862913144,2229.9035090923207
52,12.77309286278733,79546.92526491509,79548.55090723153,2229.923941353547
53,12.469404265469267,79540.09293160852,79548.94746451883,2229.944373514307
54,12.251460766165467,79550.92003294412,79549.35255688381,2229.9648058741295
55,11.674478774029922,79546.01043363706,79549.74276618076,2229.985238133959
56,11.66710379640708,79574.27103006004,79550.09468056393,2230.005670292856
57,11.546152583605062,79537.44921917189,79550.38489259931,2230.0261026512817
58,11.695228286990586,79550.80612926997,79550.58998530448,2230.0465349092483
59,11.715532638067877,79548.35292478933,79550.68654822973,2230.0669672662843
60,12.214145649029447,79539.95988973223,79550.65116866858,2230.0873994233116
61,12.287917657764758,79567.87862126013,79550.46284870942,2230.1078316794155
62,11.554174317028048,79558.53032749376,79550.13144096301,2230.1282640350546
63,11.010774878837742,79564.81718443506,79549.68812295412,2230.1486961897535
64,11.13807097254852,79539.12973230804,79549.16448510035,2230.1691284444605
65,11.13912476387862,79534.14625832431,79548.59212267646,2230.1895607982296
66,10.781474068283101,79544.8492795366,79547.42762606473,2230.230425204383
67,10.657093709916179,79535.67502439104,79546.89867608747,2230.2508575567626
68,10.750220573956959,79556.56798720865,79546.4473940017,2230.271289708202
69,10.625317522827489,79557.0500234641,79546.1053686942,2230.2917219591836
70,10.626924542601305,79547.51309602962,79545.90419312882,2230.312154309693
71,10.682860464364907,79542.53755915699,79545.86352514803,2230.3325864597427
72,9.540117039770857,79538.36157356987,79545.96552736747,2230.3530187093274
73,9.353626183447282,79554.36585413951,79546.18502336407,2230.3734510579816
74,9.563162406587303,79528.2818310879,79546.49683085458,2230.3938832061613
75,9.723628927507631,79559.65664087933,79546.8757754831,2230.4143154538833
76,9.961307209942593,79547.94773297559,79547.29667973537,2230.434747801133
77,9.298566891335092,79543.86755054453,79547.73435892552,2230.4551799474575
78,9.334772020118713,79560.22459180879,79548.16364317005,2230.4756122937833
79,8.74920572757966,79549.6730744705,79548.55934771977,2230.496044539177
80,9.224283251315358,79550.60817810302,79548.89629496302,2230.516476684097
81,9.059442651832967,79537.61635504379,79549.15014042915,2230.5369090285603
82,9.139561393494755,79556.44519751673,79549.31383435657,2230.557341272084
83,9.520497097962044,79549.56825239469,79549.39670470874,2230.577773415149
84,9.478531922010852,79546.90783164921,79549.40872184356,2230.5982057577494
85,9.648264737560273,79542.40007833739,79549.35985477337,2230.6186379998835
86,10.15139249820091,79547.72008487927,79549.26007400206,2230.639070141544
87,10.516077180323803,79544.90993526552,79549.11934742481,2230.659502482282
88,10.423549023811114,79559.39221699086,79548.9476465056,2230.6799347230117
89,10.723081393985625,79538.9004894095,79548.55119858334,2230.7207992021577
90,10.807453023101274,79563.06620739051,79548.34639093392,2230.7412314405665
91,10.866190341526613,79549.62005790079,79548.14946192045,2230.761663678968
92,10.896711893212016,79536.53922722195,79547.96475088419,2230.7820959164455
93,11.835616943152226,79546.50773331121,79547.79530452492,2230.80252815345
94,11.671513006352821,79565.24808033279,79547.6441694798,2230.8229603899963
95,11.671400879676444,79558.87788245625,79547.51439181039,2230.843392725612
96,11.831824448439098,79541.15868440423,79547.40901988093,2230.863824861226
97,11.653009977552493,79529.29057896147,79547.33109859828,2230.8842570959023
98,11.803350772078545,79555.08840761113,79547.28367502042,2230.904689430121
99,11.836154501942517,79561.44666776783,79547.26979623987,2230.925121563865
100,11.838610317376789,79531.20914680122,79547.29250863827,2230.9455538966868
101,11.936864904539343,79532.10967454464,79547.3547268254,2230.9659861295077
102,13.190925388030863,79542.26291422868,79547.45427919165,2230.9864182613965
103,13.19730948900466,79532.06943682492,79547.58241547857,2231.006850592814
104,13.033919380879865,79568.27776499793,79547.72994479815,2231.027282823772
105,13.052497678570962,79561.24070221692,79547.88767774023,2231.0477149542567
106,13.059357222349343,79543.9048031636,79548.04642745576,2231.0681472838187
107,13.195851089409746,79574.07904070991,79548.19700241262,2231.0885795129143
108,13.104514079957877,79552.70794747652,79548.33021360988,2231.1090116415435
109,13.194533334035665,79548.25272285519,79548.43687364388,2231.1294439697012
110,12.8147570342742,79538.10226505321,79548.50779130073,2231.149876097399
111,12.647307669661759,79548.88824375886,79548.53377872185,2231.170308324159
112,12.594185138945257,79561.5905530417,79548.50770247741,2231.190740650927
113,12.339508091154398,79544.19954904086,79548.4357512117,2231.211172876763
114,12.406139828820747,79546.57225101601,79548.32942154928,2231.231605001667
115,12.585293961269509,79559.7951764435,79548.20022146903,2231.252037326565
116,12.565134369035842,79518.72750185194,79548.05966246994,2231.272469551004
117,12.214934533531181,79544.33494238892,79547.9192543754,2231.292901674504
118,12.321000745835157,79548.66184713633,79547.7905049139,2231.3133339975466
119,11.936930485327153,79538.22201283916,79547.68492582368,2231.333766220123
120,11.513515059823783,79531.86397964707,79547.61402641262,2231.354198342233
121,11.267863128077737,79557.6858888691,79547.58931568159,2231.3746306634057
122,11.282883049686022,79554.84759869936,79547.62222221549,2231.395062884585
123,11.062605392432324,79556.53125257997,79547.7167910546,2231.415495004825
124,11.319756065759188,79551.45931007844,79548.05315776986,2231.4563595434593
125,11.33064139477204,79549.5607317382,79548.27403977302,2231.476791862304
126,11.158007588531257,79549.14458448254,79548.51610747974,2231.4972239802228
127,11.16627186368445,79561.53949938751,79548.76890641982,2231.5176561981425
128,10.975948949459822,79539.0352053626,79549.02197875876,2231.5380885151244
129,10.95677201713485,79565.76332103218,79549.26486292844,2231.5585206311807
130,11.09199191559682,79531.70317596299,79549.48710470606,2231.578952847238
131,10.989982197211024,79553.92599253777,79549.67824580283,2231.599385162357
132,9.926355435235177,79538.09233814859,79549.82853993711,2231.619817277482
133,9.920818204547066,79544.43198720686,79549.9350814754,2231.6402494916765
134,9.921291101893651,79539.70104261569,79549.99876255666,2231.660681805399
135,9.889494605024232,79545.42864107077,79550.00127659475,2231.701546130993
