,error,flux_gap,flux_model,time
0,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.8001913369517
1,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.820623742409
2,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.841056046942
3,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.8614883514747
4,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.881920655069
5,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.9023529582046
6,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.9227852608747
7,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.943217562606
8,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.9636497638785
9,3.874950161325009,3560.1665487852865,3560.1665487852865,2228.9840821646867
10,3.874950161325009,3560.1665487852865,3560.1665487852865,2229.004514465021
11,3.874950161325009,3560.1665487852865,3560.1665487852865,2229.024946664431
12,3.874950161325009,3560.1665487852865,3560.1665487852865,2229.045379063842
13,3.874950161325009,3560.1665487852865,3560.1665487852865,2229.065811362314
14,3.874950161325009,3560.1665487852865,3560.1665487852865,2229.086243559861
15,3.874950161325009,3560.1665487852865,3560.1665487852865,2229.1066759574096
16,4.30167258751592,3560.1665487852865,3560.1665487852865,2229.127108254019
17,4.201486384430387,3560.1665487852865,3560.1665487852865,2229.1475406501704
18,4.143100556073636,3560.1665487852865,3560.1665487852865,2229.167972845855
19,4.148683152353303,3560.1665487852865,3560.1665487852865,2229.1884051406014
20,4.110941655196891,3560.1665487852865,3560.1665487852865,2229.208837535356
21,4.107793602194097,3560.1665487852865,3560.1665487852865,2229.2292697291778
22,4.135260744698321,3560.1665487852865,3560.1665487852865,2229.2497020225273
23,4.281715496516636,3560.1665487852865,3560.1665487852865,2229.2701344149536
24,4.250578591734365,3560.1665487852865,3560.1665487852865,2229.2905666073784
25,3.931444768907934,3560.1665487852865,3560.1665487852865,2229.3109988988654
26,4.139394447718182,3560.1665487852865,3560.1665487852865,2229.3314312898947
27,4.171466548662092,3560.1665487852865,3560.1665487852865,2229.3518635799846
28,4.090476489790986,3560.1665487852865,3560.1665487852865,2229.372295870082
29,4.143584375850028,3560.1665487852865,3560.1665487852865,2229.392728159248
30,4.251250498992051,3560.1665487852865,3560.1665487852865,2229.413160447948
31,4.396516192093135,3563.722810271876,3560.1665487852865,2229.4335927357097
32,4.393571560306698,3569.6738475142893,3560.1665487852865,2229.4540250234786
33,4.425259698624918,3559.459813971772,3560.1665487852865,2229.4948896966816
34,4.435304597145422,3561.562552002296,3560.1665487852865,2229.515321882587
35,4.463544970494977,3563.156932021984,3560.1665487852865,2229.535754167562
36,4.471842502960797,3560.66333092476,3560.1665487852865,2229.556186552065
37,4.473745677777882,3557.1353458227563,3560.1665487852865,2229.5766187365734
38,4.4613346951451796,3562.2448531782766,3560.1665487852865,2229.5970510196785
39,4.340105402728588,3562.380808349103,3560.1665487852865,2229.617483302791
40,4.292958666351436,3556.263613037848,3560.1665487852865,2229.637915584972
41,4.3349729011403895,3567.2092910130464,3560.1665487852865,2229.6583477666863
42,4.312143977093547,3565.0025152837093,3560.1665487852865,2229.6787801479295
43,4.421590059812175,3559.726615679371,3560.1665487852865,2229.6992124287135
44,4.46225690587352,3557.6183593132155,3560.1665487852865,2229.7400769884116
45,4.381169349029863,3556.6360392220745,3560.1665487852865,2229.7605092668673
46,3.758011676178722,3562.3663457985385,3560.1665487852865,2229.7809416453165
47,3.789746871039408,3571.0765547203637,3560.1665487852865,2229.8013738233058
48,3.4665138056695244,3560.8355079576745,3560.1665487852865,2229.8218061003645
49,3.5240806133021323,3560.0575872022364,3560.1665487852865,2229.842238476951
50,3.7131863871584394,3559.9713151241253,3560.1665487852865,2229.8626707530784
51,3.891188286996917,3560.3814864524143,3560.1665487852865,2229.8831029282737
52,4.005698602731251,3561.0362826887927,3560.1665487852865,2229.9035353034633
53,4.071572004597728,3561.183348841593,3560.1665487852865,2229.923967577728
54,4.0878652177125465,3563.1409957888377,3560.1665487852865,2229.9443997515264
55,4.14935638158937,3555.506432784402,3560.1665487852865,2229.9648321243876
56,4.315048007175991,3557.515034397109,3560.1665487852865,2229.9852643972554
57,4.375343096944546,3556.64645398795,3560.1665487852865,2230.005696569191
58,4.998035778498846,3565.43174400809,3560.1665487852865,2230.0261289406553
59,5.061207732456454,3562.9925002525965,3560.1665487852865,2230.0465612116604
60,5.047725679480739,3560.098238294701,3560.1665487852865,2230.066993581735
61,5.340305009173846,3564.886192501804,3560.1665487852865,2230.0874257518008
62,5.340325945526147,3562.7646615735034,3560.1665487852865,2230.1078580209432
63,4.928678821044979,3565.1148155076426,3560.1665487852865,2230.128290389621
64,5.139114064548609,3554.9245880489234,3560.1665487852865,2230.1487225573583
65,5.2253592056415705,3567.756023507343,3560.1665487852865,2230.1691548251038
66,5.261906544738163,3566.545807535612,3560.1665487852865,2230.1895871919114
67,5.282368881069238,3555.5969653013644,3560.1665487852865,2230.230451624142
68,5.3116028223353275,3559.227796646271,3560.1665487852865,2230.2508839890943
69,5.318075143916074,3565.3262323898816,3560.1665487852865,2230.271316154038
70,5.297176093825821,3553.1843450107485,3560.1665487852865,2230.291748418058
71,5.458803682983428,3553.8565962056437,3560.1665487852865,2230.312180781606
72,5.438810029578798,3546.827765788631,3560.1665487852865,2230.3326129442285
73,5.393344316924792,3555.8780029872346,3560.1665487852865,2230.3530452068517
74,5.3593216031790245,3558.5474103887504,3560.1665487852865,2230.3734775685443
75,5.418393243357623,3550.0571102252716,3560.1665487852865,2230.3939097297625
76,5.420522780074516,3562.3460816571637,3560.1665487852865,2230.414341990523
77,5.355014517078224,3557.2711207568996,3560.1665487852865,2230.4347743508115
78,5.334334857395239,3567.5298840453024,3560.1665487852865,2230.4552065101743
79,5.51536883511124,3564.887211625878,3560.1665487852865,2230.475638869073
80,5.42432475397901,3563.259190616309,3560.1665487852865,2230.4960711275053
81,5.285424029432568,3562.540939350068,3560.1665487852865,2230.516503285464
82,5.156961908274175,3563.225290632723,3560.1665487852865,2230.5369356425
83,5.110100427620297,3558.295747022719,3560.1665487852865,2230.557367899528
84,5.109403814194926,3561.811322161643,3560.1665487852865,2230.577800055631
85,159.82594855478325,3568.730908835002,3560.1665487852865,2230.5982324108045
86,159.88305949789807,3558.8954525034183,3560.1665487852865,2230.618664665977
87,159.87155024486603,3561.6303516636613,3560.1665487852865,2230.639096820676
88,159.7910918073325,3564.134186294667,3560.1665487852865,2230.6595291744525
89,159.79294648250232,3555.4973202612514,3560.1665487852865,2230.679961427755
90,159.78385313511,3561.2295978906836,3560.1665487852865,2230.7208259325125
91,159.71431286703734,3560.801694618607,3560.1665487852865,2230.7412581844255
92,159.77362377689622,3560.3688340613285,3560.1665487852865,2230.7616904354
93,159.77338742754557,3569.2101214101363,3560.1665487852865,2230.782122685916
94,159.84020103852552,3561.6356149709327,3560.1665487852865,2230.8025549354934
95,159.88786193085144,3563.590803217539,3560.1665487852865,2230.822987185078
96,159.93905879889653,3559.9249747225786,3560.1665487852865,2230.8434195337322
97,159.96109452845698,3557.4757384706118,3560.1665487852865,2230.863851681919
98,160.00973396596822,3561.2153533582245,3560.1665487852865,2230.884283929634
99,160.00875714938581,4435.093201619826,3560.1665487852865,2230.904716276891
100,160.0537527383785,3546.4393339306857,3560.1665487852865,2230.925148423208
101,160.11487248020424,3555.383332971634,3560.1665487852865,2230.945580769534
102,160.1269143629546,3556.75172599284,3560.1665487852865,2230.9660130149277
103,160.09124480803038,3555.602178279631,3560.1665487852865,2230.986445159855
104,160.13088208826292,3559.9202134067705,3560.1665487852865,2231.0068775038453
105,160.1164432540976,3559.2420963858567,3560.1665487852865,2231.027309747842
106,160.10874365015533,3553.6459536409193,3560.1665487852865,2231.0477418908995
107,160.0996314623802,3557.2843277205125,3560.1665487852865,2231.0681742335
108,160.08655485879564,3556.22581062196,3560.1665487852865,2231.088606475634
109,160.17609152828038,3556.9921386854917,3560.1665487852865,2231.109038617302
110,160.18527318929804,3555.1924767560704,3560.1665487852865,2231.1294709580325
111,160.20797526850853,3558.8492162449725,3560.1665487852865,2231.149903098303
112,160.20568338315812,3555.4284000090397,3560.1665487852865,2231.1703353381017
113,160.24285418460894,3558.4269430817353,3560.1665487852865,2231.1907676774426
114,160.31538987344348,3554.7847769937375,3560.1665487852865,2231.211199916317
115,4.1609665618556795,3557.267534302161,3560.1665487852865,2231.2316320542595
116,3.6667515315722077,3556.9878544090607,3560.1665487852865,2231.2520643917305
117,3.7178140512009326,3569.0243237433633,3560.1665487852865,2231.2724966287424
118,4.217808331473998,3557.2878270743818,3560.1665487852865,2231.2929287652805
119,4.403973673413165,3557.6377594169007,3560.1665487852865,2231.313361101362
120,4.415058263802213,3562.598812537461,3560.1665487852865,2231.333793336511
121,4.418955738744459,3562.4029119878614,3560.1665487852865,2231.354225471194
122,4.410945677306959,3562.6616759350513,3560.1665487852865,2231.374657805405
123,4.488765838450201,3553.356101775572,3560.1665487852865,2231.3950900391574
124,4.531388747570104,3560.00231328082,3560.1665487852865,2231.415522172436
125,4.534640500568192,3559.455669307709,3560.1665487852865,2231.456386737147
126,4.536291959558318,3560.299402350776,3560.1665487852865,2231.4768190685645
127,4.582787855011095,3552.0954422007353,3560.1665487852865,2231.4972511990563
128,5.203174463734628,3550.3100779728898,3560.1665487852865,2231.517683429549
129,5.201737268612791,3558.2071519016604,3560.1665487852865,2231.5381157595693
