,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.0203097985071394,0.08172626804298487,85.93072682542294,16.95238987545457,1832,1836,1832.0,1836.0,3.8888888888888893,184.878830435195,2.7924000950923606e+34,1.3435565854790354e+34,1.79610294254284e+34,3.10175989573641e+33,3.8888888888888893,0.0,968.0726270150881,1.4621717853633891e+35
