,ampl,dur,ed,ederr,istart,istop
0,0.01175534041288242,0.2860465340418159,-5.166528485201551,0.7213307331219512,764,777
1,-0.0004531545619600884,0.08172758783621248,-4.132067917532741,5.3734698119660855,781,785
2,0.0007221726100673123,0.04086357540654717,1.532852112948019,2.9023373272999042,926,928
3,0.00012028154354411448,0.04086359648499638,0.2897618475898259,0.4304316718702714,1028,1030
4,0.00651667794416168,0.18388614865398267,25.017942315534466,3.2925020262503844,1035,1044
5,-4.28362231604416e-06,0.06129525374126388,-0.42154405073753737,0.47891821630690384,1154,1157
6,0.009481500939692952,0.06129516758664977,46.88312738517008,63.18082525730567,1234,1237
7,0.012155541768778037,0.5516529488304514,10.281146614664689,0.9853311570357454,1837,1863
8,0.0006081431183677773,0.06129466438869713,2.5725565515143636,3.7280450137562178,2283,2285
9,0.008761783802335462,0.08172621885023545,4.591167332071173,0.9060301777358681,2290,2294
10,0.006012156300701161,0.04086324403033359,10.466109506543576,2.3496300579402005,2991,2993
11,-0.0003893258951001264,0.08172639545227867,-3.349159106465625,4.394237877010987,3000,3003
