,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.07114715081388304,0.16345271313912235,309.1241585439656,56.306295824322575,2851,2859,2851,2859,3.0,318.305217024526,2.064046617746705e+32,1.2724946759402981e+32,1.42669527973314e+29,4.76337656086982e+28,3.0,0.0,557.6012116639248,3.6157588171032345e+32
