,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,istart_no_sys_no_thruster.2,istop_no_sys_no_thruster.2,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.01931071180060335,0.0612964581741835,33.49930474261413,7.030795630831753,269,272,269,272,269,272,269,272,3.8333333333333335,76.72155865526646,4.975000885343846e+31,3.205073836795934e+31,1.42669527973314e+29,4.76337656086982e+28,3.8333333333333335,0.0,220.06002904997288,1.4269767957552519e+32
1,0.022488157246113787,0.04086403222027002,64.31105653602668,14.615691676759656,433,435,433,435,433,435,433,435,3.8333333333333335,96.60769747609368,6.264515331788096e+31,4.144744877957215e+31,1.42669527973314e+29,4.76337656086982e+28,3.8333333333333335,0.0,223.76135863537212,1.4509780260314131e+32
2,0.036629983904248924,0.08172775117418496,168.78996472976377,32.124217002694394,751,755,751,753,751,753,751,753,3.8333333333333335,99.42810058465919,6.447404055741006e+31,4.292048744409828e+31,1.42669527973314e+29,4.76337656086982e+28,3.8333333333333335,0.0,222.0146451495875,1.439651481979738e+32
3,0.003076807197847771,0.040863414986233686,7.421547803684237,17.273866666742318,1146,1148,1146,1148,1146,1148,1146,1148,6.666666666666667,15.760247842814199,1.021971507689865e+31,2.8225686317309213e+31,1.42669527973314e+29,4.76337656086982e+28,6.666666666666667,1.0,141.27040396052521,9.160663535714696e+31
4,0.06271267265390354,0.04086360707151472,153.1277867655971,32.64187305899179,1158,1160,2376,2386,2376,2386,2376,2386,1.4285714285714286,172.68332266761902,1.1197630733959936e+32,1.0167763400665314e+32,1.42669527973314e+29,4.76337656086982e+28,1.4285714285714286,0.09090909090909093,312.45756186993077,2.026127563335915e+32
5,0.09435805847062308,0.26561037464853143,436.9082328951567,76.32830368334501,2374,2386,2536,2538,2536,2538,2536,2538,6.666666666666667,50.27497617604253,3.2600752040285e+31,2.2105421944395454e+31,1.42669527973314e+29,4.76337656086982e+28,6.666666666666667,0.0,141.27040396052521,9.160663535714696e+31
6,0.01456020020690423,0.04086311338323867,38.0021391759304,9.261417941586657,2536,2538,2913,2921,2913,2921,2913,2921,1.625,365.7287776700497,2.3715641660511576e+32,1.4126130016467114e+32,1.42669527973314e+29,4.76337656086982e+28,1.625,0.0,621.4799439994536,4.029979742087119e+32
7,0.04647660131128385,0.3473373852466466,416.9701390317358,64.4745829066497,2913,2929,2928,2929,2928,2929,2928,2929,6.666666666666667,8.741132444242139,5.66817755155543e+30,1.659782967999989e+31,1.42669527973314e+29,4.76337656086982e+28,6.666666666666667,1.0,141.27040396052521,9.160663535714696e+31
8,0.006194399961514488,0.04086321633076295,17.097956478632135,25.697020099160103,2972,2974,2972,2974,2972,2974,2972,2974,6.666666666666667,19.69655819248024,1.2772211118144343e+31,2.4743429618822153e+31,1.42669527973314e+29,4.76337656086982e+28,6.666666666666667,1.0,141.27040396052521,9.160663535714696e+31
9,0.021814570375843216,0.06129479442461161,75.59751402809256,14.112063438365235,3090,3093,3090,3093,3090,3093,3090,3093,1.4,91.0193568825478,5.902140011372401e+31,3.6654096966722662e+31,1.42669527973314e+29,4.76337656086982e+28,1.4,0.0,372.1215107631087,2.4130177722541284e+32
