,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,istart_no_sys_no_thruster.2,istop_no_sys_no_thruster.2,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.01102888762143854,0.04086424444540171,27.52961570728087,6.255398550795507,312,314,312.0,314.0,312.0,314.0,312.0,314.0,,55.29655374573232,4.928114884659024e+31,2.7232510434372845e+31,2.4228762028039504e+29,8.08937400878224e+28,,0.0,88.02513225271407,7.844936711126578e+31
1,0.015280271340538146,0.04086348611599533,46.734825453187334,10.253843085892939,1177,1179,1177.0,1179.0,1177.0,1179.0,1177.0,1179.0,,62.08488463641501,5.533101493014268e+31,3.014297047618693e+31,2.4228762028039504e+29,8.08937400878224e+28,,0.0,88.02513225271407,7.844936711126578e+31
2,0.003578748908767476,0.04086328635457903,8.261767291921423,2.057042531848549,1538,1540,1538.0,1540.0,1538.0,1540.0,1538.0,1540.0,,37.03470941193906,3.3005909109857395e+31,1.895707261252074e+31,2.4228762028039504e+29,8.08937400878224e+28,,0.0,88.02513225271407,7.844936711126578e+31
3,0.006965811325983244,0.04086318657937227,12.296674708880165,2.7931132542339627,1802,1804,1804.0,1804.0,1804.0,1804.0,1804.0,1804.0,2.0,,,,,,2.0,0.8,1511.0925394316553,1.3467091764728784e+33
4,0.02673973722202591,0.040863063652068383,54.32034585418225,12.340040614570787,1884,1886,2069.0,2072.0,2069.0,2072.0,2069.0,2072.0,2.75,283.5149527470718,2.526729360171161e+32,1.3430024161631646e+32,2.4228762028039504e+29,8.08937400878224e+28,2.75,0.0,608.537508002495,5.4233809304831375e+32
5,0.0971085128706316,0.06129468877770705,270.14450208069576,55.689631377147656,2069,2072,2418.0,2420.0,2418.0,2420.0,2418.0,2420.0,5.0,131.6974985429784,1.173708592810998e+32,6.319275405808604e+31,2.4228762028039504e+29,8.08937400878224e+28,5.0,0.0,311.83676111787906,2.779137721882867e+32
6,0.02766830444285493,0.04086310497223167,73.17165053130289,15.58789348297195,2418,2420,2447.0,2448.0,2447.0,2448.0,2447.0,2448.0,,36.55855227920801,3.2581550466452865e+31,2.1787885291988757e+31,2.4228762028039504e+29,8.08937400878224e+28,,0.0,88.02513225271407,7.844936711126578e+31
7,0.0057089886534606145,0.04086310637649149,10.077998860999148,2.2584394424785703,2447,2449,2542.0,2544.0,2542.0,2544.0,2542.0,2544.0,1.6666666666666667,140.93253509042052,1.2560126750492732e+32,6.837665481140826e+31,2.4228762028039504e+29,8.08937400878224e+28,1.6666666666666667,0.0,317.7381370411209,2.831731702081029e+32
8,0.05200042296941319,0.040863215130229946,134.28092116110213,29.410755022040192,2542,2544,2797.0,2801.0,2797.0,2801.0,2797.0,2801.0,8.0,331.2195712013499,2.9518803403796727e+32,1.54338468384635e+32,2.4228762028039504e+29,8.08937400878224e+28,8.0,0.0,762.524285300398,6.795735042697658e+32
9,0.14538464919083186,0.10215791210066527,343.30420756620083,67.79483537808889,2797,2801,2810.0,2813.0,2810.0,2813.0,2810.0,2813.0,,38.55084777659594,3.435711520425976e+31,9.606466608306066e+31,2.4228762028039504e+29,8.08937400878224e+28,,0.0,88.02513225271407,7.844936711126578e+31
10,0.0041667786043024495,0.08172623643622501,22.83745592065757,56.42433498918082,2810,2813,2945.0,2951.0,2945.0,2951.0,2945.0,2951.0,1.6666666666666667,155.7495837664714,1.388064517670296e+32,9.577667697046613e+31,2.4228762028039504e+29,8.08937400878224e+28,1.6666666666666667,0.0,350.0599988794304,3.119789162511027e+32
