,error,flux_gap,flux_model,time
0,54.74886646530513,78783.15871414253,78786.74861046851,2228.8001739449683
1,54.74886646530513,78783.15871414253,78783.10835714111,2228.820606340647
2,54.74886646530513,78783.15871414253,78780.9287384311,2228.8410386354008
3,54.74886646530513,78783.15871414253,78779.9740168747,2228.861470929689
4,54.74886646530513,78783.15871414253,78780.0084769046,2228.8819032230385
5,54.74886646530513,78783.15871414253,78780.79640300246,2228.9023355163954
6,54.74886646530513,78783.15871414253,78782.10207965189,2228.922767808821
7,54.74886646530513,78783.15871414253,78783.6897914186,2228.9432001007735
8,54.74886646530513,78783.15871414253,78785.32381516589,2228.963632292267
9,54.74886646530513,78783.15871414253,78786.76845866327,2228.9840646828306
10,54.74886646530513,78783.15871414253,78787.7879834385,2229.0044969729206
11,54.74886646530513,78783.15871414253,78788.1477337643,2229.0249291625514
12,54.74886646530513,78783.15871414253,78787.73983092952,2229.045361551718
13,54.74886646530513,78783.15871414253,78786.70238359556,2229.065793840411
14,54.74886646530513,78783.15871414253,78785.20173530835,2229.086226028179
15,54.74886646530513,78783.15871414253,78783.40419688294,2229.1066584154833
16,54.74617365159627,78783.15871414253,78781.47612836961,2229.1270907023136
17,54.74791674782268,78783.15871414253,78779.58384810603,2229.1475230882206
18,54.798659749510875,78783.15871414253,78777.89371812914,2229.1679552736605
19,54.87590871150151,78783.15871414253,78776.57204705753,2229.188387559094
20,54.890789407465654,78783.15871414253,78775.78517692252,2229.208819943138
21,54.86228540766419,78783.15871414253,78775.69944976801,2229.229252127181
22,54.748293091876725,78783.15871414253,78776.47311662928,2229.249684410286
23,54.74155026682081,78783.15871414253,78778.07930287701,2229.270116793399
24,28.284647187975676,78783.15871414253,78780.30630189703,2229.2905489755794
25,28.28012091449096,78783.15871414253,78782.93445766307,2229.310981256822
26,28.22396918663089,78783.15871414253,78785.74408993953,2229.3314136380723
27,27.81527195566416,78783.15871414253,78794.11015931911,2229.4540073120515
28,27.785768791800006,78783.15871414253,78788.9191795688,2229.494871965231
29,27.830782702679187,78783.15871414253,78784.99475503758,2229.515304140892
30,27.648951050296972,78783.15871414253,78780.67712876317,2229.535736416088
31,27.742843700467912,78790.73864902106,78776.33626898655,2229.556168790812
32,27.815809258499634,78779.62604958203,78772.34220904562,2229.576600965076
33,27.858270105602674,78770.38748026834,78769.06485804307,2229.597033238868
34,27.397626751658418,78767.49859747276,78766.87420785424,2229.6174655117356
35,27.3777835805668,78782.53003539593,78770.522172003,2229.678762327072
36,26.134776631567114,78779.69097120916,78776.2343147443,2229.6991945976115
37,10.414840705422082,78790.84291514687,78793.40018414002,2229.740059137286
38,10.138766263160921,78805.7551734528,78803.87669331879,2229.7604914064286
39,101.63263057390279,78783.74008006496,78814.96416197874,2229.7809237746333
40,101.67386151501499,78794.22617854738,78826.17381718269,2229.8013559428437
41,101.7216982250639,78775.04025693361,78837.01721482183,2229.8217882101235
42,101.70230185740053,78784.42590138609,78847.00573756364,2229.8422205764655
43,101.67786589231582,78772.68757581993,78855.6506777763,2229.862652842814
