,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster.1,istop_no_sys_no_thruster.1,corrected,myed,myenerg,myenerg_err,L_bol,L_bol_err,count_true,falsepos_corrected,ED_true,energ_true
0,0.13062959539233215,0.061295763407542836,363.95365445119216,73.21560139178133,802,805,802,805,802,805,4.0,474.69741389644065,3.078170068229076e+32,1.9562520486546172e+32,1.42669527973314e+29,4.76337656086982e+28,4.0,0.0,1612.1795180849344,1.0454160043651823e+33
1,0.01854845613622597,0.04086325177922845,60.64557409146777,15.117866154640732,1500,1502,1501,1501,1501,1501,,,,,,,,0.75,282.31633132309713,1.8306770911555546e+32
2,0.3000800173381017,0.12258973075950053,1175.7731523458035,238.47351902389028,1746,1750,1746,1750,1746,1750,2.5999999999999996,1139.23544739511,7.387359509824963e+32,4.707075581507537e+32,1.42669527973314e+29,4.76337656086982e+28,2.5999999999999996,0.0,2046.534110486527,1.3270727537360783e+33
3,0.15097488187449518,0.04086327936965972,198.90451859968638,43.92915753639672,1951,1953,1951,1953,1951,1953,3.3333333333333335,220.51641113896162,1.4299362003040779e+32,9.3691204883385e+31,1.42669527973314e+29,4.76337656086982e+28,3.3333333333333335,0.0,585.5184149473098,3.796787609382119e+32
4,0.03426498542571477,0.04086309944250388,93.0029218553908,22.21207920066626,2934,2936,2934,2936,2934,2936,,112.93745326369714,7.323416518426063e+31,4.930043720244204e+31,1.42669527973314e+29,4.76337656086982e+28,,0.0,388.44889983797043,2.5188925439956365e+32
