,error,flux_gap,flux_model,time
0,176430.21966644787,7862400.752288716,7864925.255545773,2228.8001692906837
1,176430.21966644787,7862400.752288716,7862135.567456273,2228.8206016914846
2,176430.21966644787,7862400.752288716,7860620.882656562,2228.8410339918264
3,176430.21966644787,7862400.752288716,7860140.027607183,2228.861466291237
4,176430.21966644787,7862400.752288716,7860451.845948668,2228.88189859064
5,176430.21966644787,7862400.752288716,7861315.181370072,2228.902330889119
6,176430.21966644787,7862400.752288716,7862488.877610942,2228.9227631871327
7,176430.21966644787,7862400.752288716,7863731.778417077,2228.9431954842075
8,176430.21966644787,7862400.752288716,7864802.723229867,2228.963627681289
9,176430.21966644787,7862400.752288716,7865460.569133281,2228.9840600774405
10,176430.21966644787,7862400.752288716,7865464.14676182,2229.0044923731184
11,176430.21966644787,7862400.752288716,7864576.290877171,2229.0249245678715
12,176430.21966644787,7862400.752288716,7862859.394133015,2229.045356962626
13,176430.21966644787,7862400.752288716,7860879.072716214,2229.0657892564413
14,176430.21966644787,7862400.752288716,7859249.084487892,2229.0862214497974
15,176430.21966644787,7862400.752288716,7858583.169539836,2229.1066538426894
16,176396.72247359055,7862400.752288716,7859495.104549253,2229.127086134642
17,243504.95225790472,7862400.752288716,7862598.663161383,2229.147518526137
18,659305.337205048,7862400.752288716,7868507.5388688035,2229.167950717165
19,659400.7760134314,7862400.752288716,7877835.554399838,2229.1883830077204
20,659401.4427702635,7862400.752288716,7891196.522455436,2229.2088153978184
21,663305.2918507713,7862400.752288716,7909203.971681945,2229.2292475869835
22,660610.6927707321,7862400.752288716,7932385.428529949,2229.2496798756765
23,660054.5041530255,7862400.752288716,7960008.777918179,2229.270112263912
24,660905.4980592601,7862400.752288716,7990389.068768843,2229.29054445168
25,660627.7581788274,7862400.752288716,8021818.685870136,2229.3109767385104
26,662424.0610180874,7862400.752288716,8052589.588636327,2229.331409124883
27,663338.159224888,7862400.752288716,8080993.424972873,2229.351841410782
28,664326.9144815472,7862400.752288716,8105322.304831512,2229.3722736962227
29,664179.1736799201,7862400.752288716,8123868.184416969,2229.392705980732
30,665174.7175535148,7862400.752288716,8134923.021399743,2229.4131382652413
31,656235.3114064387,8737443.517307118,8136778.772387738,2229.433570548812
32,642608.2981101203,11196042.754674837,8127727.395446761,2229.4540028314586
33,644257.610237962,7880048.455940381,8074830.955129899,2229.494867495814
34,644775.2221771576,7982305.342843585,8034882.336863154,2229.515299677063
35,645212.2134866102,8353022.2039974695,7989118.94422335,2229.535731957847
36,642420.2031697115,7845915.710468085,7939930.217062111,2229.556164338159
37,641349.8738391657,7836469.357294814,7889706.399493774,2229.576596517545
38,635381.4493998297,7786682.390792076,7840836.261637292,2229.597028796459
39,636175.127245197,7901072.381915218,7795709.555203553,2229.617461074915
40,635585.2573561728,7696661.953209816,7756715.786405738,2229.637893352905
41,636436.9342683582,8187504.52009569,7726244.585493257,2229.6583255304286
42,635353.8919565094,7716675.96054471,7706678.368023278,2229.678757907015
43,634445.3382952522,7854953.612834918,7699195.070541406,2229.6991901831425
44,635445.1862774612,7765959.492339812,7714496.825100305,2229.7400547335274
45,634270.3096156144,8069958.349818152,7733788.987467023,2229.7604870082578
46,632922.2663519337,7836000.918682471,7758513.544535669,2229.7809193820503
47,620407.5338875366,7757310.334150381,7786923.6581003,2229.801351555383
48,174280.41624538833,7815691.498853511,7817273.277814427,2229.821783827785
49,174248.9687338095,7848746.421486315,7847815.9769828245,2229.8422162001807
50,174037.47563519352,7891774.972492093,7876805.00471653,2229.8626484716515
51,152160.70190124805,7821689.123544663,7902493.954178277,2229.883080642656
52,151988.11051960985,7854137.163978951,7923189.517768009,2229.903513013189
53,157411.13609190626,8195747.70915996,7938320.266162175,2229.9239452832626
54,156911.67527908887,8120551.359437512,7948389.09870807,2229.9443774524043
55,156900.43850321596,7784354.21508702,7953942.00459062,2229.9648098210746
56,152699.38907147138,7845863.773422309,7955524.745819423,2229.9852420892857
57,145769.88390332262,7847295.29318532,7953683.251957416,2230.0056742570305
58,142559.98723966803,7840912.926510596,7948963.348843526,2230.026106623838
59,142758.28558274845,8096736.830796536,7941910.960885586,2230.0465388906523
60,140724.61479451592,8009633.747316163,7933071.900192261,2230.066971256536
61,136934.6802145522,8225071.95249922,7922992.181801779,2230.087403421945
62,136662.1918069247,7604942.850993766,7912217.540600352,2230.107835686431
63,151529.3004583419,7886120.431282685,7901256.921708285,2230.1282680509175
64,175975.01127630996,7847734.942280228,7890363.725728552,2230.148700214464
65,176622.5592691974,7859875.327449888,7879682.808114429,2230.169132477553
66,176658.75868351603,7908763.386487225,7869358.80192861,2230.1895648401696
67,176312.3178092161,7661140.2796296375,7850360.335940148,2230.2304292635527
68,177079.497732185,7962608.660104459,7841974.99604882,2230.250861624314
69,168357.64513685345,7886491.747875168,7834525.209996558,2230.271293784601
70,198809.95132536543,7865122.948181341,7828155.490071111,2230.2917260439644
71,198569.2300934642,8056187.863961157,7823010.481651791,2230.3121584033215
72,198583.84279937073,7827591.809414613,7819234.798246906,2230.332590561753
73,198553.39274895863,7837938.546024777,7816912.380384538,2230.3530228197196
74,198473.4321431054,7879862.60053721,7815959.389087585,2230.3734551772213
75,194621.2286519992,7893567.964947168,7816263.112801427,2230.3938873342486
76,193232.62757541478,7860229.257403791,7817710.830960956,2230.4143195903525
77,181469.1802762565,7512735.013163386,7820189.843521383,2230.4347519459843
78,176642.56166221778,8382653.280508225,7823587.3910755245,2230.455184101156
79,179621.1207337338,7805259.038838486,7827790.823425777,2230.475616455864
80,180708.46302899264,7880311.488397918,7832687.368534412,2230.4960487101052
81,181687.3172659426,7847876.385345294,7838164.300974432,2230.516480863407
82,182215.0231414625,7801247.407546479,7844108.989058638,2230.5369132162523
83,178756.9190528404,7940887.70472293,7850408.093787293,2230.5573454686237
84,178801.31893787297,7259480.238812069,7856930.409077241,2230.577777620536
85,178880.65599642362,7929227.734511617,7863523.1189514715,2230.5982099715184
86,178880.03819279443,7896699.458770816,7870031.914357237,2230.6186422225
87,175384.30952182048,7856699.335948233,7876302.584691867,2230.6390743725424
88,175469.99900039655,7870115.473584276,7882181.007034836,2230.659506722128
89,175491.63600695462,7957462.129288333,7887512.879190978,2230.6799389712396
90,176029.39092016022,7936882.756551509,7895920.211986182,2230.7208034671494
91,177577.24477500535,7934410.529866586,7898687.247683553,2230.7412357148714
92,177608.44277614853,7740883.896891813,7900290.912735582,2230.7616679611892
93,167691.41078797626,7678086.894455732,7900588.283067805,2230.7821002075143
94,135587.55263689967,7961299.072482734,7899541.3436058,2230.8025324533664
95,138852.45416380247,7959486.407224056,7897169.055483832,2230.8229646982945
96,145824.27898168596,7766710.662448418,7893490.925321565,2230.8433970427577
97,147507.92254035344,7914181.891178013,7888526.544405678,2230.8638291867537
98,164196.60011099826,7964897.811523104,7882295.377030805,2230.8842614302775
99,162957.3435407367,7825034.029554843,7874816.93270615,2230.904693772878
100,143204.13031624947,7858492.427812752,7866110.8579555545,2230.925125915004
101,142151.34520228003,7913888.384733055,7856196.510238904,2230.9455582566734
102,141703.50224674505,7899825.44092429,7845093.554082762,2230.965990497876
103,141621.63793401292,7886000.7784180725,7832821.538660881,2230.9864226386126
104,142127.91957511113,7781880.120647376,7819516.02557045,2231.006854978412
105,140179.2231735869,7722413.368254062,7805732.943605562,2231.0272872182177
106,144403.28568473773,7830864.152096303,7792122.878076246,2231.047719357084
107,152204.92635106551,7722957.030031822,7779336.215614898,2231.0681516954937
108,161802.82566654193,7784690.695815184,7768023.734088798,2231.0885839329712
109,159242.46406725587,7671384.769281437,7758835.988706088,2231.109016070448
110,157776.60504965918,7582672.000682514,7752423.4458025405,2231.1294484069876
111,157182.9576486429,7698004.869593455,7749436.808363943,2231.1498805430674
112,156896.06072776736,8214240.9947344335,7750526.587641925,2231.170312778675
113,156351.6980846956,7851185.8572513,7756343.430022881,2231.190745113825
114,159455.96425476318,7441596.790523015,7767526.263624601,2231.211177348043
115,162723.2942123462,7853597.257181028,7784037.315707024,2231.23160948226
116,184432.40139208973,7854619.628915865,7804801.235693224,2231.25204181554
117,187562.69280301704,7831898.069976332,7828654.101882222,2231.272474048361
118,187511.48524158105,7906434.034863839,7854432.231466158,2231.2929061802424
119,187437.7267661357,7848778.837346615,7880972.367378547,2231.3133385121328
120,186933.48435139898,7603309.903317439,7907110.476461516,2231.333770743091
121,185153.23527897068,8102948.964595849,7931682.928938112,2231.354202873583
122,186116.32565269325,8137511.84123428,7953526.423744693,2231.3746352036032
123,184040.8971325531,7884671.577200024,7971476.972788498,2231.3950674331645
124,189496.8479915225,7872441.232862698,7984370.99741412,2231.415499562252
125,214208.90831386836,7934325.851902986,7991780.398643396,2231.4563641181157
126,208360.9941070447,7894539.18381873,7987103.8643974075,2231.476796445342
127,209146.42504762864,7858126.246248043,7977901.514958814,2231.4972285721087
128,199194.05399290984,8050867.613739876,7964973.218806467,2231.5176607979447
129,199253.45014896835,8023409.164459878,7949118.898393974,2231.538093123774
130,184055.7449028054,8325874.304034146,7931138.776519364,2231.558525248678
131,184215.53548649882,7671202.9240977075,7911832.574119322,2231.578957473117
132,184501.62210970843,7892536.1857324885,7892000.249107525,2231.599389797084
