Object ID 	 Date of Run 	 Number of Flares 	 Filename 	 Total Exposure Time of LC in Days 	 BJD-2454833 days 
211394534	2018-05-13 10:09:00.891914	0	hlsp_k2sc_k2_llc_211394534-c05_kepler_v2_lc.fits	64.88944444444445	2306.6314659263808
211391621	2018-05-13 10:09:02.555330	0	hlsp_k2sc_k2_llc_211391621-c05_kepler_v2_lc.fits	64.88944444444445	2306.631468325002
211394644	2018-05-13 10:09:04.224850	0	hlsp_k2sc_k2_llc_211394644-c05_kepler_v2_lc.fits	64.45659722222223	2306.6314677527043
211396316	2018-05-13 10:09:05.983079	2	hlsp_k2sc_k2_llc_211396316-c05_kepler_v2_lc.fits	64.83298611111113	2306.631467886349
211394607	2018-05-13 10:09:07.641131	0	hlsp_k2sc_k2_llc_211394607-c05_kepler_v2_lc.fits	64.24958333333333	2306.6314691450316
211394185	2018-05-13 10:09:09.316878	0	hlsp_k2sc_k2_llc_211394185-c05_kepler_v2_lc.fits	64.55069444444445	2306.631471390916
211396025	2018-05-13 10:09:11.029228	2	hlsp_k2sc_k2_llc_211396025-c05_kepler_v2_lc.fits	64.5695138888889	2306.6314717587884
211394056	2018-05-13 10:09:12.735177	1	hlsp_k2sc_k2_llc_211394056-c05_kepler_v2_lc.fits	64.19312500000001	2306.6314727101344
211396155	2018-05-13 10:09:14.426317	0	hlsp_k2sc_k2_llc_211396155-c05_kepler_v2_lc.fits	64.72006944444445	2306.6314728828947
211396422	2018-05-13 10:09:16.119938	0	hlsp_k2sc_k2_llc_211396422-c05_kepler_v2_lc.fits	64.7388888888889	2306.6314734249245
211392789	2018-05-13 10:09:17.809593	0	hlsp_k2sc_k2_llc_211392789-c05_kepler_v2_lc.fits	64.62597222222223	2306.631475772323
211393129	2018-05-13 10:09:19.521170	2	hlsp_k2sc_k2_llc_211393129-c05_kepler_v2_lc.fits	64.04256944444444	2306.631477664305
211394397	2018-05-13 10:09:21.199704	0	hlsp_k2sc_k2_llc_211394397-c05_kepler_v2_lc.fits	64.60715277777777	2306.631479617754
211396846	2018-05-13 10:09:25.030146	0	hlsp_k2sc_k2_llc_211396846-c05_kepler_v2_lc.fits	64.32486111111112	2306.631480703676
211400302	2018-05-13 10:09:28.639346	0	hlsp_k2sc_k2_llc_211400302-c05_kepler_v2_lc.fits	64.77652777777777	2306.6314492808524
211404773	2018-05-13 10:09:32.351874	0	hlsp_k2sc_k2_llc_211404773-c05_kepler_v2_lc.fits	64.87062500000002	2306.631449168628
211398794	2018-05-13 10:09:35.874754	0	hlsp_k2sc_k2_llc_211398794-c05_kepler_v2_lc.fits	64.88944444444445	2306.6314506377894
211406596	2018-05-13 10:09:39.591678	0	hlsp_k2sc_k2_llc_211406596-c05_kepler_v2_lc.fits	64.81416666666667	2306.6314495676997
211404265	2018-05-13 10:09:43.304951	0	hlsp_k2sc_k2_llc_211404265-c05_kepler_v2_lc.fits	64.55069444444445	2306.6314502294044
211402663	2018-05-13 10:09:47.129171	2	hlsp_k2sc_k2_llc_211402663-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314523383844
211403974	2018-05-13 10:09:50.797992	0	hlsp_k2sc_k2_llc_211403974-c05_kepler_v2_lc.fits	64.7388888888889	2306.6314540441017
211399695	2018-05-13 10:09:54.573027	0	hlsp_k2sc_k2_llc_211399695-c05_kepler_v2_lc.fits	64.55069444444445	2306.631455066694
211405388	2018-05-13 10:09:58.186405	0	hlsp_k2sc_k2_llc_211405388-c05_kepler_v2_lc.fits	64.41895833333334	2306.631485875776
211399458	2018-05-13 10:10:01.814460	0	hlsp_k2sc_k2_llc_211399458-c05_kepler_v2_lc.fits	64.66361111111112	2306.631487086961
211397955	2018-05-13 10:10:05.372255	0	hlsp_k2sc_k2_llc_211397955-c05_kepler_v2_lc.fits	64.85180555555556	2306.6314874669406
211400767	2018-05-13 10:10:09.042651	0	hlsp_k2sc_k2_llc_211400767-c05_kepler_v2_lc.fits	64.75770833333334	2306.631487422703
211409099	2018-05-13 10:10:12.742029	0	hlsp_k2sc_k2_llc_211409099-c05_kepler_v2_lc.fits	64.85180555555556	2306.6314860853236
211407572	2018-05-13 10:10:16.440439	0	hlsp_k2sc_k2_llc_211407572-c05_kepler_v2_lc.fits	64.70125000000002	2306.6314896257463
211415591	2018-05-13 10:10:20.061053	0	hlsp_k2sc_k2_llc_211415591-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314467178527
211418092	2018-05-13 10:10:23.803117	0	hlsp_k2sc_k2_llc_211418092-c05_kepler_v2_lc.fits	64.85180555555556	2306.631447972344
