,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.01102888762143854,0.04086424444540171,27.52961570728087,6.255398550795507,312,314,312,314
1,1,0.015280271340538146,0.04086348611599533,46.734825453187334,10.253843085892939,1177,1179,1177,1179
2,2,0.003578748908767476,0.04086328635457903,8.261767291921423,2.057042531848549,1538,1540,1538,1540
3,3,0.006965811325983244,0.04086318657937227,12.296674708880166,2.7931132542339627,1802,1804,1802,1804
4,4,0.02673973722202591,0.040863063652068383,54.32034585418225,12.340040614570789,1884,1886,1884,1886
5,5,0.0971085128706316,0.06129468877770705,270.14450208069576,55.689631377147656,2069,2072,2069,2072
6,6,0.02766830444285493,0.04086310497223167,73.17165053130289,15.58789348297195,2418,2420,2418,2420
7,7,0.0057089886534606145,0.04086310637649149,10.077998860999148,2.2584394424785703,2447,2449,2447,2449
8,8,0.052000422969413186,0.040863215130229946,134.28092116110213,29.410755022040192,2542,2544,2542,2544
9,9,0.14538464919083186,0.10215791210066527,343.30420756620083,67.79483537808889,2797,2801,2797,2801
10,10,0.0041667786043024495,0.08172623643622501,22.83745592065757,56.424334989180814,2810,2813,2810,2813
11,11,0.03703146622574429,0.12258963436761405,144.23306974977098,52.59185958980057,2945,2951,2945,2951
