,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.6041400240514445,0.1225928939966252,1893.0282018069995,363.24892848044334,401,407,401,407
1,1,0.1827693351138328,0.061296152693103075,382.21926681204786,80.23503748662111,589,592,589,592
2,2,0.0995298589411018,0.04086350136640249,148.4582340092862,33.11072851384243,1157,1159,1157,1159
