,Unnamed: 0,error,flux_gap,flux_model,time,tpf_flags,tpf_time,isflare,new_isflare,new_tpf_flags,tpf_flags_wo_systematics,isflare_wo_systematics,isflare_no_sys_no_thruster
0,0,16.593427330387257,7546.668535997849,7546.668535997849,2228.8002618254973,524288,2228.8002618254973,0.0,0.0,524288,524288,0.0,False
1,1,16.593427330387257,7546.668535997849,7546.668535997849,2228.8206942612233,0,2228.8206942612233,0.0,0.0,0,0,0.0,False
2,2,16.593427330387257,7546.668535997849,7546.668535997849,2228.8411265964896,0,2228.8411265964896,0.0,0.0,0,0,0.0,False
3,3,16.593427330387257,7546.668535997849,7546.668535997849,2228.8615589308247,0,2228.8615589308247,0.0,0.0,0,0,0.0,False
4,4,16.593427330387257,7546.668535997849,7546.668535997849,2228.8819912651525,0,2228.8819912651525,0.0,0.0,0,0,0.0,False
5,5,16.593427330387257,7546.668535997849,7546.668535997849,2228.9024235985557,0,2228.9024235985557,0.0,0.0,0,0,0.0,False
6,6,16.593427330387257,7546.668535997849,7546.668535997849,2228.9228559310286,0,2228.9228559310286,0.0,0.0,0,0,0.0,False
7,7,16.593427330387257,7546.668535997849,7546.668535997849,2228.9432882634937,0,2228.9432882634937,0.0,0.0,0,0,0.0,False
8,8,16.593427330387257,7546.668535997849,7546.668535997849,2228.963720495034,0,2228.963720495034,0.0,0.0,0,0,0.0,False
9,9,16.593427330387257,7546.668535997849,7546.668535997849,2228.9841529261107,0,2228.9841529261107,0.0,0.0,0,0,0.0,False
10,10,16.593427330387257,7546.668535997849,7546.668535997849,2229.0045852567127,0,2229.0045852567127,0.0,0.0,0,0,0.0,False
11,11,16.593427330387257,7546.668535997849,7546.668535997849,2229.0250174863904,0,2229.0250174863904,0.0,0.0,0,0,0.0,False
12,12,16.593427330387257,7546.668535997849,7546.668535997849,2229.0454499160696,0,2229.0454499160696,0.0,0.0,0,0,0.0,False
13,13,16.593427330387257,7546.668535997849,7546.668535997849,2229.0658822448095,0,2229.0658822448095,0.0,0.0,0,0,0.0,False
14,14,16.593427330387257,7546.668535997849,7546.668535997849,2229.0863144726245,0,2229.0863144726245,0.0,0.0,0,0,0.0,False
15,15,16.593427330387257,7546.668535997849,7546.668535997849,2229.106746900441,8192,2229.106746900441,0.0,0.0,8192,8192,0.0,False
16,16,16.644038917480742,7546.668535997849,7546.668535997849,2229.1271792273183,0,2229.1271792273183,0.0,0.0,0,0,0.0,False
17,17,16.570974003507708,7546.668535997849,7546.668535997849,2229.1476116537383,0,2229.1476116537383,0.0,0.0,0,0,0.0,False
18,18,16.55992778235405,7546.668535997849,7546.668535997849,2229.168043879225,0,2229.168043879225,0.0,0.0,0,0,0.0,False
19,19,16.433247641429922,7546.668535997849,7546.668535997849,2229.188476204705,0,2229.188476204705,0.0,0.0,0,0,0.0,False
20,20,16.318897331818626,7546.668535997849,7546.668535997849,2229.2089086292613,0,2229.2089086292613,0.0,0.0,0,0,0.0,False
21,21,16.247171224884816,7546.668535997849,7546.668535997849,2229.2293408533515,0,2229.2293408533515,0.0,0.0,0,0,0.0,False
22,22,16.29956706073872,7546.668535997849,7546.668535997849,2229.249773176504,0,2229.249773176504,0.0,0.0,0,0,0.0,False
23,23,14.963304790103624,7546.668535997849,7546.668535997849,2229.2702055996633,0,2229.2702055996633,0.0,0.0,0,0,0.0,False
24,24,14.800565081843619,7546.668535997849,7546.668535997849,2229.2906378218904,0,2229.2906378218904,0.0,0.0,0,0,0.0,False
25,25,14.77806909840976,7546.668535997849,7546.668535997849,2229.3110701436453,0,2229.3110701436453,0.0,0.0,0,0,0.0,False
26,26,14.696253605461447,7546.668535997849,7546.668535997849,2229.331502564477,0,2229.331502564477,0.0,0.0,0,0,0.0,False
27,27,14.830515605072456,7546.668535997849,7546.668535997849,2229.351934884835,0,2229.351934884835,0.0,0.0,0,0,0.0,False
28,28,14.806584894102736,7546.668535997849,7546.668535997849,2229.3723672047345,0,2229.3723672047345,0.0,0.0,0,0,0.0,False
29,29,14.944047990857248,7546.668535997849,7546.668535997849,2229.3927995241684,0,2229.3927995241684,0.0,0.0,0,0,0.0,False
30,30,14.943299395436995,7546.668535997849,7546.668535997849,2229.413231843137,0,2229.413231843137,0.0,0.0,0,0,0.0,False
31,31,13.644695072921099,7557.871375175746,7546.668535997849,2229.4336641611662,0,2229.4336641611662,0.0,0.0,0,0,0.0,False
32,32,13.602053874973832,7559.070033707227,7546.668535997849,2229.454096478737,0,2229.454096478737,0.0,0.0,0,0,0.0,False
33,33,13.16149459495768,7543.879280920345,7546.668535997849,2229.4949612120113,0,2229.4949612120113,0.0,0.0,0,0,0.0,False
34,34,13.028461062708626,7544.696390538294,7546.668535997849,2229.5153934281843,0,2229.5153934281843,0.0,0.0,0,0,0.0,False
35,35,12.458379231108218,7553.840716305891,7546.668535997849,2229.5358257434273,0,2229.5358257434273,0.0,0.0,0,0,0.0,False
36,36,11.873899981738909,7561.433591831686,7546.668535997849,2229.5562581577324,0,2229.5562581577324,0.0,0.0,0,0,0.0,False
37,37,11.151166477436169,7557.734175329193,7546.668535997849,2229.5766903720432,0,2229.5766903720432,0.0,0.0,0,0,0.0,False
38,38,10.545513269574824,7541.396656954247,7546.668535997849,2229.5971226854167,0,2229.5971226854167,0.0,0.0,0,0,0.0,False
39,39,10.17670628394966,7546.888170497476,7546.668535997849,2229.617554998331,0,2229.617554998331,0.0,0.0,0,0,0.0,False
40,40,11.317878549718197,7546.457509039208,7546.668535997849,2229.63798731078,0,2229.63798731078,0.0,0.0,0,0,0.0,False
41,41,11.214422045279695,7558.44132863657,7546.668535997849,2229.6584195222968,0,2229.6584195222968,0.0,0.0,0,0,0.0,False
42,42,11.16097715709456,7550.5922706428255,7546.668535997849,2229.6788519333427,0,2229.6788519333427,0.0,0.0,0,0,0.0,False
43,43,11.1101542997672,7562.811244371498,7546.668535997849,2229.699284243929,0,2229.699284243929,0.0,0.0,0,0,0.0,False
44,44,10.635827390990004,7542.778725999342,7546.668535997849,2229.740148863697,0,2229.740148863697,0.0,0.0,0,0,0.0,False
45,45,10.64314965680721,7552.266486513409,7546.668535997849,2229.7605811724206,0,2229.7605811724206,0.0,0.0,0,0,0.0,False
46,46,10.692425817795993,7543.752334926404,7546.668535997849,2229.781013580672,0,2229.781013580672,0.0,0.0,0,0,0.0,False
47,47,10.711710497761525,7543.3548988724415,7546.668535997849,2229.801445788464,0,2229.801445788464,0.0,0.0,0,0,0.0,False
48,48,10.593292424276603,7538.235044196129,7546.668535997849,2229.821878095325,0,2229.821878095325,0.0,0.0,0,0,0.0,False
49,49,10.552549151760124,7542.468550747341,7546.668535997849,2229.8423105017137,0,2229.8423105017137,0.0,0.0,0,0,0.0,False
50,50,10.74007531447968,7541.5189919817,7546.668535997849,2229.8627428076434,0,2229.8627428076434,0.0,0.0,0,0,0.0,False
51,51,12.483317694867885,7545.72378735947,7546.668535997849,2229.8831750131067,0,2229.8831750131067,0.0,0.0,0,0,0.0,False
52,52,13.653099847639375,7541.457678386137,7546.668535997849,2229.903607417633,0,2229.903607417633,0.0,0.0,0,0,0.0,False
53,53,15.450996720312824,7568.923221459422,7546.668535997849,2229.9240397221656,0,2229.9240397221656,0.0,0.0,0,0,0.0,False
54,54,15.887842529383855,7586.997874701601,7546.668535997849,2229.9444719257667,0,2229.9444719257667,0.0,0.0,0,0,0.0,False
55,55,15.89071303315254,7548.2189480805655,7546.668535997849,2229.9649043284303,0,2229.9649043284303,0.0,0.0,0,0,0.0,False
56,56,16.978444904710262,7557.1922861636185,7546.668535997849,2229.9853366311,0,2229.9853366311,0.0,0.0,0,0,0.0,False
57,57,17.308421918143473,7542.503778847393,7546.668535997849,2230.005768832838,0,2230.005768832838,0.0,0.0,0,0,0.0,False
58,58,17.521674985236007,7537.974736304641,7546.668535997849,2230.0262012341045,0,2230.0262012341045,0.0,0.0,0,0,0.0,False
59,59,17.344206385001034,7559.048562673921,7546.668535997849,2230.046633534912,0,2230.046633534912,0.0,0.0,0,0,0.0,False
60,60,17.36702527847353,7556.634019646444,7546.668535997849,2230.0670659347893,0,2230.0670659347893,0.0,0.0,0,0,0.0,False
61,61,17.511652977234412,7543.102969580509,7546.668535997849,2230.087498134657,0,2230.087498134657,0.0,0.0,0,0,0.0,False
62,62,17.497774226422134,7550.129933809268,7546.668535997849,2230.1079304336013,0,2230.1079304336013,0.0,0.0,0,0,0.0,False
63,63,17.48085165767379,7554.929700538698,7546.668535997849,2230.128362831616,0,2230.128362831616,0.0,0.0,0,0,0.0,False
64,64,17.439116095420314,7563.512023958723,7546.668535997849,2230.1487950296214,0,2230.1487950296214,0.0,0.0,0,0,0.0,False
65,65,17.466620032661158,7586.192222421425,7546.668535997849,2230.1692273267035,0,2230.1692273267035,0.0,0.0,0,0,0.0,False
66,66,18.193362725655795,7583.785851340974,7546.668535997849,2230.189659723313,0,2230.189659723313,0.0,0.0,0,0,0.0,False
67,67,18.175430703244725,7513.099083518299,7546.668535997849,2230.2305242151488,0,2230.2305242151488,0.0,0.0,0,0,0.0,False
68,68,18.18218227235712,7529.130065852205,7546.668535997849,2230.2509566099034,0,2230.2509566099034,0.0,0.0,0,0,0.0,False
69,69,17.849442914967817,7546.574576778784,7546.668535997849,2230.2713888041835,0,2230.2713888041835,0.0,0.0,0,0,0.0,False
70,70,24.99481716403253,7518.288332359257,7546.668535997849,2230.291821098006,0,2230.291821098006,0.0,0.0,0,0,0.0,False
71,71,28.132720947149373,7529.787216819287,7546.668535997849,2230.3122534913564,0,2230.3122534913564,0.0,0.0,0,0,0.0,False
72,72,28.9412461811409,7534.33285842388,7546.668535997849,2230.332685683781,0,2230.332685683781,0.0,0.0,0,0,0.0,False
73,73,29.65007717595241,7543.492489920398,7546.668535997849,2230.353117975741,0,2230.353117975741,0.0,0.0,0,0,0.0,False
74,74,29.46341488616105,7540.9327912730505,7546.668535997849,2230.373550367236,0,2230.373550367236,0.0,0.0,0,0,0.0,False
75,75,29.47731901283258,7534.939936192888,7546.668535997849,2230.3939825582565,0,2230.3939825582565,0.0,0.0,0,0,0.0,False
76,76,30.41101921729864,7548.592693302472,7546.668535997849,2230.4144148483538,0,2230.4144148483538,0.0,0.0,0,0,0.0,False
77,77,30.881068119809562,7546.2406369634045,7546.668535997849,2230.4348472379793,0,2230.4348472379793,0.0,0.0,0,0,0.0,False
78,78,34.76424897421726,7555.491239661143,7546.668535997849,2230.455279427144,0,2230.455279427144,0.0,0.0,0,0,0.0,False
79,79,35.778941332466125,7556.706426167744,7546.668535997849,2230.475711815845,0,2230.475711815845,0.0,0.0,0,0,0.0,False
80,80,35.922834460877155,7577.989226803597,7546.668535997849,2230.496144103614,0,2230.496144103614,0.0,0.0,0,0,0.0,False
81,81,36.021150690869725,7551.03409679971,7546.668535997849,2230.516576290909,0,2230.516576290909,0.0,0.0,0,0,0.0,False
82,82,35.97254745703814,7541.040673450483,7546.668535997849,2230.5370086777475,0,2230.5370086777475,0.0,0.0,0,0,0.0,False
83,83,34.81939216837489,7545.833445545915,7546.668535997849,2230.5574409641117,0,2230.5574409641117,0.0,0.0,0,0,0.0,False
84,84,34.29569267834222,7651.5523949880735,7546.668535997849,2230.577873150017,0,2230.5778731500172,0.0,0.0,0,0,0.0,False
85,85,34.38473203028901,7622.523225159451,7546.668535997849,2230.5983055349934,0,2230.5983055349934,0.0,0.0,0,0,0.0,False
86,86,33.870307978570274,7591.313655376476,7546.668535997849,2230.6187378195027,0,2230.6187378195027,0.0,0.0,0,0,0.0,False
87,87,33.54988188223261,7593.326504112434,7546.668535997849,2230.6391700035383,0,2230.6391700035383,0.0,0.0,0,0,0.0,False
88,88,33.139956838200824,7564.868134141108,7546.668535997849,2230.6596023866514,0,2230.6596023866514,0.0,0.0,0,0,0.0,False
89,89,33.02074676891961,7552.64393954116,7546.668535997849,2230.6800346697564,0,2230.6800346697564,0.0,0.0,0,0,0.0,False
