,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.0033380755928496602,0.040864490780222695,10.072982047253614,13.696338584490116,92,94,92,94,92,94
1,1,1,0.0017173409526832198,0.08172858307079878,8.212553363624037,1.4443626848330908,221,225,221,225,221,225
2,2,2,0.0037080066795442735,0.1430217550805537,6.58328608106086,3.221016702267201,1430,1437,1430,1437,1430,1437
3,3,3,0.2652953753220423,0.08172664580342827,598.9180409518558,119.26298026019195,1445,1449,1445,1449,1445,1449
4,4,4,0.00026591082145550123,0.04086307144461898,0.12275259594293207,0.20049620843978247,1830,1832,1830,1832,1830,1832
5,5,5,0.01807416675895189,0.04086326796095818,55.176551592226936,12.141356309399386,1842,1844,1842,1844,1842,1844
6,6,6,-0.0036743147957584853,0.061294712992093985,-32.02255547055279,40.10516940475792,1945,1948,1945,1948,1945,1948
7,7,7,-0.000216290084133241,0.04086319816269679,-2.4398829282580587,31.93493342138968,2425,2426,2425,2426,2425,2426
8,8,8,0.003867928881385713,0.04086317022301955,-1.3605836340930026,0.3079626919867834,2837,2839,2837,2839,2837,2839
