,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.0169139746084317,0.04086456842924235,51.72380493870357,10.959486481837706,136,138,136,138
1,1,0.01656612264925789,0.04086426959111122,39.58025850945253,10.2295160099912,312,314,312,314
2,2,0.21193603917705653,0.040864182985387736,348.03612159560316,76.61447155804436,393,395,393,395
3,3,0.005262148093930779,0.08172844361251919,20.73985868234755,70.37393182707423,403,407,403,407
4,4,0.013989135072798007,0.040863931986677926,33.15500068710225,8.60502750501108,647,649,647,649
5,5,-0.0014508860271382235,0.0817273761931574,-14.995372939752702,16.75030197292375,925,929,925,929
6,6,0.005456962584494142,0.04086329752317397,12.419823088552695,3.3392213655844367,1541,1543,1541,1543
7,7,0.0635124668990766,0.2043165114882868,318.288586966949,57.07487634471986,1570,1580,1570,1580
8,8,0.06956926028805772,0.1430210499529494,286.5753767515946,53.41181972892797,2092,2099,2092,2099
9,9,0.00732674389309873,0.04086300660128472,16.230753890228268,4.606287491145171,2373,2375,2373,2375
