,error,flux_gap,flux_model,time,tpf_flags,tpf_time
0,71.72682621651734,22070.011333827228,22069.012072288628,2228.8002850047196,524288,2228.8002850047196
1,71.72682621651734,22070.011333827228,22069.012072288628,2228.820717435323,0,2228.820717435323
2,71.72682621651734,22070.011333827228,22069.012072288628,2228.8411497650013,0,2228.8411497650013
3,71.72682621651734,22070.011333827228,22069.012072288628,2228.8615820942136,0,2228.861582094214
4,71.72682621651734,22070.011333827228,22069.012072288628,2228.8820144224883,0,2228.8820144224883
5,71.72682621651734,22070.011333827228,22069.012072288628,2228.9024467507693,0,2228.9024467507697
6,71.72682621651734,22070.011333827228,22069.012072288628,2228.92287907812,0,2228.92287907812
7,71.72682621651734,22070.011333827228,22069.012072288628,2228.943311404997,0,2228.943311404997
8,71.72682621651734,22070.011333827228,22069.012072288628,2228.963743631415,0,2228.963743631415
9,71.72682621651734,22070.011333827228,22069.012072288628,2228.9841760569034,0,2228.9841760569034
10,71.72682621651734,22070.011333827228,22069.012072288628,2229.004608381918,0,2229.004608381918
11,71.72682621651734,22070.011333827228,22069.012072288628,2229.0250406064733,0,2229.0250406064733
12,71.72682621651734,22070.011333827228,22069.012072288628,2229.045473030565,0,2229.0454730305646
13,71.72682621651734,22070.011333827228,22069.012072288628,2229.0659053537165,0,2229.0659053537165
14,71.72682621651734,22070.011333827228,22069.012072288628,2229.0863375764093,0,2229.0863375764093
15,71.72682621651734,22070.011333827228,22069.012072288628,2229.106769998638,0,2229.106769998638
16,71.3688585884037,22070.011333827228,22069.012072288628,2229.127202319927,0,2229.127202319927
17,43.872506170851565,22070.011333827228,22069.012072288628,2229.147634740759,0,2229.147634740759
18,33.75214574716423,22070.011333827228,22069.012072288628,2229.1680669611233,0,2229.1680669611233
19,32.46172216986932,22070.011333827228,22069.012072288628,2229.1884992810155,0,2229.1884992810155
20,36.27209298482583,22070.011333827228,22069.012072288628,2229.20893170045,0,2229.20893170045
21,40.22047375633559,22070.011333827228,22069.012072288628,2229.229363918952,0,2229.229363918952
22,42.66144147678736,22070.011333827228,22069.012072288628,2229.2497962369816,0,2229.2497962369816
23,44.054818310871674,22070.011333827228,22069.012072288628,2229.2702286545536,8192,2229.2702286545536
24,44.61127162920097,22070.011333827228,22069.012072288628,2229.290660871193,0,2229.290660871193
