,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.039078481537440125,0.040864015805709634,111.51692134853121,31.633698171192503,538,540,538,540,538,540
1,1,1,0.03545115624227878,0.04086322203511372,82.74239468848224,18.807148569850472,2997,2999,2997,2999,2997,2999
