,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.0033593850016895533,0.2451790616323705,43.60465714253097,31.737361545089588,1759,1771,1759,1771,1759,1771
1,1,1,0.0074495007296415845,0.2043159415188711,120.10494144659036,74.88274478899746,1793,1803,1793,1803,1793,1803
2,2,2,0.0016707378375339227,0.04086314269079594,4.926852257568656,1.2956600820257926,1916,1918,1916,1918,1916,1918
