,Unnamed: 0,error,flux_gap,flux_model,time,tpf_flags,tpf_time,isflare,new_isflare,new_tpf_flags,tpf_flags_wo_systematics,isflare_wo_systematics,isflare_no_sys_no_thruster
0,0,62.66447367574839,441193.8682261735,441193.8682261735,2228.800157914113,524288,2228.800157914113,0.0,0.0,524288,524288,0.0,False
1,1,62.66447367574839,441193.8682261735,441193.8682261735,2228.820590306532,0,2228.820590306532,0.0,0.0,0,0,0.0,False
2,2,62.66447367574839,441193.8682261735,441193.8682261735,2228.841022598492,0,2228.841022598492,0.0,0.0,0,0,0.0,False
3,3,62.66447367574839,441193.8682261735,441193.8682261735,2228.861454889986,0,2228.861454889986,0.0,0.0,0,0,0.0,False
4,4,62.66447367574839,441193.8682261735,441193.8682261735,2228.881887181007,0,2228.881887181007,0.0,0.0,0,0,0.0,False
5,5,62.66447367574839,441193.8682261735,441193.8682261735,2228.9023194711044,0,2228.9023194711044,0.0,0.0,0,0,0.0,False
6,6,62.66447367574839,441193.8682261735,441193.8682261735,2228.922751760736,0,2228.922751760736,0.0,0.0,0,0,0.0,False
7,7,62.66447367574839,441193.8682261735,441193.8682261735,2228.9431840498946,0,2228.9431840498946,0.0,0.0,0,0,0.0,False
8,8,62.66447367574839,441193.8682261735,441193.8682261735,2228.963616238594,0,2228.963616238594,0.0,0.0,0,0,0.0,False
9,9,62.66447367574839,441193.8682261735,441193.8682261735,2228.9840486263643,0,2228.9840486263643,0.0,0.0,0,0,0.0,False
10,10,62.66447367574839,441193.8682261735,441193.8682261735,2229.00448091366,0,2229.0044809136602,0.0,0.0,0,0,0.0,False
11,11,62.66447367574839,441193.8682261735,441193.8682261735,2229.0249131004966,0,2229.0249131004966,0.0,0.0,0,0,0.0,False
12,12,62.66447367574839,441193.8682261735,441193.8682261735,2229.0453454868693,0,2229.0453454868693,0.0,0.0,0,0,0.0,False
13,13,62.66447367574839,441193.8682261735,441193.8682261735,2229.0657777723027,0,2229.0657777723027,0.0,0.0,0,0,0.0,False
14,14,62.66447367574839,441193.8682261735,441193.8682261735,2229.0862099577425,8192,2229.0862099577425,0.0,0.0,8192,8192,0.0,False
15,15,62.66447367574839,441193.8682261735,441193.8682261735,2229.1066423422526,0,2229.1066423422526,0.0,0.0,0,0,0.0,False
16,16,62.75137942040172,441193.8682261735,441193.8682261735,2229.127074626289,0,2229.127074626289,0.0,0.0,0,0,0.0,False
17,17,62.87447348281882,441193.8682261735,441193.8682261735,2229.147507009402,0,2229.147507009402,0.0,0.0,0,0,0.0,False
18,18,62.87737346027771,441193.8682261735,441193.8682261735,2229.167939192048,0,2229.167939192048,0.0,0.0,0,0,0.0,False
19,19,62.90272287326375,441193.8682261735,441193.8682261735,2229.1883714746873,0,2229.1883714746873,0.0,0.0,0,0,0.0,False
20,20,62.870821787719315,441193.8682261735,441193.8682261735,2229.2088038559373,0,2229.2088038559373,0.0,0.0,0,0,0.0,False
21,21,64.15575586304149,441193.8682261735,441193.8682261735,2229.2292360371866,8192,2229.2292360371866,0.0,0.0,8192,8192,0.0,False
22,22,64.73535107680176,441193.8682261735,441193.8682261735,2229.2496683174977,0,2229.2496683174977,0.0,0.0,0,0,0.0,False
23,23,64.76671857157461,441193.8682261735,441193.8682261735,2229.2701006978173,0,2229.2701006978173,0.0,0.0,0,0,0.0,False
24,24,65.35441139149222,441193.8682261735,441193.8682261735,2229.290532877203,0,2229.290532877203,0.0,0.0,0,0,0.0,False
25,25,66.51227715797489,441193.8682261735,441193.8682261735,2229.3109651556515,0,2229.3109651556515,0.0,0.0,0,0,0.0,False
26,26,65.34600191641033,441193.8682261735,441193.8682261735,2229.331397534108,0,2229.331397534108,0.0,0.0,0,0,0.0,False
27,27,69.8828787905564,441193.8682261735,441193.8682261735,2229.351829811625,0,2229.351829811625,0.0,0.0,0,0,0.0,False
28,28,72.52491565922205,441193.8682261735,441193.8682261735,2229.3722620886842,0,2229.3722620886842,0.0,0.0,0,0,0.0,False
29,29,72.53253879164909,441193.8682261735,441193.8682261735,2229.3926943652773,8192,2229.3926943652773,0.0,0.0,8192,8192,0.0,False
30,30,72.51336806112155,441193.8682261735,441193.8682261735,2229.4131266414042,0,2229.4131266414042,0.0,0.0,0,0,0.0,False
31,31,70.8984187651658,441136.14554566005,441193.8682261735,2229.433558916593,8192,2229.433558916593,0.0,0.0,8192,8192,0.0,False
