,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.9969035890371718,0.4086428551891004,3687.969092623661,645.6305261574473,312,331,312,331
1,1,0.026669182826548427,0.14302483170467895,252.51313177480947,37.1227408613235,336,343,336,343
2,2,0.4907730547268891,0.1634526379421004,2048.1336477087107,380.6627501077394,2124,2132,2124,2132
3,3,0.19386632567495055,0.04086311539867893,268.2224027453752,59.194882104326155,2369,2371,2369,2371
