,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.01818455702744572,0.04086469322646735,52.62068360436649,13.660450468925536,81,83,81,83,81,83
1,1,1,0.10690700711767312,0.06129679857258453,186.56167996715507,38.611370878417844,131,134,131,134,131,134
2,2,2,0.09438854857824863,0.040863965172320604,174.63324834479096,38.83872296562864,558,560,558,560,558,560
3,3,3,0.02745012544227712,0.04086355294566602,82.57211782126491,18.071113806511594,1148,1150,1148,1150,1148,1150
4,4,4,0.037925078210729934,0.04086348250712035,101.88804757111679,26.410004182182927,1414,1416,1414,1416,1414,1416
5,5,5,0.0907794816142798,0.04086326585820643,200.1560934953408,43.20326027218504,1652,1654,1652,1654,1652,1654
6,6,6,0.04020552952156915,0.10215791645168792,273.1349410921894,46.25367198957714,2117,2122,2117,2122,2117,2122
7,7,7,0.005486893152372893,0.06129475466877921,15.390667513474465,23.686048832945172,2310,2313,2310,2313,2310,2313
