,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.06313776099426438,0.0612960837825085,184.95924643201,38.52794293105875,557,560,557,560,557,560
1,1,1,0.06915694960393222,0.14302395370032173,407.02518299943875,67.03502573429449,655,662,655,662,655,662
2,2,2,0.05589666318621606,0.06129489305749303,147.12903871296956,28.768052409957978,2976,2979,2976,2979,2976,2979
