,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.01933385578266889,0.04086304572410882,57.17414142822543,13.133562742466747,1990,1992,1990,1992,1990,1992
1,1,1,0.04648284470924287,0.04086311988066882,97.90035832185212,22.009077386801952,2127,2129,2127,2129,2127,2129
2,2,2,0.003963962288986808,0.040863098576664925,8.204102166501945,19.53323740971823,2373,2375,2373,2375,2373,2375
3,3,3,0.08693836214875976,0.040863198453735095,163.96682404373547,35.324173465865286,2385,2387,2385,2387,2385,2387
4,4,4,0.05755966758951285,0.06129469160805456,273.29586005465575,355.47870894267334,2706,2709,2706,2709,2706,2709
5,5,5,0.00898028194529174,0.04086314109736122,28.016061721312504,6.446706205927353,2771,2773,2771,2773,2771,2773
