,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
1,0.122987330060265,0.061295257699385,404.718315760241,88.3305478145142,987,989,987,989
2,-0.052571902543298,0.183884180769382,-988.149124622874,813.958367150625,1729,1738,1729,1738
