,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.02059244604976581,0.0408643889168161,47.053493069234754,10.579447074793846,296,298,296,298,296,298
1,1,1,0.005390988910701408,0.04086406609712867,14.732734367049172,3.5200561562095287,689,691,689,691,689,691
2,2,2,0.027660671998645053,0.04086335980537115,86.38062620318289,18.299921987416752,1802,1804,1802,1804,1802,1804
3,3,3,1.0257264120565104,0.08172643393481849,1600.122340015601,322.97727607603315,1915,1919,1915,1919,1915,1919
4,4,4,0.00419642690156356,0.0612948181151296,19.44792888017664,66.17375047455546,1929,1932,1929,1932,1929,1932
5,5,5,0.022573056111081558,0.2043156223007827,8.074624670919237,10.05008923572501,2782,2791,2782,2791,2782,2791
