,Unnamed: 0,Unnamed: 0.1,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0,0.06423057466821842,0.040863416848878835,178.5023436331453,41.652704757714744,1393,1395,1393,1395,1393,1395
1,1,1,-0.01840799315347555,0.0817266089070472,-175.80782880843182,311.1253770519541,3016,3019,3016,3019,3016,3019
