,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.013864186111630223,0.040864340371626895,16.682404569514475,4.168456144075614,177,179,177,179
1,1,0.013179452633400169,0.061295503335713875,39.67744177418114,7.791169922756701,875,878,875,878
2,2,0.04828432974483437,0.20431705922965196,291.3383058922933,49.931255315649395,1241,1250,1241,1250
3,3,0.03727245377845535,0.0408633862316492,73.56631711500276,16.301331280081484,1287,1289,1289,1289
4,4,0.07205986102503865,0.040863280060875695,164.03419959085215,36.11880503067652,1498,1500,1498,1500
5,5,0.023658486713957115,0.08172641286364524,122.20095459881777,28.82737119241755,1853,1857,1853,1857
6,6,2.063017890353084,0.3677680406981381,4293.1353486894905,786.0631585786548,2185,2203,2187,2203
7,7,0.0019584225460821552,0.04086310276034055,6.189180529657268,12.578219836609387,2224,2226,2224,2226
8,8,0.00028978973716900047,0.04086300171911717,-0.9708769548652784,1.7374762891504136,2249,2251,2249,2251
9,9,0.3705490121905379,0.18388416955713185,1284.3402352379442,239.71321740701725,2693,2701,2693,2701
10,10,0.004402542240906317,0.08172630359331379,21.106324340985875,93.76667908196107,2708,2711,2708,2711
11,11,0.1257682509311565,0.1634529706570902,367.5326147022005,67.9104111502442,2919,2927,2919,2927
