,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.012446769003163915,0.12259338759758975,54.137826055743616,11.001632701623551,193,199,193,199
1,1,0.0005303241264526108,0.061295035811781425,2.336605002974026,0.6163197537652418,1461,1463,1461,1463
2,2,0.006508237560283081,0.06129490472812904,14.089175594889035,3.303456738931452,1643,1645,1643,1645
3,3,0.007436636083329714,0.040863139198336285,11.492351559443886,2.7181284453697234,2052,2054,2052,2054
4,4,0.0010714190036906323,0.040863218360755134,2.7458698791670106,0.9385038049823192,2173,2175,2173,2175
5,5,-5.163528934808073e-05,0.040863109279598575,-0.7135843388586489,0.2859876619858909,2245,2247,2245,2247
6,6,0.0008550878708270834,0.04086300695780665,2.4511196483237607,1.5212603732889145,2269,2271,2269,2271
7,7,0.002588621471038123,0.061294659091799986,11.935988408980643,3.9841222347178067,2279,2282,2279,2282
8,8,0.0014702235762176336,0.0817263012213516,9.52232169490452,9.572686516641948,2382,2385,2382,2385
9,9,-0.002633821413424857,0.10215775155666053,-28.345840441426816,30.300932672108512,2447,2451,2447,2451
