,Unnamed: 0,ampl,dur,ed,ederr,istart,istop,istart_no_sys_no_thruster,istop_no_sys_no_thruster
0,0,0.2927197521012788,0.10216076140932273,598.1406410835623,122.85870787163864,207,212,207.0,212.0
1,1,0.010694525030105151,0.0408640219757217,31.47050239287735,8.070503609717015,416,418,416.0,418.0
2,2,0.13178399895009124,0.04086393944453448,334.01549933149755,72.86800796554543,602,604,1028.0,1030.0
3,3,0.09999973179313648,0.040863682515919215,170.13430676762889,1930.7760276064205,1028,1030,1034.0,1035.0
4,4,5.327397824104083,0.040863678324967616,10174.710694404517,2252.009048189313,1034,1035,1051.0,1061.0
5,5,0.021802229676159062,0.2043177912491956,237.2742056449749,34.668323222477426,1051,1061,1199.0,1202.0
6,6,0.07861797911035875,0.0612951904113288,313.5712899940403,64.0424633423236,1199,1202,1503.0,1506.0
7,7,0.021705635873895648,0.061294940118386876,79.32259137043816,16.469109528568403,1503,1506,1857.0,1862.0
8,8,0.4598944238188794,0.10215791552036536,727.169643247235,142.93297366415686,1857,1862,2506.0,2508.0
9,9,0.11009343788657527,0.040863214344426524,202.32876987616132,43.536803786031115,2506,2508,,
