,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,logE,low_yerr,maxenerg,n_obj,nflares
127,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.134979847008408,-5.321025941191953,32.54756876935133,5.875447851873971,2.0549544540387115e+33,248,18
126,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.15346325270242,-5.323527023782917,32.5523492201391,5.866599380395489,2.0549544540387115e+33,248,18
112,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.172768407897808,-5.317646624243811,32.586071044624035,5.887781565301328,2.0549544540387115e+33,248,18
84,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.192971793986094,-5.311956525223322,32.59206999821263,5.909607362607782,2.0549544540387115e+33,248,18
47,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.214161093056032,-5.305803392602428,32.61068519615474,5.934865131906438,2.0549544540387115e+33,248,18
63,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.236437487767184,-5.298487168546807,32.638014808237955,5.967464541511172,2.0549544540387115e+33,248,18
57,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.259918583616708,-5.301517707254108,32.641288455127935,5.953596021818605,2.0549544540387115e+33,248,18
1,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.284742167341739,-5.2951274260167995,32.64964749486694,5.983495336736867,2.0549544540387115e+33,248,18
94,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.311071106064088,-5.288240729474945,32.651730209516266,6.018760003440272,2.0549544540387115e+33,248,18
121,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.339099829664332,-5.283652696200877,32.74879858998143,6.044295666673835,2.0549544540387115e+33,248,18
89,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.369063053041775,-5.273665178422995,32.762069479717645,6.106811014164302,2.0549544540387115e+33,248,18
6,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.401247736413176,-5.2747171373120585,32.76535025595495,6.099714166642144,2.0549544540387115e+33,248,18
59,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.436009842672388,-5.265903960539124,32.83856815138047,6.163709510427401,2.0549544540387115e+33,248,18
16,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.473798403561789,-5.267039308637648,32.83874188497781,6.154839492873191,2.0549544540387115e+33,248,18
64,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.515191088720013,-5.255054638954302,32.86257992438842,6.260576978603131,2.0549544540387115e+33,248,18
122,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.560948579280688,-5.237342293335416,32.9008260023849,6.498348530898712,2.0549544540387115e+33,248,18
91,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.6121011017280695,-5.230290585880143,32.910561983860745,6.652364479336607,2.0549544540387115e+33,248,18
23,3249.0,3000.0,-2.2002592417000963,0.04621663695755667,40.44293207521376,1.5089248409264158,M44,-4.670093048705756,-5.2209503446333505,32.96502276803116,7.023513705996733,2.0549544540387115e+33,248,18
