,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,logE,low_yerr,maxenerg,n_obj,nflares
93,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.2479989945691248,0.12444771711488678,32.45034487337783,0.17511088239786687,5.25858607620178e+33,52,35
74,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.2598982178688325,0.12462778962533627,32.52436232097027,0.17547003219102764,5.25858607620178e+33,52,35
95,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.272132674285844,0.12658840471778587,32.54093908658696,0.17940951392826232,5.25858607620178e+33,52,35
94,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.2847218015938644,0.12576516228311485,32.54093908658696,0.17774884327550966,5.25858607620178e+33,52,35
35,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.2976867787582322,0.12472831663700967,32.59368704538864,0.17567072471801293,5.25858607620178e+33,52,35
31,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.3110507403162135,0.12749243432604307,32.62451487982833,0.18124414887094265,5.25858607620178e+33,52,35
40,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.324839024801847,0.1281987616570357,32.64057191193505,0.18268565455629182,5.25858607620178e+33,52,35
110,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.339079463916457,0.13130539604202895,32.65492812338518,0.18911161164408408,5.25858607620178e+33,52,35
20,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.3538027207371637,0.1323311859635381,32.67178794077235,0.1912647133122385,5.25858607620178e+33,52,35
91,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.3690426872939003,0.13536073694440565,32.67592369170983,0.19771697476280337,5.25858607620178e+33,52,35
83,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.3848369544771324,0.13699473547392604,32.681894880416344,0.2012562559470763,5.25858607620178e+33,52,35
78,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.4012273706653016,0.13905029297576577,32.71432733286514,0.20576923524531088,5.25858607620178e+33,52,35
55,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.4182607099640823,0.1426823598703164,32.71556322579657,0.2139135861569954,5.25858607620178e+33,52,35
43,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.435989476924514,0.1423834165987503,32.72823068501553,0.21323485801331343,5.25858607620178e+33,52,35
36,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.4544728826185267,0.1409044611618404,32.74643684801842,0.20989932486485308,5.25858607620178e+33,52,35
104,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.4737780378139136,0.14508263782514863,32.755278333505466,0.2194192296709092,5.25858607620178e+33,52,35
60,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.4939814239022002,0.14886956815582342,32.793291272783456,0.228313774040932,5.25858607620178e+33,52,35
80,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.5151707229721385,0.15188012524302308,32.797712932229544,0.23557419008453495,5.25858607620178e+33,52,35
30,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.537447117683291,0.1571672202860559,32.80538545328513,0.24875343783048853,5.25858607620178e+33,52,35
84,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.5609282135328137,0.16291063066255385,32.81285548360008,0.26373070191407977,5.25858607620178e+33,52,35
1,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.5857517972578457,0.16907527877935102,32.844862913166956,0.28063750809928334,5.25858607620178e+33,52,35
21,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.6120807359801947,0.17427516420814038,32.88956345604118,0.29562683763100084,5.25858607620178e+33,52,35
5,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.6401094595804384,0.1811723145568782,32.891286098681846,0.3166398828438115,5.25858607620178e+33,52,35
73,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.6700726829578816,0.17359868393578703,32.90205586343708,0.2936369725572119,5.25858607620178e+33,52,35
92,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.702257366329283,0.18249150913466328,32.90367901129352,0.32081691348030406,5.25858607620178e+33,52,35
3,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.7370194725884947,0.19235361789034155,32.91415383248357,0.35382482343431965,5.25858607620178e+33,52,35
56,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.774808033477895,0.19998816454252277,32.967875005664844,0.3817949591068164,5.25858607620178e+33,52,35
44,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.8162007186361198,0.21184559054046037,33.01233118200967,0.4302947648883967,5.25858607620178e+33,52,35
108,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.861958209196795,0.22397268935422654,33.062529511396015,0.4878996133798478,5.25858607620178e+33,52,35
18,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.913110731644176,0.24146207591014646,33.07500423501019,0.5911854638801557,5.25858607620178e+33,52,35
97,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-3.971102678621863,0.25085972100276843,33.08419835029968,0.6611515121745947,5.25858607620178e+33,52,35
88,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-4.038049468252476,0.2765954854000692,33.17135625783407,0.9609106521574611,5.25858607620178e+33,52,35
24,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-4.117230714300101,0.3007817897776378,33.173191172042216,2.942066335844449,5.25858607620178e+33,52,35
10,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-4.214140727308157,0.26663950276043746,33.21765993683669,0.817397697551621,5.25858607620178e+33,52,35
66,4000.0,3750.0,-2.3480107746189045,0.07335831496313155,45.47437399770769,2.406964754551128,Pleiades,-4.339079463916457,0.28908029782981265,33.26957704807847,1.265358541068817,5.25858607620178e+33,52,35
