,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin
3,211906287,2.656630928328716e+30,4.893695018525311e+29,3800.0,4000.0,3750.0,18.56557480449726,4.08002860427348,5.094739356536984e+31,2.802450065300885e+31,2.6666666666666665,9.808060164953932e+31,2419.0,2421.0,73
0,211841991,2.656630928328716e+30,4.893695018525311e+29,3800.0,4000.0,3750.0,30.911555581104626,6.567465675013156,8.48270632335527e+31,4.604109124720822e+31,1.4166666666666665,1.5139666634832621e+32,3146.0,3149.0,73
5,211938625,3.752590928470313e+30,6.912527945600352e+29,3870.0,4000.0,3750.0,32.11116268119575,7.12857104102306,1.0686072148684094e+32,5.611531762050078e+31,2.571428571428571,1.5162276378926467e+32,3117.0,3119.0,73
6,211939015,2.656630928328716e+30,4.893695018525311e+29,3800.0,4000.0,3750.0,50.144567051223135,10.612974773808167,1.3760602726422949e+32,7.457583953061965e+31,1.1,2.2634607801213305e+32,171.0,175.0,73
2,211896450,7.661807289480494e+30,2.2934552225196235e+30,4000.0,4000.0,3750.0,29.33407889642919,5.589742160415798,1.2874211426754063e+32,6.190210713582139e+31,3.3,2.401068867726012e+32,2881.0,2887.0,73
7,211954582,3.752590928470313e+30,6.912527945600352e+29,3870.0,4000.0,3750.0,63.306458676669166,14.85603532504074,2.1067358775293764e+32,1.132997608555838e+32,1.4545454545454546,3.529622931651127e+32,3418.0,3421.0,73
8,211955417,3.752590928470313e+30,6.912527945600352e+29,3870.0,4000.0,3750.0,188.77788359326743,37.27039067755183,6.2822206227209194e+32,3.144621773826443e+32,1.2,3.9345010116199054e+32,342.0,347.0,73
10,211955417,3.752590928470313e+30,6.912527945600352e+29,3870.0,4000.0,3750.0,82.26534369446793,18.520486673090137,2.737656704564529e+32,1.446195042643502e+32,1.2,4.4162129885681034e+32,1051.0,1053.0,73
