,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
48,211847321.0,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,7000.0,3000.0,555.8191413158839,122.40674773504043,1.1095421851487337e+32,6.427513756769573e+31,2.5,2.8911229592853322e+32,740,0.5792942208779531
233,211946063.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,7000.0,3000.0,194.6381148789863,35.58663858359945,1.734645156129888e+32,8.815560994610357e+31,1.75,2.9343890610869438e+32,740,0.508205436913592
401,211992451.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,7000.0,3000.0,291.20599680039743,54.889569519748484,1.8883220274617896e+32,1.1761366527724875e+32,3.2,2.967827759046416e+32,740,0.6228474993502064
402,211992451.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,7000.0,3000.0,230.3279043560578,47.377310543396185,1.4935587182731485e+32,9.559552946389317e+31,2.6666666666666665,3.011271266586471e+32,740,0.6400520334039538
121,211913532.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,7000.0,3000.0,183.73633161150497,34.44395314459357,1.637486767857006e+32,8.397598312818663e+31,1.875,3.040127562138359e+32,740,0.5128345753785039
95,211905265.0,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,7000.0,3000.0,475.6676476134982,106.829916762792,9.495414639520192e+31,5.542055478363659e+31,3.666666666666667,3.069305112110512e+32,740,0.5836559738315652
302,211970517.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,7000.0,3000.0,244.7987199397644,45.04099483928528,2.1816842710089084e+32,1.1112681537578169e+32,1.3333333333333333,3.2034974297233258e+32,740,0.5093624996635818
518,212086091.0,6.372813724560243e+27,2.274461611803033e+27,3100.0,7000.0,3000.0,961.773301702307,175.45785328329802,1.4384328073854823e+32,8.204108708861577e+31,4.833333333333333,3.216568098889866e+32,740,0.5703504999843192
204,211939462.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,7000.0,3000.0,142.19086552527105,41.64179548022779,1.2672271116203503e+32,7.834365354597156e+31,3.5,3.2786551047496714e+32,740,0.6182289885338454
466,212019656.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,7000.0,3000.0,124.2055049742684,27.131911850776202,1.4432992116520915e+32,7.943582283394584e+31,2.444444444444444,3.383687350766395e+32,740,0.5503766799887501
428,212002525.0,1.3011615595745358e+28,1.1235132039949538e+28,3200.0,7000.0,3000.0,450.23155458531664,98.95757429940647,8.98765202139014e+31,5.202584931713692e+31,4.5,3.528326522875946e+32,740,0.5788591858398404
