,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,logE,low_yerr,maxenerg,n_obj,nflares
75,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.518509915350039,-5.137219666224814,32.05052481242752,5.452013160347005,2.1834779924605034e+33,140,50
12,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.526335252861996,-5.135455742861797,32.06287413847784,5.45567742057455,2.1834779924605034e+33,140,50
19,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.5343041825332713,-5.136647926649137,32.07810957068027,5.453195844719545,2.1834779924605034e+33,140,50
60,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.5424220727554507,-5.134929348281993,32.09502015627975,5.4567798413883715,2.1834779924605034e+33,140,50
30,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.5506945987214404,-5.134091960134654,32.143170254128435,5.45854212949397,2.1834779924605034e+33,140,50
13,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.5591277662583036,-5.13338265859263,32.143989215419055,5.460043148065138,2.1834779924605034e+33,140,50
105,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.567727938020221,-5.132379581249624,32.145924020503976,5.462178964954088,2.1834779924605034e+33,140,50
76,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.576501862327726,-5.1340006322929375,32.166491491013105,5.458734968748772,2.1834779924605034e+33,140,50
2,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.5854567049806527,-5.131929251157194,32.19537369725968,5.4631428769916965,2.1834779924605034e+33,140,50
10,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.5946000844205224,-5.131467445075286,32.215753827824976,5.46413462189127,2.1834779924605034e+33,140,50
51,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.6039401106746656,-5.130137074027462,32.230717212803306,5.467010313894578,2.1834779924605034e+33,140,50
102,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.613485428580896,-5.131339765335629,32.250649711711034,5.464409405226871,2.1834779924605034e+33,140,50
50,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.6232452658700525,-5.128946849705807,32.25353471238679,5.469606853381151,2.1834779924605034e+33,140,50
55,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.6332294867766532,-5.129392809849265,32.26079749425509,5.4686313130526,2.1834779924605034e+33,140,50
49,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.643448651958339,-5.131247038386571,32.26834156456949,5.464609125352746,2.1834779924605034e+33,140,50
44,3749.0,3500.0,-2.052339202540452,0.05134544191284154,35.5749423386263,1.6625556683850304,M44,-3.6539140856365044,-5.133879108234317,32.29454119915939,5.45899176327156,2.1834779924605034e+33,140,50
