,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,logE,low_yerr,maxenerg,n_obj,nflares
226,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.447560257429607,0.0935672314220306,32.09297873432832,0.11942398269827281,1.1263000653171043e+34,307,131
342,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.450718776674437,0.09387178397586604,32.096567790824466,0.11992178238734397,1.1263000653171043e+34,307,131
332,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.453900435460626,0.09373577992233129,32.09866366644531,0.11969936629524991,1.1263000653171043e+34,307,131
43,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.4571055753358375,0.09428704588285619,32.09961684115191,0.12060202429569822,1.1263000653171043e+34,307,131
444,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.460334545466036,0.0945601000714622,32.10132855863719,0.12105025184076279,1.1263000653171043e+34,307,131
313,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.463587702863758,0.09463055738259296,32.10248218940762,0.12116603077149746,1.1263000653171043e+34,307,131
291,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.4668654126249936,0.09490612620547045,32.10253230697462,0.12161933638172817,1.1263000653171043e+34,307,131
241,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.470168048175079,0.09497383773802381,32.10831361398121,0.1217308371119259,1.1263000653171043e+34,307,131
47,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.4734959915240067,0.09525186461916713,32.11154859718865,0.12218914741294618,1.1263000653171043e+34,307,131
265,3249.0,3000.0,-2.081621466908385,0.013888887014808404,36.883376266993025,0.44949955521895313,Pleiades,-3.476849633531595,0.09498638865283882,32.11954563890128,0.12175150978652183,1.1263000653171043e+34,307,131
