,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
0,210762863.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,19.34424359757594,4.989846118494884,2.2478497664150604e+31,1.3259681101592115e+31,2.7777777777777777,4.995232965736133e+31,119,0.5898828871797362
3,210762863.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,19.953817841566135,4.5389376776348165,2.3186838269485876e+31,1.297083574852959e+31,2.7777777777777777,4.995232965736133e+31,119,0.5594051072327246
2,210762863.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,21.067428791301317,4.548282173572143,2.4480882205922435e+31,1.3411230129342043e+31,2.1666666666666665,5.602357484258974e+31,119,0.5478246256214405
281,211084069.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,15.742951613546207,20.694613182723078,1.8293705788334854e+31,3.0119945105217823e+31,4.0,7.517531693045213e+31,119,1.646464934645668
347,211131748.0,2.4228762028039504e+29,8.08937400878224e+28,3500.0,3749.0,3500.0,50.77570700668794,11.904451515026024,4.525209991012441e+31,2.533313280251735e+31,4.666666666666667,1.0433881917540105e+32,119,0.5598222591400555
348,211135523.0,1.18667344608522e+30,4.7817290276134705e+29,3700.0,3749.0,3500.0,25.45377478577034,5.949088700881545,5.007128714013214e+31,2.7825452203727273e+31,2.7142857142857144,1.059679615660483e+32,119,0.5557167349393974
364,210971138.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,58.20393146745057,12.720233575618154,6.76344324830266e+31,3.7231329144475625e+31,1.6,1.189973614501892e+32,119,0.550478916989791
58,210940618.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,38.61746676142455,8.379567014762165,4.487446779779354e+31,2.4632582835914795e+31,2.2857142857142856,1.192089338941161e+32,119,0.5489220049786523
151,211023687.0,8.40100463596628e+29,3.38520490716622e+29,3650.0,3749.0,3500.0,38.401199948594645,7.647323256619333,6.015769110722245e+31,3.155115622202851e+31,1.875,1.2257064328293406e+32,119,0.5244741884423906
92,210986927.0,8.40100463596628e+29,3.38520490716622e+29,3650.0,3749.0,3500.0,47.03743114288785,10.028975157932067,7.368684460274655e+31,3.968360909418246e+31,1.8888888888888888,1.2493244775153402e+32,119,0.5385440143097581
128,211006594.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,43.6331413272627,9.534102190195368,5.070280781241477e+31,2.7908799937794698e+31,3.166666666666667,1.2766332790852114e+32,119,0.5504389429683838
123,211006594.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,43.770181577941244,9.947824167433842,5.086205203094592e+31,2.8442413688223565e+31,3.166666666666667,1.2766332790852114e+32,119,0.5592069637874302
263,211081949.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,40.033403027078,7.329676513616656,4.651982135630981e+31,2.3958730749808056e+31,2.5999999999999996,1.3129110751482402e+32,119,0.5150219852802244
211,211060049.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,45.00062462486936,10.51298354333386,5.229185780322796e+31,2.9573742769847557e+31,3.571428571428571,1.3176687247375576e+32,119,0.5655515793898984
350,211139723.0,2.4228762028039504e+29,8.08937400878224e+28,3500.0,3749.0,3500.0,273.63311568926486,54.9831924624722,2.4386608911734668e+32,1.2834871886071966e+32,3.0,1.31822817321889e+32,119,0.5263081854687847
84,210974237.0,8.40100463596628e+29,3.38520490716622e+29,3650.0,3749.0,3500.0,44.316289551470476,11.031736508536317,6.942401959898017e+31,3.9867661804267185e+31,2.0,1.3485187193142007e+32,119,0.5742632310050344
282,211084069.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,49.01292988874387,11.24298379433224,5.695425744924795e+31,3.1969625566079243e+31,2.428571428571429,1.4163035059609863e+32,119,0.5613210846365162
52,210931244.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,58.5640060235729,13.264162035976302,6.805284817490354e+31,3.8002273659382595e+31,2.0,1.4868141725279407e+32,119,0.5584229709491724
256,211081122.0,2.4228762028039504e+29,8.08937400878224e+28,3500.0,3749.0,3500.0,82.84465671270232,15.916857539572185,7.383244672672658e+31,3.820825450186628e+31,3.8000000000000003,1.4869797074659656e+32,119,0.5174995032100879
280,211084069.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,65.74843325953343,14.965531022167022,7.640133334710412e+31,4.275044466091344e+31,1.75,1.549543722290206e+32,119,0.5595510286016995
213,211062705.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,198.07051706071766,42.17184303555048,2.3016292328144445e+32,1.254034041406901e+32,2.833333333333333,1.5703748653631066e+32,119,0.5448462434905128
279,211084069.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,75.50632480500882,15.84090545807845,8.774024878236516e+31,4.753141160287378e+31,1.75,1.5794773459214836e+32,119,0.5417287078906378
225,211066337.0,8.40100463596628e+29,3.38520490716622e+29,3650.0,3749.0,3500.0,123.90729541329445,29.307553513647836,1.9410791364286833e+32,1.090613634294679e+32,2.3846153846153846,1.5930251490173132e+32,119,0.5618594388177583
80,210969937.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,144.80143688919546,33.15277563803559,1.682629121402974e+32,9.437636668003941e+31,3.8000000000000003,1.7320776562415805e+32,119,0.5608863265206566
251,211081122.0,2.4228762028039504e+29,8.08937400878224e+28,3500.0,3749.0,3500.0,97.89629370648777,22.63157111751256,8.72466997466597e+31,4.8557114514792915e+31,2.375,1.801745662361417e+32,119,0.5565495847497882
29,210863683.0,8.40100463596628e+29,3.38520490716622e+29,3650.0,3749.0,3500.0,51.81096755322528,11.19948733040328,8.11648642804277e+31,4.395011819149187e+31,1.7272727272727273,1.825920751615935e+32,119,0.5414919199475592
17,210833049.0,4.7242320799195404e+29,1.3597432953833699e+29,3550.0,3749.0,3500.0,44.24555107113588,51.63669130662524,5.141444333994097e+31,7.706928287133187e+31,4.25,1.849237432129192e+32,119,1.498981178533175
148,211021827.0,2.4228762028039504e+29,8.08937400878224e+28,3500.0,3749.0,3500.0,78.98045263943962,17.229558366689965,7.038860794820674e+31,3.8257630196053457e+31,4.0,1.8518878374940906e+32,119,0.5435201989532759
184,211046046.0,1.18667344608522e+30,4.7817290276134705e+29,3700.0,3749.0,3500.0,52.12608995295985,11.559147582929189,1.025396209204347e+32,5.5755821445243405e+31,4.75,1.8545515160444867e+32,119,0.5437490498283288
162,211033487.0,2.4228762028039504e+29,8.08937400878224e+28,3500.0,3749.0,3500.0,122.61843574140407,27.658030802422772,1.0927945728579089e+32,6.020558391462196e+31,4.0,1.8616029580458806e+32,119,0.550932310701091
