,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,logE,low_yerr,maxenerg,n_obj,nflares
1349,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.325877924452276,0.05067898880916255,32.25051674793957,0.057383875702386344,2.0292374841566094e+34,721,423
1379,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3268914476238276,0.05074057221074835,32.25237307985042,0.057462870197358296,2.0292374841566094e+34,721,423
1061,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3279073416119758,0.0508316451954931,32.255693485184224,0.057579738566206906,2.0292374841566094e+34,721,423
1306,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.328925617534281,0.050895981867684625,32.25685867756462,0.05766233160434053,2.0292374841566094e+34,721,423
1221,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3299462865866882,0.050977996331930786,32.25691357575585,0.0577676592644667,2.0292374841566094e+34,721,423
328,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3309693600442674,0.05106354675438718,32.25931343434674,0.05787757643678937,2.0292374841566094e+34,721,423
168,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3319948492619575,0.05103920196120049,32.259936895359004,0.05784629264416585,2.0292374841566094e+34,721,423
76,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.333022765675326,0.05106161438018075,32.261481924412536,0.057875093131308564,2.0292374841566094e+34,721,423
1051,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3340531208013315,0.05115004087089847,32.26177076259675,0.0579887564001873,2.0292374841566094e+34,721,423
714,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3350859262390995,0.05114736925160379,32.26257009563485,0.05798532153010427,2.0292374841566094e+34,721,423
26,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3361211936707047,0.051239336715352746,32.264783855931086,0.05810359082794658,2.0292374841566094e+34,721,423
53,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.337158934861965,0.05132713766799846,32.26699267581224,0.058216555471920284,2.0292374841566094e+34,721,423
331,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.3381991616632423,0.051283591732191436,32.26737399345403,0.058160522774272305,2.0292374841566094e+34,721,423
332,7000.0,3000.0,-2.09080358677722,0.010225636171239281,37.8793213146834,0.33339245471224077,Pleiades,-3.339241886010257,0.0512393020373052,32.26737399345403,0.05810354622151115,2.0292374841566094e+34,721,423
