,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
246,211069418.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,60.331478883338484,15.24654688565345,1.7840761817283325e+31,1.2031680854092327e+31,4.0,6.6484218124548e+31,150,0.674392774104331
245,211069418.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,101.75249081576594,82.5852100182833,3.0089465508870945e+31,3.7109584448522746e+31,3.0,7.99100298154925e+31,150,1.2333081967701334
248,211069418.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,100.74577892218998,22.5041329305991,2.979176839545119e+31,1.9217336666024392e+31,3.0,8.06492995125909e+31,150,0.6450552518714743
103,211005117.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,128.51857754682268,43.84185766706872,3.800452721443454e+31,2.8990319406404444e+31,2.5,8.659307950721243e+31,150,0.7628122629399163
331,211101696.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,131.86196290559386,28.751508690197305,3.8993207468147027e+31,2.494482374497421e+31,4.666666666666667,9.107594346767598e+31,150,0.6397222840760475
249,211069418.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,78.24790030598223,21.475329710383544,2.313886842987846e+31,1.6107713284751968e+31,2.4,9.18337491367202e+31,150,0.6961322820761886
381,211127537.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,160.74305200809806,31.323339958238048,4.75337014397578e+31,2.930669981685619e+31,3.0,9.477301860618544e+31,150,0.6165457123930957
49,210971340.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,74.92588472952164,19.55513275928246,2.2156507484151567e+31,1.5125645605753497e+31,3.666666666666667,9.48780914879135e+31,150,0.6826728272302298
141,211025002.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,123.71495964266268,28.21155859085868,3.6584038201475435e+31,2.3769255808877113e+31,3.25,9.89523976343334e+31,150,0.6497165697776496
300,211083672.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,153.32598679905556,34.670640460955745,4.534038385121232e+31,2.9371660083902408e+31,2.25,9.931205075369071e+31,150,0.6478035161830034
261,211074858.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,141.59437152739517,130.8127337750873,4.187120063761306e+31,5.63391773935306e+31,1.8333333333333335,9.977646868564036e+31,150,1.3455352733047954
215,211059727.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,74.90455408919192,15.987267805264704,4.857177427591738e+31,3.1464415114410873e+31,4.0,1.006143428050314e+32,150,0.6477921711419014
34,210919084.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,228.0165955599157,51.717052840166076,6.742731733194294e+31,4.372610820385595e+31,2.375,1.0396376268557235e+32,150,0.6484924795182558
50,210971348.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,224.23831373095413,49.717083989556244,6.631003283242956e+31,4.266355645261988e+31,3.0,1.1571791131222925e+32,150,0.6433951942149373
69,210983092.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,146.59596544939603,251.8722616768196,4.335023359885929e+31,9.27616500416632e+31,1.5384615384615383,1.198189788261046e+32,150,2.1398189200093287
306,211086387.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,218.705811013191,45.09807229330962,6.467400359747667e+31,4.060777727420247e+31,1.7999999999999998,1.2784063229889454e+32,150,0.62788408039404
190,211046948.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,155.13053046441667,35.38157870695579,4.587400965184699e+31,2.980691251065941e+31,4.5,1.287483993092732e+32,150,0.649755988998431
283,211078992.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,211.05890448154696,45.12447317282129,6.241271909732552e+31,3.966204632231157e+31,4.2,1.303549286830957e+32,150,0.6354801857048261
68,210983092.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,260.1307498140284,51.99995969496555,7.692386851244694e+31,4.781427114030407e+31,1.8571428571428572,1.3640303463838897e+32,150,0.6215791283633547
393,211132233.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,136.92189655925594,26.333670558360076,4.0489492207011133e+31,2.4860792276190025e+31,4.75,1.4148040285209891e+32,150,0.6140060277635477
216,211059727.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,72.53728110457521,13.92784065843014,4.7036718758179895e+31,2.946221980657608e+31,3.0,1.4257346482177655e+32,150,0.6263663917129098
92,211003744.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,76.72155865526646,16.102232674037143,4.975000885343846e+31,3.205073836795934e+31,3.8333333333333335,1.4269767957552519e+32,150,0.6442358324473778
247,211069418.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,272.64406291462285,51.46439818745134,8.0624209407529e+31,4.921625804623435e+31,1.6363636363636362,1.430476966692907e+32,150,0.6104401941786773
94,211003744.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,99.42810058465919,23.002180010759727,6.447404055741006e+31,4.292048744409828e+31,3.8333333333333335,1.439651481979738e+32,150,0.6657018401984641
62,210982234.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,228.9240162346213,50.65064496089544,6.769565280830024e+31,4.352390990434744e+31,2.0,1.4412622351637686e+32,150,0.6429350792671715
224,211059979.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,92.87028954384374,21.350352125786234,6.02216353266236e+31,4.000229960600886e+31,3.0,1.4498784098952475e+32,150,0.6642513008663532
93,211003744.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,96.60769747609368,21.95560757303481,6.264515331788096e+31,4.144744877957215e+31,3.8333333333333335,1.4509780260314131e+32,150,0.6616225930401181
318,211093117.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,175.05588131819778,238.66941410290784,5.1766181454820715e+31,9.240624059408593e+31,4.1000000000000005,1.4683423812659696e+32,150,1.7850696728468198
72,210989020.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,277.32625356446067,56.284486188594585,8.200879088494305e+31,5.122546752352237e+31,2.428571428571429,1.507182405147935e+32,150,0.6246338590138566
226,211061207.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,311.8347193160415,63.13513077707734,9.221336948220095e+31,5.755435231337289e+31,2.5999999999999996,1.5493174498353852e+32,150,0.6241432520745492
61,210982234.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,294.29513554340747,66.67493427085691,8.702669840677553e+31,5.641400135903047e+31,2.0,1.678680246969689e+32,150,0.6482378671352459
65,210982234.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,179.0198994326475,40.13088343589149,5.293839046292485e+31,3.419024720323684e+31,2.5,1.709632857949599e+32,150,0.6458497680843134
382,211127537.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,342.15172230631697,75.48627778210096,1.0117848088630317e+32,6.498714516480963e+31,2.428571428571429,1.7803965659525384e+32,150,0.6423020448175866
394,211132712.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,233.09333648129456,47.32281192878093,6.8928572186999855e+31,4.3059725874068795e+31,1.5714285714285714,1.7880229129828395e+32,150,0.6247006793822721
341,211103222.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,164.94610329513495,38.04661563647739,1.0695911609597939e+32,7.11297240038993e+31,1.7999999999999998,1.806814535628804e+32,150,0.6650178741199702
84,210998478.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,125.1726774241377,31.05851148580854,8.116808259906199e+31,5.539578026187951e+31,4.0,1.8168264101608902e+32,150,0.6824823069372307
86,211000740.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,113.2066470367403,25.38862720050584,7.340872358514459e+31,4.834881839256785e+31,4.25,1.850861805778795e+32,150,0.6586249703209932
87,211000740.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,114.77612179372653,21.145179638210504,7.44264477349648e+31,4.603921515788121e+31,4.25,1.850861805778795e+32,150,0.6185867599355067
321,211094777.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,297.80943380320866,66.19469592367865,8.806591971161448e+31,5.671020760330714e+31,3.25,1.8510545252067743e+32,150,0.6439518009806008
329,211098921.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,289.1069518380357,60.3075527283008,8.549248854709627e+31,5.388414284531742e+31,2.571428571428571,1.8695587806061297e+32,150,0.6302792650097395
389,211129321.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,102.1365014875067,23.776650407438282,6.623030009197929e+31,4.418553549400391e+31,2.25,1.880530588770245e+32,150,0.6671498609041472
340,211103222.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,79.21870815591133,17.665129907144244,5.1369282652653875e+31,3.3767540207307285e+31,1.6,1.883263302425299e+32,150,0.6573488758960266
114,211016313.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,301.7738223884885,60.264850616890676,8.923823827250867e+31,5.545102233548799e+31,4.5,1.963096686489023e+32,150,0.6213818583705794
219,211059767.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,287.9435186261056,63.785726342361414,8.514844700844117e+31,5.476760627672781e+31,2.2,1.975666427416504e+32,150,0.6432014699140484
320,211093581.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,166.3921276712455,34.826662369451476,1.0789678898447004e+32,6.944903367548993e+31,2.833333333333333,1.9824165731940725e+32,150,0.6436617282974563
120,211020371.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,143.85673528699704,31.331737475442125,9.328373901151942e+31,6.083547328142234e+31,4.0,2.0024078205413903e+32,150,0.6521551765191348
391,211132233.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,339.3229753016248,70.58205472074556,1.0034198553617837e+32,6.318417276711781e+31,4.5,2.0218226569181292e+32,150,0.6296882848141042
96,211003744.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,172.68332266761902,81.79510344993373,1.1197630733959936e+32,1.0167763400665314e+32,1.4285714285714286,2.026127563335915e+32,150,0.9080281036441697
158,211030057.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,67.3459590804296,70.77175728220438,4.367041180106014e+31,6.48604150048239e+31,2.0,2.0336205128024303e+32,150,1.4852256328677294
8,210804191.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,109.71504688135381,28.438810204528245,7.114459937171894e+31,4.934326799205038e+31,4.0,2.066071970847505e+32,150,0.6935630873995066
40,210927331.0,1.42669527973314e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,90.09092808764842,191.49127724612123,5.84193615006456e+31,1.4954716188465967e+32,4.0,2.071110982617527e+32,150,2.559890386391967
191,211046948.0,2.53706284034917e+28,2.19067615356642e+28,3250.0,3499.0,3250.0,236.97945283972436,19.505984057851354,7.007774468580531e+31,3.531852990476447e+31,2.0,2.0854889488259614e+32,150,0.5039906758289049
