,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
48,211038945.0,2.65663092832871e+30,4.89369501852531e+29,3800.0,4000.0,3750.0,23.666619206234074,5.859958189227091,6.494560905109541e+31,3.753262940846606e+31,4.666666666666667,1.5676780986119153e+32,52,0.577908652437728
50,211038945.0,2.65663092832871e+30,4.89369501852531e+29,3800.0,4000.0,3750.0,23.73459082790471,5.957871318218109,6.513213583504888e+31,3.7862931859340804e+31,4.666666666666667,1.5676780986119153e+32,52,0.5813248924498806
41,211031293.0,7.6618072894805e+30,2.29345522251962e+30,4000.0,4000.0,3750.0,16.900911693150288,3.7471451815897163,7.417512961997363e+31,3.7976225335381785e+31,3.0,1.581939467413626e+32,52,0.5119805725982267
46,211038945.0,2.65663092832871e+30,4.89369501852531e+29,3800.0,4000.0,3750.0,33.44574172900158,20.161613413724336,9.178134180582383e+31,8.564299146477813e+31,2.272727272727273,1.7187711159886673e+32,52,0.9331198452727764
52,211046240.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,29.42911987304675,6.613657910698226,9.7935319676173e+31,5.169622158239018e+31,1.625,1.8305015275467996e+32,52,0.5278608550349942
38,211031293.0,7.6618072894805e+30,2.29345522251962e+30,4000.0,4000.0,3750.0,23.963053925997396,6.112819789017511,1.0516963009585196e+32,5.735546583212549e+31,1.4166666666666665,1.8839234493331092e+32,52,0.5453614867700068
33,211026087.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,34.73467822255864,7.820455974219907,1.1559135408228256e+32,6.106430679044369e+31,1.625,2.116933383596666e+32,52,0.5282774587706246
51,211038945.0,2.65663092832871e+30,4.89369501852531e+29,3800.0,4000.0,3750.0,49.847494814446904,11.193589879961126,1.3679080574139674e+32,7.589988430814349e+31,2.0,2.372181556962132e+32,52,0.5548610076296527
93,211112685.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,52.39461944063783,13.245858418434974,1.7436076329723624e+32,9.693388065062435e+31,2.75,2.8206218988569574e+32,52,0.5559386115176569
74,211089274.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,122.92802417865427,25.30823451827245,4.090844509462543e+32,2.0822708344328564e+32,1.7,3.3447396688267864e+32,52,0.5090075727924517
95,211112685.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,43.65873738543752,9.024419302057083,1.4528917007867857e+32,7.407317281311652e+31,3.142857142857143,3.4748742002443744e+32,52,0.5098327203122133
94,211112685.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,43.166220953202014,8.976430448149117,1.4365015557723136e+32,7.341664073800562e+31,3.142857142857143,3.4748742002443744e+32,52,0.5110794377005339
35,211026087.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,84.61279568845849,17.271703919714536,2.8157760851126665e+32,1.428317842827935e+32,1.1500000000000001,3.923620955640818e+32,52,0.5072554775855994
31,211021014.0,2.65663092832871e+30,4.89369501852531e+29,3800.0,4000.0,3750.0,77.27012675757271,33.22856055677369,2.120436129890495e+32,1.6122427100929068e+32,2.428571428571429,4.212257185722693e+32,52,0.7603354269275573
40,211031293.0,7.6618072894805e+30,2.29345522251962e+30,4000.0,4000.0,3750.0,96.27155859749126,18.827623546094056,4.2251894260709816e+32,2.0527484331746657e+32,1.0714285714285714,4.370910480787373e+32,52,0.4858358350772272
110,211122237.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,52.78204375762685,13.490179845289559,1.7565004834885588e+32,9.813776239266284e+31,2.3333333333333335,4.5178116749059274e+32,52,0.5587118438917417
20,211013066.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,78.57452925677903,17.69159222778369,2.614832408975739e+32,1.3813791674568419e+32,1.3636363636363638,4.696647226419665e+32,52,0.5282859286564926
91,211112685.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,76.0708668852258,15.800601128001125,2.531514601383457e+32,1.2931940107208003e+32,2.142857142857143,4.741586652609517e+32,52,0.5108380611409777
83,211101564.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,79.2043010164274,21.613995333076804,2.635790187825482e+32,1.518263269393485e+32,2.0,4.8072297691495564e+32,52,0.5760182568423806
78,211097402.0,7.6618072894805e+30,2.29345522251962e+30,4000.0,4000.0,3750.0,66.29106769391032,13.651312749366722,2.9093983970315036e+32,1.4436372681875896e+32,1.3125,5.1799710537336304e+32,52,0.4961978633316603
55,211048014.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,83.97665968940582,19.310022862921915,2.794606514736964e+32,1.489732666030011e+32,2.8,5.194732943669301e+32,52,0.5330742121204239
43,211036665.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,52.093371994792896,90.87789762220169,1.73358260842602e+32,3.549767804339522e+32,3.0,5.348483803769319e+32,52,2.047648486484575
36,211030439.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,88.68693284801499,18.651210801881383,2.951356736809687e+32,1.5153240261589975e+32,1.25,5.577464927586215e+32,52,0.5134330280239214
104,211121141.0,7.6618072894805e+30,2.29345522251962e+30,4000.0,4000.0,3750.0,87.17270539731214,19.20860704344542,3.825856758242222e+32,1.9535556476270032e+32,1.5555555555555554,5.6921761790257324e+32,52,0.510619129537029
60,211053776.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,101.92973929780389,18.639178696369452,3.392055775267031e+32,1.648512317891513e+32,1.9000000000000001,6.2128557857159754e+32,52,0.48599210246232993
80,211097402.0,7.6618072894805e+30,2.29345522251962e+30,4000.0,4000.0,3750.0,88.24985395586914,19.773614060720554,3.873130914454348e+32,1.9920749853039204e+32,1.2142857142857144,6.276433506886437e+32,52,0.5143319524443616
30,211021014.0,2.65663092832871e+30,4.89369501852531e+29,3800.0,4000.0,3750.0,134.03579311867088,26.92751659942304,3.678191693913633e+32,1.9538636770427403e+32,1.2307692307692308,6.3883022138199244e+32,52,0.5312022427422236
84,211101564.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,111.85510102234946,26.973258023160195,3.722355654294432e+32,2.0259804127860172e+32,1.2857142857142856,6.499133883273347e+32,52,0.5442737344156438
1,210784223.0,5.42414417135138e+30,1.62364195645655e+30,3940.0,4000.0,3750.0,96.0926721623073,34.895271770742355,3.311193138681296e+32,2.1721028102612923e+32,1.75,6.996211228697233e+32,52,0.6559879533714987
21,211013066.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,179.71512629991088,36.50426603513351,5.980626814784669e+32,3.0277045350273913e+32,1.4545454545454546,7.75467240876437e+32,52,0.5062520415991552
5,210951703.0,5.42414417135138e+30,1.62364195645655e+30,3940.0,4000.0,3750.0,119.02842019822255,26.789068494701613,4.101520744502994e+32,2.124220922978335e+32,3.5999999999999996,7.78549264362703e+32,52,0.5179105642279861
73,211089274.0,3.75259092847031e+30,6.912527945600349e+29,3870.0,4000.0,3750.0,144.90308229649642,27.79220614512287,4.822138666731727e+32,2.3866099020382146e+32,1.1111111111111112,7.980973401799214e+32,52,0.49492767980804947
