,Tmax,Tmin,alpha,alpha_err,beta,beta_err,cluster,count_per_yr,high_yerr,logE,low_yerr,maxenerg,n_obj,nflares
17,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.104210597336541,0.09186050485158148,32.26699267581224,0.1166512056288449,2.0292374841566094e+34,119,111
148,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1079067428965046,0.09158614336803028,32.267614679412596,0.11620813177394362,2.0292374841566094e+34,119,111
184,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1116346154157477,0.09141013440305601,32.26823890173748,0.11592427508892,2.0292374841566094e+34,119,111
162,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1153947642890545,0.09084654580679707,32.26988706036354,0.11501737110081844,2.0292374841566094e+34,119,111
344,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1191877533061936,0.09063631466087196,32.27123204779964,0.11467986074949477,2.0292374841566094e+34,119,111
176,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1230141611592463,0.09028828970970837,32.275816028620376,0.11412206701838756,2.0292374841566094e+34,119,111
35,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.126874581972485,0.090376625009438,32.284383738564095,0.11426353545183776,2.0292374841566094e+34,119,111
90,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1307696258560087,0.09042752907106211,32.28830499686314,0.11434509199815035,2.0292374841566094e+34,119,111
300,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1346999194844414,0.09105821262015246,32.289601525773925,0.11535761679499701,2.0292374841566094e+34,119,111
38,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1386661067020425,0.0913850589869396,32.3098263997441,0.11588385941615287,2.0292374841566094e+34,119,111
18,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1426688491557164,0.09136265646921071,32.31953624102213,0.11584775698108651,2.0292374841566094e+34,119,111
127,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.1467088269574566,0.09172508957692216,32.32893773263209,0.11643242832479728,2.0292374841566094e+34,119,111
160,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.150786739377896,0.09144371161012277,32.34354396808902,0.11597840319491715,2.0292374841566094e+34,119,111
109,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.154903305572728,0.0915136056834549,32.35057317833516,0.11609111094135693,2.0292374841566094e+34,119,111
266,3749.0,3500.0,-2.1376077640234294,0.01880775836778907,38.83112702644869,0.6127870156717388,Pleiades,-3.159059265343886,0.09206948826421524,32.3534795041073,0.11698919030052068,2.0292374841566094e+34,119,111
