,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
103,211988628.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,16.056487447716393,3.6755154394775174,1.8658042314623483e+31,1.0464260716418482e+31,3.8000000000000003,5.733416612549835e+31,140,0.5608445162661563
104,211988628.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,8.059166684911633,13.750963706102459,9.364954415921832e+30,1.9087502823736538e+31,3.8000000000000003,5.733416612549835e+31,140,2.038184274691707
71,211969273.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,62.694915577126466,12.033407808448784,5.587468399365187e+31,2.8904336635864363e+31,3.75,8.473237834143366e+31,140,0.5173064896286177
56,211941071.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,37.500679195683276,8.207086010852176,4.357673255365022e+31,2.4001394462430853e+31,4.111111111111111,9.662562308517424e+31,140,0.5507846287667653
57,211941071.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,40.49781983334111,8.93913540543096,4.705948536757595e+31,2.6008094743679757e+31,4.111111111111111,9.667971112476146e+31,140,0.5526642405996086
17,211908928.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,40.5658559190837,8.526057163850634,4.713854501065419e+31,2.5554329937783135e+31,2.571428571428571,9.990400661712414e+31,140,0.5421111307531316
14,211900943.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,24.956836960183605,5.749424078974416,2.2241921307253526e+31,1.2360842243016678e+31,4.333333333333333,1.0116005455794699e+32,140,0.555745255648646
114,212013132.0,8.401004635966278e+29,3.385204907166215e+29,3650.0,3749.0,3500.0,30.803539335464606,7.80867325452437,4.825551823465547e+31,2.793177009956187e+31,3.2857142857142856,1.063105417009417e+32,140,0.5788305901873462
75,211970517.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,60.786061278662444,73.19903202362417,5.417348335026965e+31,8.286257179785243e+31,1.3333333333333333,1.1233751493252147e+32,140,1.5295780642733947
12,211889082.0,8.401004635966278e+29,3.385204907166215e+29,3650.0,3749.0,3500.0,30.146681937199254,7.4873378400510955,4.722651329420472e+31,2.7093612083021745e+31,4.6000000000000005,1.1557772414730388e+32,140,0.5736949478831517
19,211908928.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,54.372593780853016,12.13968279959267,6.318232171403546e+31,3.507891220814927e+31,1.5714285714285714,1.1970425020263183e+32,140,0.5552013800144474
60,211953038.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,177.96115827184843,34.3201678171579,1.5860175247148079e+32,8.219100614670361e+31,2.857142857142857,1.2445723729630059e+32,140,0.5182225597506113
30,211921927.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,101.48688355016253,22.939704477896317,9.044668926764952e+31,4.987291009492922e+31,3.0,1.390497633683066e+32,140,0.5514066960189717
13,211892240.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,62.98019230811124,13.520013674215186,7.318456772654773e+31,4.000296658849764e+31,2.7142857142857144,1.3931222079265187e+32,140,0.5466038514836584
105,212003893.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,28.533468895175005,7.860825626810687,3.315660861459988e+31,2.014024854471868e+31,4.666666666666667,1.3993424872308428e+32,140,0.6074278819894235
76,211970517.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,95.76407298027658,19.457284864757412,8.534643146836207e+31,4.510984990325719e+31,1.2666666666666666,1.467207340122218e+32,140,0.5285499244333304
2,211787610.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,87.8052357127343,95.22561136138657,7.825339189430341e+31,1.1032789491173903e+32,3.2,1.5680997921772557e+32,140,1.409880035114114
10,211885995.0,8.401004635966278e+29,3.385204907166215e+29,3650.0,3749.0,3500.0,53.405859662651864,20.536334188979307,8.366335461397645e+31,5.938966374983244e+31,2.428571428571429,1.643439904194148e+32,140,0.7098647194325035
51,211939462.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,277.3905819099772,60.6076572505647,2.472148014613462e+32,1.3445090173183746e+32,4.25,1.701050522975106e+32,140,0.5438626689707323
102,211988628.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,88.92745603053663,17.685197767201334,1.033359408745124e+32,5.485124998633223e+31,1.0526315789473684,1.7809417363244477e+32,140,0.530805153774539
50,211939462.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,93.31923586113447,20.527415978888406,8.3167554597877e+31,4.535462504216567e+31,3.75,1.7928118429061917e+32,140,0.5453403705502654
55,211940224.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,123.80012674982274,24.448386250019134,1.1033259869392168e+32,5.768775995742397e+31,4.4,1.8230454422420676e+32,140,0.5228532694807454
49,211939462.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,66.75788523444741,15.731392467217546,5.9495665752520825e+31,3.3378198897025028e+31,4.6000000000000005,1.8549899651245374e+32,140,0.5610189998690921
44,211939462.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,84.01868915654235,17.943921004158494,7.4878762702974445e+31,4.035524539290178e+31,2.571428571428571,1.970340113819352e+32,140,0.5389411354589427
118,212013619.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,106.96771204444418,133.48800124812652,9.533128887708131e+31,1.4998457661615888e+32,3.5999999999999996,2.0070916794460734e+32,140,1.573298529610217
33,211923569.0,4.724232079919543e+29,1.3597432953833746e+29,3550.0,3749.0,3500.0,103.30620527793022,20.21599878986126,1.2004440919691537e+32,6.333819587821105e+31,1.0,2.034786360479548e+32,140,0.5276230380234865
116,212013619.0,2.4228762028039462e+29,8.089374008782233e+28,3500.0,3749.0,3500.0,118.77759890595362,81.33252765909891,1.058564437530912e+32,1.069273826496259e+32,3.3333333333333335,2.0795073307927853e+32,140,1.0101168984954063
