,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,stars_in_bin,rel_energ_err
86,211945445.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,113.597164415395,24.99096192985745,3.3592081463355835e+31,2.1555237938857564e+31,1.3636363636363638,5.911307225292454e+31,139,0.6416761629484392
165,212014467.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,99.94324508346747,18.289275033154063,2.955444924909575e+31,1.7870878550362396e+31,3.75,6.26322525290526e+31,139,0.6046764194365482
189,212077095.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,71.34257498959963,15.097664675767867,2.1096878634159084e+31,1.3360693268991952e+31,3.5999999999999996,6.48828598380465e+31,139,0.6333018974360946
55,211915935.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,115.76830619627933,25.612085689135295,3.4234114844622858e+31,2.2009644402990274e+31,2.2,7.504696319601412e+31,139,0.6429155391598309
8,211832848.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,66.481810090559,14.461661801455847,1.9659490550547156e+31,1.256650184778177e+31,2.5999999999999996,7.866472821642282e+31,139,0.6392079090488957
121,211973218.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,86.54392655201926,21.209958858907438,2.5592105629179987e+31,1.7063720448537963e+31,4.333333333333333,8.332934867735756e+31,139,0.6667571905096389
37,211905618.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,135.54217617762035,29.850029031765587,4.0081491886800096e+31,2.572857731426579e+31,3.5,8.370275647248014e+31,139,0.6419066781977468
38,211905618.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,128.2755942552713,25.294556687460357,3.7932674060651813e+31,2.347535490979667e+31,3.5,8.370275647248014e+31,139,0.6188689695923136
10,211832848.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,101.81192181812989,21.508740580522986,3.010703998868423e+31,1.9055930546502263e+31,3.25,8.532900457044954e+31,139,0.6329393574946078
107,211958562.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,171.0157791091421,34.54063278373267,5.057147344229854e+31,3.1539060073975295e+31,1.125,8.730856988822847e+31,139,0.6236531769231718
185,212074153.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,88.20284356003822,19.875813067084145,2.6082667832568643e+31,1.68760572726737e+31,2.0,8.777222380020272e+31,139,0.6470218990252629
186,212077095.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,220.92709946726313,33.5325380493397,6.533086596800168e+31,3.7464691866527687e+31,4.0,8.850257639446967e+31,139,0.5734608184265837
141,211988831.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,55.491502403941254,13.622640620484294,3.5983402635123243e+31,2.4463228171223544e+31,3.5,8.906364964421161e+31,139,0.679847551363725
188,212077095.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,134.94113003109393,26.949518742564628,3.9903755134115667e+31,2.479591267649848e+31,1.909090909090909,9.744061532424388e+31,139,0.6213929639744418
120,211973218.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,154.42700729830625,31.063884416899146,4.566596918156807e+31,2.8442390632921015e+31,3.0,1.0658330622672344e+32,139,0.6228355850684776
177,212025613.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,77.34352698227198,17.14249684508676,5.01533235190609e+31,3.2900479045776797e+31,1.7777777777777777,1.0704847558967315e+32,139,0.655997982531963
127,211978983.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,203.29976744270442,44.73989191728089,6.011824665309254e+31,3.8580788202295742e+31,3.0,1.0952604970772232e+32,139,0.6417483933775223
0,211745306.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,142.74357940109303,31.792352759380734,4.221103556844312e+31,2.720093195134413e+31,3.25,1.2150147650392163e+32,139,0.6444033316178457
116,211970427.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,75.2073251778827,17.787563911085623,4.876810584955774e+31,3.271709309902055e+31,3.666666666666667,1.2306931763099841e+32,139,0.6708706956950072
168,212017183.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,146.03799123629503,32.31433298795175,4.318523374769759e+31,2.7766087640372934e+31,1.7999999999999998,1.274476192415848e+32,139,0.6429532789515879
65,211926825.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,52.973678921320285,12.940835594043259,3.4350722815430998e+31,2.3311946588716277e+31,3.666666666666667,1.2888654566896146e+32,139,0.6786450088393513
195,212112752.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,92.86218343433049,19.537483390121338,6.021637892898098e+31,3.8824463750081905e+31,2.833333333333333,1.3252105851824173e+32,139,0.6447492267157307
135,211987847.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,46.30100248223234,10.220813982474866,3.002383324567683e+31,1.9668736931451413e+31,3.75,1.4285178841726602e+32,139,0.6551041224652265
131,211987847.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,50.8869853973086,32.87928416308038,3.299760873493561e+31,3.5653276704992105e+31,3.75,1.4285178841726602e+32,139,1.080480618804503
93,211946016.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,125.40243582208274,29.478143160395007,8.131706917509436e+31,5.443570554905733e+31,4.0,1.6516839980649572e+32,139,0.6694253260879919
190,212083165.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,224.4524954840609,49.72553729807398,6.637336901635076e+31,4.269276379009747e+31,2.5454545454545454,1.695123362900703e+32,139,0.6432212862297273
5,211832848.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,291.12117897369797,395.96318608664376,8.608812033399074e+31,1.5339281607182466e+32,1.6666666666666667,1.7155849622389107e+32,139,1.781811653881117
125,211978983.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,1342.3595036528716,301.4206528880294,3.969522481646213e+32,2.5652055009811897e+32,1.2727272727272727,1.736464000261022e+32,139,0.6462252104231352
164,212011416.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,122.75047788684455,27.5713565843847,7.959741001970792e+31,5.24523059699774e+31,2.5,1.736749569636945e+32,139,0.6589700086597098
63,211918605.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,152.3386219063824,28.428179260860524,9.878380889805989e+31,6.134165795319968e+31,1.5,1.73676434183966e+32,139,0.62096874616873
126,211978983.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,402.8377228484825,492.1196918596421,1.191240791271465e+32,1.9575807665149542e+32,2.5,1.8986108414843595e+32,139,1.6433124023779777
148,211992451.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,152.4036563577131,30.079062846140946,9.882598041524737e+31,6.243048905948087e+31,1.3333333333333333,1.977896932840681e+32,139,0.6317214238316707
87,211945445.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,537.3075141877296,137.30104125105413,1.5888845360141177e+32,1.076016628163146e+32,1.4615384615384615,2.096944376837889e+32,139,0.6772151177595609
2,211827220.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,163.65981590231354,34.46259271937012,1.0612502447554616e+32,6.844337483661066e+31,1.5454545454545454,2.2133821707313662e+32,139,0.6449315340547386
50,211913859.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,191.96725258571666,42.71313907878017,1.2448095011497897e+32,8.176645681977426e+31,2.3000000000000003,2.2486363619217447e+32,139,0.6568591960797959
119,211971468.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,394.0635125942561,81.0071025042451,1.1652943702359201e+32,7.309290933264376e+31,4.0,2.323910431467918e+32,139,0.6272484549791973
149,211992451.0,1.4266952797331432e+29,4.76337656086982e+28,3410.0,3499.0,3250.0,189.22366614001126,42.65223775418807,1.2270187455451852e+32,8.095421153602544e+31,3.5999999999999996,2.3385721839768554e+32,139,0.6597634455866126
96,211949413.0,2.53706284034917e+28,2.190676153566424e+28,3250.0,3499.0,3250.0,528.2090155476296,117.65495456938532,1.5619791542569787e+32,1.006575272451498e+32,4.333333333333333,2.52281348686604e+32,139,0.6444229871494784
